START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: N6ED
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N6ED
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2018.
QSO:    50 RY 2018-06-09 1957 N6ED          DM03 N6UTC         DM14
QSO:    50 RY 2018-06-09 2001 N6ED          DM03 AG6MO         DM14
QSO:    50 RY 2018-06-09 2021 N6ED          DM03 K6KY          DM04
QSO:    50 RY 2018-06-09 2026 N6ED          DM03 XE2CQ         DM12
QSO:    50 RY 2018-06-09 2036 N6ED          DM03 N6ZE          DM04
QSO:    50 PH 2018-06-09 2113 N6ED          DM03 NI6E          DM13
QSO:    50 RY 2018-06-09 2114 N6ED          DM03 N6VHF         DM14
QSO:    50 RY 2018-06-09 2116 N6ED          DM03 N6QQ          DM03
QSO:    50 RY 2018-06-09 2140 N6ED          DM03 N6MI          DM15
QSO:    50 RY 2018-06-09 2142 N6ED          DM03 KF6I          DM13
QSO:    50 RY 2018-06-09 2157 N6ED          DM03 N6IC          DM04
QSO:    50 RY 2018-06-10 1812 N6ED          DM03 K5LRW         DM72
QSO:    50 RY 2018-06-10 1920 N6ED          DM03 KJ4LPI        EM74
QSO:    50 RY 2018-06-10 1925 N6ED          DM03TV K4LDC         EM74
QSO:    50 RY 2018-06-10 2001 N6ED          DM03 N4HB          FM17
QSO:    50 RY 2018-06-10 2053 N6ED          DM03 W6IT          DM13
QSO:    50 RY 2018-06-10 2055 N6ED          DM03 W6ZL          DM13
QSO:    50 RY 2018-06-10 2102 N6ED          DM03 K6FW          DM14
QSO:    50 RY 2018-06-10 2314 N6ED          DM03 W9VHF         EN71
END-OF-LOG:
