START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: W4CDO
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W4CDO
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2018.
QSO:    50 PH 2018-06-10 1508 W4CDO         EM76 AA4ZZ         EM96
QSO:    50 PH 2018-06-10 1516 W4CDO         EM76 KC4PX         EL98
QSO:    50 PH 2018-06-10 1519 W4CDO         EM76 N4BP          EL96
QSO:    50 PH 2018-06-10 1524 W4CDO         EM76 WA4GPM        EM90
QSO:    50 PH 2018-06-10 1532 W4CDO         EM75 K2PS          EL98
QSO:    50 PH 2018-06-10 1620 W4CDO         EM76 KC4NX         EM75
QSO:    50 PH 2018-06-10 1630 W4CDO         EM76 WB0HHM        EN13
QSO:    50 PH 2018-06-10 1644 W4CDO         EM76 K0SIX         EN35
QSO:    50 PH 2018-06-10 1812 W4CDO         EM76 K5QE          EM31
QSO:    50 PH 2018-06-10 1933 W4CDO         EM76 WA0CSL        EN17
QSO:    50 PH 2018-06-10 2004 W4CDO         EM76 K1BX          FN43
QSO:    50 PH 2018-06-10 2008 W4CDO         EM76 K5AM          DM54
QSO:    50 PH 2018-06-10 2010 W4CDO         EM76 WE1P          FN22
QSO:    50 PH 2018-06-10 2104 W4CDO         EM76 W2SJ          FM29
QSO:    50 PH 2018-06-10 2118 W4CDO         EM76 K2KA          FN42
QSO:    50 PH 2018-06-10 2119 W4CDO         EM76 AF1T          FN43
QSO:    50 PH 2018-06-10 2129 W4CDO         EM76 KV1J          FN44
END-OF-LOG:
