START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: K7SS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K7SS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2018.
QSO:    50 PH 2018-06-09 1802 K7SS          CN87 KD7UO         CN87
QSO:    50 PH 2018-06-09 1807 K7SS          CN87 N7EPD         CN87
QSO:    50 PH 2018-06-09 1807 K7SS          CN87 N7QOZ         CN87
QSO:    50 PH 2018-06-09 1807 K7SS          CN87 W7FI          CN87
QSO:    50 PH 2018-06-09 1808 K7SS          CN87 K7ND          CN87
QSO:    50 PH 2018-06-09 1811 K7SS          CN87 KX7L          CN87
QSO:    50 PH 2018-06-09 2025 K7SS          CN87 KE7SW         CN87
QSO:    50 PH 2018-06-09 2026 K7SS          CN87 N7KSI         CN86
QSO:    50 PH 2018-06-09 2029 K7SS          CN87 N7MWV         CN86
QSO:    50 PH 2018-06-09 2133 K7SS          CN87 N7KN          CN88
QSO:    50 PH 2018-06-09 2149 K7SS          CN87 W7GLF         CN87
QSO:    50 PH 2018-06-09 2151 K7SS          CN87 AC7MD         CN87
QSO:    50 PH 2018-06-10 0030 K7SS          CN87 WW7D/R        CN86
QSO:    50 PH 2018-06-10 0036 K7SS          CN87 AC7MX         CN87
QSO:    50 PH 2018-06-10 2004 K7SS          CN85 K7YDL         CN85
QSO:    50 PH 2018-06-10 2015 K7SS          CN87 WW7D/R        CN97
QSO:    50 PH 2018-06-10 2019 K7SS          CN87 WW7D/R        CN87
END-OF-LOG:
