START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: ON3NYL
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: QRP
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
CATEGORY-OVERLAY: ENCLOSED
OPERATORS: ON3NYL
CLUB: CCB
CREATED-BY: N1MM LOGGER+ 1.0.11241.0
HQ-CATEGORY: Single Operator, One Radio (SO1R), QRP, 8 Hours
HQ-GRID-LOCATOR: JO10TQ
QSO: 7075 DG 2026-06-06 1801 ON3NYL JO10 F4MSX JN09
QSO: 7075 DG 2026-06-06 1804 ON3NYL JO10 G0JEI IO70
QSO: 7075 DG 2026-06-06 1807 ON3NYL JO10 DL1SP JN49
QSO: 7048 DG 2026-06-06 1809 ON3NYL JO10 EA1MX IN73
QSO: 7048 DG 2026-06-06 1809 ON3NYL JO10 SP3JHZ JO71
QSO: 7048 DG 2026-06-06 1811 ON3NYL JO10 PA1MOS JO22
QSO: 7048 DG 2026-06-06 1813 ON3NYL JO10 ON3RT JO20
QSO: 7048 DG 2026-06-06 1815 ON3NYL JO10 GW8KJK IO81
QSO: 7075 DG 2026-06-06 1818 ON3NYL JO10 DL1UDO JO31
QSO: 7075 DG 2026-06-06 1820 ON3NYL JO10 OO0O JO11
QSO: 7048 DG 2026-06-06 1826 ON3NYL JO10 ON3RUM JO10
QSO: 7049 DG 2026-06-06 1827 ON3NYL JO10 EA1FKI IN83
QSO: 7049 DG 2026-06-06 1828 ON3NYL JO10 ON3ZEP JO10
QSO: 7049 DG 2026-06-06 1830 ON3NYL JO10 M9KCA IO91
QSO: 7049 DG 2026-06-06 1833 ON3NYL JO10 F4GAJ IN99
QSO: 7049 DG 2026-06-06 1837 ON3NYL JO10 M7CYY IO70
QSO: 7048 DG 2026-06-06 1839 ON3NYL JO10 SQ2BXI JO94
QSO: 7048 DG 2026-06-06 1845 ON3NYL JO10 PD9MK JO21
QSO: 7075 DG 2026-06-06 1849 ON3NYL JO10 F6FHZ JN18
QSO: 7075 DG 2026-06-06 1851 ON3NYL JO10 LX1RFJ JN29
QSO: 7075 DG 2026-06-06 1853 ON3NYL JO10 F4ILK IN97
QSO: 7075 DG 2026-06-06 1855 ON3NYL JO10 G6LTT IO91
QSO: 7076 DG 2026-06-06 1857 ON3NYL JO10 F5LVR JN38
QSO: 7075 DG 2026-06-06 1859 ON3NYL JO10 G8ADE IO92
QSO: 7075 DG 2026-06-06 1903 ON3NYL JO10 G8ADE IO92
QSO: 7075 DG 2026-06-06 1904 ON3NYL JO10 IQ4LH JN54
QSO: 7075 DG 2026-06-06 1910 ON3NYL JO10 DG6MA JN48
QSO: 7075 DG 2026-06-06 1913 ON3NYL JO10 DK4BP JN58
QSO: 7049 DG 2026-06-06 1916 ON3NYL JO10 GM3AND IO86
QSO: 7049 DG 2026-06-06 1917 ON3NYL JO10 DL6NA JN58
QSO: 7048 DG 2026-06-06 1924 ON3NYL JO10 OK1DLA JN79
QSO: 7048 DG 2026-06-06 1926 ON3NYL JO10 DK4RH JO31
QSO: 7048 DG 2026-06-06 1929 ON3NYL JO10 SQ9CXC JO84
QSO: 7049 DG 2026-06-06 1930 ON3NYL JO10 IK4CBO JN54
QSO: 7075 DG 2026-06-06 1943 ON3NYL JO10 HB9GWQ JN47
QSO: 7075 DG 2026-06-06 1947 ON3NYL JO10 M7WSY IO93
QSO: 7075 DG 2026-06-06 1950 ON3NYL JO10 DL2RPN JO62
QSO: 3574 DG 2026-06-07 0540 ON3NYL JO10 GM3DGD IO75
QSO: 7075 DG 2026-06-07 0605 ON3NYL JO10 F4LNM JN09
QSO: 14076 DG 2026-06-07 0621 ON3NYL JO10 DL6NDN JO50
QSO: 14076 DG 2026-06-07 0624 ON3NYL JO10 HB9EKJ JN47
QSO: 14075 DG 2026-06-07 0625 ON3NYL JO10 IU3VHR JN55
QSO: 14076 DG 2026-06-07 0628 ON3NYL JO10 DL9YNG JN48
QSO: 14076 DG 2026-06-07 0633 ON3NYL JO10 II9RICT JN92
QSO: 14076 DG 2026-06-07 0646 ON3NYL JO10 EA7KRZ IM77
QSO: 14075 DG 2026-06-07 0651 ON3NYL JO10 YO2MD KN06
QSO: 14076 DG 2026-06-07 0705 ON3NYL JO10 MM7CEH IO85
QSO: 7076 DG 2026-06-07 0709 ON3NYL JO10 PD0WH JO22
QSO: 7076 DG 2026-06-07 0712 ON3NYL JO10 PD5WA JO22
QSO: 7075 DG 2026-06-07 0716 ON3NYL JO10 DL2AOM JO61
QSO: 7076 DG 2026-06-07 0721 ON3NYL JO10 DH9DR JO31
QSO: 14082 DG 2026-06-07 0726 ON3NYL JO10 S55X JN76
QSO: 14081 DG 2026-06-07 0728 ON3NYL JO10 F4DIA JN36
QSO: 14081 DG 2026-06-07 0731 ON3NYL JO10 IK4LZH JN54
QSO: 28076 DG 2026-06-07 1137 ON3NYL JO10 EA4IPN IN80
QSO: 28076 DG 2026-06-07 1143 ON3NYL JO10 EA4CRJ IN80
QSO: 28075 DG 2026-06-07 1157 ON3NYL JO10 EA4GZI IN80
QSO: 21075 DG 2026-06-07 1204 ON3NYL JO10 EA7HHC IM67
QSO: 21075 DG 2026-06-07 1205 ON3NYL JO10 EA3AAY JN11
QSO: 21075 DG 2026-06-07 1208 ON3NYL JO10 M3SVO IO93
QSO: 21075 DG 2026-06-07 1211 ON3NYL JO10 EA3ISZ JN01
QSO: 21075 DG 2026-06-07 1212 ON3NYL JO10 9A4ZM JN86
QSO: 21075 DG 2026-06-07 1218 ON3NYL JO10 F4LJG IN93
QSO: 21141 DG 2026-06-07 1231 ON3NYL JO10 EB5R IM99
QSO: 21141 DG 2026-06-07 1235 ON3NYL JO10 HA7NB KN07
QSO: 21141 DG 2026-06-07 1238 ON3NYL JO10 WA2BOT FN32
QSO: 21075 DG 2026-06-07 1323 ON3NYL JO10 K1UHF EM80
QSO: 14075 DG 2026-06-07 1343 ON3NYL JO10 DD5Y JO73
