START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: RN3DKE
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: LOW
CATEGORY-BAND: 20M
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
CATEGORY-OVERLAY: ENCLOSED
OPERATORS: RN3DKE
CREATED-BY: MSHV VERSION 2.76.6 64-BIT
HQ-CATEGORY: Single Operator, One Radio (SO1R), Low Power, 8 Hours
HQ-GRID-LOCATOR: KO85RV
QSO: 14090 DG 2026-06-06 1841 RN3DKE KO85 JF1LMB PM95 0
QSO: 14090 DG 2026-06-06 1844 RN3DKE KO85 CT7AUT IM67 0
QSO: 14090 DG 2026-06-06 1846 RN3DKE KO85 YF2BUW OI52 0
QSO: 14090 DG 2026-06-06 1849 RN3DKE KO85 YB4KAR OI25 0
QSO: 14090 DG 2026-06-06 1851 RN3DKE KO85 VU2AZK MK97 0
QSO: 14090 DG 2026-06-06 1853 RN3DKE KO85 JA6GCE PM52 0
QSO: 14090 DG 2026-06-06 1855 RN3DKE KO85 PD2PKM JO21 0
QSO: 14090 DG 2026-06-06 1907 RN3DKE KO85 LX1NO JN39 0
QSO: 14090 DG 2026-06-06 1911 RN3DKE KO85 PD0WVB JO22 0
QSO: 14090 DG 2026-06-06 1929 RN3DKE KO85 5B4AMM KM64 0
QSO: 14090 DG 2026-06-06 1942 RN3DKE KO85 HB9AWS JN46 0
QSO: 14090 DG 2026-06-06 1958 RN3DKE KO85 JA5NSR PM73 0
QSO: 14090 DG 2026-06-06 2005 RN3DKE KO85 ZD7BG IH74 0
QSO: 14090 DG 2026-06-06 2010 RN3DKE KO85 NP4DX FK68 0
QSO: 14090 DG 2026-06-06 2025 RN3DKE KO85 KP4PR FK68 0
QSO: 14090 DG 2026-06-06 2028 RN3DKE KO85 PY1NS GG87 0
QSO: 14090 DG 2026-06-06 2043 RN3DKE KO85 PW8BR FH99 0
QSO: 14090 DG 2026-06-06 2044 RN3DKE KO85 HS0ZOY OK14 0
QSO: 14090 DG 2026-06-06 2051 RN3DKE KO85 AA3B FN20 0
QSO: 14090 DG 2026-06-06 2100 RN3DKE KO85 XV9DL OK41 0
END-OF-LOG:
