START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: DO1FDK
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 8-HOURS
CATEGORY-OVERLAY: ENCLOSED
OPERATORS: 
CREATED-BY: RUMLOGNG (6.4) BY DL2RUM
HQ-CATEGORY: Single Operator, One Radio (SO1R), Low Power, 8 Hours
HQ-GRID-LOCATOR: JO41RH
QSO: 28092 DG 2026-06-06 1901 DO1FDK JO41 XQ3SK FF46 0
QSO: 28092 DG 2026-06-06 1905 DO1FDK JO41 PY2EBD GG67 0
QSO: 28092 DG 2026-06-06 1922 DO1FDK JO41 PY4LX GG78 0
QSO: 28092 DG 2026-06-06 1926 DO1FDK JO41 PP2RR GH42 0
QSO: 28092 DG 2026-06-06 1943 DO1FDK JO41 TK4TH JN41 0
QSO: 28092 DG 2026-06-06 1946 DO1FDK JO41 PT9HZ GG39 0
QSO: 28092 DG 2026-06-06 1947 DO1FDK JO41 CA2EBM FF46 0
QSO: 28092 DG 2026-06-06 2010 DO1FDK JO41 XQ3SK FF46 0
QSO: 28092 DG 2026-06-06 2017 DO1FDK JO41 PP2CS GH53 0
QSO: 28093 DG 2026-06-07 1740 DO1FDK JO41 7Q6UJ KH79 0
QSO: 28093 DG 2026-06-07 1740 DO1FDK JO41 PY4TC GG78 0
QSO: 28093 DG 2026-06-07 1741 DO1FDK JO41 CX7ACH GF15 0
QSO: 28093 DG 2026-06-07 1800 DO1FDK JO41 LT3V FE48 0
QSO: 28093 DG 2026-06-07 1805 DO1FDK JO41 PW2W GG77 0
QSO: 28093 DG 2026-06-07 1812 DO1FDK JO41 PU4JOE GH91 0
QSO: 28093 DG 2026-06-07 1818 DO1FDK JO41 CX8AF GF15 0
QSO: 28093 DG 2026-06-07 1855 DO1FDK JO41 NP4DX FK68 0
QSO: 28093 DG 2026-06-07 1855 DO1FDK JO41 PA6AA JO32 0
QSO: 28093 DG 2026-06-07 1856 DO1FDK JO41 PY4BAL GH51 0
QSO: 28093 DG 2026-06-07 1913 DO1FDK JO41 PY2DN GG66 0
QSO: 28093 DG 2026-06-07 1919 DO1FDK JO41 KP4PR FK68 0
QSO: 28093 DG 2026-06-07 1928 DO1FDK JO41 PY3TR GF49 0
QSO: 28093 DG 2026-06-07 1941 DO1FDK JO41 PU2BRU GH64 0
QSO: 28093 DG 2026-06-07 1942 DO1FDK JO41 PP5DZ GG33 0
QSO: 28093 DG 2026-06-07 1955 DO1FDK JO41 LU1HLH FF78 0
QSO: 28093 DG 2026-06-07 2017 DO1FDK JO41 PY2WLM GG66 0
END-OF-LOG:
