START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: YB2CLC
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: QRP
CATEGORY-BAND: 15M
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
CATEGORY-OVERLAY: ENCLOSED
OPERATORS: YB2CLC
CLUB: YB-Land DXing Passion Is
CREATED-BY: N1MM LOGGER+ 1.0.11031.0
HQ-CATEGORY: Single Operator, One Radio (SO1R), QRP, 8 Hours
HQ-GRID-LOCATOR: OI43UC
QSO: 21091 DG 2026-06-07 0523 YB2CLC OI43 JH5HDA PM63
QSO: 21091 DG 2026-06-07 0526 YB2CLC OI43 YF2BUW OI52
QSO: 21091 DG 2026-06-07 0527 YB2CLC OI43 JR3RIY PM74
QSO: 21091 DG 2026-06-07 0528 YB2CLC OI43 JM1XCW PM95
QSO: 21091 DG 2026-06-07 0529 YB2CLC OI43 R5BD KO75
QSO: 21091 DG 2026-06-07 0530 YB2CLC OI43 BI6AN OM81
QSO: 21091 DG 2026-06-07 0531 YB2CLC OI43 YB2CPO OI52
QSO: 21091 DG 2026-06-07 0533 YB2CLC OI43 YD6ROA NJ93
QSO: 21091 DG 2026-06-07 0537 YB2CLC OI43 9A6KFA JN85
QSO: 21091 DG 2026-06-07 0543 YB2CLC OI43 5Z4VJ KI88
QSO: 21091 DG 2026-06-07 0546 YB2CLC OI43 HA8LHT JN95
QSO: 21091 DG 2026-06-07 0548 YB2CLC OI43 JR5JEU PM63
QSO: 21091 DG 2026-06-07 0551 YB2CLC OI43 BD4QA OM91
QSO: 21091 DG 2026-06-07 1347 YB2CLC OI43 DF8QB JO31
QSO: 21091 DG 2026-06-07 1349 YB2CLC OI43 SP4NKJ KO13
QSO: 21091 DG 2026-06-07 1351 YB2CLC OI43 VU2ADV MK80
QSO: 21091 DG 2026-06-07 1353 YB2CLC OI43 E73KM JN84
QSO: 21091 DG 2026-06-07 1358 YB2CLC OI43 R4MA LO33
