START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAG
CALLSIGN: 4X6FR
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: 4X6FR
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAG DARC/WAG/2021.
QSO: 21008 CW 2021-10-16 1550 4X6FR         599 DL1WA         599 X28
QSO: 21009 CW 2021-10-16 1551 4X6FR         599 002 DL5NO         599 C13
QSO: 21000 CW 2021-10-16 1553 4X6FR         599 3 DD5DD         599 Z90
QSO: 21000 CW 2021-10-16 1555 4X6FR         599 4 DF2AJ         599 P51
QSO: 21000 CW 2021-10-16 1556 4X6FR         599 005 DJ7PR         599 T13
QSO: 21000 CW 2021-10-16 1556 4X6FR         599 006 DL1DSW        599 S04
QSO: 21008 CW 2021-10-16 1557 4X6FR         599 7 DL3UB         599 V22
QSO: 21006 CW 2021-10-16 1558 4X6FR         599 008 DA0BCC        599 BCC
QSO: 21020 CW 2021-10-16 1559 4X6FR         599 9 DH7KU         599 C28
QSO: 21024 CW 2021-10-16 1600 4X6FR         599 10 DP7D          599 N16
QSO: 21026 CW 2021-10-16 1601 4X6FR         599 11 DL6KVA        599 V01
QSO: 21000 CW 2021-10-16 1602 4X6FR         599 12 DL9SCO        599 T18
QSO: 14000 CW 2021-10-16 1606 4X6FR         599 13 DL9FBF        599 F16
QSO: 14000 CW 2021-10-16 1607 4X6FR         599 014 DL2DXA        599 S01
QSO: 14003 CW 2021-10-16 1607 4X6FR         599 015 DL7ANR        599 D06
QSO: 14003 CW 2021-10-16 1608 4X6FR         599 017 DA0BCC        599 BCC
QSO: 14003 CW 2021-10-16 1609 4X6FR         599 018 DJ9MH         599 B10
QSO: 14003 CW 2021-10-16 1609 4X6FR         599 19 DK2ZO         599 P05
QSO: 14001 CW 2021-10-16 1610 4X6FR         599 021 DD5M          599 C01
QSO: 14003 CW 2021-10-16 1610 4X6FR         599 020 DL1QQ         599 Z78
QSO: 14003 CW 2021-10-16 1611 4X6FR         599 22 DF8V          599 Q05
QSO: 14000 CW 2021-10-16 1612 4X6FR         599 024 DK4CU         599 O12
QSO: 14003 CW 2021-10-16 1612 4X6FR         599 023 DL3JAN        599 S07
QSO: 14000 CW 2021-10-16 1614 4X6FR         599 025 DL2F          599 F07
QSO: 14006 CW 2021-10-16 1614 4X6FR         599 026 DL6RAI        599 U08
QSO: 14007 CW 2021-10-16 1615 4X6FR         599 027 DL4WA         599 X28
QSO: 14012 CW 2021-10-16 1616 4X6FR         599 28 DL6KVA        599 V01
QSO: 14013 CW 2021-10-16 1617 4X6FR         599 29 DD1A          599 A25
QSO: 14020 CW 2021-10-16 1619 4X6FR         599 030 DJ9DZ         599 N06
QSO: 14000 CW 2021-10-16 1622 4X6FR         599 31 DL1DTL        599 S01
QSO: 14053 CW 2021-10-16 1622 4X6FR         599 032 DF0CI         599 X12
QSO: 14000 CW 2021-10-16 1624 4X6FR         599 33 DL3SYA        599 V14
QSO: 14050 CW 2021-10-16 1624 4X6FR         599 034 DL5JS         599 R01
QSO: 14050 CW 2021-10-16 1625 4X6FR         599 035 DJ9AO         599 X22
QSO: 14050 CW 2021-10-16 1626 4X6FR         599 037 DL5YL         599 Y21
QSO: 14000 CW 2021-10-16 1627 4X6FR         599 039 DF1PY         599 K01
QSO: 14000 CW 2021-10-16 1627 4X6FR         599 036 DJ0YZ         599 P06
QSO: 14050 CW 2021-10-16 1627 4X6FR         599 038 DF3VM         599 Q05
QSO: 14050 CW 2021-10-16 1627 4X6FR         599 040 DG3T          599 F43
QSO: 14000 CW 2021-10-16 1630 4X6FR         599 42 DL3RHN        599 V22
QSO: 14050 CW 2021-10-16 1630 4X6FR         599 042 DL3NEY        599 b36
QSO: 14000 CW 2021-10-16 1632 4X6FR         599 043 DF3XZ         599 E13
QSO: 14000 CW 2021-10-16 1632 4X6FR         599 44 DL1ONI        599 T08
QSO: 14000 CW 2021-10-16 1633 4X6FR         599 046 DK4PL         599 S05
QSO: 14000 CW 2021-10-16 1634 4X6FR         599 048 DL6IAK        599 A36
QSO: 14000 CW 2021-10-16 1634 4X6FR         599 047 DL6UD         599 Y28
QSO: 14050 CW 2021-10-16 1635 4X6FR         599 49 DC6O          599 K06
QSO: 14010 CW 2021-10-16 1751 4X6FR         599 50 DF4XX         599 E38
QSO: 14000 CW 2021-10-16 1752 4X6FR         599 52 DK1X          599 F35
QSO: 14006 CW 2021-10-16 1752 4X6FR         599 53 DH7KU         599 C28
QSO: 14009 CW 2021-10-16 1752 4X6FR         599 51 DL6JZ         599 S07
QSO: 14000 CW 2021-10-16 1753 4X6FR         599 054 DL8UIL        599 Y24
QSO: 14006 CW 2021-10-16 1753 4X6FR         599 55 DF3CE         599 A45
QSO: 14005 CW 2021-10-16 1754 4X6FR         599 056 DK2OY         599 M15
QSO: 14005 CW 2021-10-16 1754 4X6FR         599 058 DL2NBU        599 C12
QSO: 14005 CW 2021-10-16 1754 4X6FR         599 57 DL6MHW        599 W37
QSO: 14000 CW 2021-10-16 1755 4X6FR         599 60 DM3F          599 S07
QSO: 14005 CW 2021-10-16 1756 4X6FR         599 62 DA0T          599 E38
QSO: 14006 CW 2021-10-16 1756 4X6FR         599 61 DK2GZ         599 A36
QSO: 14000 CW 2021-10-16 1757 4X6FR         599 63 DL7UAW/P      599 D17
QSO: 14005 CW 2021-10-16 1758 4X6FR         599 64 DL8L          599 K06
QSO: 14006 CW 2021-10-16 1758 4X6FR         599 65 DF2DR         599 P14
QSO: 14006 CW 2021-10-16 1759 4X6FR         599 66 DL2LSM        599 S34
QSO: 14006 CW 2021-10-16 1759 4X6FR         599 68 DL2NFC        599 B09
QSO: 14006 CW 2021-10-16 1759 4X6FR         599 67 DL8DWW        599 S04
QSO: 14000 CW 2021-10-16 1800 4X6FR         599 69 DL2RTJ        599 X36
QSO: 14000 CW 2021-10-16 1802 4X6FR         599 070 DL8DXW        599 S20
QSO: 14006 CW 2021-10-16 1805 4X6FR         599 71 DL1NEO        599 B36
QSO: 14018 CW 2021-10-16 1805 4X6FR         599 070 DM3W          599 Y24
QSO: 14000 CW 2021-10-16 1806 4X6FR         599 72 DL9SCO        599 T18
QSO: 14006 CW 2021-10-16 1806 4X6FR         599 73 DJ1YFK        599 S07
QSO: 14000 CW 2021-10-16 1807 4X6FR         599 074 DK6YM         599 O43
QSO: 14005 CW 2021-10-16 1807 4X6FR         599 075 DL6RDE        599 Z64
QSO: 14005 CW 2021-10-16 1808 4X6FR         599 076 DQ0L          599 U08
QSO: 14006 CW 2021-10-16 1808 4X6FR         599 77 DL5ASK        599 X29
QSO:  7000 CW 2021-10-16 1816 4X6FR         599 81 DL1ONI        599 T08
QSO:  7006 CW 2021-10-16 1816 4X6FR         599 079 DL8DWW        599 S04
QSO:  7006 CW 2021-10-16 1816 4X6FR         599 080 DQ1A          599 L03
QSO:  7006 CW 2021-10-16 1817 4X6FR         599 82 DP4E          599 N62
QSO: 14000 CW 2021-10-16 1818 4X6FR         599 083 DL8WEM        599 P24
QSO: 14000 CW 2021-10-16 1819 4X6FR         599 084 DL7VEA        599 D27
QSO: 14027 CW 2021-10-16 1821 4X6FR         599 086 DF5A          599 V11
QSO: 14022 CW 2021-10-16 1822 4X6FR         599 085 DQ1A          599 L03
QSO: 14029 CW 2021-10-16 1824 4X6FR         599 087 DL0XM         599 S41
QSO: 14000 CW 2021-10-16 1825 4X6FR         599 89 DL1RTS        599 Y07
QSO: 14000 CW 2021-10-16 1825 4X6FR         599 88 DL9ABM        599 H07
QSO: 14029 CW 2021-10-16 1826 4X6FR         599 090 DJ2QV         599 C30
QSO: 14029 CW 2021-10-16 1826 4X6FR         599 91 DL1SVA        599 V04
QSO: 14000 CW 2021-10-16 1827 4X6FR         599 092 DL9MFY        599 C12
QSO: 14029 CW 2021-10-16 1827 4X6FR         599 093 DF3NA         599 B27
QSO: 14029 CW 2021-10-16 1828 4X6FR         599 95 DF1LON        599 R11
QSO: 14000 CW 2021-10-16 1829 4X6FR         599 096 DL0RD         599 L16
QSO: 14000 CW 2021-10-16 1830 4X6FR         599 98 DL4KUG        599 V11
QSO: 14019 CW 2021-10-16 1830 4X6FR         599 097 DL4XU         599 E02
QSO:  7000 CW 2021-10-16 1832 4X6FR         599 99 DK1X          599 F35
QSO:  7015 CW 2021-10-16 1833 4X6FR         599 100 DH8VV         599 B25
QSO: 21000 CW 2021-10-17 1147 4X6FR         599 002 DL7ZZ         599 H32
END-OF-LOG:
