START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.40.0
CONTEST: REF-SSB
LOCATION: 77
GRID-LOCATOR: JN18PN
CALLSIGN: F6KOP
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 8116250
OPERATORS: F4AJQ F4DLM F4FLF F4IDS F4IEL F4JCT F5ANZ F6FJE HB9GWJ IU0BMX
QSO: 14240 PH 2023-02-25 0651 F6KOP         59  77     F4KIY         59  57    
QSO:  3629 PH 2023-02-25 0651 F6KOP         59  77     F4JOY         59  43    
QSO:  3629 PH 2023-02-25 0651 F6KOP         59  77     F6KUC         59  16    
QSO:  3629 PH 2023-02-25 0651 F6KOP         59  77     F5AGO         59  86    
QSO:  7110 PH 2023-02-25 0651 F6KOP         59  77     F4JEF         59  77    
QSO:  3629 PH 2023-02-25 0652 F6KOP         59  77     ON3AR         59  017   
QSO:  3629 PH 2023-02-25 0652 F6KOP         59  77     F4KKV         59  53    
QSO: 14240 PH 2023-02-25 0652 F6KOP         59  77     SE4E          59  012   
QSO:  3629 PH 2023-02-25 0652 F6KOP         59  77     F6BYJ         59  16    
QSO:  3629 PH 2023-02-25 0652 F6KOP         59  77     F5IQA         59  01    
QSO: 14240 PH 2023-02-25 0653 F6KOP         59  77     EW6EW         59  002   
QSO:  3629 PH 2023-02-25 0653 F6KOP         59  77     F4EZG         59  87    
QSO: 14240 PH 2023-02-25 0653 F6KOP         59  77     UN8PT         59  002   
QSO:  3629 PH 2023-02-25 0653 F6KOP         59  77     TM8NAN        59  63    
QSO:  3629 PH 2023-02-25 0653 F6KOP         59  77     F6APE         59  49    
QSO:  3629 PH 2023-02-25 0654 F6KOP         59  77     F4FOM         59  11    
QSO:  3629 PH 2023-02-25 0654 F6KOP         59  77     F5KMB         59  60    
QSO: 14240 PH 2023-02-25 0654 F6KOP         59  77     SV3RPQ        59  001   
QSO:  3629 PH 2023-02-25 0654 F6KOP         59  77     F5NRE         59  48    
QSO:  3629 PH 2023-02-25 0655 F6KOP         59  77     F4CVO         59  54    
QSO:  3629 PH 2023-02-25 0655 F6KOP         59  77     F8KCF         59  74    
QSO:  3629 PH 2023-02-25 0655 F6KOP         59  77     F5TLX         59  51    
QSO:  3629 PH 2023-02-25 0656 F6KOP         59  77     F8FZC         59  17    
QSO:  3629 PH 2023-02-25 0656 F6KOP         59  77     F4KJP         59  08    
QSO:  3629 PH 2023-02-25 0656 F6KOP         59  77     F4CQW         59  54    
QSO:  3629 PH 2023-02-25 0656 F6KOP         59  77     F5ORB         59  24    
QSO:  3629 PH 2023-02-25 0657 F6KOP         59  77     F6GAF         59  49    
QSO:  3629 PH 2023-02-25 0657 F6KOP         59  77     F8BJK/P       59  31    
QSO:  3629 PH 2023-02-25 0658 F6KOP         59  77     F6GCT         59  77    
QSO:  3629 PH 2023-02-25 0658 F6KOP         59  77     F6KJJ         59  38    
QSO:  3629 PH 2023-02-25 0658 F6KOP         59  77     F4DBD         59  78    
QSO:  3629 PH 2023-02-25 0659 F6KOP         59  77     F4HLB         59  03    
QSO:  3629 PH 2023-02-25 0659 F6KOP         59  77     F6FWQ         59  86    
QSO:  3629 PH 2023-02-25 0700 F6KOP         59  77     F5LKK         59  62    
QSO:  3629 PH 2023-02-25 0700 F6KOP         59  77     F6KFI         59  72    
QSO:  3629 PH 2023-02-25 0700 F6KOP         59  77     TM1D          59  83    
QSO: 21222 PH 2023-02-25 0700 F6KOP         59  77     FR4QT         59  FR    
QSO:  3629 PH 2023-02-25 0701 F6KOP         59  77     TM5TRW        59  63    
QSO:  3629 PH 2023-02-25 0701 F6KOP         59  77     ON3RC         59  010   
QSO:  3629 PH 2023-02-25 0702 F6KOP         59  77     F4JHQ         59  59    
QSO:  3629 PH 2023-02-25 0702 F6KOP         59  77     F6DZQ         59  76    
QSO:  3629 PH 2023-02-25 0702 F6KOP         59  77     F2FZ          59  47    
QSO:  3629 PH 2023-02-25 0702 F6KOP         59  77     TM3RH         59  57    
QSO:  3629 PH 2023-02-25 0703 F6KOP         59  77     F4GLR         59  89    
QSO:  3629 PH 2023-02-25 0703 F6KOP         59  77     F5ICC         59  24    
QSO:  3629 PH 2023-02-25 0704 F6KOP         59  77     F1RED         59  33    
QSO:  3629 PH 2023-02-25 0704 F6KOP         59  77     F1AGR         59  46    
QSO:  3629 PH 2023-02-25 0705 F6KOP         59  77     F6ICG         59  89    
QSO: 21244 PH 2023-02-25 0705 F6KOP         59  77     FR8UA         59  FR    
QSO:  3629 PH 2023-02-25 0706 F6KOP         59  77     F4HVE         59  44    
QSO: 14224 PH 2023-02-25 0706 F6KOP         59  77     VK2VIN        59  001   
QSO:  3629 PH 2023-02-25 0707 F6KOP         59  77     F4HSU         59  49    
QSO:  7110 PH 2023-02-25 0707 F6KOP         59  77     IU1MRG        59  003   
QSO:  3629 PH 2023-02-25 0707 F6KOP         59  77     F5NZY         59  76    
QSO:  7110 PH 2023-02-25 0707 F6KOP         59  77     F1BAV         59  06    
QSO:  3629 PH 2023-02-25 0708 F6KOP         59  77     F4GOP         59  61    
QSO:  7110 PH 2023-02-25 0708 F6KOP         59  77     F4IKI         59  40    
QSO:  3629 PH 2023-02-25 0708 F6KOP         59  77     F4IFF         59  37    
QSO:  7110 PH 2023-02-25 0708 F6KOP         59  77     IU0OVB        59  003   
QSO: 14239 PH 2023-02-25 0708 F6KOP         59  77     YO8RZJ        59  002   
QSO:  7110 PH 2023-02-25 0709 F6KOP         59  77     F4IGG         59  77    
QSO:  3629 PH 2023-02-25 0709 F6KOP         59  77     F6KIM         59  54    
QSO: 14239 PH 2023-02-25 0709 F6KOP         59  77     F5USK         59  65    
QSO:  3629 PH 2023-02-25 0709 F6KOP         59  77     F1GFK         59  28    
QSO: 14239 PH 2023-02-25 0709 F6KOP         59  77     TA1API        59  001   
QSO:  7110 PH 2023-02-25 0709 F6KOP         59  77     TK4UT         59  2A    
QSO:  3629 PH 2023-02-25 0709 F6KOP         59  77     F6FTB         59  21    
QSO:  7110 PH 2023-02-25 0710 F6KOP         59  77     F8KGZ         59  54    
QSO:  7110 PH 2023-02-25 0710 F6KOP         59  77     F4KKV         59  53    
QSO:  3629 PH 2023-02-25 0710 F6KOP         59  77     F4IZZ         59  74    
QSO: 14239 PH 2023-02-25 0710 F6KOP         59  77     UA9CUA        59  003   
QSO:  7110 PH 2023-02-25 0710 F6KOP         59  77     F4GYI         59  86    
QSO: 21220 PH 2023-02-25 0710 F6KOP         59  77     UN7DT         59  001   
QSO:  3629 PH 2023-02-25 0710 F6KOP         59  77     F4GWK         59  29    
QSO:  7110 PH 2023-02-25 0711 F6KOP         59  77     F1CVA         59  33    
QSO:  3629 PH 2023-02-25 0711 F6KOP         59  77     HB9TWU        59  027   
QSO:  7110 PH 2023-02-25 0711 F6KOP         59  77     F4GOP         59  61    
QSO:  3629 PH 2023-02-25 0711 F6KOP         59  77     F4EWU         59  07    
QSO:  7110 PH 2023-02-25 0711 F6KOP         59  77     F9PK          59  06    
QSO:  3629 PH 2023-02-25 0712 F6KOP         59  77     F5BDK         59  77    
QSO:  7110 PH 2023-02-25 0712 F6KOP         59  77     F5USK         59  65    
QSO:  3629 PH 2023-02-25 0712 F6KOP         59  77     F4ELQ         59  28    
QSO: 14239 PH 2023-02-25 0712 F6KOP         59  77     F8DGQ         59  62    
QSO:  7110 PH 2023-02-25 0712 F6KOP         59  77     F6IIV         59  22    
QSO:  3629 PH 2023-02-25 0712 F6KOP         59  77     F5OQK         59  85    
QSO:  7110 PH 2023-02-25 0713 F6KOP         59  77     PD1RO         59  005   
QSO:  3629 PH 2023-02-25 0713 F6KOP         59  77     F4FKR         59  22    
QSO:  7110 PH 2023-02-25 0713 F6KOP         59  77     F4GYM         59  77    
QSO: 21228 PH 2023-02-25 0713 F6KOP         59  77     US5QSV        59  006   
QSO:  7110 PH 2023-02-25 0713 F6KOP         59  77     SO4P          59  001   
QSO:  3629 PH 2023-02-25 0713 F6KOP         59  77     F5SHN         59  03    
QSO:  7110 PH 2023-02-25 0714 F6KOP         59  77     F4GEX         59  16    
QSO: 14239 PH 2023-02-25 0714 F6KOP         59  77     R1BAC         59  003   
QSO: 21228 PH 2023-02-25 0714 F6KOP         59  77     F5NUI         59  42    
QSO:  7110 PH 2023-02-25 0714 F6KOP         59  77     F4IZH         59  74    
QSO:  3629 PH 2023-02-25 0714 F6KOP         59  77     F4KKF         59  13    
QSO: 14239 PH 2023-02-25 0714 F6KOP         59  77     RC4AC         59  002   
QSO:  3629 PH 2023-02-25 0715 F6KOP         59  77     F6KEH         59  34    
QSO:  7110 PH 2023-02-25 0715 F6KOP         59  77     IW2EDV        59  001   
QSO:  3629 PH 2023-02-25 0715 F6KOP         59  77     F4BIT         59  54    
QSO: 14239 PH 2023-02-25 0715 F6KOP         59  77     RW3YB         59  003   
QSO:  7110 PH 2023-02-25 0715 F6KOP         59  77     F1IWH         59  33    
QSO:  3629 PH 2023-02-25 0715 F6KOP         59  77     F8CHP         59  23    
QSO:  3629 PH 2023-02-25 0715 F6KOP         59  77     F5ROW         59  50    
QSO: 14239 PH 2023-02-25 0716 F6KOP         59  77     F5NKX         59  50    
QSO:  3629 PH 2023-02-25 0716 F6KOP         59  77     F5KLJ         59  17    
QSO:  3629 PH 2023-02-25 0716 F6KOP         59  77     F8DNX         59  64    
QSO:  7110 PH 2023-02-25 0717 F6KOP         59  77     FG4KH         59  FG    
QSO:  3629 PH 2023-02-25 0717 F6KOP         59  77     F4BND         59  69    
QSO: 14239 PH 2023-02-25 0717 F6KOP         59  77     9A6TT         59  002   
QSO:  3629 PH 2023-02-25 0717 F6KOP         59  77     F4GOT         59  78    
QSO:  3629 PH 2023-02-25 0717 F6KOP         59  77     TM4E          59  83    
QSO: 14239 PH 2023-02-25 0717 F6KOP         59  77     SQ3TGN        59  001   
QSO:  7110 PH 2023-02-25 0718 F6KOP         59  77     F4JVK         59  33    
QSO:  3629 PH 2023-02-25 0718 F6KOP         59  77     F6DXL         59  17    
QSO:  7110 PH 2023-02-25 0718 F6KOP         59  77     F4ILN         59  37    
QSO:  3629 PH 2023-02-25 0719 F6KOP         59  77     F4HQO         59  62    
QSO:  7110 PH 2023-02-25 0719 F6KOP         59  77     F4JAB         59  72    
QSO:  3629 PH 2023-02-25 0719 F6KOP         59  77     F4HCT         59  95    
QSO: 21228 PH 2023-02-25 0719 F6KOP         59  77     UA6YN         59  005   
QSO:  7110 PH 2023-02-25 0719 F6KOP         59  77     F4CLO         59  31    
QSO:  3629 PH 2023-02-25 0719 F6KOP         59  77     F4ASK         59  85    
QSO:  7110 PH 2023-02-25 0720 F6KOP         59  77     F1EKQ         59  42    
QSO:  3629 PH 2023-02-25 0720 F6KOP         59  77     F5PP          59  59    
QSO:  3629 PH 2023-02-25 0720 F6KOP         59  77     HB9AMO        59  002   
QSO: 21228 PH 2023-02-25 0720 F6KOP         59  77     IZ3Z          59  005   
QSO:  3629 PH 2023-02-25 0721 F6KOP         59  77     F4EDN         59  12    
QSO:  3629 PH 2023-02-25 0721 F6KOP         59  77     F5PSC         59  26    
QSO:  7110 PH 2023-02-25 0721 F6KOP         59  77     F4ANS/P       59  95    
QSO:  3629 PH 2023-02-25 0722 F6KOP         59  77     F4JTH         59  08    
QSO: 21228 PH 2023-02-25 0722 F6KOP         59  77     5R8RP         59  001   
QSO:  3629 PH 2023-02-25 0722 F6KOP         59  77     F4EXN         59  02    
QSO:  7110 PH 2023-02-25 0722 F6KOP         59  77     G8ZRE         59  006   
QSO:  3629 PH 2023-02-25 0723 F6KOP         59  77     F8KOH         59  27    
QSO:  3629 PH 2023-02-25 0723 F6KOP         59  77     F4GWN         59  62    
QSO:  3629 PH 2023-02-25 0723 F6KOP         59  77     F6KPW         59  33    
QSO:  7110 PH 2023-02-25 0723 F6KOP         59  77     F4ALM/QRP     59  21    
QSO:  3629 PH 2023-02-25 0723 F6KOP         59  77     F6KUP         59  55    
QSO:  7110 PH 2023-02-25 0724 F6KOP         59  77     F4DDX         59  13    
QSO: 14239 PH 2023-02-25 0724 F6KOP         59  77     IK4RVY        59  002   
QSO: 14239 PH 2023-02-25 0724 F6KOP         59  77     FK4RD         59  FK    
QSO:  7110 PH 2023-02-25 0725 F6KOP         59  77     F5LLR         59  91    
QSO:  7110 PH 2023-02-25 0725 F6KOP         59  77     F4FWI         59  47    
QSO:  7110 PH 2023-02-25 0726 F6KOP         59  77     F4JJS         59  02    
QSO:  7110 PH 2023-02-25 0726 F6KOP         59  77     F1IHL         59  49    
QSO:  3629 PH 2023-02-25 0726 F6KOP         59  77     IK2JTS        59  003   
QSO:  7110 PH 2023-02-25 0727 F6KOP         59  77     F5IQA         59  01    
QSO: 14239 PH 2023-02-25 0727 F6KOP         59  77     UT5ECZ        59  002   
QSO:  7110 PH 2023-02-25 0727 F6KOP         59  77     OZ9V          59  006   
QSO: 14256 PH 2023-02-25 0727 F6KOP         59  77     F4KJP         59  08    
QSO:  7110 PH 2023-02-25 0727 F6KOP         59  77     F4IFF         59  37    
QSO:  7110 PH 2023-02-25 0728 F6KOP         59  77     9A6TT         59  005   
QSO:  7110 PH 2023-02-25 0728 F6KOP         59  77     TM1D          59  83    
QSO:  7110 PH 2023-02-25 0729 F6KOP         59  77     F4CQW         59  54    
QSO:  3628 PH 2023-02-25 0729 F6KOP         59  77     F4ILK         59  49    
QSO: 14239 PH 2023-02-25 0730 F6KOP         59  77     3V8CB         59  002   
QSO:  3628 PH 2023-02-25 0730 F6KOP         59  77     F8GQO         59  81    
QSO:  7110 PH 2023-02-25 0731 F6KOP         59  77     F4KNL         59  89    
QSO:  3628 PH 2023-02-25 0731 F6KOP         59  77     F1NGL         59  61    
QSO:  7110 PH 2023-02-25 0732 F6KOP         59  77     F8DSN         59  88    
QSO:  3628 PH 2023-02-25 0732 F6KOP         59  77     F4JMH         59  91    
QSO: 14239 PH 2023-02-25 0732 F6KOP         59  77     IS0IZA        59  001   
QSO: 14239 PH 2023-02-25 0732 F6KOP         59  77     OE84REF       59  005   
QSO:  3628 PH 2023-02-25 0733 F6KOP         59  77     F5KBG         59  03    
QSO:  7110 PH 2023-02-25 0733 F6KOP         59  77     F4EAU         59  91    
