START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2015
CALLSIGN: OK1HFP
OPERATORS: OK1HFP
CATEGORY: SINGLE-OP 15M LOWSINGLE-OP 20M LOWSINGLE-OP 40M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 40M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2015-11-14 1356 OK1HFP        599 DTA        SM0Q          599 32        
QSO: 14000 CW 2015-11-14 1357 OK1HFP        599 DTA        RN3F          599 112       
QSO: 14000 CW 2015-11-14 1358 OK1HFP        599 DTA        R3EG          599 95        
QSO: 14000 CW 2015-11-14 1358 OK1HFP        599 DTA        RO3G          599 125       
QSO: 14000 CW 2015-11-14 1358 OK1HFP        599 DTA        EW8EW         599 87        
QSO: 14000 CW 2015-11-14 1359 OK1HFP        599 DTA        LZ5W          599 48        
QSO: 14000 CW 2015-11-14 1359 OK1HFP        599 DTA        R7MC          599 67        
QSO: 14000 CW 2015-11-14 1400 OK1HFP        599 DTA        R3QA          599 81        
QSO: 14000 CW 2015-11-14 1400 OK1HFP        599 DTA        RA3XCZ        599 32        
QSO: 14000 CW 2015-11-14 1400 OK1HFP        599 DTA        RU4A          599 90        
QSO: 14000 CW 2015-11-14 1401 OK1HFP        599 DTA        R7RC          599 3         
QSO: 14000 CW 2015-11-14 1402 OK1HFP        599 DTA        UA5F          599 7         
QSO: 14000 CW 2015-11-14 1402 OK1HFP        599 DTA        G3MPB         599 11        
QSO: 14000 CW 2015-11-14 1402 OK1HFP        599 DTA        R7FO          599 85        
QSO: 14000 CW 2015-11-14 1403 OK1HFP        599 DTA        RK4FM         599 101       
QSO: 14000 CW 2015-11-14 1403 OK1HFP        599 DTA        LA4CQ         599 31        
QSO: 14000 CW 2015-11-14 1404 OK1HFP        599 DTA        OE3KAB        599 42        
QSO: 14000 CW 2015-11-14 1404 OK1HFP        599 DTA        RA6CA         599 146       
QSO: 14000 CW 2015-11-14 1405 OK1HFP        599 DTA        RA1DA         599 135       
QSO: 14000 CW 2015-11-14 1405 OK1HFP        599 DTA        UA4PN         599 128       
QSO: 14000 CW 2015-11-14 1406 OK1HFP        599 DTA        YL2CV         599 58        
QSO: 14000 CW 2015-11-14 1406 OK1HFP        599 DTA        LZ1DQ         599 66        
QSO: 14000 CW 2015-11-14 1407 OK1HFP        599 DTA        UC7A          599 159       
QSO: 14000 CW 2015-11-14 1407 OK1HFP        599 DTA        UC4A          599 107       
QSO: 14000 CW 2015-11-14 1408 OK1HFP        599 DTA        F5IN          599 94        
