START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2015
CALLSIGN: OK2MBP
OPERATORS: OK2MBP
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 28000 CW 2015-11-14 1202 OK2MBP        599 HNJ        UD8A          599 1         
QSO: 28000 CW 2015-11-14 1203 OK2MBP        599 HNJ        RA9SN         599 3         
QSO: 28000 CW 2015-11-14 1205 OK2MBP        599 HNJ        4J6RO         599 29        
QSO: 28000 CW 2015-11-14 1207 OK2MBP        599 HNJ        RN9RF         599 8         
QSO: 28000 CW 2015-11-14 1209 OK2MBP        599 HNJ        SK2T          599 6         
QSO: 28000 CW 2015-11-14 1209 OK2MBP        599 HNJ        UA4PN         599 15        
QSO: 28000 CW 2015-11-14 1210 OK2MBP        599 HNJ        K2SSS         599 2         
QSO: 21000 CW 2015-11-14 1214 OK2MBP        599 HNJ        RK4FM         599 18        
QSO: 21000 CW 2015-11-14 1215 OK2MBP        599 HNJ        RL4A          599 30        
QSO: 21000 CW 2015-11-14 1216 OK2MBP        599 HNJ        UN8PT         599 23        
QSO: 21000 CW 2015-11-14 1217 OK2MBP        599 HNJ        RU4A          599 15        
QSO: 21000 CW 2015-11-14 1217 OK2MBP        599 HNJ        RM4R          599 24        
QSO: 21000 CW 2015-11-14 1218 OK2MBP        599 HNJ        G3ZGC         599 13        
QSO: 21000 CW 2015-11-14 1218 OK2MBP        599 HNJ        UN6LN         599 18        
QSO: 21000 CW 2015-11-14 1218 OK2MBP        599 HNJ        UA3QAM        599 17        
QSO: 21000 CW 2015-11-14 1219 OK2MBP        599 HNJ        K1GQ          599 24        
QSO: 21000 CW 2015-11-14 1220 OK2MBP        599 HNJ        RA6CA         599 35        
QSO: 21000 CW 2015-11-14 1221 OK2MBP        599 HNJ        N4PN          599 15        
QSO: 21000 CW 2015-11-14 1221 OK2MBP        599 HNJ        UA4S          599 42        
QSO: 21000 CW 2015-11-14 1222 OK2MBP        599 HNJ        EA8AVK        599 15        
QSO: 21000 CW 2015-11-14 1223 OK2MBP        599 HNJ        N4BP          599 26        
QSO: 14000 CW 2015-11-14 1231 OK2MBP        599 HNJ        R3EG          599 37        
QSO: 14000 CW 2015-11-14 1231 OK2MBP        599 HNJ        RN3F          599 35        
QSO: 14000 CW 2015-11-14 1231 OK2MBP        599 HNJ        R3QA          599 33        
QSO: 14000 CW 2015-11-14 1231 OK2MBP        599 HNJ        R4IO          599 26        
QSO: 14000 CW 2015-11-14 1232 OK2MBP        599 HNJ        EU6DX         599 6         
QSO: 14000 CW 2015-11-14 1232 OK2MBP        599 HNJ        G0DVJ         599 26        
QSO: 14000 CW 2015-11-14 1232 OK2MBP        599 HNJ        RK9DR         599 11        
QSO: 14000 CW 2015-11-14 1233 OK2MBP        599 HNJ        EW8EW         599 35        
QSO: 14000 CW 2015-11-14 1233 OK2MBP        599 HNJ        R9RT          599 16        
QSO: 14000 CW 2015-11-14 1234 OK2MBP        599 HNJ        RW3XM         599 32        
QSO: 14000 CW 2015-11-14 1234 OK2MBP        599 HNJ        LZ1DQ         599 23        
QSO: 14000 CW 2015-11-14 1234 OK2MBP        599 HNJ        UR5EFL        599 3         
