START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2015
CALLSIGN: R6CC
OPERATORS: R6CC
CATEGORY: SINGLE-OP 15M HIGHSINGLE-OP 20M HIGHSINGLE-OP 40M HIGHSINGLE-OP 80M HIGHSINGLE-OP ALL HIGH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21012 CW 2015-11-14 1222 R6CC          599 1          OK2NO         599 HBR       
QSO: 21018 CW 2015-11-14 1223 R6CC          599 2          OM3CPF        599 NIT       
QSO: 21020 CW 2015-11-14 1224 R6CC          599 3          OL1C          599 ETE       
QSO: 21005 CW 2015-11-14 1225 R6CC          599 4          OK1PI         599 FCR       
QSO: 21007 CW 2015-11-14 1225 R6CC          599 5          OM3GI         599 POP       
QSO: 21008 CW 2015-11-14 1226 R6CC          599 6          OL3A          599 DDO       
QSO: 21010 CW 2015-11-14 1226 R6CC          599 7          OK1SI         599 ELT       
QSO: 21013 CW 2015-11-14 1226 R6CC          599 8          OL3Z          599 APD       
QSO: 21006 CW 2015-11-14 1227 R6CC          599 9          OL5T          599 FPA       
QSO: 21009 CW 2015-11-14 1228 R6CC          599 10         OK1DO         599 DSO       
QSO: 21013 CW 2015-11-14 1228 R6CC          599 11         OM3PA         599 PAR       
QSO: 21015 CW 2015-11-14 1229 R6CC          599 12         OM8AA         599 POP       
QSO: 21016 CW 2015-11-14 1229 R6CC          599 13         OM8ON         599 KEB       
QSO: 21016 CW 2015-11-14 1230 R6CC          599 14         OK3C          599 GBL       
QSO: 21016 CW 2015-11-14 1230 R6CC          599 15         OK2CQR        599 BME       
QSO: 21019 CW 2015-11-14 1236 R6CC          599 16         OK2D          599 HVS       
QSO: 21019 CW 2015-11-14 1236 R6CC          599 17         OM5XX         599 KOM       
QSO: 21024 CW 2015-11-14 1237 R6CC          599 18         OM3YAD        599 ILA       
QSO: 21017 CW 2015-11-14 1238 R6CC          599 19         OK1XGL        599 CBU       
QSO: 21025 CW 2015-11-14 1238 R6CC          599 20         OK1TN         599 FJI       
QSO: 21023 CW 2015-11-14 1239 R6CC          599 21         OK7Y          599 EUL       
QSO: 21026 CW 2015-11-14 1239 R6CC          599 22         OK1HX         599 BNY       
QSO: 21023 CW 2015-11-14 1240 R6CC          599 23         OM8DD         599 KEO       
QSO: 21021 CW 2015-11-14 1240 R6CC          599 24         OK2SGW        599 HVS       
QSO: 21027 CW 2015-11-14 1241 R6CC          599 25         OK1JD         599 FRK       
QSO: 21022 CW 2015-11-14 1242 R6CC          599 26         OK1HCG        599 CPI       
QSO: 21007 CW 2015-11-14 1243 R6CC          599 27         OK1FCA        599 APH       
QSO: 21025 CW 2015-11-14 1243 R6CC          599 28         OK1DOL        599 DPS       
QSO: 21034 CW 2015-11-14 1244 R6CC          599 29         OL90IARU      599 CJH       
QSO: 21035 CW 2015-11-14 1245 R6CC          599 30         OK1FKM        599 FSV       
QSO: 21041 CW 2015-11-14 1245 R6CC          599 31         OM6FM         599 ZIL       
QSO: 21045 CW 2015-11-14 1246 R6CC          599 32         OK6N          599 HVS       
QSO: 21033 CW 2015-11-14 1246 R6CC          599 33         OM3RRC        599 PBY       
QSO: 21024 CW 2015-11-14 1246 R6CC          599 34         OM4O          599 TNC       
QSO: 21012 CW 2015-11-14 1247 R6CC          599 35         OM8FR         599 KEZ       
QSO: 21028 CW 2015-11-14 1248 R6CC          599 36         OK7M          599 ELT       
QSO: 21029 CW 2015-11-14 1248 R6CC          599 37         OK2AF         599 GZS       
QSO: 21037 CW 2015-11-14 1249 R6CC          599 38         OM7AG         599 ZVO       
QSO: 21044 CW 2015-11-14 1249 R6CC          599 39         OK1LL         599 BKO       
QSO: 21040 CW 2015-11-14 1250 R6CC          599 40         OK2HBY        599 GZS       
QSO: 21035 CW 2015-11-14 1250 R6CC          599 41         OK1DOR        599 APD       
QSO: 21036 CW 2015-11-14 1250 R6CC          599 42         OM20OTC       599 DST       
QSO: 21058 CW 2015-11-14 1251 R6CC          599 43         OK1KUO        599 FUO       
QSO: 21039 CW 2015-11-14 1252 R6CC          599 44         OM7JG         599 VKR       
QSO: 21042 CW 2015-11-14 1252 R6CC          599 45         OK1HEH        599 FCR       
QSO: 21046 CW 2015-11-14 1253 R6CC          599 46         OK1VK         599 BPB       
QSO: 21048 CW 2015-11-14 1253 R6CC          599 47         OK6Y          599 GVY       
QSO: 21056 CW 2015-11-14 1254 R6CC          599 48         OM3CUG        599 ZIL       
QSO: 21030 CW 2015-11-14 1256 R6CC          599 49         OL6P          599 GVY       
QSO: 21011 CW 2015-11-14 1257 R6CC          599 50         OK2PEM        599 GZS       
QSO: 21021 CW 2015-11-14 1257 R6CC          599 51         OK2QA         599 HPR       
QSO: 21026 CW 2015-11-14 1258 R6CC          599 52         OK1CZ         599 APF       
QSO: 21030 CW 2015-11-14 1258 R6CC          599 53         OK7AW         599 GPR       
QSO: 21032 CW 2015-11-14 1259 R6CC          599 54         OK1ES         599 BRA       
QSO: 21029 CW 2015-11-14 1300 R6CC          599 55         OK1KA         599 FNA       
QSO: 21037 CW 2015-11-14 1300 R6CC          599 56         OK1MLP        599 BBE       
QSO: 21047 CW 2015-11-14 1301 R6CC          599 57         OK7XC         599 CTA       
QSO: 21028 CW 2015-11-14 1302 R6CC          599 58         OK1AXB        599 BPV       
