START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2015
CALLSIGN: OK2QX
OPERATORS: OK2QX
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2015-11-14 1312 OK2QX         599 HPR        SD0T          599 33        
QSO: 14000 CW 2015-11-14 1313 OK2QX         599 HPR        RT3T          599 96        
QSO: 14000 CW 2015-11-14 1313 OK2QX         599 HPR        R3EG          599 62        
QSO: 14000 CW 2015-11-14 1315 OK2QX         599 HPR        UX3HA         599 35        
QSO: 14000 CW 2015-11-14 1315 OK2QX         599 HPR        EW8EW         599 59        
QSO: 14000 CW 2015-11-14 1316 OK2QX         599 HPR        RM1T          599 53        
QSO: 14000 CW 2015-11-14 1316 OK2QX         599 HPR        RA9DZ         599 55        
QSO: 14000 CW 2015-11-14 1317 OK2QX         599 HPR        F4EGZ         599 2         
QSO: 14000 CW 2015-11-14 1317 OK2QX         599 HPR        R3QA          599 56        
QSO: 14000 CW 2015-11-14 1318 OK2QX         599 HPR        SM5CSS        599 41        
QSO: 14000 CW 2015-11-14 1318 OK2QX         599 HPR        IK8UND        599 33        
QSO: 14000 CW 2015-11-14 1319 OK2QX         599 HPR        LZ1DQ         599 44        
QSO: 14000 CW 2015-11-14 1319 OK2QX         599 HPR        RN9RF         599 59        
QSO: 14000 CW 2015-11-14 1319 OK2QX         599 HPR        RA3AV         599 9         
QSO: 14000 CW 2015-11-14 1319 OK2QX         599 HPR        R9RT          599 36        
QSO: 14000 CW 2015-11-14 1320 OK2QX         599 HPR        RA1DA         599 90        
QSO: 14000 CW 2015-11-14 1320 OK2QX         599 HPR        LZ2CH         599 31        
QSO: 14000 CW 2015-11-14 1321 OK2QX         599 HPR        RV3A          599 21        
QSO: 14000 CW 2015-11-14 1321 OK2QX         599 HPR        ON3ND         599 2         
QSO: 14000 CW 2015-11-14 1321 OK2QX         599 HPR        EU6DX         599 18        
QSO: 14000 CW 2015-11-14 1321 OK2QX         599 HPR        SE6N          599 29        
QSO: 14000 CW 2015-11-14 1322 OK2QX         599 HPR        EW8OD         599 43        
QSO: 14000 CW 2015-11-14 1322 OK2QX         599 HPR        RW3AI         599 55        
QSO: 14000 CW 2015-11-14 1323 OK2QX         599 HPR        UT4LW         599 53        
QSO: 14000 CW 2015-11-14 1323 OK2QX         599 HPR        UR7MZ         599 58        
QSO: 14000 CW 2015-11-14 1324 OK2QX         599 HPR        SC6M          599 39        
QSO: 14000 CW 2015-11-14 1324 OK2QX         599 HPR        LZ1YQ         599 44        
QSO: 14000 CW 2015-11-14 1325 OK2QX         599 HPR        RO3G          599 90        
QSO: 14000 CW 2015-11-14 1325 OK2QX         599 HPR        F5IN          599 59        
QSO: 14000 CW 2015-11-14 1325 OK2QX         599 HPR        RC9A          599 46        
QSO: 14000 CW 2015-11-14 1326 OK2QX         599 HPR        RW3XM         599 59        
QSO: 14000 CW 2015-11-14 1326 OK2QX         599 HPR        LA2AB         599 41        
QSO: 14000 CW 2015-11-14 1327 OK2QX         599 HPR        RA9MX         599 32        
QSO: 14000 CW 2015-11-14 1327 OK2QX         599 HPR        G4CCQ         599 2         
QSO: 14000 CW 2015-11-14 1327 OK2QX         599 HPR        RT4W          599 91        
QSO: 14000 CW 2015-11-14 1327 OK2QX         599 HPR        OG3R          599 19        
QSO: 14000 CW 2015-11-14 1328 OK2QX         599 HPR        UY1AW/QRP     599 25        
QSO: 14000 CW 2015-11-14 1329 OK2QX         599 HPR        YL7A          599 29        
QSO: 14000 CW 2015-11-14 1329 OK2QX         599 HPR        LA7SI         599 2         
QSO: 14000 CW 2015-11-14 1330 OK2QX         599 HPR        RU3YAA        599 24        
QSO: 14000 CW 2015-11-14 1330 OK2QX         599 HPR        LZ1ND         599 62        
QSO: 14000 CW 2015-11-14 1331 OK2QX         599 HPR        DL4YR         599 1         
QSO: 14000 CW 2015-11-14 1331 OK2QX         599 HPR        UC4A          599 79        
QSO: 14000 CW 2015-11-14 1332 OK2QX         599 HPR        UR7R          599 32        
QSO: 14000 CW 2015-11-14 1332 OK2QX         599 HPR        UY5QQ         599 54        
QSO: 14000 CW 2015-11-14 1333 OK2QX         599 HPR        SV1JG         599 16        
QSO: 14000 CW 2015-11-14 1333 OK2QX         599 HPR        RO6M          599 1         
QSO: 14000 CW 2015-11-14 1333 OK2QX         599 HPR        OG7F          599 89        
QSO: 14000 CW 2015-11-14 1334 OK2QX         599 HPR        OH3KAV        599 28        
QSO: 14000 CW 2015-11-14 1334 OK2QX         599 HPR        R3LC          599 38        
QSO: 14000 CW 2015-11-14 1335 OK2QX         599 HPR        RC9J          599 50        
QSO: 14000 CW 2015-11-14 1335 OK2QX         599 HPR        UC7A          599 123       
QSO: 14000 CW 2015-11-14 1335 OK2QX         599 HPR        R8LG          599 23        
QSO: 14000 CW 2015-11-14 1336 OK2QX         599 HPR        UA6YH         599 82        
QSO: 14000 CW 2015-11-14 1337 OK2QX         599 HPR        RK3ER         599 84        
QSO: 14000 CW 2015-11-14 1337 OK2QX         599 HPR        PA3JEM        599 7         
QSO: 14000 CW 2015-11-14 1337 OK2QX         599 HPR        RM2T          599 99        
QSO: 14000 CW 2015-11-14 1338 OK2QX         599 HPR        PA7JWC        599 6         
QSO: 14000 CW 2015-11-14 1338 OK2QX         599 HPR        R6CC          599 92        
QSO: 14000 CW 2015-11-14 1339 OK2QX         599 HPR        UY5ZI         599 48        
QSO: 14000 CW 2015-11-14 1340 OK2QX         599 HPR        F6JOE         599 30        
