START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2015
CALLSIGN: OK2KG
OPERATORS: OK2KG
CATEGORY: SINGLE-OP 15M LOWSINGLE-OP 20M LOWSINGLE-OP 80M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14025 CW 2015-11-14 1223 OK2KG         599 GBL        R9XS          599 013       
QSO: 14025 CW 2015-11-14 1224 OK2KG         599 GBL        RA9DZ         599 016       
QSO: 14025 CW 2015-11-14 1224 OK2KG         599 GBL        EW8EW         599 026       
QSO: 14025 CW 2015-11-14 1224 OK2KG         599 GBL        RN3F          599 030       
QSO: 14025 CW 2015-11-14 1225 OK2KG         599 GBL        LZ2CH         599 014       
QSO: 14025 CW 2015-11-14 1225 OK2KG         599 GBL        R3EG          599 034       
QSO: 14025 CW 2015-11-14 1225 OK2KG         599 GBL        EU6DX         599 001       
QSO: 14025 CW 2015-11-14 1226 OK2KG         599 GBL        R3QA          599 029       
QSO: 14025 CW 2015-11-14 1226 OK2KG         599 GBL        EW8OD         599 020       
QSO: 14025 CW 2015-11-14 1227 OK2KG         599 GBL        K1RX          599 007       
QSO: 14025 CW 2015-11-14 1227 OK2KG         599 GBL        G0DVJ         599 023       
QSO: 14025 CW 2015-11-14 1228 OK2KG         599 GBL        ES5KJ         599 017       
QSO: 14025 CW 2015-11-14 1229 OK2KG         599 GBL        RA4HX         599 012       
QSO: 14025 CW 2015-11-14 1230 OK2KG         599 GBL        RY5WH         599 021       
QSO: 14025 CW 2015-11-14 1231 OK2KG         599 GBL        RM7F          599 013       
QSO: 14025 CW 2015-11-14 1231 OK2KG         599 GBL        HG7T          599 039       
QSO: 14025 CW 2015-11-14 1232 OK2KG         599 GBL        EI8JX         599 011       
QSO: 14025 CW 2015-11-14 1232 OK2KG         599 GBL        SI5Y          599 024       
