START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: WW_PMC
CALLSIGN: 9A3B
CATEGORY: ALL - Multi op all bands high power CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2021-01-02 1200 9A3B          599 ZGB        UT8AS         599 16        
QSO: 14000 CW 2021-01-02 1201 9A3B          599 ZGB        2E0CVN        599 14        
QSO: 14000 CW 2021-01-02 1201 9A3B          599 ZGB        RL6MF         599 16        
QSO: 14000 CW 2021-01-02 1202 9A3B          599 ZGB        UX0HO         599 16        
QSO: 14000 CW 2021-01-02 1204 9A3B          599 ZGB        9A1AA         599 ZGB*      
QSO: 14000 CW 2021-01-02 1204 9A3B          599 ZGB        G4ZOY         599 14        
QSO: 14000 CW 2021-01-02 1205 9A3B          599 ZGB        EW1TO         599 MIN*      
QSO: 14000 CW 2021-01-02 1205 9A3B          599 ZGB        LY5I          599 15        
QSO: 14000 CW 2021-01-02 1206 9A3B          599 ZGB        WB8WKQ        599 4         
QSO: 14000 CW 2021-01-02 1206 9A3B          599 ZGB        SM5CSS        599 14        
QSO: 14000 CW 2021-01-02 1207 9A3B          599 ZGB        LY9A          599 15        
QSO: 14000 CW 2021-01-02 1207 9A3B          599 ZGB        PA5N          599 ARN*      
QSO: 14000 CW 2021-01-02 1208 9A3B          599 ZGB        SM6VWG        599 14        
QSO: 14000 CW 2021-01-02 1209 9A3B          599 ZGB        EI6KW         599 14        
QSO: 14000 CW 2021-01-02 1210 9A3B          599 ZGB        LY9A          599 15        
QSO: 14000 CW 2021-01-02 1210 9A3B          599 ZGB        RL4A          599 16        
QSO: 14000 CW 2021-01-02 1210 9A3B          599 ZGB        RN4SC         599 16        
QSO: 14000 CW 2021-01-02 1211 9A3B          599 ZGB        HG5D          599 15        
QSO: 14000 CW 2021-01-02 1211 9A3B          599 ZGB        PD0WR         599 14        
QSO: 14000 CW 2021-01-02 1212 9A3B          599 ZGB        R3LC          599 16        
QSO: 14000 CW 2021-01-02 1212 9A3B          599 ZGB        UT4UQ         599 16        
QSO: 14000 CW 2021-01-02 1213 9A3B          599 ZGB        DK6OK         599 14        
QSO: 14000 CW 2021-01-02 1213 9A3B          599 ZGB        PE2K          599 14        
QSO: 14000 CW 2021-01-02 1214 9A3B          599 ZGB        F4GFT         599 14        
QSO: 14000 CW 2021-01-02 1215 9A3B          599 ZGB        R3IBT         599 MOS*      
QSO: 14000 CW 2021-01-02 1215 9A3B          599 ZGB        EU8F          599 16        
QSO: 14000 CW 2021-01-02 1215 9A3B          599 ZGB        EX8MJ         599 17        
QSO: 14000 CW 2021-01-02 1216 9A3B          599 ZGB        M0NGN         599 14        
QSO: 14000 CW 2021-01-02 1218 9A3B          599 ZGB        R6CC          599 SOI*      
QSO: 14000 CW 2021-01-02 1218 9A3B          599 ZGB        RW3AI         599 MOS       
QSO: 14000 CW 2021-01-02 1219 9A3B          599 ZGB        RM5F          599 16        
QSO: 14000 CW 2021-01-02 1219 9A3B          599 ZGB        G4AYU         599 14        
QSO: 14000 CW 2021-01-02 1220 9A3B          599 ZGB        G5LP          599 14        
QSO: 14000 CW 2021-01-02 1220 9A3B          599 ZGB        K4BAI         599 ATL*      
QSO: 14000 CW 2021-01-02 1221 9A3B          599 ZGB        R4MA          599 16        
QSO: 14000 CW 2021-01-02 1222 9A3B          599 ZGB        EA1WH         599 14        
QSO: 14000 CW 2021-01-02 1223 9A3B          599 ZGB        EU6RO         599 16        
QSO: 14000 CW 2021-01-02 1224 9A3B          599 ZGB        NK4O          599 5         
QSO: 14000 CW 2021-01-02 1225 9A3B          599 ZGB        OH1ZAA        599 POR*      
QSO: 14000 CW 2021-01-02 1225 9A3B          599 ZGB        K1ZZ          599 5         
QSO: 14000 CW 2021-01-02 1225 9A3B          599 ZGB        RV3ZN         599 16        
QSO: 14000 CW 2021-01-02 1226 9A3B          599 ZGB        VK6WX         599 29        
QSO: 14000 CW 2021-01-02 1227 9A3B          599 ZGB        PD0ME         599 14        
QSO: 14000 CW 2021-01-02 1227 9A3B          599 ZGB        G4DDL         599 14        
QSO: 14000 CW 2021-01-02 1227 9A3B          599 ZGB        WA3OFR        599 5         
QSO: 14000 CW 2021-01-02 1228 9A3B          599 ZGB        RT5P          599 16        
QSO: 14000 CW 2021-01-02 1229 9A3B          599 ZGB        4Z5LU         599 20        
QSO: 14000 CW 2021-01-02 1229 9A3B          599 ZGB        PA2TA         599 14        
QSO: 14000 CW 2021-01-02 1230 9A3B          599 ZGB        PA7LV         599 14        
QSO: 14000 CW 2021-01-02 1230 9A3B          599 ZGB        RK3TT         599 16        
QSO: 14000 CW 2021-01-02 1231 9A3B          599 ZGB        SP1AEN        599 15        
QSO: 14000 CW 2021-01-02 1232 9A3B          599 ZGB        PA3AAV        599 14        
QSO: 14000 CW 2021-01-02 1232 9A3B          599 ZGB        RA3YDA        599 16        
QSO: 14000 CW 2021-01-02 1232 9A3B          599 ZGB        VK2GR         599 30        
QSO: 14000 CW 2021-01-02 1233 9A3B          599 ZGB        US1VM         599 16        
QSO: 14000 CW 2021-01-02 1233 9A3B          599 ZGB        PA3HCC        599 14        
QSO: 14000 CW 2021-01-02 1234 9A3B          599 ZGB        HG6O          599 15        
QSO: 14000 CW 2021-01-02 1234 9A3B          599 ZGB        R7MC          599 16        
QSO: 14000 CW 2021-01-02 1235 9A3B          599 ZGB        YL7X          599 15        
QSO: 14000 CW 2021-01-02 1235 9A3B          599 ZGB        PC7E          599 14        
QSO: 14000 CW 2021-01-02 1235 9A3B          599 ZGB        K4RUM         599 5         
QSO: 14000 CW 2021-01-02 1236 9A3B          599 ZGB        PA5WT         599 14        
QSO: 14000 CW 2021-01-02 1238 9A3B          599 ZGB        UA4FDL        599 16        
QSO: 14000 CW 2021-01-02 1241 9A3B          599 ZGB        US3EW         599 16        
QSO: 14000 CW 2021-01-02 1242 9A3B          599 ZGB        F4VSR         599 14        
QSO: 14000 CW 2021-01-02 1242 9A3B          599 ZGB        R5FP          599 16        
QSO: 14000 CW 2021-01-02 1243 9A3B          599 ZGB        RT2X          599 16        
QSO: 14000 CW 2021-01-02 1243 9A3B          599 ZGB        DL5JQ         599 14        
QSO: 14000 CW 2021-01-02 1244 9A3B          599 ZGB        OK1OA         599 PRA*      
QSO: 14000 CW 2021-01-02 1246 9A3B          599 ZGB        RN6CV         599 SOI       
QSO: 14000 CW 2021-01-02 1247 9A3B          599 ZGB        OH5RP         599 15        
QSO: 14000 CW 2021-01-02 1247 9A3B          599 ZGB        RK3P          599 16        
QSO: 14000 CW 2021-01-02 1250 9A3B          599 ZGB        UY2IG         599 16        
QSO: 14000 CW 2021-01-02 1251 9A3B          599 ZGB        OH6BA         599 15        
QSO: 14000 CW 2021-01-02 1252 9A3B          599 ZGB        PA9HR         599 RIJ*      
QSO: 14000 CW 2021-01-02 1253 9A3B          599 ZGB        G3WGV         599 14        
QSO: 14000 CW 2021-01-02 1254 9A3B          599 ZGB        LA5LJA        599 14        
QSO: 14000 CW 2021-01-02 1255 9A3B          599 ZGB        G4OTU         599 14        
QSO: 14000 CW 2021-01-02 1255 9A3B          599 ZGB        UA3RBR        599 16        
QSO: 14000 CW 2021-01-02 1257 9A3B          599 ZGB        DM7AA         599 14        
QSO: 14000 CW 2021-01-02 1257 9A3B          599 ZGB        PA3DBS        599 14        
QSO: 14000 CW 2021-01-02 1258 9A3B          599 ZGB        S56A          599 LJA*      
QSO: 14000 CW 2021-01-02 1259 9A3B          599 ZGB        S59DCD        599 SLG*      
QSO: 14000 CW 2021-01-02 1259 9A3B          599 ZGB        LY3B          599 15        
QSO: 14000 CW 2021-01-02 1300 9A3B          599 ZGB        RA4ZA         599 16        
QSO: 14000 CW 2021-01-02 1301 9A3B          599 ZGB        G0BAI         599 14        
QSO: 14000 CW 2021-01-02 1302 9A3B          599 ZGB        SM5DXR        599 14        
QSO: 14000 CW 2021-01-02 1303 9A3B          599 ZGB        WH6LE         599 5         
QSO: 14000 CW 2021-01-02 1303 9A3B          599 ZGB        UW1M          599 16        
QSO: 14000 CW 2021-01-02 1304 9A3B          599 ZGB        G3SQU         599 14        
QSO: 14000 CW 2021-01-02 1306 9A3B          599 ZGB        SE4E          599 14        
QSO: 14000 CW 2021-01-02 1307 9A3B          599 ZGB        EW1M          599 MIN       
QSO: 14000 CW 2021-01-02 1310 9A3B          599 ZGB        N8UM          599 4         
QSO: 14000 CW 2021-01-02 1311 9A3B          599 ZGB        LC4C          599 14        
QSO: 14000 CW 2021-01-02 1313 9A3B          599 ZGB        LZ1ND         599 20        
QSO: 14000 CW 2021-01-02 1313 9A3B          599 ZGB        OK2MBP        599 15        
QSO: 14000 CW 2021-01-02 1313 9A3B          599 ZGB        OM7LW         599 15        
QSO: 14000 CW 2021-01-02 1314 9A3B          599 ZGB        RN1AO         599 16        
QSO: 14000 CW 2021-01-02 1315 9A3B          599 ZGB        S57KM         599 15        
QSO: 14000 CW 2021-01-02 1315 9A3B          599 ZGB        NJ8J          599 ATL       
QSO: 14000 CW 2021-01-02 1317 9A3B          599 ZGB        WX4X          599 5         
QSO: 14000 CW 2021-01-02 1318 9A3B          599 ZGB        MN5M          599 4         
QSO: 14000 CW 2021-01-02 1321 9A3B          599 ZGB        G4LJU         599 14        
QSO: 14000 CW 2021-01-02 1321 9A3B          599 ZGB        N1NN          599 5         
QSO: 14000 CW 2021-01-02 1322 9A3B          599 ZGB        LZ1ND         599 20        
QSO: 14000 CW 2021-01-02 1323 9A3B          599 ZGB        OM5MX         599 15        
QSO: 14000 CW 2021-01-02 1324 9A3B          599 ZGB        S52AU         599 LJA       
QSO: 14000 CW 2021-01-02 1326 9A3B          599 ZGB        G4NRT         599 14        
QSO: 14000 CW 2021-01-02 1328 9A3B          599 ZGB        EA4AOC        599 14        
QSO: 14000 CW 2021-01-02 1330 9A3B          599 ZGB        EA1X          599 14        
QSO: 14000 CW 2021-01-02 1332 9A3B          599 ZGB        CT1DRB        599 LIS*      
QSO: 14000 CW 2021-01-02 1334 9A3B          599 ZGB        OY1CT         599 14        
QSO: 14000 CW 2021-01-02 1336 9A3B          599 ZGB        EA5HRT        599 14        
QSO: 14000 CW 2021-01-02 1339 9A3B          599 ZGB        F6HKA         599 14        
QSO: 14000 CW 2021-01-02 1340 9A3B          599 ZGB        9A3NY         599 15        
