START-OF-LOG: 3.0
CALLSIGN: XE2N
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 50440
NAME: Jose de Jesus Lopez V.
LOCATION: DX
OPERATORS: XE2DLC XE2N
CLUB: Grupo DX Division del Norte
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7523.0
SOAPBOX: Great time with my wife sharing time in contest and family!!!!
QSO: 14000 RY 2019-02-09 1933 XE2N          599 0001   K7ZYV         599 0054   0
QSO: 14000 RY 2019-02-09 1944 XE2N          599 0002   VE7KW         599 0406   0
QSO: 14000 RY 2019-02-09 1946 XE2N          599 0003   K9DX          599 0184   0
QSO: 14000 RY 2019-02-09 1951 XE2N          599 0004   KZ7X          599 1180   0
QSO: 14000 RY 2019-02-09 1952 XE2N          599 0005   AK6M          599 0258   0
QSO: 14000 RY 2019-02-09 1954 XE2N          599 0006   AK9D          599 0447   0
QSO: 14000 RY 2019-02-09 1955 XE2N          599 0007   WB6JJJ        599 0236   0
QSO: 14000 RY 2019-02-09 2000 XE2N          599 0008   P49X          599 1821   0
QSO: 21000 RY 2019-02-09 2001 XE2N          599 0009   N2HMM         599 0230   0
QSO: 21000 RY 2019-02-09 2002 XE2N          599 0010   P49X          599 1829   0
QSO: 21000 RY 2019-02-09 2002 XE2N          599 0011   K3JT          599 0274   0
QSO: 21000 RY 2019-02-09 2003 XE2N          599 0012   WV6I          599 0126   0
QSO: 21000 RY 2019-02-09 2007 XE2N          599 0013   KB8O          599 0042   0
QSO: 21000 RY 2019-02-09 2009 XE2N          599 0014   KB3VQC        599 0052   0
QSO: 21000 RY 2019-02-09 2013 XE2N          599 0015   K3UK          599 0027   0
QSO: 21000 RY 2019-02-09 2016 XE2N          599 0016   WA7BRL        599 0062   0
QSO: 21000 RY 2019-02-09 2018 XE2N          599 0017   K3TN          599 0128   0
QSO: 21000 RY 2019-02-09 2018 XE2N          599 0018   WS9M          599 0257   0
QSO: 21000 RY 2019-02-09 2019 XE2N          599 0019   AA3LX         599 0182   0
QSO: 21000 RY 2019-02-09 2021 XE2N          599 0020   WD9GMK        599 0005   0
QSO: 21000 RY 2019-02-09 2229 XE2N          599 0021   N3RC          599 0416   0
QSO: 21000 RY 2019-02-09 2234 XE2N          599 0022   CE1LTL        599 0068   0
QSO: 21000 RY 2019-02-09 2236 XE2N          599 0023   KU1CW         599 0172   0
QSO: 21000 RY 2019-02-09 2239 XE2N          599 0024   CX5A          599 0589   0
QSO: 14000 RY 2019-02-09 2244 XE2N          599 0025   WK7S          599 1167   0
QSO: 14000 RY 2019-02-09 2246 XE2N          599 0026   W6SX          599 0672   0
QSO: 14000 RY 2019-02-09 2249 XE2N          599 0027   K4NV          599 0370   0
QSO: 14000 RY 2019-02-09 2253 XE2N          599 0028   K9DX          599 0204   0
QSO: 14000 RY 2019-02-09 2254 XE2N          599 0029   K9CW          599 0294   0
QSO: 14000 RY 2019-02-09 2255 XE2N          599 0030   KC7QR         599 0020   0
QSO: 14000 RY 2019-02-09 2256 XE2N          599 0031   N8CWU         599 0448   0
QSO: 14000 RY 2019-02-09 2257 XE2N          599 0032   KZ9DX         599 0220   0
QSO: 14000 RY 2019-02-09 2257 XE2N          599 0033   NO0L          599 0170   0
QSO: 14000 RY 2019-02-09 2306 XE2N          599 0034   LU1BJW        599 0167   0
QSO: 14000 RY 2019-02-09 2311 XE2N          599 0035   K4SO          599 0137   0
QSO: 14000 RY 2019-02-09 2312 XE2N          599 0036   K6RC          599 0301   0
QSO: 14000 RY 2019-02-09 2313 XE2N          599 0037   PY5ZHP        599 0223   0
QSO: 14000 RY 2019-02-09 2315 XE2N          599 0038   NR4M          599 0608   0
QSO: 14000 RY 2019-02-09 2317 XE2N          599 0039   W6OQI         599 0058   0
QSO: 14000 RY 2019-02-09 2321 XE2N          599 0040   PJ4Z          599 1444   0
QSO: 14000 RY 2019-02-09 2324 XE2N          599 0041   W9PL          599 1011   0
QSO: 14000 RY 2019-02-09 2325 XE2N          599 0042   KH6ZM         599 1011   0
QSO: 14000 RY 2019-02-09 2326 XE2N          599 0043   N8WXQ         599 0225   0
QSO: 14000 RY 2019-02-09 2333 XE2N          599 0044   TG9ADQ        599 0285   0
QSO: 14000 RY 2019-02-09 2336 XE2N          599 0045   WA0BSW        599 0132   0
QSO: 14000 RY 2019-02-09 2338 XE2N          599 0046   NC0DX         599 1500   0
QSO: 14000 RY 2019-02-09 2339 XE2N          599 0047   K0FX          599 0421   0
QSO: 14000 RY 2019-02-09 2339 XE2N          599 0048   N6QQ          599 0337   0
QSO: 14000 RY 2019-02-09 2340 XE2N          599 0049   V37DX         599 0907   0
QSO: 14000 RY 2019-02-09 2342 XE2N          599 0050   W7CT          599 0038   0
QSO: 14000 RY 2019-02-09 2343 XE2N          599 0051   NA6NN         599 0545   0
QSO: 14000 RY 2019-02-09 2348 XE2N          599 0052   K9NR          599 0660   0
QSO: 14000 RY 2019-02-09 2350 XE2N          599 0053   KT4Q          599 0464   0
QSO: 14000 RY 2019-02-09 2351 XE2N          599 0054   K9CT          599 0763   0
QSO: 14000 RY 2019-02-09 2353 XE2N          599 0055   VE5MX         599 1306   0
QSO: 14000 RY 2019-02-09 2356 XE2N          599 0056   WQ6K          599 0877   0
QSO: 14000 RY 2019-02-09 2358 XE2N          599 0057   NV9L          599 1356   0
QSO: 14000 RY 2019-02-10 0010 XE2N          599 0058   HC1JQ         599 0196   0
QSO: 14000 RY 2019-02-10 0015 XE2N          599 0059   3G1B          599 2026   0
QSO: 14000 RY 2019-02-10 0023 XE2N          599 0060   TI2OY         599 0370   0
QSO: 14000 RY 2019-02-10 0027 XE2N          599 0061   AI4GR         599 0163   0
QSO: 14000 RY 2019-02-10 0027 XE2N          599 0062   PJ2T          599 1090   0
QSO: 14000 RY 2019-02-10 0029 XE2N          599 0063   K6TD          599 0588   0
QSO: 14000 RY 2019-02-10 0039 XE2N          599 0064   K6OK          599 0214   0
QSO: 14000 RY 2019-02-10 0041 XE2N          599 0065   W6SX          599 0755   0
QSO: 14000 RY 2019-02-10 0049 XE2N          599 0066   N5HC          599 0723   0
QSO: 14000 RY 2019-02-10 0051 XE2N          599 0067   NW6P          599 0927   0
QSO: 14000 RY 2019-02-10 0056 XE2N          599 0068   NB6U          599 0637   0
QSO:  7000 RY 2019-02-10 0311 XE2N          599 0069   NT5V          599 0811   0
