START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA1HRR
CLUB: 
CONTEST: EA-PSK63
CATEGORY: SINGLE-OP ALL
CLAIMED-SCORE: 27435
OPERATORS: EA1HRR
NAME: fidel
SOAPBOX: 73 mala suerte los 10 y 15 mts muy pobres
QSO:  7041 PS 2017-03-12 0554 EA1HRR        599 S      RA3Y          599 140
QSO:  7046 PS 2017-03-12 0604 EA1HRR        599 S      OH3EX         599 149
QSO:  7042 PS 2017-03-12 0609 EA1HRR        599 S      DL3SYA        599 264
QSO:  7041 PS 2017-03-12 0613 EA1HRR        599 S      YO9HP         599 141
QSO:  7044 PS 2017-03-12 0618 EA1HRR        599 S      HG3FMZ        599 101
QSO:  7047 PS 2017-03-12 0621 EA1HRR        599 S      DL5RK         599 113
QSO:  7040 PS 2017-03-12 0627 EA1HRR        599 S      IQ2CU         599 386
QSO:  7041 PS 2017-03-12 0634 EA1HRR        599 S      W4UEF         599 148
QSO:  7042 PS 2017-03-12 0637 EA1HRR        599 S      K9OM          599 249
QSO:  7043 PS 2017-03-12 0638 EA1HRR        599 S      DF2RG         599 038
QSO:  7047 PS 2017-03-12 0641 EA1HRR        599 S      OO9O          599 016
QSO:  7048 PS 2017-03-12 0642 EA1HRR        599 S      SE4E          599 098
QSO:  7045 PS 2017-03-12 0646 EA1HRR        599 S      EE7Y          599 H
QSO:  7041 PS 2017-03-12 0651 EA1HRR        599 S      DL9FB         599 039
QSO:  7042 PS 2017-03-12 0652 EA1HRR        599 S      G0HDV         599 219
QSO:  7045 PS 2017-03-12 0654 EA1HRR        599 S      DL4ME         599 118
QSO:  7048 PS 2017-03-12 0656 EA1HRR        599 S      ON4FN         599 215
QSO:  7048 PS 2017-03-12 0657 EA1HRR        599 S      PG5V          599 015
QSO:  7046 PS 2017-03-12 0704 EA1HRR        599 S      PA3EVY        599 225
QSO:  7042 PS 2017-03-12 0707 EA1HRR        599 S      EC7AT         599 AL
QSO:  7041 PS 2017-03-12 0708 EA1HRR        599 S      EA6BH         599 IB
QSO:  7040 PS 2017-03-12 0717 EA1HRR        599 S      PA7LV         599 131
QSO:  7043 PS 2017-03-12 0718 EA1HRR        599 S      PA3DBS        599 216
QSO:  7045 PS 2017-03-12 0719 EA1HRR        599 S      EA2KK         599 BI
QSO:  7046 PS 2017-03-12 0726 EA1HRR        599 S      F4GWY         599 198
QSO:  7046 PS 2017-03-12 0726 EA1HRR        599 S      DL8ZU         599 062
QSO:  7046 PS 2017-03-12 0727 EA1HRR        599 S      DL5KUD        599 126
QSO:  7046 PS 2017-03-12 0729 EA1HRR        599 S      CT7/F6HBR     599 085
QSO:  7046 PS 2017-03-12 0729 EA1HRR        599 S      F6GCI         599 127
QSO:  7046 PS 2017-03-12 0730 EA1HRR        599 S      CT7AJL        599 239
QSO:  7046 PS 2017-03-12 0731 EA1HRR        599 S      F5HRH         599 010
QSO:  7046 PS 2017-03-12 0732 EA1HRR        599 S      F4ESK         599 156
QSO:  7046 PS 2017-03-12 0736 EA1HRR        599 S      HA3PT         599 115
QSO:  7044 PS 2017-03-12 0740 EA1HRR        599 S      PA2REH        599 101
QSO:  7043 PS 2017-03-12 0740 EA1HRR        599 S      EB7KA         599 AL
QSO:  7042 PS 2017-03-12 0741 EA1HRR        599 S      IK2SBB        599 296
QSO:  7044 PS 2017-03-12 0746 EA1HRR        599 S      EC7ABV        599 CA
QSO:  7040 PS 2017-03-12 0804 EA1HRR        599 S      EA7TG         599 GR
QSO: 14072 PS 2017-03-12 0810 EA1HRR        599 S      SB0A          599 075
QSO: 14074 PS 2017-03-12 0811 EA1HRR        599 S      OH9UFO        599 117
QSO: 14076 PS 2017-03-12 0813 EA1HRR        599 S      YU1RH         599 052
QSO: 14076 PS 2017-03-12 0814 EA1HRR        599 S      YT6W          599 461
QSO: 14070 PS 2017-03-12 0818 EA1HRR        599 S      UA4FX         599 155
QSO: 14071 PS 2017-03-12 0821 EA1HRR        599 S      SP5KCR        599 214
QSO: 14073 PS 2017-03-12 0824 EA1HRR        599 S      YL2CI         599 128
QSO:  7041 PS 2017-03-12 0839 EA1HRR        599 S      EA4IF         599 TO
QSO:  7040 PS 2017-03-12 0846 EA1HRR        599 S      ED5LD         599 V
QSO:  7038 PS 2017-03-12 0847 EA1HRR        599 S      EC5AEZ        599 V
QSO:  7040 PS 2017-03-12 0849 EA1HRR        599 S      EA4CUO        599 BA
QSO:  7041 PS 2017-03-12 0852 EA1HRR        599 S      EA5SM         599 A
QSO:  7041 PS 2017-03-12 0852 EA1HRR        599 S      EB5CS         599 CS
QSO:  7041 PS 2017-03-12 0853 EA1HRR        599 S      S50MJ         599 002
QSO:  7041 PS 2017-03-12 0855 EA1HRR        599 S      EA3GOM        599 B
QSO:  7041 PS 2017-03-12 0856 EA1HRR        599 S      EA5RW         599 V
QSO:  7041 PS 2017-03-12 0859 EA1HRR        599 S      M0TQR         599 094
QSO:  7041 PS 2017-03-12 0900 EA1HRR        599 S      EA6ALW        599 IB
QSO:  7041 PS 2017-03-12 0901 EA1HRR        599 S      EA2CMF        599 BI
QSO:  7041 PS 2017-03-12 0902 EA1HRR        599 S      EA3FOA        599 B
QSO:  7041 PS 2017-03-12 0904 EA1HRR        599 S      DL1FCU        599 225
QSO:  7041 PS 2017-03-12 0909 EA1HRR        599 S      PA4O          599 069
QSO:  7046 PS 2017-03-12 0913 EA1HRR        599 S      F5SIZ         599 032
QSO:  7048 PS 2017-03-12 0914 EA1HRR        599 S      EA3ELZ        599 T
QSO:  7047 PS 2017-03-12 0915 EA1HRR        599 S      M0IEP         599 167
QSO:  7044 PS 2017-03-12 0916 EA1HRR        599 S      EB3EFU        599 GI
QSO:  7043 PS 2017-03-12 0917 EA1HRR        599 S      EA4CRP        599 BA
QSO:  7043 PS 2017-03-12 0919 EA1HRR        599 S      GM3MZX        599 289
QSO:  7043 PS 2017-03-12 0924 EA1HRR        599 S      EA4URE        599 HQ
QSO:  7043 PS 2017-03-12 0926 EA1HRR        599 S      EA7JOY        599 SE
QSO: 21072 PS 2017-03-12 0943 EA1HRR        599 S      4Z5KU         599 218
QSO:  7041 PS 2017-03-12 0956 EA1HRR        599 S      EA2ASB        599 BI
QSO:  7042 PS 2017-03-12 1000 EA1HRR        599 S      EA5ICS        599 A
QSO:  7045 PS 2017-03-12 1009 EA1HRR        599 S      EB5CUZ        599 CS
QSO:  7044 PS 2017-03-12 1012 EA1HRR        599 S      EA5IGV        599 V
QSO:  7041 PS 2017-03-12 1019 EA1HRR        599 S      EB3TR         599 L
QSO:  7043 PS 2017-03-12 1026 EA1HRR        599 S      EA3FZT        599 B
QSO:  7045 PS 2017-03-12 1029 EA1HRR        599 S      EE4C          599 M
QSO:  7044 PS 2017-03-12 1031 EA1HRR        599 S      EA1QS         599 PO
QSO:  7043 PS 2017-03-12 1039 EA1HRR        599 S      ED4T          599 TO
QSO:  7041 PS 2017-03-12 1041 EA1HRR        599 S      EA3FF         599 L
QSO:  7042 PS 2017-03-12 1046 EA1HRR        599 S      EA5BN         599 MU
QSO:  7041 PS 2017-03-12 1048 EA1HRR        599 S      EA5HEW        599 A
QSO:  7041 PS 2017-03-12 1058 EA1HRR        599 S      EA1ENG        599 SA
QSO:  7041 PS 2017-03-12 1103 EA1HRR        599 S      EA5DPF        599 MU
QSO:  7044 PS 2017-03-12 1113 EA1HRR        599 S      EC1AE         599 O
QSO:  7044 PS 2017-03-12 1115 EA1HRR        599 S      EA1AYT        599 BU
QSO:  7044 PS 2017-03-12 1116 EA1HRR        599 S      EA1DME        599 P
QSO:  7044 PS 2017-03-12 1116 EA1HRR        599 S      EA1BAF        599 OU
QSO:  7044 PS 2017-03-12 1120 EA1HRR        599 S      C37AC         599 004
QSO:  7044 PS 2017-03-12 1121 EA1HRR        599 S      EA4DVE        599 M
QSO:  7044 PS 2017-03-12 1125 EA1HRR        599 S      EE5D          599 V
QSO:  7044 PS 2017-03-12 1126 EA1HRR        599 S      EA3HWE        599 B
QSO:  7042 PS 2017-03-12 1137 EA1HRR        599 S      EA5IFY        599 CS
QSO:  7044 PS 2017-03-12 1151 EA1HRR        599 S      ED3D          599 GI
QSO:  7041 PS 2017-03-12 1158 EA1HRR        599 S      EA1MI         599 SG
QSO:  7043 PS 2017-03-12 1200 EA1HRR        599 S      EA5KO         599 V
QSO:  7044 PS 2017-03-12 1202 EA1HRR        599 S      EC7RC         599 AL
QSO:  7046 PS 2017-03-12 1206 EA1HRR        599 S      F1RCH         599 034
QSO:  7043 PS 2017-03-12 1210 EA1HRR        599 S      EA7GTJ        599 AL
QSO:  7043 PS 2017-03-12 1222 EA1HRR        599 S      G3LHJ         599 036
QSO:  7044 PS 2017-03-12 1235 EA1HRR        599 S      EA5GIE        599 V
QSO:  7041 PS 2017-03-12 1240 EA1HRR        599 S      EC5JC         599 A
QSO:  7041 PS 2017-03-12 1254 EA1HRR        599 S      EA7HAB        599 GR
QSO:  7042 PS 2017-03-12 1258 EA1HRR        599 S      EA4GJJ        599 GU
QSO:  7042 PS 2017-03-12 1258 EA1HRR        599 S      EA1EXE        599 O
QSO:  7041 PS 2017-03-12 1310 EA1HRR        599 S      ED4R          599 M
QSO:  7040 PS 2017-03-12 1310 EA1HRR        599 S      C31MF         599 242
QSO:  7042 PS 2017-03-12 1315 EA1HRR        599 S      EA4GEO        599 M
QSO:  7043 PS 2017-03-12 1318 EA1HRR        599 S      EA1WX         599 O
QSO:  7043 PS 2017-03-12 1319 EA1HRR        599 S      EA2XR         599 BI
QSO:  7040 PS 2017-03-12 1332 EA1HRR        599 S      EA1AT         599 S
QSO:  7045 PS 2017-03-12 1422 EA1HRR        599 S      F6GEU         599 027
QSO: 21071 PS 2017-03-12 1430 EA1HRR        599 S      9K2GS         599 146
QSO:  7043 PS 2017-03-12 1433 EA1HRR        599 S      EA5XC         599 A
QSO:  7044 PS 2017-03-12 1436 EA1HRR        599 S      ON7SS         599 028
QSO: 14070 PS 2017-03-12 1447 EA1HRR        599 S      IZ8IFL        599 236
QSO: 14069 PS 2017-03-12 1450 EA1HRR        599 S      RA6C          599 198
QSO: 14069 PS 2017-03-12 1451 EA1HRR        599 S      IK7BEF        599 64
QSO: 14069 PS 2017-03-12 1453 EA1HRR        599 S      UR7GO         599 725
QSO: 14069 PS 2017-03-12 1454 EA1HRR        599 S      IU8ALH        599 158
QSO: 14069 PS 2017-03-12 1455 EA1HRR        599 S      SI6I          599 061
QSO: 14069 PS 2017-03-12 1456 EA1HRR        599 S      HG3FMZ        599 247
QSO: 14069 PS 2017-03-12 1457 EA1HRR        599 S      SP9KJU        599 067
QSO: 14069 PS 2017-03-12 1458 EA1HRR        599 S      SQ7BTY        599 065
QSO: 14069 PS 2017-03-12 1502 EA1HRR        599 S      RN2FQ         599 056
QSO: 14069 PS 2017-03-12 1502 EA1HRR        599 S      YO9HP         599 350
QSO: 14069 PS 2017-03-12 1503 EA1HRR        599 S      SP6DMI        599 128
QSO: 14069 PS 2017-03-12 1504 EA1HRR        599 S      YL3ID         599 089
QSO: 14069 PS 2017-03-12 1506 EA1HRR        599 S      SP9BNM        599 152
QSO: 14069 PS 2017-03-12 1509 EA1HRR        599 S      UW7W          599 449
QSO: 14069 PS 2017-03-12 1510 EA1HRR        599 S      OM8LA         599 161
QSO: 14069 PS 2017-03-12 1511 EA1HRR        599 S      SQ6PLE        599 414
QSO: 14069 PS 2017-03-12 1515 EA1HRR        599 S      DL3SYA        599 500
QSO: 14069 PS 2017-03-12 1517 EA1HRR        599 S      SP7AH         599 177
QSO: 14069 PS 2017-03-12 1518 EA1HRR        599 S      HA7XC         599 366
QSO: 14069 PS 2017-03-12 1525 EA1HRR        599 S      DB2BJT        599 387
QSO: 14071 PS 2017-03-12 1529 EA1HRR        599 S      YL2KF         599 079
QSO: 14071 PS 2017-03-12 1531 EA1HRR        599 S      HA6NL         599 420
QSO: 14071 PS 2017-03-12 1532 EA1HRR        599 S      UA3PI         599 236
QSO: 14072 PS 2017-03-12 1537 EA1HRR        599 S      SO7T          599 319
QSO: 14073 PS 2017-03-12 1538 EA1HRR        599 S      S57YK         599 155
QSO: 14073 PS 2017-03-12 1539 EA1HRR        599 S      IW7DBM        599 339
QSO: 14073 PS 2017-03-12 1542 EA1HRR        599 S      RU6CH         599 415
QSO: 14074 PS 2017-03-12 1545 EA1HRR        599 S      9A7B          599 271
QSO:  7042 PS 2017-03-12 1555 EA1HRR        599 S      EA5IIK        599 CS
QSO:  7044 PS 2017-03-12 1558 EA1HRR        599 S      EA7AZA        599 CA
END-OF-LOG:
