START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      VE7BQO
CATEGORY-OPERATOR:  SINGLE-OP
CATEGORY-ASSISTED:  NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER:  QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER:  ONE
CATEGORY-OVERLAY:  CLASSIC
CLUB:          ORCA DX AND CONTEST CLUB
LOCATION:      BC
CLAIMED-SCORE: 77000
NAME:          Allen Wootton
OPERATORS:     VE7BQO
SOAPBOX:       I really enjoyed the contest and I was very pleased
QSO: 7019  CW 2014-11-29 0954 VE7BQO        599 03     K0EU          599 04
QSO: 7019  CW 2014-11-29 0955 VE7BQO        599 03     K6NA          599 03
QSO: 7018  CW 2014-11-29 0956 VE7BQO        599 03     VE2YAA        599 04
QSO: 7015  CW 2014-11-29 0957 VE7BQO        599 03     K3LR          599 05
QSO: 7014  CW 2014-11-29 0959 VE7BQO        599 03     JH1GBZ        599 25
QSO: 7008  CW 2014-11-29 1001 VE7BQO        599 03     N5FO          599 04
QSO: 7002  CW 2014-11-29 1003 VE7BQO        599 03     WE3C          599 05
QSO: 7007  CW 2014-11-29 1005 VE7BQO        599 03     K7CF          599 03
QSO: 7023  CW 2014-11-29 1014 VE7BQO        599 03     W9SN          599 04
QSO: 7045  CW 2014-11-29 1033 VE7BQO        599 03     JH5RXS        599 25
QSO: 7036  CW 2014-11-29 1035 VE7BQO        599 03     JE1LFX        599 25
QSO: 7022  CW 2014-11-29 1037 VE7BQO        599 03     K8AZ          599 04
QSO: 7011  CW 2014-11-29 1039 VE7BQO        599 03     K9YC          599 03
QSO: 7012  CW 2014-11-29 1041 VE7BQO        599 03     W7SW          599 03
QSO: 7013  CW 2014-11-29 1042 VE7BQO        599 03     N0NI          599 04
QSO: 7019  CW 2014-11-29 1043 VE7BQO        599 03     W9RE          599 04
QSO: 7029  CW 2014-11-29 1045 VE7BQO        599 03     JA3YBK        599 25
QSO: 7046  CW 2014-11-29 1050 VE7BQO        599 03     N8UM          599 04
QSO: 7051  CW 2014-11-29 1051 VE7BQO        599 03     K4AB          599 04
QSO: 7051  CW 2014-11-29 1052 VE7BQO        599 03     W6PH          599 03
QSO: 7042  CW 2014-11-29 1106 VE7BQO        599 03     K7WP          599 03
QSO: 7034  CW 2014-11-29 1107 VE7BQO        599 03     AA9A          599 04
QSO: 14014 CW 2014-11-29 1737 VE7BQO        599 03     N6RO          599 03
QSO: 14018 CW 2014-11-29 1738 VE7BQO        599 03     AA6KJ         599 03
QSO: 14051 CW 2014-11-29 1756 VE7BQO        599 03     YO3APJ        599 20
QSO: 14043 CW 2014-11-29 1803 VE7BQO        599 03     OH8X          599 15
QSO: 14039 CW 2014-11-29 1805 VE7BQO        599 03     DR1A          599 14
QSO: 14021 CW 2014-11-29 1814 VE7BQO        599 03     W6AEA         599 05
QSO: 14012 CW 2014-11-29 1816 VE7BQO        599 03     DD2ML         599 14
QSO: 14005 CW 2014-11-29 1817 VE7BQO        599 03     SH6M          599 15
QSO: 21018 CW 2014-11-29 2144 VE7BQO        599 03     W1AO          599 05
QSO: 21012 CW 2014-11-29 2146 VE7BQO        599 03     W3LPL         599 05
QSO: 28001 CW 2014-11-29 2149 VE7BQO        599 03     NQ4I          599 05
QSO: 28004 CW 2014-11-29 2151 VE7BQO        599 03     W4DXX         599 05
QSO: 28005 CW 2014-11-29 2159 VE7BQO        599 03     KP2M          599 08
QSO: 28007 CW 2014-11-29 2200 VE7BQO        599 03     N7KU          599 03
QSO: 28015 CW 2014-11-29 2204 VE7BQO        599 03     K0EU          599 04
QSO: 28022 CW 2014-11-29 2204 VE7BQO        599 03     W0DLE         599 04
QSO: 28031 CW 2014-11-29 2205 VE7BQO        599 03     N2MM          599 05
QSO: 28032 CW 2014-11-29 2206 VE7BQO        599 03     K6XX          599 03
QSO: 28036 CW 2014-11-29 2207 VE7BQO        599 03     WE3C          599 05
QSO: 28039 CW 2014-11-29 2208 VE7BQO        599 03     W4NA          599 05
QSO: 28041 CW 2014-11-29 2209 VE7BQO        599 03     N7AT          599 03
QSO: 28050 CW 2014-11-29 2210 VE7BQO        599 03     WC6H          599 03
QSO: 28052 CW 2014-11-29 2211 VE7BQO        599 03     NX5M          599 04
QSO: 28057 CW 2014-11-29 2212 VE7BQO        599 03     K3OO          599 05
QSO: 28068 CW 2014-11-29 2214 VE7BQO        599 03     W0AIS         599 04
QSO: 28071 CW 2014-11-29 2215 VE7BQO        599 03     K4JPD         599 05
QSO: 28073 CW 2014-11-29 2216 VE7BQO        599 03     W7ZR          599 03
QSO: 28074 CW 2014-11-29 2217 VE7BQO        599 03     WD5K          599 04
QSO: 28080 CW 2014-11-29 2217 VE7BQO        599 03     JF1SEK        599 25
QSO: 28081 CW 2014-11-29 2218 VE7BQO        599 03     W3EP          599 05
QSO: 28081 CW 2014-11-29 2219 VE7BQO        599 03     K2ZJ          599 05
QSO: 28085 CW 2014-11-29 2220 VE7BQO        599 03     JH4UYB        599 25
QSO: 28095 CW 2014-11-29 2220 VE7BQO        599 03     K9OM          599 05
QSO: 28096 CW 2014-11-29 2221 VE7BQO        599 03     JG1AVO        599 25
QSO: 28087 CW 2014-11-29 2223 VE7BQO        599 03     KI6RRN        599 03
QSO: 28075 CW 2014-11-29 2224 VE7BQO        599 03     K3UL          599 05
QSO: 28068 CW 2014-11-29 2225 VE7BQO        599 03     JK1OLT        599 25
QSO: 28066 CW 2014-11-29 2227 VE7BQO        599 03     8N1NRT        599 25
QSO: 28061 CW 2014-11-29 2228 VE7BQO        599 03     JR1IJU        599 25
QSO: 28059 CW 2014-11-29 2231 VE7BQO        599 03     JH3AIU        599 25
QSO: 28043 CW 2014-11-29 2237 VE7BQO        599 03     W6SX          599 03
QSO: 28024 CW 2014-11-29 2241 VE7BQO        599 03     K2TW          599 05
QSO: 28011 CW 2014-11-29 2242 VE7BQO        599 03     W3KL          599 05
QSO: 28006 CW 2014-11-29 2242 VE7BQO        599 03     N2IC          599 04
QSO: 28004 CW 2014-11-29 2243 VE7BQO        599 03     W4OC          599 05
QSO: 28009 CW 2014-11-29 2244 VE7BQO        599 03     JH1GBZ        599 25
QSO: 28010 CW 2014-11-29 2246 VE7BQO        599 03     CE2/CX1EK     599 12
QSO: 28012 CW 2014-11-29 2248 VE7BQO        599 03     PW2D          599 11
QSO: 28015 CW 2014-11-29 2249 VE7BQO        599 03     W7SW          599 03
QSO: 28017 CW 2014-11-29 2250 VE7BQO        599 03     NN3W          599 05
QSO: 28019 CW 2014-11-29 2250 VE7BQO        599 03     JQ2IQW        599 25
QSO: 28022 CW 2014-11-29 2251 VE7BQO        599 03     N4BP          599 05
QSO: 28024 CW 2014-11-29 2252 VE7BQO        599 03     W4RX          599 05
QSO: 28037 CW 2014-11-29 2255 VE7BQO        599 03     K9DR          599 03
QSO: 28051 CW 2014-11-29 2300 VE7BQO        599 03     AH2R          599 27
QSO: 28053 CW 2014-11-29 2301 VE7BQO        599 03     JR3NZC        599 25
QSO: 28056 CW 2014-11-29 2306 VE7BQO        599 03     JR4OZR        599 25
QSO: 28058 CW 2014-11-29 2309 VE7BQO        599 03     JA1WTI        599 25
QSO: 28061 CW 2014-11-29 2310 VE7BQO        599 03     N4WW          599 05
QSO: 21002 CW 2014-11-29 2311 VE7BQO        599 03     K4TCG         599 04
QSO: 21004 CW 2014-11-29 2312 VE7BQO        599 03     UA0CKW        599 19
QSO: 21010 CW 2014-11-29 2313 VE7BQO        599 03     N6MI          599 03
QSO: 21011 CW 2014-11-29 2314 VE7BQO        599 03     K0RF          599 04
QSO: 21015 CW 2014-11-29 2314 VE7BQO        599 03     NQ4I          599 05
QSO: 21017 CW 2014-11-29 2315 VE7BQO        599 03     PJ2T          599 09
QSO: 21019 CW 2014-11-29 2316 VE7BQO        599 03     JA1ZGP        599 25
QSO: 21020 CW 2014-11-29 2316 VE7BQO        599 03     K9QVB         599 04
QSO: 21023 CW 2014-11-29 2318 VE7BQO        599 03     W1/SP4Z       599 05
QSO: 21025 CW 2014-11-29 2319 VE7BQO        599 03     K7GK          599 03
QSO: 21027 CW 2014-11-29 2320 VE7BQO        599 03     W7CT          599 03
QSO: 21029 CW 2014-11-29 2320 VE7BQO        599 03     N4PN          599 05
QSO: 21030 CW 2014-11-29 2321 VE7BQO        599 03     NU6S          599 03
QSO: 21030 CW 2014-11-29 2321 VE7BQO        599 03     W0AIH         599 04
QSO: 21032 CW 2014-11-29 2322 VE7BQO        599 03     KH7XX         599 31
QSO: 21034 CW 2014-11-29 2323 VE7BQO        599 03     HK1NA         599 09
QSO: 21040 CW 2014-11-29 2324 VE7BQO        599 03     OH8WW         599 15
QSO: 21042 CW 2014-11-29 2326 VE7BQO        599 03     AJ6V          599 03
QSO: 21043 CW 2014-11-29 2327 VE7BQO        599 03     N1LN          599 05
QSO: 21048 CW 2014-11-29 2329 VE7BQO        599 03     B1Z           599 24
QSO: 21054 CW 2014-11-29 2331 VE7BQO        599 03     KM5PS         599 04
QSO: 21058 CW 2014-11-29 2332 VE7BQO        599 03     SJ2W          599 14
QSO: 21069 CW 2014-11-29 2334 VE7BQO        599 03     KU2M          599 05
QSO: 21071 CW 2014-11-29 2335 VE7BQO        599 03     JR2MIO/2      599 25
QSO: 21074 CW 2014-11-29 2336 VE7BQO        599 03     JA1YPA        599 25
QSO: 21072 CW 2014-11-29 2337 VE7BQO        599 03     JA7ZFN        599 25
QSO: 21065 CW 2014-11-29 2338 VE7BQO        599 03     JF7PHE        599 25
QSO: 21055 CW 2014-11-29 2340 VE7BQO        599 03     JA3YBK        599 25
QSO: 21053 CW 2014-11-29 2341 VE7BQO        599 03     N4WW          599 05
QSO: 21046 CW 2014-11-29 2345 VE7BQO        599 03     NH2DX         599 27
QSO: 21042 CW 2014-11-29 2346 VE7BQO        599 03     JR2IOB        599 25
QSO: 21038 CW 2014-11-29 2348 VE7BQO        599 03     JA5DQH        599 25
QSO: 21027 CW 2014-11-29 2349 VE7BQO        599 03     NE3H          599 05
QSO: 21024 CW 2014-11-29 2350 VE7BQO        599 03     K7UA          599 03
QSO: 21014 CW 2014-11-29 2352 VE7BQO        599 03     CG3AT         599 04
QSO: 21003 CW 2014-11-29 2354 VE7BQO        599 03     K2YY/6        599 03
QSO: 14005 CW 2014-11-29 2356 VE7BQO        599 03     K1RX          599 05
QSO: 14007 CW 2014-11-30 0008 VE7BQO        599 03     9K2HN         599 21
QSO: 14021 CW 2014-11-30 0021 VE7BQO        599 03     RJ4P          599 16
QSO: 14032 CW 2014-11-30 0022 VE7BQO        599 03     K2QMF         599 05
QSO: 14041 CW 2014-11-30 0024 VE7BQO        599 03     PJ4Q          599 09
QSO: 21017 CW 2014-11-30 0213 VE7BQO        599 03     E51RAT        599 32
QSO: 21034 CW 2014-11-30 0214 VE7BQO        599 03     JN2AMD        599 25
QSO: 21039 CW 2014-11-30 0217 VE7BQO        599 03     JH3CUL        599 25
QSO: 21050 CW 2014-11-30 0218 VE7BQO        599 03     AH0K          599 27
QSO: 21053 CW 2014-11-30 0219 VE7BQO        599 03     JH0RNN        599 25
QSO: 21056 CW 2014-11-30 0220 VE7BQO        599 03     JA7NVF        599 25
QSO: 21061 CW 2014-11-30 0221 VE7BQO        599 03     7K4QOK        599 25
QSO: 21065 CW 2014-11-30 0222 VE7BQO        599 03     JA8RWU        599 25
QSO: 21069 CW 2014-11-30 0223 VE7BQO        599 03     JR1BTG        599 25
QSO: 21071 CW 2014-11-30 0224 VE7BQO        599 03     JA2IVK        599 25
QSO: 21081 CW 2014-11-30 0225 VE7BQO        599 03     JA5FDJ        599 25
QSO: 21074 CW 2014-11-30 0226 VE7BQO        599 03     JF9JTS        599 25
QSO: 21063 CW 2014-11-30 0229 VE7BQO        599 03     JA7COI        599 25
QSO: 21060 CW 2014-11-30 0230 VE7BQO        599 03     JA6ZPR        599 25
QSO: 14047 CW 2014-11-30 0304 VE7BQO        599 03     UA0KBG        599 19
QSO: 14052 CW 2014-11-30 0306 VE7BQO        599 03     K9CT          599 04
QSO: 14045 CW 2014-11-30 0307 VE7BQO        599 03     W0YK          599 03
QSO: 14044 CW 2014-11-30 0311 VE7BQO        599 03     JR3KQJ        599 25
QSO: 14047 CW 2014-11-30 0325 VE7BQO        599 03     UA0IDZ        599 19
QSO: 14043 CW 2014-11-30 0330 VE7BQO        599 03     JE2PCY        599 25
QSO: 14042 CW 2014-11-30 0333 VE7BQO        599 03     JL3JRY        599 25
QSO: 14034 CW 2014-11-30 0334 VE7BQO        599 03     JR3NZC        599 25
QSO: 14024 CW 2014-11-30 0336 VE7BQO        599 03     RK9UE         599 18
QSO: 14001 CW 2014-11-30 0341 VE7BQO        599 03     JK8PBO        599 25
QSO: 14016 CW 2014-11-30 0342 VE7BQO        599 03     R0QA          599 19
QSO: 7041  CW 2014-11-30 0354 VE7BQO        599 03     K6XT          599 04
QSO: 14037 CW 2014-11-30 0358 VE7BQO        599 03     KH6LC         599 31
QSO: 14035 CW 2014-11-30 0359 VE7BQO        599 03     RT0F          599 19
QSO: 7029  CW 2014-11-30 0406 VE7BQO        599 03     KP4EE         599 08
QSO: 7001  CW 2014-11-30 1307 VE7BQO        599 03     WN6K          599 03
QSO: 7003  CW 2014-11-30 1308 VE7BQO        599 03     N6JV          599 03
QSO: 7014  CW 2014-11-30 1313 VE7BQO        599 03     N5FO          599 04
QSO: 7016  CW 2014-11-30 1315 VE7BQO        599 03     NF9V          599 04
QSO: 7032  CW 2014-11-30 1319 VE7BQO        599 03     K6ANP         599 03
QSO: 7044  CW 2014-11-30 1323 VE7BQO        599 03     NT6X          599 03
QSO: 7046  CW 2014-11-30 1328 VE7BQO        599 03     W0AIH         599 04
QSO: 7028  CW 2014-11-30 1332 VE7BQO        599 03     JA1XMS        599 25
QSO: 3507  CW 2014-11-30 1340 VE7BQO        599 03     VA7ST         599 03
QSO: 3514  CW 2014-11-30 1342 VE7BQO        599 03     N6RO          599 03
QSO: 3526  CW 2014-11-30 1344 VE7BQO        599 03     KH7XX         599 31
QSO: 3528  CW 2014-11-30 1346 VE7BQO        599 03     JH5RXS        599 25
QSO: 3516  CW 2014-11-30 1350 VE7BQO        599 03     KN7K          599 03
QSO: 3513  CW 2014-11-30 1350 VE7BQO        599 03     W7UT          599 03
QSO: 3505  CW 2014-11-30 1354 VE7BQO        599 03     W2VJN         599 03
QSO: 3505  CW 2014-11-30 1354 VE7BQO        599 03     N9RV          599 04
QSO: 3524  CW 2014-11-30 1357 VE7BQO        599 03     N9NA          599 03
QSO: 3529  CW 2014-11-30 1400 VE7BQO        599 03     RT0F          599 19
QSO: 7029  CW 2014-11-30 1413 VE7BQO        599 03     JA6BZI        599 25
QSO: 7035  CW 2014-11-30 1417 VE7BQO        599 03     JE1ZWT        599 25
QSO: 28028 CW 2014-11-30 1957 VE7BQO        599 03     W0LFA         599 04
QSO: 28084 CW 2014-11-30 1959 VE7BQO        599 03     8P4A          599 08
QSO: 28055 CW 2014-11-30 2004 VE7BQO        599 03     HK1NA         599 09
QSO: 28048 CW 2014-11-30 2006 VE7BQO        599 03     9Y4/VE3EY     599 09
QSO: 28040 CW 2014-11-30 2010 VE7BQO        599 03     PJ4A          599 09
QSO: 28014 CW 2014-11-30 2014 VE7BQO        599 03     KH7XX         599 31
QSO: 28009 CW 2014-11-30 2014 VE7BQO        599 03     WK1Q          599 05
QSO: 28030 CW 2014-11-30 2015 VE7BQO        599 03     KB1H          599 05
QSO: 28032 CW 2014-11-30 2017 VE7BQO        599 03     N1XS          599 04
QSO: 28036 CW 2014-11-30 2020 VE7BQO        599 03     4A5XX         599 06
QSO: 28054 CW 2014-11-30 2021 VE7BQO        599 03     XE1MM         599 06
QSO: 28083 CW 2014-11-30 2025 VE7BQO        599 03     PJ2T          599 09
QSO: 28020 CW 2014-11-30 2028 VE7BQO        599 03     W9ILY         599 04
QSO: 28060 CW 2014-11-30 2030 VE7BQO        599 03     VE5AAD        599 04
QSO: 28072 CW 2014-11-30 2031 VE7BQO        599 03     CE3CT         599 12
QSO: 28050 CW 2014-11-30 2035 VE7BQO        599 03     PX2A          599 11
QSO: 21007 CW 2014-11-30 2036 VE7BQO        599 03     N5NU          599 04
QSO: 21011 CW 2014-11-30 2039 VE7BQO        599 03     N6RO          599 03
QSO: 21044 CW 2014-11-30 2046 VE7BQO        599 03     KH7M          599 31
QSO: 14014 CW 2014-11-30 2147 VE7BQO        599 03     K9YC          599 03
QSO: 14018 CW 2014-11-30 2148 VE7BQO        599 03     W6XB          599 03
QSO: 14031 CW 2014-11-30 2156 VE7BQO        599 03     W0AIH         599 04
QSO: 14036 CW 2014-11-30 2157 VE7BQO        599 03     UA4M          599 16
QSO: 14044 CW 2014-11-30 2159 VE7BQO        599 03     N6XI          599 03
QSO: 14047 CW 2014-11-30 2200 VE7BQO        599 03     W6PH          599 03
QSO: 14055 CW 2014-11-30 2204 VE7BQO        599 03     JH4MGU        599 25
QSO: 14060 CW 2014-11-30 2208 VE7BQO        599 03     HK1NA         599 09
QSO: 14063 CW 2014-11-30 2209 VE7BQO        599 03     WS7L          599 03
QSO: 28005 CW 2014-11-30 2211 VE7BQO        599 03     W2FU          599 05
QSO: 28010 CW 2014-11-30 2212 VE7BQO        599 03     W7RN          599 03
QSO: 28013 CW 2014-11-30 2215 VE7BQO        599 03     JA3YBK        599 25
QSO: 28027 CW 2014-11-30 2217 VE7BQO        599 03     NN7ZZ         599 03
QSO: 28036 CW 2014-11-30 2219 VE7BQO        599 03     NP4IW/W7      599 03
QSO: 28048 CW 2014-11-30 2221 VE7BQO        599 03     LO2F          599 13
QSO: 21010 CW 2014-11-30 2224 VE7BQO        599 03     W6JTI         599 03
QSO: 21019 CW 2014-11-30 2225 VE7BQO        599 03     K0FX          599 04
QSO: 21021 CW 2014-11-30 2227 VE7BQO        599 03     JJ0JML        599 25
QSO: 21023 CW 2014-11-30 2228 VE7BQO        599 03     VC3M          599 04
QSO: 21038 CW 2014-11-30 2230 VE7BQO        599 03     JR3NZC        599 25
QSO: 21044 CW 2014-11-30 2232 VE7BQO        599 03     K4PV          599 05
QSO: 21048 CW 2014-11-30 2233 VE7BQO        599 03     KN2M          599 05
QSO: 21051 CW 2014-11-30 2234 VE7BQO        599 03     JE1ZWT        599 25
QSO: 21063 CW 2014-11-30 2235 VE7BQO        599 03     N7AT          599 03
QSO: 21067 CW 2014-11-30 2235 VE7BQO        599 03     K4OAQ         599 05
QSO: 21073 CW 2014-11-30 2237 VE7BQO        599 03     JH4ADK        599 25
QSO: 21079 CW 2014-11-30 2241 VE7BQO        599 03     JR3EOI        599 25
QSO: 21084 CW 2014-11-30 2242 VE7BQO        599 03     K6ANP         599 03
QSO: 21094 CW 2014-11-30 2243 VE7BQO        599 03     JR4GPA        599 25
QSO: 21098 CW 2014-11-30 2244 VE7BQO        599 03     JH8SLS        599 25
QSO: 14010 CW 2014-11-30 2246 VE7BQO        599 03     JH5RXS        599 25
QSO: 14012 CW 2014-11-30 2247 VE7BQO        599 03     W3LPL         599 05
QSO: 14028 CW 2014-11-30 2250 VE7BQO        599 03     W3FW          599 05
QSO: 14040 CW 2014-11-30 2252 VE7BQO        599 03     K7KU          599 04
QSO: 14059 CW 2014-11-30 2300 VE7BQO        599 03     RT4F          599 16
QSO: 28002 CW 2014-11-30 2305 VE7BQO        599 03     N7DR          599 04
QSO: 28011 CW 2014-11-30 2306 VE7BQO        599 03     W0AIH         599 04
QSO: 28040 CW 2014-11-30 2310 VE7BQO        599 03     JS3CTQ        599 25
QSO: 28056 CW 2014-11-30 2311 VE7BQO        599 03     W3DF          599 05
QSO: 28063 CW 2014-11-30 2312 VE7BQO        599 03     AD4ES         599 05
QSO: 28064 CW 2014-11-30 2313 VE7BQO        599 03     N6MI          599 03
QSO: 28071 CW 2014-11-30 2313 VE7BQO        599 03     K4AB          599 04
QSO: 28083 CW 2014-11-30 2314 VE7BQO        599 03     W8KA          599 03
QSO: 21031 CW 2014-11-30 2315 VE7BQO        599 03     JE1CKA        599 25
QSO: 21018 CW 2014-11-30 2316 VE7BQO        599 03     WA7NB         599 03
END-OF-LOG:
