START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CERTIFICATE: YES
CLAIMED-SCORE: 37968
CREATED-BY: Homebrew System
LOCATION: DX
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
SOAPBOX: The actual maximum power output used is 5 watts.
QSO: 28031 CW 2014-11-29 0004 JN3DMJ        599 25     W7RN          599 03
QSO: 28037 CW 2014-11-29 0019 JN3DMJ        599 25     AL9A          599 01
QSO: 28044 CW 2014-11-29 0025 JN3DMJ        599 25     VE7GL         599 03
QSO: 28052 CW 2014-11-29 0032 JN3DMJ        599 25     W6XB          599 03
QSO: 28059 CW 2014-11-29 0046 JN3DMJ        599 25     JK3HLP        599 25
QSO: 28060 CW 2014-11-29 0049 JN3DMJ        599 25     N7DR          599 04
QSO: 28066 CW 2014-11-29 0052 JN3DMJ        599 25     N6RV          599 03
QSO: 28069 CW 2014-11-29 0056 JN3DMJ        599 25     K7BG          599 04
QSO: 21002 CW 2014-11-29 0059 JN3DMJ        599 25     K7GK          599 03
QSO: 21005 CW 2014-11-29 0106 JN3DMJ        599 25     K2YY/6        599 03
QSO: 21007 CW 2014-11-29 0111 JN3DMJ        599 25     9V1RM         599 28
QSO: 21010 CW 2014-11-29 0118 JN3DMJ        599 25     N6RO          599 03
QSO: 21011 CW 2014-11-29 0127 JN3DMJ        599 25     LT1F          599 13
QSO: 21013 CW 2014-11-29 0132 JN3DMJ        599 25     N4ZZ          599 04
QSO: 21017 CW 2014-11-29 0147 JN3DMJ        599 25     WJ9B          599 03
QSO: 21024 CW 2014-11-29 0201 JN3DMJ        599 25     W7WA          599 03
QSO: 21025 CW 2014-11-29 0205 JN3DMJ        599 25     K0EU          599 04
QSO: 21028 CW 2014-11-29 0209 JN3DMJ        599 25     W6PH          599 03
QSO: 21030 CW 2014-11-29 0212 JN3DMJ        599 25     KX7M          599 03
QSO: 21030 CW 2014-11-29 0215 JN3DMJ        599 25     N9RV          599 04
QSO: 21031 CW 2014-11-29 0220 JN3DMJ        599 25     RT0C          599 19
QSO: 21031 CW 2014-11-29 0224 JN3DMJ        599 25     9M6/NR1J      599 28
QSO: 21032 CW 2014-11-29 0230 JN3DMJ        599 25     BD4AGK        599 24
QSO: 21033 CW 2014-11-29 0233 JN3DMJ        599 25     JA5DQH        599 25
QSO: 21033 CW 2014-11-29 0236 JN3DMJ        599 25     BY4AE         599 24
QSO: 21035 CW 2014-11-29 0243 JN3DMJ        599 25     RT0F          599 19
QSO: 21037 CW 2014-11-29 0247 JN3DMJ        599 25     9M6YBG        599 28
QSO: 21043 CW 2014-11-29 0305 JN3DMJ        599 25     YE1ZAT        599 28
QSO: 21046 CW 2014-11-29 0315 JN3DMJ        599 25     WA6URY        599 03
QSO: 21049 CW 2014-11-29 0320 JN3DMJ        599 25     AH0K          599 27
QSO: 28005 CW 2014-11-29 0326 JN3DMJ        599 25     RV9UP         599 18
QSO: 28007 CW 2014-11-29 0335 JN3DMJ        599 25     ZL2B          599 32
QSO: 28009 CW 2014-11-29 0353 JN3DMJ        599 25     ZM1A          599 32
QSO: 28011 CW 2014-11-29 0358 JN3DMJ        599 25     RY9C          599 17
QSO: 28013 CW 2014-11-29 0418 JN3DMJ        599 25     YD1NAA        599 28
QSO: 28014 CW 2014-11-29 0422 JN3DMJ        599 25     R0AA          599 18
QSO: 28019 CW 2014-11-29 0426 JN3DMJ        599 25     VK2IM         599 30
QSO: 28043 CW 2014-11-29 0451 JN3DMJ        599 25     VK4KW         599 30
QSO: 28051 CW 2014-11-29 0454 JN3DMJ        599 25     R8TR          599 16
QSO: 21002 CW 2014-11-29 0517 JN3DMJ        599 25     3B8MU         599 39
QSO: 21016 CW 2014-11-29 0534 JN3DMJ        599 25     LU8YE         599 13
QSO: 21023 CW 2014-11-29 0557 JN3DMJ        599 25     BG2AUE        599 24
QSO: 21031 CW 2014-11-29 0614 JN3DMJ        599 25     BG4TMC        599 24
QSO: 21036 CW 2014-11-29 0618 JN3DMJ        599 25     AH2R          599 27
QSO: 21037 CW 2014-11-29 0625 JN3DMJ        599 25     RA0FF         599 19
QSO: 21043 CW 2014-11-29 0633 JN3DMJ        599 25     UW2M          599 16
QSO: 21052 CW 2014-11-29 0646 JN3DMJ        599 25     LR1E          599 13
QSO: 21054 CW 2014-11-29 0652 JN3DMJ        599 25     NH2DX         599 27
QSO: 21055 CW 2014-11-29 0654 JN3DMJ        599 25     RM3F          599 16
