START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CERTIFICATE: YES
CLAIMED-SCORE: 37968
CREATED-BY: Homebrew System
LOCATION: DX
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
SOAPBOX: The actual maximum power output used is 5 watts.
QSO: 28022 CW 2014-11-29 0748 JN3DMJ        599 25     SN8W          599 15
QSO:  3511 CW 2014-11-29 0845 JN3DMJ        599 25     JH1GBZ        599 25
QSO:  7016 CW 2014-11-29 0918 JN3DMJ        599 25     K6XX          599 03
QSO:  7010 CW 2014-11-29 0937 JN3DMJ        599 25     N6XI          599 03
QSO:  7005 CW 2014-11-29 0945 JN3DMJ        599 25     N2IC          599 04
QSO:  7003 CW 2014-11-29 1000 JN3DMJ        599 25     K7RL          599 03
QSO:  7002 CW 2014-11-29 1003 JN3DMJ        599 25     N7AT          599 03
QSO:  7006 CW 2014-11-29 1013 JN3DMJ        599 25     W7VJ          599 03
QSO:  7013 CW 2014-11-29 1019 JN3DMJ        599 25     K0RF          599 04
QSO:  7013 CW 2014-11-29 1021 JN3DMJ        599 25     N9RV          599 04
QSO:  7016 CW 2014-11-29 1024 JN3DMJ        599 25     K7NJ          599 03
QSO:  7027 CW 2014-11-29 1035 JN3DMJ        599 25     K5TR          599 04
QSO:  7031 CW 2014-11-29 1040 JN3DMJ        599 25     9M6NA         599 28
QSO:  7035 CW 2014-11-29 1047 JN3DMJ        599 25     HL1LUA        599 25
QSO:  7002 CW 2014-11-29 1128 JN3DMJ        599 25     RA0FF         599 19
QSO:  7004 CW 2014-11-29 1154 JN3DMJ        599 25     BG9XD         599 23
QSO:  7005 CW 2014-11-29 1158 JN3DMJ        599 25     RT0C          599 19
QSO:  7011 CW 2014-11-29 1211 JN3DMJ        599 25     BI4SSB        599 24
QSO:  7030 CW 2014-11-29 1242 JN3DMJ        599 25     RT0F          599 19
QSO:  7036 CW 2014-11-29 1244 JN3DMJ        599 25     JA1BPA        599 25
QSO:  7039 CW 2014-11-29 1248 JN3DMJ        599 25     R0CW          599 19
QSO:  3509 CW 2014-11-29 1302 JN3DMJ        599 25     KU5B          599 04
QSO:  3514 CW 2014-11-29 1319 JN3DMJ        599 25     BA2BI         599 24
QSO:  1811 CW 2014-11-29 1335 JN3DMJ        599 25     JI3KDH        599 25
QSO:  7007 CW 2014-11-29 1407 JN3DMJ        599 25     N6RO          599 03
QSO: 21004 CW 2014-11-29 2254 JN3DMJ        599 25     NR4M          599 05
QSO: 21006 CW 2014-11-29 2257 JN3DMJ        599 25     K3LR          599 05
QSO: 21007 CW 2014-11-29 2259 JN3DMJ        599 25     N7AT          599 03
QSO: 28002 CW 2014-11-29 2305 JN3DMJ        599 25     N9RV          599 04
QSO: 28003 CW 2014-11-29 2309 JN3DMJ        599 25     N7AT          599 03
QSO: 28004 CW 2014-11-29 2317 JN3DMJ        599 25     W4DXX         599 05
QSO: 21018 CW 2014-11-30 0004 JN3DMJ        599 25     K3RV          599 05
QSO: 21027 CW 2014-11-30 0014 JN3DMJ        599 25     UA0C          599 19
QSO: 21030 CW 2014-11-30 0021 JN3DMJ        599 25     NU6S          599 03
QSO: 21031 CW 2014-11-30 0026 JN3DMJ        599 25     VE7GL         599 03
QSO: 21034 CW 2014-11-30 0030 JN3DMJ        599 25     KN2M          599 05
QSO: 21038 CW 2014-11-30 0035 JN3DMJ        599 25     HS0ZAR        599 26
QSO: 21041 CW 2014-11-30 0038 JN3DMJ        599 25     KH7XX         599 31
QSO: 14006 CW 2014-11-30 0048 JN3DMJ        599 25     JK1MZT        599 25
QSO: 21045 CW 2014-11-30 0108 JN3DMJ        599 25     B4W           599 24
QSO: 21046 CW 2014-11-30 0114 JN3DMJ        599 25     BD5XM         599 24
QSO: 21050 CW 2014-11-30 0118 JN3DMJ        599 25     XU7AEZ        599 26
QSO: 21053 CW 2014-11-30 0123 JN3DMJ        599 25     K6NA          599 03
QSO: 21065 CW 2014-11-30 0132 JN3DMJ        599 25     N7ZG          599 03
QSO: 28003 CW 2014-11-30 0150 JN3DMJ        599 25     W6YA          599 03
QSO: 28007 CW 2014-11-30 0157 JN3DMJ        599 25     YE1ZAT        599 28
QSO: 28010 CW 2014-11-30 0204 JN3DMJ        599 25     UN9GD         599 17
QSO: 28018 CW 2014-11-30 0219 JN3DMJ        599 25     3W3O          599 26
QSO: 28024 CW 2014-11-30 0230 JN3DMJ        599 25     LO2F          599 13
QSO: 28029 CW 2014-11-30 0232 JN3DMJ        599 25     KH7XX         599 31
QSO: 28037 CW 2014-11-30 0238 JN3DMJ        599 25     YC1DOL        599 28
QSO: 21003 CW 2014-11-30 0247 JN3DMJ        599 25     VC7M          599 03
QSO: 21005 CW 2014-11-30 0250 JN3DMJ        599 25     BY4AA         599 24
QSO: 21006 CW 2014-11-30 0258 JN3DMJ        599 25     YB4IR         599 28
QSO: 21009 CW 2014-11-30 0301 JN3DMJ        599 25     YB3ZP         599 28
QSO: 21010 CW 2014-11-30 0304 JN3DMJ        599 25     N6MI          599 03
QSO: 21012 CW 2014-11-30 0307 JN3DMJ        599 25     9V1PW         599 28
QSO: 21013 CW 2014-11-30 0316 JN3DMJ        599 25     VK2DX         599 30
QSO: 21014 CW 2014-11-30 0318 JN3DMJ        599 25     UA0CKW        599 19
QSO: 21016 CW 2014-11-30 0326 JN3DMJ        599 25     E2X           599 26
QSO: 21018 CW 2014-11-30 0342 JN3DMJ        599 25     BG3UPA        599 24
QSO: 21019 CW 2014-11-30 0352 JN3DMJ        599 25     TX8C          599 32
QSO: 21020 CW 2014-11-30 0432 JN3DMJ        599 25     KH6LC         599 31
QSO: 21022 CW 2014-11-30 0444 JN3DMJ        599 25     KH8B          599 32
QSO: 21042 CW 2014-11-30 0501 JN3DMJ        599 25     DU3/R7KW      599 27
QSO: 21065 CW 2014-11-30 0510 JN3DMJ        599 25     RW0UM         599 18
QSO: 28010 CW 2014-11-30 0523 JN3DMJ        599 25     UW1M          599 16
QSO: 28011 CW 2014-11-30 0525 JN3DMJ        599 25     R9AE          599 17
QSO: 28013 CW 2014-11-30 0532 JN3DMJ        599 25     RW0A          599 18
QSO: 28016 CW 2014-11-30 0545 JN3DMJ        599 25     4Z0DX         599 20
QSO: 28031 CW 2014-11-30 0559 JN3DMJ        599 25     R3BB          599 16
QSO: 28032 CW 2014-11-30 0602 JN3DMJ        599 25     RJ4P          599 16
QSO: 28032 CW 2014-11-30 0605 JN3DMJ        599 25     UA1T          599 16
QSO: 14012 CW 2014-11-30 0621 JN3DMJ        599 25     R0CW          599 19
QSO: 21019 CW 2014-11-30 0652 JN3DMJ        599 25     SN8B          599 15
QSO: 28046 CW 2014-11-30 0726 JN3DMJ        599 25     RC3W          599 16
QSO: 28048 CW 2014-11-30 0734 JN3DMJ        599 25     RT6A          599 16
QSO: 28050 CW 2014-11-30 0742 JN3DMJ        599 25     UA0OD         599 18
QSO: 28023 CW 2014-11-30 0833 JN3DMJ        599 25     BA7IO         599 24
QSO: 21018 CW 2014-11-30 0856 JN3DMJ        599 25     VK2IM         599 30
QSO: 14058 CW 2014-11-30 0912 JN3DMJ        599 25     OH8X          599 15
QSO: 14015 CW 2014-11-30 0920 JN3DMJ        599 25     BY5CD         599 24
QSO: 14060 CW 2014-11-30 0930 JN3DMJ        599 25     ES5MC         599 15
QSO:  7011 CW 2014-11-30 1205 JN3DMJ        599 25     UA0DM         599 19
QSO:  7023 CW 2014-11-30 1307 JN3DMJ        599 25     UA0DBX        599 19
QSO:  7023 CW 2014-11-30 1313 JN3DMJ        599 25     BY5CD         599 24
QSO:  7033 CW 2014-11-30 1331 JN3DMJ        599 25     K6ANP         599 03
QSO:  7048 CW 2014-11-30 1337 JN3DMJ        599 25     N7TR          599 03
QSO:  7053 CW 2014-11-30 1340 JN3DMJ        599 25     N0NI          599 04
QSO:  3529 CW 2014-11-30 1400 JN3DMJ        599 25     RT0F          599 19
QSO: 14055 CW 2014-11-30 1410 JN3DMJ        599 25     AH0K          599 27
QSO:  7008 CW 2014-11-30 1446 JN3DMJ        599 25     B4W           599 24
QSO:  7012 CW 2014-11-30 1450 JN3DMJ        599 25     WJ9B          599 03
QSO:  7048 CW 2014-11-30 1514 JN3DMJ        599 25     AH0K          599 27
QSO:  7005 CW 2014-11-30 1608 JN3DMJ        599 25     RM5A          599 16
QSO: 14034 CW 2014-11-30 2241 JN3DMJ        599 25     9M6NA         599 28
QSO: 21008 CW 2014-11-30 2335 JN3DMJ        599 25     N5NU          599 04
QSO: 21018 CW 2014-11-30 2341 JN3DMJ        599 25     WA7NB         599 03
QSO: 21022 CW 2014-11-30 2346 JN3DMJ        599 25     VA7ST         599 03
END-OF-LOG:
