START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.14.0
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: GJ2A
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 2746560
OPERATORS: MJ0ASP
CLUB: Chiltern DX Club
NAME: Mathieu Roche
SOAPBOX: Great conditions on all bands made for a fun contest !
QSO:  3500 CW 2014-11-29 0106 GJ2A          599 14     S53MM         599 15     0
QSO:  3500 CW 2014-11-29 0106 GJ2A          599 14     ON3ND         599 14     0
QSO:  1830 CW 2014-11-29 0110 GJ2A          599 14     P33W          599 20     0
QSO:  1830 CW 2014-11-29 0111 GJ2A          599 14     LZ9W          599 20     0
QSO:  1830 CW 2014-11-29 0111 GJ2A          599 14     DR4A          599 14     0
QSO:  1830 CW 2014-11-29 0112 GJ2A          599 14     II9P          599 15     0
QSO:  1830 CW 2014-11-29 0112 GJ2A          599 14     OM7M          599 15     0
QSO:  1830 CW 2014-11-29 0112 GJ2A          599 14     RT3F          599 16     0
QSO:  1830 CW 2014-11-29 0113 GJ2A          599 14     DL1A          599 14     0
QSO:  1830 CW 2014-11-29 0113 GJ2A          599 14     9A1P          599 15     0
QSO:  1830 CW 2014-11-29 0113 GJ2A          599 14     OH5Z          599 15     0
QSO:  1830 CW 2014-11-29 0114 GJ2A          599 14     DJ4AX         599 14     0
QSO:  1830 CW 2014-11-29 0114 GJ2A          599 14     DL5ARM        599 14     0
QSO:  1830 CW 2014-11-29 0114 GJ2A          599 14     DR1A          599 14     0
QSO:  1830 CW 2014-11-29 0115 GJ2A          599 14     IR4M          599 15     0
QSO:  1830 CW 2014-11-29 0117 GJ2A          599 14     SN2B          599 15     0
QSO:  1830 CW 2014-11-29 0119 GJ2A          599 14     S56A          599 15     0
QSO:  1830 CW 2014-11-29 0119 GJ2A          599 14     GD6IA         599 14     0
QSO:  1830 CW 2014-11-29 0119 GJ2A          599 14     DJ6TK         599 14     0
QSO:  1830 CW 2014-11-29 0120 GJ2A          599 14     YL2014S       599 15     0
QSO: 14000 CW 2014-11-29 0125 GJ2A          599 14     PJ2T          599 09     0
QSO: 14000 CW 2014-11-29 0128 GJ2A          599 14     HR2J          599 07     0
QSO: 14000 CW 2014-11-29 0132 GJ2A          599 14     YN2CC         599 07     0
QSO: 14000 CW 2014-11-29 0135 GJ2A          599 14     K3LR          599 05     0
QSO: 14000 CW 2014-11-29 0137 GJ2A          599 14     TO7A          599 08     0
QSO: 14000 CW 2014-11-29 0141 GJ2A          599 14     VP2EAQ        599 08     0
QSO: 14000 CW 2014-11-29 0148 GJ2A          599 14     PT2CM         599 11     0
QSO: 14000 CW 2014-11-29 0200 GJ2A          599 14     HK1NA         599 09     0
QSO:  3500 CW 2014-11-29 0207 GJ2A          599 14     E77Y          599 15     0
QSO:  3500 CW 2014-11-29 0210 GJ2A          599 14     GI0RQK        599 14     0
QSO:  3500 CW 2014-11-29 0212 GJ2A          599 14     PI4CC         599 14     0
QSO:  3500 CW 2014-11-29 0213 GJ2A          599 14     K1AR          599 05     0
QSO:  3500 CW 2014-11-29 0213 GJ2A          599 14     WE3C          599 05     0
QSO:  3500 CW 2014-11-29 0214 GJ2A          599 14     DL3GD         599 14     0
QSO:  3500 CW 2014-11-29 0214 GJ2A          599 14     OL4A          599 15     0
QSO:  3500 CW 2014-11-29 0215 GJ2A          599 14     OM7M          599 15     0
QSO:  3500 CW 2014-11-29 0215 GJ2A          599 14     DM7C          599 14     0
QSO:  3500 CW 2014-11-29 0215 GJ2A          599 14     DL3ANK        599 14     0
QSO:  3500 CW 2014-11-29 0216 GJ2A          599 14     G5O           599 14     0
QSO:  3500 CW 2014-11-29 0216 GJ2A          599 14     CR3L          599 33     0
QSO:  3500 CW 2014-11-29 0217 GJ2A          599 14     DK0KC         599 14     0
QSO:  3500 CW 2014-11-29 0217 GJ2A          599 14     TM5CD         599 14     0
QSO:  3500 CW 2014-11-29 0217 GJ2A          599 14     YT0A          599 15     0
QSO:  3500 CW 2014-11-29 0217 GJ2A          599 14     UA4Z          599 16     0
QSO:  3500 CW 2014-11-29 0218 GJ2A          599 14     LZ9W          599 20     0
QSO:  3500 CW 2014-11-29 0218 GJ2A          599 14     OK5W          599 15     0
QSO:  3500 CW 2014-11-29 0218 GJ2A          599 14     DL1A          599 14     0
QSO:  3500 CW 2014-11-29 0219 GJ2A          599 14     RT3T          599 16     0
QSO:  3500 CW 2014-11-29 0220 GJ2A          599 14     DM2M          599 14     0
QSO:  3500 CW 2014-11-29 0220 GJ2A          599 14     TM4Q          599 14     0
QSO:  3500 CW 2014-11-29 0221 GJ2A          599 14     OH3GD         599 15     0
QSO:  3500 CW 2014-11-29 0221 GJ2A          599 14     LA3S          599 14     0
QSO:  3500 CW 2014-11-29 0222 GJ2A          599 14     OR2F          599 14     0
QSO:  3500 CW 2014-11-29 0223 GJ2A          599 14     NR4M          599 05     0
QSO:  3500 CW 2014-11-29 0223 GJ2A          599 14     OG55W         599 15     0
QSO:  3500 CW 2014-11-29 0223 GJ2A          599 14     DR1A          599 14     0
QSO:  3500 CW 2014-11-29 0224 GJ2A          599 14     F4GBW         599 14     0
QSO:  3500 CW 2014-11-29 0224 GJ2A          599 14     OM2Y          599 15     0
QSO:  3500 CW 2014-11-29 0225 GJ2A          599 14     DK3UA         599 14     0
QSO:  3500 CW 2014-11-29 0226 GJ2A          599 14     UT8EU         599 16     0
QSO:  3500 CW 2014-11-29 0227 GJ2A          599 14     LA5UF         599 14     0
QSO:  3500 CW 2014-11-29 0227 GJ2A          599 14     SD0T          599 14     0
QSO:  3500 CW 2014-11-29 0228 GJ2A          599 14     HA5PT         599 15     0
QSO:  3500 CW 2014-11-29 0228 GJ2A          599 14     ED1R          599 14     0
QSO:  3500 CW 2014-11-29 0229 GJ2A          599 14     YL9T          599 15     0
QSO:  3500 CW 2014-11-29 0229 GJ2A          599 14     VE1DT         599 05     0
QSO:  3500 CW 2014-11-29 0230 GJ2A          599 14     UX1VT         599 16     0
QSO:  3500 CW 2014-11-29 0230 GJ2A          599 14     DF1LX         599 14     0
QSO:  3500 CW 2014-11-29 0231 GJ2A          599 14     N2MM          599 05     0
QSO:  3500 CW 2014-11-29 0231 GJ2A          599 14     DL7URH        599 14     0
QSO:  3500 CW 2014-11-29 0231 GJ2A          599 14     F4FDA         599 14     0
QSO:  3500 CW 2014-11-29 0232 GJ2A          599 14     SN5N          599 15     0
QSO:  3500 CW 2014-11-29 0232 GJ2A          599 14     K0DQ          599 05     0
QSO:  3500 CW 2014-11-29 0233 GJ2A          599 14     DJ9CW         599 14     0
QSO:  3500 CW 2014-11-29 0235 GJ2A          599 14     ZF1A          599 08     0
QSO:  3500 CW 2014-11-29 0235 GJ2A          599 14     R3KM          599 16     0
QSO:  3500 CW 2014-11-29 0236 GJ2A          599 14     DL0UM         599 14     0
QSO:  3500 CW 2014-11-29 0236 GJ2A          599 14     DL8ZAW        599 14     0
QSO:  3500 CW 2014-11-29 0237 GJ2A          599 14     M6W           599 14     0
QSO:  3500 CW 2014-11-29 0238 GJ2A          599 14     SN3R          599 15     0
QSO:  3500 CW 2014-11-29 0238 GJ2A          599 14     EA7GSU        599 14     0
QSO:  3500 CW 2014-11-29 0239 GJ2A          599 14     N1EU          599 05     0
QSO:  3500 CW 2014-11-29 0239 GJ2A          599 14     DR4A          599 14     0
QSO:  3500 CW 2014-11-29 0239 GJ2A          599 14     OL4W          599 15     0
QSO:  3500 CW 2014-11-29 0240 GJ2A          599 14     UW3U          599 16     0
QSO:  3500 CW 2014-11-29 0241 GJ2A          599 14     OH0Z          599 15     0
QSO:  3500 CW 2014-11-29 0242 GJ2A          599 14     K4IKM         599 05     0
QSO:  3500 CW 2014-11-29 0243 GJ2A          599 14     M1EYP         599 14     0
QSO:  3500 CW 2014-11-29 0243 GJ2A          599 14     DP7D          599 14     0
QSO:  1830 CW 2014-11-29 0245 GJ2A          599 14     LY2SA         599 15     0
QSO:  1830 CW 2014-11-29 0247 GJ2A          599 14     LI3C          599 14     0
QSO:  1830 CW 2014-11-29 0248 GJ2A          599 14     OZ8SW         599 14     0
QSO:  1830 CW 2014-11-29 0251 GJ2A          599 14     G3VGZ         599 14     0
QSO:  1830 CW 2014-11-29 0251 GJ2A          599 14     S57M          599 15     0
QSO:  1830 CW 2014-11-29 0252 GJ2A          599 14     IO5O          599 15     0
QSO:  1830 CW 2014-11-29 0252 GJ2A          599 14     ES5TI         599 15     0
QSO:  1830 CW 2014-11-29 0253 GJ2A          599 14     CR3A          599 33     0
QSO:  1830 CW 2014-11-29 0254 GJ2A          599 14     OK1DKR        599 15     0
QSO:  1830 CW 2014-11-29 0257 GJ2A          599 14     S52ZW         599 15     0
QSO:  1830 CW 2014-11-29 0258 GJ2A          599 14     OK1TN         599 15     0
QSO:  1830 CW 2014-11-29 0300 GJ2A          599 14     PA5KT         599 14     0
QSO:  1830 CW 2014-11-29 0301 GJ2A          599 14     OK7Y          599 15     0
QSO:  1830 CW 2014-11-29 0302 GJ2A          599 14     F5IN          599 14     0
QSO:  1830 CW 2014-11-29 0303 GJ2A          599 14     DL3JJ         599 14     0
QSO:  1830 CW 2014-11-29 0304 GJ2A          599 14     SP3GTS        599 15     0
QSO:  1830 CW 2014-11-29 0305 GJ2A          599 14     S51V          599 15     0
QSO:  1830 CW 2014-11-29 0305 GJ2A          599 14     TM1A          599 14     0
QSO:  7000 CW 2014-11-29 0307 GJ2A          599 14     VE3RZ         599 04     0
QSO:  7000 CW 2014-11-29 0309 GJ2A          599 14     K9OM          599 05     0
QSO:  7000 CW 2014-11-29 0309 GJ2A          599 14     LY8O          599 15     0
QSO:  7000 CW 2014-11-29 0310 GJ2A          599 14     LY7A          599 15     0
QSO:  7000 CW 2014-11-29 0311 GJ2A          599 14     HG5C          599 15     0
QSO:  7000 CW 2014-11-29 0311 GJ2A          599 14     OM7RU         599 15     0
QSO:  7000 CW 2014-11-29 0312 GJ2A          599 14     YR8E          599 20     0
QSO:  7000 CW 2014-11-29 0313 GJ2A          599 14     ED7W          599 14     0
QSO:  7000 CW 2014-11-29 0315 GJ2A          599 14     OL1C          599 15     0
QSO:  7000 CW 2014-11-29 0315 GJ2A          599 14     OH5Z          599 15     0
QSO:  7000 CW 2014-11-29 0316 GJ2A          599 14     RM9A          599 17     0
QSO:  7000 CW 2014-11-29 0317 GJ2A          599 14     YU5R          599 15     0
QSO:  7000 CW 2014-11-29 0318 GJ2A          599 14     YL3FT         599 15     0
QSO:  7000 CW 2014-11-29 0318 GJ2A          599 14     HA3NU         599 15     0
QSO:  7000 CW 2014-11-29 0318 GJ2A          599 14     YU7AV         599 15     0
QSO:  7000 CW 2014-11-29 0320 GJ2A          599 14     S51YI         599 15     0
QSO:  7000 CW 2014-11-29 0320 GJ2A          599 14     YL5X          599 15     0
QSO:  7000 CW 2014-11-29 0322 GJ2A          599 14     DL2DX         599 14     0
QSO:  7000 CW 2014-11-29 0326 GJ2A          599 14     SN7Q          599 15     0
QSO:  7000 CW 2014-11-29 0326 GJ2A          599 14     UA4W          599 16     0
QSO:  7000 CW 2014-11-29 0327 GJ2A          599 14     4O3A          599 15     0
QSO: 14000 CW 2014-11-29 0332 GJ2A          599 14     9K2HN         599 21     0
QSO: 14000 CW 2014-11-29 0337 GJ2A          599 14     HC2AO/8       599 10     0
QSO: 14000 CW 2014-11-29 0339 GJ2A          599 14     NP4Z          599 08     0
QSO: 14000 CW 2014-11-29 0342 GJ2A          599 14     HC1WDT        599 10     0
QSO: 14000 CW 2014-11-29 0344 GJ2A          599 14     ZW5B          599 11     0
QSO: 14000 CW 2014-11-29 0344 GJ2A          599 14     4L8A          599 21     0
QSO: 14000 CW 2014-11-29 0347 GJ2A          599 14     TC7S          599 20     0
QSO: 14000 CW 2014-11-29 0352 GJ2A          599 14     VP2MDX        599 08     0
QSO: 14000 CW 2014-11-29 0357 GJ2A          599 14     PX2X          599 11     0
QSO:  3500 CW 2014-11-29 0402 GJ2A          599 14     EW3LN         599 16     0
QSO:  3500 CW 2014-11-29 0403 GJ2A          599 14     GM5A          599 14     0
QSO:  3500 CW 2014-11-29 0404 GJ2A          599 14     EI1Y          599 14     0
QSO:  3500 CW 2014-11-29 0405 GJ2A          599 14     KM3T          599 05     0
QSO:  3500 CW 2014-11-29 0405 GJ2A          599 14     CR3A          599 33     0
QSO:  3500 CW 2014-11-29 0405 GJ2A          599 14     W2FU          599 05     0
QSO:  3500 CW 2014-11-29 0406 GJ2A          599 14     N2JJ          599 05     0
QSO:  3500 CW 2014-11-29 0406 GJ2A          599 14     K2BB          599 05     0
QSO:  3500 CW 2014-11-29 0407 GJ2A          599 14     CR6K          599 14     0
QSO:  3500 CW 2014-11-29 0407 GJ2A          599 14     K4FJ          599 05     0
QSO:  3500 CW 2014-11-29 0407 GJ2A          599 14     HB9CA         599 14     0
QSO:  3500 CW 2014-11-29 0408 GJ2A          599 14     PB7Z          599 14     0
QSO:  3500 CW 2014-11-29 0408 GJ2A          599 14     DL2CC         599 14     0
QSO:  3500 CW 2014-11-29 0409 GJ2A          599 14     DL1NKS        599 14     0
QSO:  3500 CW 2014-11-29 0410 GJ2A          599 14     VE9DX         599 05     0
QSO:  3500 CW 2014-11-29 0410 GJ2A          599 14     N3RS          599 05     0
QSO:  3500 CW 2014-11-29 0411 GJ2A          599 14     M7W           599 14     0
QSO:  3500 CW 2014-11-29 0412 GJ2A          599 14     AA9A          599 04     0
QSO:  3500 CW 2014-11-29 0413 GJ2A          599 14     DR5N          599 14     0
QSO:  3500 CW 2014-11-29 0413 GJ2A          599 14     DL7ON         599 14     0
QSO:  3500 CW 2014-11-29 0413 GJ2A          599 14     N3QE          599 05     0
QSO:  3500 CW 2014-11-29 0413 GJ2A          599 14     K9CT          599 04     0
QSO:  3500 CW 2014-11-29 0414 GJ2A          599 14     ON7VD         599 14     0
QSO:  3500 CW 2014-11-29 0414 GJ2A          599 14     W7WZ          599 05     0
QSO:  3500 CW 2014-11-29 0415 GJ2A          599 14     TM6M          599 14     0
QSO:  3500 CW 2014-11-29 0416 GJ2A          599 14     N1EN          599 05     0
QSO:  3500 CW 2014-11-29 0416 GJ2A          599 14     EA5KA         599 14     0
QSO:  3500 CW 2014-11-29 0417 GJ2A          599 14     K9RS          599 05     0
QSO:  3500 CW 2014-11-29 0418 GJ2A          599 14     VA2WA         599 05     0
QSO:  3500 CW 2014-11-29 0419 GJ2A          599 14     NQ4I          599 05     0
QSO:  3500 CW 2014-11-29 0419 GJ2A          599 14     W3NO          599 05     0
QSO:  3500 CW 2014-11-29 0420 GJ2A          599 14     N0NI          599 04     0
QSO:  3500 CW 2014-11-29 0420 GJ2A          599 14     K3KO          599 05     0
QSO:  3500 CW 2014-11-29 0420 GJ2A          599 14     DL2SWR        599 14     0
QSO:  3500 CW 2014-11-29 0421 GJ2A          599 14     F5JFU         599 14     0
QSO:  3500 CW 2014-11-29 0421 GJ2A          599 14     IK2CLB        599 15     0
QSO:  3500 CW 2014-11-29 0423 GJ2A          599 14     K1LTJ         599 05     0
QSO:  3500 CW 2014-11-29 0423 GJ2A          599 14     K1BG          599 05     0
QSO:  3500 CW 2014-11-29 0424 GJ2A          599 14     NN1SS         599 05     0
QSO:  3500 CW 2014-11-29 0424 GJ2A          599 14     N2TX          599 05     0
QSO:  3500 CW 2014-11-29 0425 GJ2A          599 14     UR6EA         599 16     0
QSO:  3500 CW 2014-11-29 0425 GJ2A          599 14     K3VPZ         599 05     0
QSO:  3500 CW 2014-11-29 0426 GJ2A          599 14     KB1H          599 05     0
QSO:  3500 CW 2014-11-29 0426 GJ2A          599 14     DL7FCQ        599 14     0
QSO:  3500 CW 2014-11-29 0427 GJ2A          599 14     KO1E          599 05     0
QSO:  3500 CW 2014-11-29 0427 GJ2A          599 14     OK1RR         599 15     0
QSO:  3500 CW 2014-11-29 0428 GJ2A          599 14     DL0GL         599 14     0
QSO:  3500 CW 2014-11-29 0430 GJ2A          599 14     W3GH          599 05     0
QSO:  3500 CW 2014-11-29 0431 GJ2A          599 14     K3WW          599 05     0
QSO:  3500 CW 2014-11-29 0431 GJ2A          599 14     DH4JQ         599 14     0
QSO:  3500 CW 2014-11-29 0432 GJ2A          599 14     OK1AMF        599 15     0
QSO:  3500 CW 2014-11-29 0433 GJ2A          599 14     N4WW          599 05     0
QSO:  3500 CW 2014-11-29 0433 GJ2A          599 14     G4EZT         599 14     0
QSO:  3500 CW 2014-11-29 0434 GJ2A          599 14     NB3I          599 05     0
QSO:  3500 CW 2014-11-29 0434 GJ2A          599 14     N4ADC         599 05     0
QSO:  3500 CW 2014-11-29 0435 GJ2A          599 14     NQ2T          599 05     0
QSO:  3500 CW 2014-11-29 0435 GJ2A          599 14     W0AIH         599 04     0
QSO:  3500 CW 2014-11-29 0436 GJ2A          599 14     WS6X          599 05     0
QSO:  3500 CW 2014-11-29 0437 GJ2A          599 14     EA4SG         599 14     0
QSO:  3500 CW 2014-11-29 0437 GJ2A          599 14     OL1A          599 15     0
QSO:  3500 CW 2014-11-29 0438 GJ2A          599 14     VE3EJ         599 04     0
QSO:  3500 CW 2014-11-29 0438 GJ2A          599 14     PJ2T          599 09     0
QSO:  3500 CW 2014-11-29 0438 GJ2A          599 14     GW0GEI        599 14     0
QSO:  3500 CW 2014-11-29 0439 GJ2A          599 14     SJ2W          599 14     0
QSO:  3500 CW 2014-11-29 0440 GJ2A          599 14     W9KZ          599 04     0
QSO:  3500 CW 2014-11-29 0440 GJ2A          599 14     W3BGN         599 05     0
QSO:  3500 CW 2014-11-29 0441 GJ2A          599 14     K1LD          599 05     0
QSO:  3500 CW 2014-11-29 0441 GJ2A          599 14     KB1W          599 05     0
QSO:  1830 CW 2014-11-29 0446 GJ2A          599 14     YT0A          599 15     0
QSO:  1830 CW 2014-11-29 0446 GJ2A          599 14     DL3VTA        599 14     0
QSO:  1830 CW 2014-11-29 0446 GJ2A          599 14     IO1T          599 15     0
QSO:  1830 CW 2014-11-29 0447 GJ2A          599 14     DL6ZXG        599 14     0
QSO:  1830 CW 2014-11-29 0447 GJ2A          599 14     DL5CL         599 14     0
QSO:  1830 CW 2014-11-29 0447 GJ2A          599 14     EW2M          599 16     0
QSO:  1830 CW 2014-11-29 0448 GJ2A          599 14     DL1LH         599 14     0
QSO:  1830 CW 2014-11-29 0448 GJ2A          599 14     DL1IAO        599 14     0
QSO:  1830 CW 2014-11-29 0449 GJ2A          599 14     OK2MBP        599 15     0
QSO:  1830 CW 2014-11-29 0450 GJ2A          599 14     HG7T          599 15     0
QSO:  1830 CW 2014-11-29 0451 GJ2A          599 14     DL5GAC        599 14     0
QSO:  1830 CW 2014-11-29 0453 GJ2A          599 14     OR5A          599 14     0
QSO:  1830 CW 2014-11-29 0453 GJ2A          599 14     OK1ATP        599 15     0
QSO:  1830 CW 2014-11-29 0454 GJ2A          599 14     DJ1MM         599 14     0
QSO:  1830 CW 2014-11-29 0455 GJ2A          599 14     S52OP         599 15     0
QSO:  1830 CW 2014-11-29 0455 GJ2A          599 14     PI4CC         599 14     0
QSO:  1830 CW 2014-11-29 0455 GJ2A          599 14     ON6NL         599 14     0
QSO:  1830 CW 2014-11-29 0456 GJ2A          599 14     S52F          599 15     0
QSO:  1830 CW 2014-11-29 0456 GJ2A          599 14     EA5RS         599 14     0
QSO:  1830 CW 2014-11-29 0456 GJ2A          599 14     IK2AOO        599 15     0
QSO:  1830 CW 2014-11-29 0458 GJ2A          599 14     9A7T          599 15     0
QSO:  1830 CW 2014-11-29 0459 GJ2A          599 14     ED1R          599 14     0
