START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: YL3GAZ
CLUB:
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 241040
OPERATORS: YL3GAZ
NAME: Andis Pohevics
CREATED-BY: N1MM Logger+ 0.19.4312.0
QSO: 28160 CW 2014-11-29 1337 YL3GAZ        599 15     K8MP          599 04
QSO: 28161 CW 2014-11-29 1347 YL3GAZ        599 15     K3PH          599 05
QSO: 28163 CW 2014-11-29 1351 YL3GAZ        599 15     4Z0DX         599 20
QSO: 28112 CW 2014-11-29 1353 YL3GAZ        599 15     K5ZD          599 05
QSO: 28017 CW 2014-11-29 1355 YL3GAZ        599 15     K2QMF         599 05
QSO: 28014 CW 2014-11-29 1358 YL3GAZ        599 15     NQ4I          599 05
QSO: 28015 CW 2014-11-29 1359 YL3GAZ        599 15     K1KI          599 05
QSO: 28006 CW 2014-11-29 1403 YL3GAZ        599 15     K0DQ          599 05
QSO: 28007 CW 2014-11-29 1412 YL3GAZ        599 15     N3RS          599 05
QSO: 28002 CW 2014-11-29 1414 YL3GAZ        599 15     P33W          599 20
QSO: 28005 CW 2014-11-29 1419 YL3GAZ        599 15     N2SR          599 05
QSO: 28016 CW 2014-11-29 1424 YL3GAZ        599 15     K3LR          599 05
QSO: 28020 CW 2014-11-29 1426 YL3GAZ        599 15     W1KM          599 05
QSO: 28021 CW 2014-11-29 1428 YL3GAZ        599 15     K1TO          599 05
QSO: 28021 CW 2014-11-29 1431 YL3GAZ        599 15     NA8V          599 04
QSO: 28022 CW 2014-11-29 1432 YL3GAZ        599 15     WA1Z          599 05
QSO: 28022 CW 2014-11-29 1434 YL3GAZ        599 15     N4BP          599 05
QSO: 28024 CW 2014-11-29 1438 YL3GAZ        599 15     K2LE          599 05
QSO: 28029 CW 2014-11-29 1440 YL3GAZ        599 15     K1KP          599 05
QSO: 28029 CW 2014-11-29 1442 YL3GAZ        599 15     K2AX          599 05
QSO: 28030 CW 2014-11-29 1443 YL3GAZ        599 15     K3CR          599 05
QSO: 28031 CW 2014-11-29 1444 YL3GAZ        599 15     W9SN          599 04
QSO: 28033 CW 2014-11-29 1446 YL3GAZ        599 15     N8II          599 05
QSO: 28033 CW 2014-11-29 1447 YL3GAZ        599 15     P49Y          599 09
QSO: 28035 CW 2014-11-29 1451 YL3GAZ        599 15     AB3CX         599 05
QSO: 28036 CW 2014-11-29 1452 YL3GAZ        599 15     K1AR          599 05
QSO: 28036 CW 2014-11-29 1454 YL3GAZ        599 15     K5YAA         599 04
QSO: 28037 CW 2014-11-29 1456 YL3GAZ        599 15     K1IR          599 05
QSO: 28038 CW 2014-11-29 1457 YL3GAZ        599 15     NN3W          599 05
QSO: 28038 CW 2014-11-29 1501 YL3GAZ        599 15     N5XZ          599 04
QSO: 28039 CW 2014-11-29 1504 YL3GAZ        599 15     PJ4A          599 09
QSO: 28041 CW 2014-11-29 1506 YL3GAZ        599 15     K3UL          599 05
QSO: 28043 CW 2014-11-29 1507 YL3GAZ        599 15     K1ZR          599 05
QSO: 28044 CW 2014-11-29 1509 YL3GAZ        599 15     NN1SS         599 05
QSO: 28045 CW 2014-11-29 1512 YL3GAZ        599 15     VE3EJ         599 04
QSO: 28053 CW 2014-11-29 1534 YL3GAZ        599 15     K1RO          599 05
QSO: 28053 CW 2014-11-29 1539 YL3GAZ        599 15     6Y6N          599 08
QSO: 28058 CW 2014-11-29 1546 YL3GAZ        599 15     K3ZM          599 05
QSO: 28059 CW 2014-11-29 1548 YL3GAZ        599 15     W2FU          599 05
QSO: 28060 CW 2014-11-29 1553 YL3GAZ        599 15     N7DR          599 04
QSO: 28061 CW 2014-11-29 1553 YL3GAZ        599 15     VE3JM         599 04
QSO: 28061 CW 2014-11-29 1554 YL3GAZ        599 15     N4ZR          599 05
QSO: 28062 CW 2014-11-29 1556 YL3GAZ        599 15     K1TR          599 05
QSO: 28062 CW 2014-11-29 1559 YL3GAZ        599 15     W2GR          599 05
QSO: 28065 CW 2014-11-29 1606 YL3GAZ        599 15     WK1Q          599 05
QSO: 28066 CW 2014-11-29 1612 YL3GAZ        599 15     K1RU          599 05
QSO: 28071 CW 2014-11-29 1620 YL3GAZ        599 15     PJ4Q          599 09
QSO: 28072 CW 2014-11-29 1623 YL3GAZ        599 15     VE3UTT        599 04
QSO: 28076 CW 2014-11-29 1626 YL3GAZ        599 15     OH1F          599 15
QSO: 28079 CW 2014-11-29 1627 YL3GAZ        599 15     S50A          599 15
QSO: 28081 CW 2014-11-29 1629 YL3GAZ        599 15     W9IU          599 04
QSO: 28082 CW 2014-11-29 1630 YL3GAZ        599 15     NW3Y          599 05
QSO: 28083 CW 2014-11-29 1631 YL3GAZ        599 15     CR6A          599 14
