START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: PC2D
CLUB:
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 395824
OPERATORS: PC2D
NAME: Frank
CREATED-BY: N1MM Logger+ 0.19.4310.0
QSO: 28078 CW 2014-11-29 1213 PC2D          599 14     UA3UAT        599 16
QSO: 28078 CW 2014-11-29 1214 PC2D          599 14     UA1AJ         599 16
QSO: 28078 CW 2014-11-29 1218 PC2D          599 14     S57DX         599 15
QSO: 28078 CW 2014-11-29 1219 PC2D          599 14     UA1NFA        599 16
QSO: 28078 CW 2014-11-29 1219 PC2D          599 14     R7KX          599 16
QSO: 28078 CW 2014-11-29 1220 PC2D          599 14     RL9I          599 18
QSO: 28078 CW 2014-11-29 1221 PC2D          599 14     RK3IM         599 16
QSO: 28078 CW 2014-11-29 1221 PC2D          599 14     P33W          599 20
QSO: 28078 CW 2014-11-29 1222 PC2D          599 14     VE1DT         599 05
QSO: 28078 CW 2014-11-29 1222 PC2D          599 14     UA1CEC        599 16
QSO: 28078 CW 2014-11-29 1223 PC2D          599 14     UT3EV         599 16
QSO: 28078 CW 2014-11-29 1224 PC2D          599 14     R7MT          599 16
QSO: 28078 CW 2014-11-29 1225 PC2D          599 14     UC6A          599 16
QSO: 28078 CW 2014-11-29 1225 PC2D          599 14     RV9YTT        599 18
QSO: 28078 CW 2014-11-29 1225 PC2D          599 14     W1WEF         599 05
QSO: 28078 CW 2014-11-29 1227 PC2D          599 14     UT8AL         599 16
QSO: 28041 CW 2014-11-29 1228 PC2D          599 14     V55V          599 38
QSO: 28002 CW 2014-11-29 1230 PC2D          599 14     3B8MU         599 39
QSO: 28001 CW 2014-11-29 1233 PC2D          599 14     P40C          599 09
QSO: 28023 CW 2014-11-29 1234 PC2D          599 14     NP4Z          599 08
QSO: 28028 CW 2014-11-29 1235 PC2D          599 14     CR3L          599 33
QSO: 28001 CW 2014-11-29 1236 PC2D          599 14     CN2AA         599 33
QSO: 28096 CW 2014-11-29 1237 PC2D          599 14     V47T          599 08
QSO: 28086 CW 2014-11-29 1242 PC2D          599 14     RN4AO         599 16
QSO: 28086 CW 2014-11-29 1244 PC2D          599 14     RM3UA         599 16
QSO: 28086 CW 2014-11-29 1245 PC2D          599 14     PE7T          599 14
QSO: 28086 CW 2014-11-29 1247 PC2D          599 14     UX8ML         599 16
QSO: 28086 CW 2014-11-29 1248 PC2D          599 14     S50A          599 15
QSO: 28086 CW 2014-11-29 1248 PC2D          599 14     LW5HR         599 13
QSO: 28086 CW 2014-11-29 1249 PC2D          599 14     N3R           599 05
QSO: 28086 CW 2014-11-29 1250 PC2D          599 14     RK3ER         599 16
QSO: 28086 CW 2014-11-29 1252 PC2D          599 14     NG2O          599 05
QSO: 28086 CW 2014-11-29 1252 PC2D          599 14     YB9BON        599 28
QSO: 28086 CW 2014-11-29 1253 PC2D          599 14     UN2E          599 17
QSO: 28086 CW 2014-11-29 1253 PC2D          599 14     KM3T          599 05
QSO: 28086 CW 2014-11-29 1253 PC2D          599 14     UR5MM         599 16
QSO: 28086 CW 2014-11-29 1254 PC2D          599 14     R3RR          599 16
QSO: 28086 CW 2014-11-29 1254 PC2D          599 14     K1VR          599 05
QSO: 28092 CW 2014-11-29 1258 PC2D          599 14     ET3AA         599 37
QSO: 28093 CW 2014-11-29 1259 PC2D          599 14     HD2A          599 10
QSO: 28089 CW 2014-11-29 1300 PC2D          599 14     CR6A          599 14
QSO: 28081 CW 2014-11-29 1300 PC2D          599 14     ZD8O          599 36
QSO: 28087 CW 2014-11-29 1300 PC2D          599 14     NP2P          599 08
QSO: 28049 CW 2014-11-29 1302 PC2D          599 14     9Y4/VE3EY     599 09
QSO: 28004 CW 2014-11-29 1537 PC2D          599 14     CR3A          599 33
QSO: 28008 CW 2014-11-29 1540 PC2D          599 14     K3JO          599 05
QSO: 28023 CW 2014-11-29 1541 PC2D          599 14     NN3W          599 05
QSO: 14036 CW 2014-11-29 1545 PC2D          599 14     SP9EMI        599 15
QSO: 14036 CW 2014-11-29 1545 PC2D          599 14     UA3QAM        599 16
QSO: 14036 CW 2014-11-29 1545 PC2D          599 14     RL9I          599 18
