START-OF-LOG: 3.0
LOCATION: EB
CALLSIGN: K6JEB
CLUB: Northern California Contest Club
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 475983
OPERATORS: K6JEB
SOAPBOX: What started as a "I just have time to SEARCH and POUNCE some All-Time
SOAPBOX: New Ones" quickly turned into a more engaging contest; when I realized
SOAPBOX: that conditions were so clear you could hear a pin drop on another
SOAPBOX: continent on the upper bands. I even had a couple runs which were a
SOAPBOX: new one for me in a DX contest. Thank goodness for all the JA's on the
SOAPBOX: bands! When the time was right I would swing the Yagi over that way
SOAPBOX: and bring my rate way up. What a blast! I did spend a ridiculous
SOAPBOX: amount of time on Friday and Saturday working on another project (my
SOAPBOX: IOTA application) so I have only that to 'blame' for not turning in
SOAPBOX: more Q's. I ran my Yaesu FT-857D, into a 500 watt amp (thanks
SOAPBOX: N6DQ/K6YL). Antennas: Cushcraft A3S Yagi up 10m, Ground-mounted
SOAPBOX: Butternut HF9V, I used my 30m delta loop for 40m with great results,
SOAPBOX: and the 160m Inverted-L came in handy for Top band. Notes for the
SOAPBOX: future me: get something directional on 40m and maybe even 80m,
SOAPBOX: wireless headset (can't have latency so Bluetooth is probably out) so
SOAPBOX: you can roam about the QTH listening, get SO2R running, stay up late
SOAPBOX: to work the waves of stations outside North America on the low bands,
SOAPBOX: get up early Sunday.
NAME: Jack
CREATED-BY: N1MM Logger+ 0.19.4305.0
QSO: 28033 CW 2014-11-29 0006 K6JEB         599 3      RA0FF         599 19
QSO: 28025 CW 2014-11-29 0008 K6JEB         599 3      K6SRZ         599 03
QSO: 28054 CW 2014-11-29 0008 K6JEB         599 3      JA6LCJ        599 25
QSO: 28047 CW 2014-11-29 0009 K6JEB         599 3      JA5FBZ        599 25
QSO: 28056 CW 2014-11-29 0011 K6JEB         599 3      JA1CCO        599 25
QSO: 28058 CW 2014-11-29 0011 K6JEB         599 3      JI1RXQ        599 25
QSO: 28062 CW 2014-11-29 0014 K6JEB         599 3      9M2CNC        599 28
QSO: 28039 CW 2014-11-29 0015 K6JEB         599 3      AH2R          599 27
QSO: 28042 CW 2014-11-29 0015 K6JEB         599 3      JF1KML        599 25
QSO: 28001 CW 2014-11-29 0016 K6JEB         599 3      JH6WHN        599 25
QSO: 28067 CW 2014-11-29 0017 K6JEB         599 3      JR4GPA        599 25
QSO: 28088 CW 2014-11-29 0048 K6JEB         599 3      JA2XLV        599 25
QSO: 28047 CW 2014-11-29 0049 K6JEB         599 3      JH3CUL        599 25
QSO: 28000 CW 2014-11-29 0050 K6JEB         599 3      JH3AIU        599 25
QSO: 28019 CW 2014-11-29 0051 K6JEB         599 3      JM7OLW        599 25
QSO: 28041 CW 2014-11-29 0054 K6JEB         599 3      JH8BAK        599 25
QSO: 28026 CW 2014-11-29 0054 K6JEB         599 3      JE1CKA        599 25
QSO: 28029 CW 2014-11-29 0054 K6JEB         599 3      JA1BPA        599 25
QSO: 28041 CW 2014-11-29 0101 K6JEB         599 3      AH0K          599 27
QSO: 28038 CW 2014-11-29 0103 K6JEB         599 3      UA0IDZ        599 19
QSO: 28016 CW 2014-11-29 0104 K6JEB         599 3      UA0ZAM        599 19
QSO: 28054 CW 2014-11-29 0108 K6JEB         599 3      JA2AXB        599 25
QSO: 28032 CW 2014-11-29 0108 K6JEB         599 3      JA1TMG        599 25
QSO: 28056 CW 2014-11-29 0109 K6JEB         599 3      JF1SQC        599 25
QSO: 28057 CW 2014-11-29 0110 K6JEB         599 3      JG1AVO        599 25
QSO: 28048 CW 2014-11-29 0111 K6JEB         599 3      JS3CTQ        599 25
QSO: 28057 CW 2014-11-29 0112 K6JEB         599 3      JF2QNM        599 25
QSO: 28067 CW 2014-11-29 0114 K6JEB         599 3      JA1ZGP        599 25
QSO: 28072 CW 2014-11-29 0115 K6JEB         599 3      JF9JTS        599 25
QSO: 28019 CW 2014-11-29 0116 K6JEB         599 3      JM7OLW        599 25
QSO: 28063 CW 2014-11-29 0117 K6JEB         599 3      JA7COI        599 25
QSO: 28027 CW 2014-11-29 0120 K6JEB         599 3      BD7LMD        599 24
QSO: 28028 CW 2014-11-29 0134 K6JEB         599 3      BG9XD         599 23
QSO: 28007 CW 2014-11-29 0135 K6JEB         599 3      KL7RA         599 01
QSO: 21026 CW 2014-11-29 0139 K6JEB         599 3      DS4EOI/2      599 25
QSO: 21028 CW 2014-11-29 0147 K6JEB         599 3      BI4SSB        599 24
QSO: 21043 CW 2014-11-29 0152 K6JEB         599 3      UA0ZAM        599 19
QSO: 21079 CW 2014-11-29 0159 K6JEB         599 3      JH9KVF        599 25
QSO: 21080 CW 2014-11-29 0201 K6JEB         599 3      JR1BTG        599 25
QSO: 21001 CW 2014-11-29 0207 K6JEB         599 3      JF3BFS        599 25
QSO: 21031 CW 2014-11-29 0222 K6JEB         599 3      RT0C          599 19
QSO: 21027 CW 2014-11-29 0224 K6JEB         599 3      JI3CJP        599 25
QSO: 21027 CW 2014-11-29 0227 K6JEB         599 3      JJ5HUD        599 25
QSO: 21024 CW 2014-11-29 0230 K6JEB         599 3      JA7NVF        599 25
QSO: 21027 CW 2014-11-29 0233 K6JEB         599 3      JA1JQY        599 25
QSO: 21027 CW 2014-11-29 0235 K6JEB         599 3      7K4QOK        599 25
QSO: 21027 CW 2014-11-29 0235 K6JEB         599 3      JA1TRC        599 25
QSO: 21027 CW 2014-11-29 0237 K6JEB         599 3      JA7BME        599 25
QSO: 21010 CW 2014-11-29 0244 K6JEB         599 3      KH7XX         599 31
QSO: 21018 CW 2014-11-29 0244 K6JEB         599 3      BY5CD         599 24
QSO: 21023 CW 2014-11-29 0246 K6JEB         599 3      JA2IVK        599 25
QSO: 21026 CW 2014-11-29 0247 K6JEB         599 3      JN2AMD        599 25
QSO: 21033 CW 2014-11-29 0250 K6JEB         599 3      JA5DQH        599 25
QSO: 21036 CW 2014-11-29 0252 K6JEB         599 3      JA2AXB        599 25
QSO: 14008 CW 2014-11-29 0300 K6JEB         599 3      VE6JY         599 04
QSO: 14033 CW 2014-11-29 0306 K6JEB         599 3      AL9A          599 01
QSO: 14005 CW 2014-11-29 0312 K6JEB         599 3      JH5RXS        599 25
QSO: 14018 CW 2014-11-29 0324 K6JEB         599 3      JH0EPI        599 25
QSO: 14058 CW 2014-11-29 0325 K6JEB         599 3      JA3YBK        599 25
QSO: 14070 CW 2014-11-29 0409 K6JEB         599 3      JA7ZFN        599 25
QSO:  7053 CW 2014-11-29 0531 K6JEB         599 3      VE3AAQ        599 04
QSO:  1816 CW 2014-11-29 0549 K6JEB         599 3      VC7M          599 03
QSO:  7050 CW 2014-11-29 0621 K6JEB         599 3      KH6LC         599 31
QSO:  7054 CW 2014-11-29 0622 K6JEB         599 3      PJ4Q          599 09
QSO:  7091 CW 2014-11-29 0623 K6JEB         599 3      VE3RZ         599 04
QSO:  7039 CW 2014-11-29 0630 K6JEB         599 3      KH7XX         599 31
QSO:  7038 CW 2014-11-29 0630 K6JEB         599 3      CN2AA         599 33
QSO:  7055 CW 2014-11-29 0706 K6JEB         599 3      VY2TT         599 05
QSO:  7009 CW 2014-11-29 0713 K6JEB         599 3      TM6M          599 14
QSO:  7002 CW 2014-11-29 0745 K6JEB         599 3      CR3A          599 33
QSO:  7039 CW 2014-11-29 0747 K6JEB         599 3      PJ2T          599 09
QSO:  7062 CW 2014-11-29 0748 K6JEB         599 3      VE3OI         599 04
QSO:  7057 CW 2014-11-29 0750 K6JEB         599 3      VE3JM         599 04
QSO:  7045 CW 2014-11-29 0800 K6JEB         599 3      VE3BZ         599 04
QSO:  7029 CW 2014-11-29 0802 K6JEB         599 3      JA3YBK        599 25
QSO:  3552 CW 2014-11-29 0811 K6JEB         599 3      VA7ST         599 03
QSO:  3551 CW 2014-11-29 0814 K6JEB         599 3      KH6LC         599 31
QSO:  3536 CW 2014-11-29 0814 K6JEB         599 3      NP2X          599 08
QSO:  3540 CW 2014-11-29 0815 K6JEB         599 3      VE3RZ         599 04
QSO:  3551 CW 2014-11-29 0816 K6JEB         599 3      HK1NA         599 09
