START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: SM6M
CLUB: FALKOPINGS RADIOCLUB
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 476392
OPERATORS: SM6MCW
NAME: Peter Andersson
CREATED-BY: N1MM Logger+ 0.19.4310.0
QSO: 28017 CW 2014-11-29 1014 SM6M          599 14     US0HZ         599 16
QSO: 28017 CW 2014-11-29 1017 SM6M          599 14     I6FDJ         599 15
QSO: 28017 CW 2014-11-29 1017 SM6M          599 14     UT1AA         599 16
QSO: 28017 CW 2014-11-29 1019 SM6M          599 14     9A2AJ         599 15
QSO: 28017 CW 2014-11-29 1020 SM6M          599 14     YU1EL         599 15
QSO: 28017 CW 2014-11-29 1021 SM6M          599 14     YO3ND         599 20
QSO: 28017 CW 2014-11-29 1022 SM6M          599 14     EA2NN         599 14
QSO: 28017 CW 2014-11-29 1022 SM6M          599 14     PS2T          599 11
QSO: 28017 CW 2014-11-29 1023 SM6M          599 14     SM6CTQ        599 14
QSO: 28017 CW 2014-11-29 1023 SM6M          599 14     Z35W          599 15
QSO: 28017 CW 2014-11-29 1024 SM6M          599 14     9A2BW         599 15
QSO: 28017 CW 2014-11-29 1024 SM6M          599 14     R3EA          599 16
QSO: 28017 CW 2014-11-29 1025 SM6M          599 14     RT9U          599 18
QSO: 28017 CW 2014-11-29 1025 SM6M          599 14     UR0HQ         599 16
QSO: 28017 CW 2014-11-29 1026 SM6M          599 14     DL4FN         599 14
QSO: 28017 CW 2014-11-29 1026 SM6M          599 14     PA1CC         599 14
QSO: 28017 CW 2014-11-29 1027 SM6M          599 14     P33W          599 20
QSO: 28017 CW 2014-11-29 1027 SM6M          599 14     UA3VLO        599 16
QSO: 28017 CW 2014-11-29 1028 SM6M          599 14     SP2KPD        599 15
QSO: 28017 CW 2014-11-29 1028 SM6M          599 14     YT2R          599 15
QSO: 28017 CW 2014-11-29 1029 SM6M          599 14     EA5RS         599 14
QSO: 28017 CW 2014-11-29 1029 SM6M          599 14     UA6YH         599 16
QSO: 28017 CW 2014-11-29 1029 SM6M          599 14     RA9UN         599 18
QSO: 28017 CW 2014-11-29 1030 SM6M          599 14     OK2SFP        599 15
QSO: 28017 CW 2014-11-29 1031 SM6M          599 14     VU2UR         599 22
QSO: 28017 CW 2014-11-29 1031 SM6M          599 14     EA5FL         599 14
QSO: 28017 CW 2014-11-29 1032 SM6M          599 14     RZ1OK         599 16
QSO: 28017 CW 2014-11-29 1032 SM6M          599 14     HA1A          599 15
QSO: 28017 CW 2014-11-29 1033 SM6M          599 14     UR3CMA        599 16
QSO: 28017 CW 2014-11-29 1033 SM6M          599 14     UX7FD         599 16
QSO: 28017 CW 2014-11-29 1034 SM6M          599 14     YU1DX         599 15
QSO: 28017 CW 2014-11-29 1034 SM6M          599 14     UX7IW         599 16
QSO: 28017 CW 2014-11-29 1035 SM6M          599 14     UY5MB         599 16
QSO: 28017 CW 2014-11-29 1035 SM6M          599 14     IS0ILP        599 15
QSO: 28017 CW 2014-11-29 1036 SM6M          599 14     UD3T          599 16
QSO: 28017 CW 2014-11-29 1036 SM6M          599 14     R9SK          599 16
QSO: 28017 CW 2014-11-29 1037 SM6M          599 14     RA9MX         599 17
QSO: 28017 CW 2014-11-29 1037 SM6M          599 14     IZ4AYB        599 15
QSO: 28017 CW 2014-11-29 1038 SM6M          599 14     UD3D          599 16
QSO: 28017 CW 2014-11-29 1038 SM6M          599 14     YL2014S       599 15
QSO: 28017 CW 2014-11-29 1038 SM6M          599 14     EA3NR         599 14
QSO: 28017 CW 2014-11-29 1039 SM6M          599 14     UA9SCX        599 16
QSO: 28017 CW 2014-11-29 1039 SM6M          599 14     UA4HIP        599 16
QSO: 28017 CW 2014-11-29 1040 SM6M          599 14     YU1TY         599 15
QSO: 28017 CW 2014-11-29 1040 SM6M          599 14     UW5U          599 16
QSO: 28017 CW 2014-11-29 1041 SM6M          599 14     RZ3QS         599 16
QSO: 28017 CW 2014-11-29 1041 SM6M          599 14     LA6YIA        599 14
QSO: 28017 CW 2014-11-29 1042 SM6M          599 14     ED2RA         599 14
QSO: 28017 CW 2014-11-29 1042 SM6M          599 14     UA4HBM        599 16
QSO: 28017 CW 2014-11-29 1042 SM6M          599 14     ER3DX         599 16
QSO: 28017 CW 2014-11-29 1043 SM6M          599 14     IO7R          599 15
QSO: 28027 CW 2014-11-29 1045 SM6M          599 14     A65BD         599 21
QSO: 28034 CW 2014-11-29 1049 SM6M          599 14     7O2A          599 37
QSO: 28042 CW 2014-11-29 1131 SM6M          599 14     AH0K          599 27
QSO: 28044 CW 2014-11-29 1144 SM6M          599 14     DU3/R7KV      599 27
QSO: 28040 CW 2014-11-29 1146 SM6M          599 14     EA8/SM6FKF    599 33
QSO: 28041 CW 2014-11-29 1147 SM6M          599 14     V55V          599 38
QSO: 28037 CW 2014-11-29 1151 SM6M          599 14     UT8IM         599 16
QSO: 28037 CW 2014-11-29 1151 SM6M          599 14     UT5IZ         599 16
QSO: 28036 CW 2014-11-29 1152 SM6M          599 14     US2IZ         599 16
QSO: 28036 CW 2014-11-29 1152 SM6M          599 14     EA5DNO        599 14
