START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.14.0
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: DL5JQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 568400
CLUB: Rhein Ruhr DX Association
NAME: Erhard Engfer
SOAPBOX: K3 + KPA500 + HyGain GP 640 + Dipole 40/80
QSO: 28000 CW 2014-11-29 1002 DL5JQ         599 14     4Z0DX         599 20     0
QSO: 28001 CW 2014-11-29 1005 DL5JQ         599 14     CN2AA         599 33     0
QSO: 28001 CW 2014-11-29 1006 DL5JQ         599 14     3B8MU         599 39     0
QSO: 28002 CW 2014-11-29 1008 DL5JQ         599 14     P33W          599 20     0
QSO: 28107 CW 2014-11-29 1010 DL5JQ         599 14     A71BX         599 21     0
QSO: 28106 CW 2014-11-29 1011 DL5JQ         599 14     EA8/K1LZ      599 33     0
QSO: 28071 CW 2014-11-29 1015 DL5JQ         599 14     9K2HN         599 21     0
QSO: 28080 CW 2014-11-29 1020 DL5JQ         599 14     ZD8O          599 36     0
QSO: 28076 CW 2014-11-29 1021 DL5JQ         599 14     HA3LI         599 15     0
QSO: 28002 CW 2014-11-29 1022 DL5JQ         599 14     US3IY         599 16     0
QSO: 28112 CW 2014-11-29 1023 DL5JQ         599 14     9H3TX         599 15     0
QSO: 28013 CW 2014-11-29 1027 DL5JQ         599 14     SV5BYR        599 20     0
QSO: 28009 CW 2014-11-29 1028 DL5JQ         599 14     RV9UP         599 18     0
QSO: 28003 CW 2014-11-29 1028 DL5JQ         599 14     YT6W          599 15     0
QSO: 28091 CW 2014-11-29 1034 DL5JQ         599 14     5B/RN3QO      599 20     0
QSO: 28015 CW 2014-11-29 1036 DL5JQ         599 14     UA9CTT        599 17     0
QSO: 28003 CW 2014-11-29 1045 DL5JQ         599 14     E2X           599 26     0
QSO: 28028 CW 2014-11-29 1152 DL5JQ         599 14     CR3L          599 33     0
QSO: 28033 CW 2014-11-29 1155 DL5JQ         599 14     TO2A          599 37     0
QSO: 28007 CW 2014-11-29 1159 DL5JQ         599 14     ZS1EL         599 38     0
QSO: 28000 CW 2014-11-29 1200 DL5JQ         599 14     P42C          599 09     0
QSO: 28043 CW 2014-11-29 1218 DL5JQ         599 14     K1ZZ          599 05     0
QSO: 28020 CW 2014-11-29 1220 DL5JQ         599 14     UP0L          599 17     0
QSO: 28047 CW 2014-11-29 1221 DL5JQ         599 14     A65BD         599 21     0
QSO: 28041 CW 2014-11-29 1227 DL5JQ         599 14     V55V          599 38     0
QSO: 28022 CW 2014-11-29 1230 DL5JQ         599 14     N4BP          599 05     0
QSO: 28054 CW 2014-11-29 1232 DL5JQ         599 14     TM4Q          599 14     0
QSO: 28096 CW 2014-11-29 1235 DL5JQ         599 14     HD2A          599 10     0
QSO: 28138 CW 2014-11-29 1237 DL5JQ         599 14     4X7R          599 20     0
QSO: 28126 CW 2014-11-29 1239 DL5JQ         599 14     OP7B          599 14     0
QSO: 28089 CW 2014-11-29 1241 DL5JQ         599 14     CR6A          599 14     0
QSO: 28058 CW 2014-11-29 1244 DL5JQ         599 14     C44C          599 20     0
QSO: 28056 CW 2014-11-29 1245 DL5JQ         599 14     WP3C          599 08     0
QSO: 28044 CW 2014-11-29 1254 DL5JQ         599 14     RK1NA         599 16     0
QSO: 28044 CW 2014-11-29 1254 DL5JQ         599 14     UN5C          599 17     0
QSO: 28044 CW 2014-11-29 1255 DL5JQ         599 14     EA8CN         599 33     0
QSO: 28044 CW 2014-11-29 1256 DL5JQ         599 14     UA1NFA        599 16     0
QSO: 28044 CW 2014-11-29 1441 DL5JQ         599 14     VE3EJ         599 04     0
QSO: 28021 CW 2014-11-29 1442 DL5JQ         599 14     9A5D          599 15     0
QSO: 28004 CW 2014-11-29 1444 DL5JQ         599 14     CR3A          599 33     0
QSO: 28018 CW 2014-11-29 1445 DL5JQ         599 14     IR4M          599 15     0
QSO: 28009 CW 2014-11-29 1446 DL5JQ         599 14     K3JO          599 05     0
QSO: 28086 CW 2014-11-29 1448 DL5JQ         599 14     VP9/N3AD      599 05     0
QSO: 28169 CW 2014-11-29 1450 DL5JQ         599 14     VO2CQ         599 02     0
QSO: 28165 CW 2014-11-29 1451 DL5JQ         599 14     ZW1M          599 11     0
QSO: 28001 CW 2014-11-29 1452 DL5JQ         599 14     S58M          599 15     0
QSO: 28144 CW 2014-11-29 1500 DL5JQ         599 14     5K0A          599 07     0
QSO: 28164 CW 2014-11-29 1503 DL5JQ         599 14     5R8IC         599 39     0
QSO: 28156 CW 2014-11-29 1503 DL5JQ         599 14     LX1NO         599 14     0
