START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: ZS2NF
CLUB: None
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 840873
OPERATORS: ZS2NF
NAME: Barry J Nugent
SOAPBOX: This time I had a bit more time and took the contest more seriously
SOAPBOX: than last year. Rig was still an ICOM 736 barefoot with 100 watts.
SOAPBOX: Put up a 2el Bruce antenna for 80m but didn't quite get to check out
SOAPBOX: the broadband transformer matching unit. I suspect it was acting
SOAPBOX: more like a bit of a dummy load! I did get a few DX contacts but
SOAPBOX: noise levels were very high and it was difficult! On 40m I had a
SOAPBOX: centre fed 270ft long wire at about 50 feet AGL and a quarter wave
SOAPBOX: of 450 ohm open wire matching directly to 50 ohm coax through a
SOAPBOX: few turns of RG213 as a balun. This seemed to work quite well.
SOAPBOX: On 20m and 15m used a 2el quad at about 23m AGL.Performance ok but
SOAPBOX: not as good as the 5 el yagi at 21m AGL I use on 10m! Next year
SOAPBOX: maybe a large 15m monobander and some fixed wire beams for 20m?
SOAPBOX: Used N1MM loggerand it was a great help. Unfortunately I accidentally
SOAPBOX: pressed wipe instead of log after a QSO on 10m with and Italian station.
SOAPBOX: This happened at 0753 UTC on 30-11-2014 after the HA6NL QSO. Sorry!!!
SOAPBOX: Had alot of fun and the operating standards seemed very high. Thanks!
CREATED-BY: N1MM Logger V14.6.0
QSO: 14000 CW 2014-11-29 0003 ZS2NF         599 38     WE3C          599 05
QSO: 14000 CW 2014-11-29 0008 ZS2NF         599 38     W0ZA          599 04
QSO: 14000 CW 2014-11-29 0009 ZS2NF         599 38     VC7M          599 03
QSO: 14000 CW 2014-11-29 0010 ZS2NF         599 38     W7WZ          599 05
QSO: 14000 CW 2014-11-29 0011 ZS2NF         599 38     W0AIH         599 04
QSO: 14000 CW 2014-11-29 0015 ZS2NF         599 38     VE6JY         599 04
QSO: 14000 CW 2014-11-29 0017 ZS2NF         599 38     VE3CFK        599 04
QSO: 14000 CW 2014-11-29 0022 ZS2NF         599 38     8P5A          599 08
QSO: 14000 CW 2014-11-29 0027 ZS2NF         599 38     CF3CCO        599 04
QSO: 14000 CW 2014-11-29 0031 ZS2NF         599 38     XE2ST         599 06
QSO: 14000 CW 2014-11-29 0032 ZS2NF         599 38     VB7C          599 03
QSO: 14000 CW 2014-11-29 0034 ZS2NF         599 38     PS5A          599 11
QSO: 14000 CW 2014-11-29 0036 ZS2NF         599 38     NQ4I          599 05
QSO: 14000 CW 2014-11-29 0041 ZS2NF         599 38     N2MF          599 05
QSO: 14000 CW 2014-11-29 0042 ZS2NF         599 38     K3LR          599 05
QSO: 14000 CW 2014-11-29 0043 ZS2NF         599 38     K0RF          599 04
QSO: 14000 CW 2014-11-29 0044 ZS2NF         599 38     NR5M          599 04
QSO: 14000 CW 2014-11-29 0045 ZS2NF         599 38     KH7XX         599 31
QSO: 14000 CW 2014-11-29 0051 ZS2NF         599 38     9Y4/VE3EY     599 09
QSO: 14000 CW 2014-11-29 0052 ZS2NF         599 38     N4WW          599 05
QSO: 14000 CW 2014-11-29 0055 ZS2NF         599 38     ZW5B          599 11
QSO: 14000 CW 2014-11-29 0058 ZS2NF         599 38     N7WA          599 03
QSO: 14000 CW 2014-11-29 0059 ZS2NF         599 38     WK1Q          599 05
QSO: 14000 CW 2014-11-29 0100 ZS2NF         599 38     K4XS          599 05
QSO: 14000 CW 2014-11-29 0102 ZS2NF         599 38     NP2P          599 08
QSO: 14000 CW 2014-11-29 0107 ZS2NF         599 38     WA7NB         599 03
QSO: 14000 CW 2014-11-29 0108 ZS2NF         599 38     PP5EJ         599 11
QSO:  7000 CW 2014-11-29 0113 ZS2NF         599 38     V55V          599 38
QSO:  7000 CW 2014-11-29 0115 ZS2NF         599 38     W2YC          599 05
QSO:  7000 CW 2014-11-29 0117 ZS2NF         599 38     3B8MU         599 39
QSO:  7000 CW 2014-11-29 0118 ZS2NF         599 38     W1WEF         599 05
QSO:  7000 CW 2014-11-29 0119 ZS2NF         599 38     NN3W          599 05
QSO: 14000 CW 2014-11-29 0130 ZS2NF         599 38     VE3YAA        599 04
QSO: 14000 CW 2014-11-29 0135 ZS2NF         599 38     NR4M          599 05
QSO: 14000 CW 2014-11-29 0136 ZS2NF         599 38     AD4ES         599 05
QSO: 14000 CW 2014-11-29 0137 ZS2NF         599 38     NP2X          599 08
QSO: 14000 CW 2014-11-29 0139 ZS2NF         599 38     VP2EAQ        599 08
QSO: 14000 CW 2014-11-29 0140 ZS2NF         599 38     VE3OI         599 04
QSO: 14000 CW 2014-11-29 0143 ZS2NF         599 38     W7WHO         599 03
QSO: 14000 CW 2014-11-29 0145 ZS2NF         599 38     PT2CM         599 11
QSO: 14000 CW 2014-11-29 0147 ZS2NF         599 38     W3LPL         599 05
QSO: 14000 CW 2014-11-29 0149 ZS2NF         599 38     N0NI          599 04
QSO: 14000 CW 2014-11-29 0151 ZS2NF         599 38     VE2IM         599 02
QSO: 14000 CW 2014-11-29 0157 ZS2NF         599 38     PY2KJ         599 11
QSO: 14000 CW 2014-11-29 0159 ZS2NF         599 38     K5WA          599 04
QSO:  7000 CW 2014-11-29 0226 ZS2NF         599 38     AB3CX         599 05
QSO:  7000 CW 2014-11-29 0231 ZS2NF         599 38     VE3OI         599 04
QSO:  7000 CW 2014-11-29 0233 ZS2NF         599 38     K9CT          599 04
QSO:  7000 CW 2014-11-29 0235 ZS2NF         599 38     PT2CM         599 11
QSO:  7000 CW 2014-11-29 0236 ZS2NF         599 38     K4RO          599 04
QSO:  7000 CW 2014-11-29 0237 ZS2NF         599 38     AA9A          599 04
QSO:  7000 CW 2014-11-29 0240 ZS2NF         599 38     KB1W          599 05
QSO:  7000 CW 2014-11-29 0244 ZS2NF         599 38     VP8KF         599 13
QSO:  7000 CW 2014-11-29 0245 ZS2NF         599 38     K3LR          599 05
QSO:  3500 CW 2014-11-29 0247 ZS2NF         599 38     V55V          599 38
QSO:  7000 CW 2014-11-29 0312 ZS2NF         599 38     W5VX          599 04
QSO:  7000 CW 2014-11-29 0313 ZS2NF         599 38     K4EA          599 05
QSO:  7000 CW 2014-11-29 0314 ZS2NF         599 38     K9GS          599 04
QSO:  7000 CW 2014-11-29 0327 ZS2NF         599 38     K1IR          599 05
QSO:  7000 CW 2014-11-29 0329 ZS2NF         599 38     N5FO          599 04
QSO:  7000 CW 2014-11-29 0330 ZS2NF         599 38     W4NF          599 05
QSO:  7000 CW 2014-11-29 0332 ZS2NF         599 38     W9SN          599 04
QSO:  7000 CW 2014-11-29 0333 ZS2NF         599 38     NP2X          599 08
QSO:  7000 CW 2014-11-29 0338 ZS2NF         599 38     W2FU          599 05
QSO:  7000 CW 2014-11-29 0339 ZS2NF         599 38     W3LPL         599 05
QSO: 21000 CW 2014-11-29 0349 ZS2NF         599 38     9K2HN         599 21
QSO: 21000 CW 2014-11-29 0355 ZS2NF         599 38     ZS4TX         599 38
QSO:  7000 CW 2014-11-29 0400 ZS2NF         599 38     N9RV          599 04
QSO:  7000 CW 2014-11-29 0403 ZS2NF         599 38     VE7VR         599 03
QSO:  7000 CW 2014-11-29 0404 ZS2NF         599 38     WA0MHJ        599 04
QSO:  7000 CW 2014-11-29 0405 ZS2NF         599 38     N7TR          599 03
QSO:  7000 CW 2014-11-29 0407 ZS2NF         599 38     W4DXX         599 05
QSO:  7000 CW 2014-11-29 0411 ZS2NF         599 38     VY2TT         599 05
QSO:  7000 CW 2014-11-29 0413 ZS2NF         599 38     K4TCG         599 04
QSO:  7000 CW 2014-11-29 0418 ZS2NF         599 38     K2LNS         599 05
QSO: 14000 CW 2014-11-29 0431 ZS2NF         599 38     OM0M          599 15
QSO: 21000 CW 2014-11-29 0448 ZS2NF         599 38     4X0A          599 20
QSO: 21000 CW 2014-11-29 0451 ZS2NF         599 38     9K2RA         599 21
QSO: 14000 CW 2014-11-29 0453 ZS2NF         599 38     G9W           599 14
QSO: 14000 CW 2014-11-29 0455 ZS2NF         599 38     JA7FTR        599 25
QSO: 14000 CW 2014-11-29 0458 ZS2NF         599 38     PX2X          599 11
QSO: 14000 CW 2014-11-29 0459 ZS2NF         599 38     ZR6NX         599 38
QSO: 14000 CW 2014-11-29 0508 ZS2NF         599 38     LU3CW         599 13
QSO: 14000 CW 2014-11-29 0509 ZS2NF         599 38     JA7ZFN        599 25
QSO: 14000 CW 2014-11-29 0511 ZS2NF         599 38     EL2DT         599 35
QSO: 14000 CW 2014-11-29 0513 ZS2NF         599 38     JA2IVK        599 25
QSO: 14000 CW 2014-11-29 0516 ZS2NF         599 38     UA0IDZ        599 19
QSO: 14000 CW 2014-11-29 0525 ZS2NF         599 38     HC2AO/8       599 10
QSO: 14000 CW 2014-11-29 0551 ZS2NF         599 38     JH5RXS        599 25
QSO: 14000 CW 2014-11-29 0601 ZS2NF         599 38     KH6LC         599 31
