START-OF-LOG: 3.0
CONTEST: EA-RTTY
CREATED-BY: MixW 
CALLSIGN: OK1BA
CATEGORY-OPERATOR: SINGLE-OP ALL LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
OPERATORS: 
CLAIMED-SCORE: 63157
CLUB: 
NAME: Karel Kozusnik
SOAPBOX: I was using only 30 wtts and GP ANT
QSO: 21079 RY 2014-04-05 1606 OK1BA         599 001    EM0I          599 009
QSO: 21082 RY 2014-04-05 1607 OK1BA         599 002    K4GMH         599 022
QSO: 21083 RY 2014-04-05 1608 OK1BA         599 003    EA4CWN        599 TO
QSO: 21085 RY 2014-04-05 1610 OK1BA         599 004    EE5N          599 MU
QSO: 21085 RY 2014-04-05 1613 OK1BA         599 005    UW1M          599 014
QSO: 21087 RY 2014-04-05 1615 OK1BA         599 006    R3PV          599 009
QSO: 21089 RY 2014-04-05 1616 OK1BA         599 007    RS80KEDR      599 012
QSO: 21089 RY 2014-04-05 1617 OK1BA         599 008    EE3R          599 T
QSO: 21090 RY 2014-04-05 1618 OK1BA         599 009    EA5ICU        599 CS
QSO: 21092 RY 2014-04-05 1619 OK1BA         599 010    UX7QV         599 014
QSO: 21093 RY 2014-04-05 1620 OK1BA         599 011    EF5B          599 V
QSO: 21099 RY 2014-04-05 1623 OK1BA         599 012    EE3Y          599 T
QSO: 21101 RY 2014-04-05 1624 OK1BA         599 013    EA5YC         599 004
QSO: 21082 RY 2014-04-05 1629 OK1BA         599 014    EA3XP         599 B
QSO: 21086 RY 2014-04-05 1632 OK1BA         599 015    EA2WT         599 VI
QSO: 21093 RY 2014-04-05 1636 OK1BA         599 016    EA8/OH2HOD    599 TF
QSO: 21102 RY 2014-04-05 1639 OK1BA         599 017    EA5FIV        599 A
QSO: 21103 RY 2014-04-05 1641 OK1BA         599 018    E21YDP        599 017
QSO: 21081 RY 2014-04-05 1647 OK1BA         599 019    EC5JC         599 A
QSO: 21084 RY 2014-04-05 1648 OK1BA         599 020    EE7B          599 AL
QSO: 21085 RY 2014-04-05 1649 OK1BA         599 021    RT3P          599 047
QSO: 21088 RY 2014-04-05 1652 OK1BA         599 022    5C5W          599 052
QSO: 21088 RY 2014-04-05 1655 OK1BA         599 023    RA3GK         599 044
QSO: 21093 RY 2014-04-05 1657 OK1BA         599 024    EA3KU         599 T
QSO: 21096 RY 2014-04-05 1659 OK1BA         599 025    RK80KEDR      599 007
QSO: 21100 RY 2014-04-05 1701 OK1BA         599 026    EA4EQD        599 M
QSO: 21102 RY 2014-04-05 1702 OK1BA         599 027    KB8O          599 037
QSO: 21104 RY 2014-04-05 1704 OK1BA         599 028    VE2FK         599 042
QSO: 21107 RY 2014-04-05 1705 OK1BA         599 029    RW3RQ         599 023
QSO: 21109 RY 2014-04-05 1706 OK1BA         599 030    YD1GCL        599 039
QSO: 21080 RY 2014-04-05 1710 OK1BA         599 031    EA2EEK/P      599 BI
QSO: 21081 RY 2014-04-05 1712 OK1BA         599 032    EA7IXG        599 MA
QSO: 21083 RY 2014-04-05 1717 OK1BA         599 033    EA5UB         599 A
QSO: 21091 RY 2014-04-05 1723 OK1BA         599 034    W3FIZ         599 059
QSO: 21093 RY 2014-04-05 1724 OK1BA         599 035    EA5FID        599 A
QSO: 21098 RY 2014-04-05 1726 OK1BA         599 036    VA2UP         599 169
QSO: 21099 RY 2014-04-05 1727 OK1BA         599 037    EA3GLB        599 B
QSO: 21104 RY 2014-04-05 1728 OK1BA         599 038    EE5C          599 A
QSO: 21107 RY 2014-04-05 1730 OK1BA         599 039    EE1D          599 SO
QSO: 21080 RY 2014-04-05 1732 OK1BA         599 040    EF5Y          599 A
QSO: 21082 RY 2014-04-05 1737 OK1BA         599 041    UR5IHD        599 030
QSO: 21085 RY 2014-04-05 1739 OK1BA         599 042    EA1MI         599 SG
QSO: 21086 RY 2014-04-05 1740 OK1BA         599 043    EE5TT         599 V
QSO: 21085 RY 2014-04-05 1741 OK1BA         599 044    EA7SS         599 SE
QSO: 21086 RY 2014-04-05 1742 OK1BA         599 045    J35X          599 006
QSO: 21087 RY 2014-04-05 1744 OK1BA         599 046    RG9A          599 156
QSO: 21092 RY 2014-04-05 1747 OK1BA         599 047    ES5VG         599 006
QSO: 21093 RY 2014-04-05 1749 OK1BA         599 048    RK9AX         599 082
QSO: 21094 RY 2014-04-05 1749 OK1BA         599 049    EA4DTE        599 M
QSO: 21095 RY 2014-04-05 1752 OK1BA         599 050    EC1KR         599 AV
QSO: 21100 RY 2014-04-05 1758 OK1BA         599 051    EC7RC         599 AL
QSO: 21102 RY 2014-04-05 1800 OK1BA         599 052    EA1WX         599 O
QSO: 21105 RY 2014-04-05 1805 OK1BA         599 053    EE7E          599 MA
QSO: 21079 RY 2014-04-05 1809 OK1BA         599 054    EA2XR         599 BI
QSO: 21082 RY 2014-04-05 1811 OK1BA         599 055    EA1IEU        599 OU
QSO: 21082 RY 2014-04-05 1813 OK1BA         599 056    4Z5KU         599 088
QSO: 21084 RY 2014-04-05 1815 OK1BA         599 057    EA8OM         599 TF
QSO: 21085 RY 2014-04-05 1816 OK1BA         599 058    EA7JD         599 AL
QSO: 21086 RY 2014-04-05 1819 OK1BA         599 059    EA4FJX        599 M
QSO: 21087 RY 2014-04-05 1821 OK1BA         599 060    EA7HY         599 CA
QSO: 21088 RY 2014-04-05 1823 OK1BA         599 061    EB5CUZ        599 CS
QSO: 21092 RY 2014-04-05 1827 OK1BA         599 062    UA9XL         599 042
QSO: 21097 RY 2014-04-05 1829 OK1BA         599 063    EA1KY         599 VA
QSO: 21101 RY 2014-04-05 1831 OK1BA         599 064    SZ1A          599 168
QSO: 21107 RY 2014-04-05 1833 OK1BA         599 065    EB5CS         599 CS
QSO: 21111 RY 2014-04-05 1834 OK1BA         599 066    W4UEF         599 081
QSO: 21079 RY 2014-04-05 1835 OK1BA         599 067    ED2V          599 VI
QSO: 21080 RY 2014-04-05 1836 OK1BA         599 068    EB2AM         599 BI
QSO: 21086 RY 2014-04-05 1839 OK1BA         599 069    EA8TC         599 TF
QSO: 21089 RY 2014-04-05 1842 OK1BA         599 070    EA8VT         599 C
QSO: 21091 RY 2014-04-05 1843 OK1BA         599 071    EA1AR         599 AV
QSO: 21092 RY 2014-04-05 1844 OK1BA         599 072    AJ7G          599 183
QSO: 21093 RY 2014-04-05 1846 OK1BA         599 073    ED1A          599 O
QSO: 21103 RY 2014-04-05 1852 OK1BA         599 074    EA9CD         599 CE
QSO: 21103 RY 2014-04-05 1854 OK1BA         599 075    EA7AHA        599 CA
QSO: 28083 RY 2014-04-05 1859 OK1BA         599 076    EA7FIQ        599 SE
