START-OF-LOG: 3.0
CREATED-BY: yota-public-qso-downloader
CONTEST: YOTA-CONTEST
CALLSIGN: 9A2AJ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY: Checklog
CLAIMED-SCORE: 0
QSO: 14030 CW 2021-05-22 1426 9A2AJ         599 71     W3MLJ         599 15    
QSO: 14033 CW 2021-05-22 1427 9A2AJ         599 71     PA0INA        599 76    
QSO: 14033 CW 2021-05-22 1427 9A2AJ         599 71     K5UV          599 70    
QSO: 14033 CW 2021-05-22 1428 9A2AJ         599 71     G4CUS         599 70    
QSO: 14033 CW 2021-05-22 1428 9A2AJ         599 71     PC1PM         599 56    
QSO: 14033 CW 2021-05-22 1428 9A2AJ         599 71     EI6AL         599 79    
QSO: 14033 CW 2021-05-22 1429 9A2AJ         599 71     JR2SCJ        599 63    
QSO: 14033 CW 2021-05-22 1430 9A2AJ         599 71     VE3MGY        599 19    
QSO: 14033 CW 2021-05-22 1430 9A2AJ         599 71     R4WT          599 66    
QSO: 14034 CW 2021-05-22 1431 9A2AJ         599 71     RA4CL         599 67    
QSO: 14034 CW 2021-05-22 1432 9A2AJ         599 71     PA5GU         599 75    
QSO: 14034 CW 2021-05-22 1432 9A2AJ         599 71     PA3AAV        599 62    
QSO: 14034 CW 2021-05-22 1433 9A2AJ         599 71     DF1RL         599 68    
QSO: 14034 CW 2021-05-22 1433 9A2AJ         599 71     UR5FS         599 63    
QSO: 14034 CW 2021-05-22 1434 9A2AJ         599 71     PA0WKI        599 92    
QSO: 14034 CW 2021-05-22 1434 9A2AJ         599 71     SM0Q          599 55    
QSO: 14034 CW 2021-05-22 1435 9A2AJ         599 71     G4LJU         599 73    
QSO: 14034 CW 2021-05-22 1435 9A2AJ         599 71     LY9A          599 65    
QSO: 14034 CW 2021-05-22 1436 9A2AJ         599 71     IT9ORA        599 61    
QSO: 14034 CW 2021-05-22 1436 9A2AJ         599 71     G3SQU         599 72    
QSO: 14034 CW 2021-05-22 1437 9A2AJ         599 71     US3EW         599 63    
QSO: 14034 CW 2021-05-22 1437 9A2AJ         599 71     YO4AAC        599 64    
QSO: 14034 CW 2021-05-22 1439 9A2AJ         599 71     RN4SC         599 69    
QSO: 14034 CW 2021-05-22 1439 9A2AJ         599 71     RN1AO         599 59    
QSO: 14034 CW 2021-05-22 1441 9A2AJ         599 71     YL2HB         599 68    
QSO: 14034 CW 2021-05-22 1441 9A2AJ         599 71     OH5MQ         599 68    
QSO: 14034 CW 2021-05-22 1442 9A2AJ         599 71     OH5ZA         599 67    
QSO: 14034 CW 2021-05-22 1442 9A2AJ         599 71     UT4EK         599 65    
QSO: 14034 CW 2021-05-22 1442 9A2AJ         599 71     RW4HFH        599 69    
QSO: 14034 CW 2021-05-22 1443 9A2AJ         599 71     SM7IUN        599 59    
QSO: 14034 CW 2021-05-22 1445 9A2AJ         599 71     UY3MW         599 67    
QSO: 14034 CW 2021-05-22 1445 9A2AJ         599 71     F8OOI         599 73    
QSO: 14034 CW 2021-05-22 1446 9A2AJ         599 71     JK2VOC        599 47    
QSO: 14034 CW 2021-05-22 1447 9A2AJ         599 71     JA1AAA        599 56    
QSO: 14034 CW 2021-05-22 1447 9A2AJ         599 71     HS8HEX        599 65    
QSO: 14034 CW 2021-05-22 1448 9A2AJ         599 71     PY2ZEA        599 78    
QSO: 14034 CW 2021-05-22 1448 9A2AJ         599 71     R9QQ          599 74    
QSO: 14035 CW 2021-05-22 1451 9A2AJ         599 71     LY4L          599 45    
QSO: 14035 CW 2021-05-22 1452 9A2AJ         599 71     IZ1LBG        599 30    
QSO: 14035 CW 2021-05-22 1452 9A2AJ         599 71     RD3FT         599 61    
QSO: 14035 CW 2021-05-22 1453 9A2AJ         599 71     F6KPQ         599 51    
QSO: 14035 CW 2021-05-22 1453 9A2AJ         599 71     JG6JAV        599 61    
QSO: 14035 CW 2021-05-22 1454 9A2AJ         599 71     UA9XX         599 71    
QSO: 14035 CW 2021-05-22 1454 9A2AJ         599 71     RA3XCZ        599 71    
QSO: 14035 CW 2021-05-22 1454 9A2AJ         599 71     OH5TS         599 76    
