START-OF-LOG: 2.0
REF-SECTION: 49
CALLSIGN: F5OZC/P
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE:  377600
CONTEST: REF-CW
CREATED-BY: WINREF-HF V7.3.15
NAME: REBONDY ALAIN
OFFTIME: 2013-01-26 2335 2013-01-27 1040
OFFTIME: 2013-01-26 0600 2013-01-26 1525
OFFTIME: 2013-01-27 1614 2013-01-27 1800
RIG: TS-570D
RIG: TS-570D
RIG: DELTA LOOP 84 M
RIG: 100
QSO: 21000 CW 2013-01-26 1525 F5OZC/P       599 49     VE1OP         599 016  
QSO: 21000 CW 2013-01-26 1526 F5OZC/P       599 49     LZ1BP         599 097  
QSO: 21000 CW 2013-01-26 1528 F5OZC/P       599 49     LZ2FM         599 114  
QSO: 21000 CW 2013-01-26 1529 F5OZC/P       599 49     UR7QL         599 029  
QSO: 21000 CW 2013-01-26 1530 F5OZC/P       599 49     US0UX         599 029  
QSO: 21000 CW 2013-01-26 1532 F5OZC/P       599 49     K8GL          599 019  
QSO: 21000 CW 2013-01-26 1533 F5OZC/P       599 49     UA3XAO        599 093  
QSO: 21000 CW 2013-01-26 1534 F5OZC/P       599 49     UY5ZI         599 073  
QSO: 21000 CW 2013-01-26 1535 F5OZC/P       599 49     UR5EFL        599 097  
QSO: 21000 CW 2013-01-26 1537 F5OZC/P       599 49     LZ7H          599 067  
QSO: 21000 CW 2013-01-26 1537 F5OZC/P       599 49     N4NO          599 038  
QSO: 21000 CW 2013-01-26 1538 F5OZC/P       599 49     RW3VM         599 041  
QSO: 21000 CW 2013-01-26 1539 F5OZC/P       599 49     LZ2NG         599 012  
QSO: 21000 CW 2013-01-26 1541 F5OZC/P       599 49     K8WSN         599 022  
QSO: 21000 CW 2013-01-26 1544 F5OZC/P       599 49     F6KUQ         599 33   
QSO: 21000 CW 2013-01-26 1545 F5OZC/P       599 49     RO7T          599 056  
QSO: 21000 CW 2013-01-26 1546 F5OZC/P       599 49     W9OA          599 049  
QSO: 21000 CW 2013-01-26 1549 F5OZC/P       599 49     F5PYJ         599 44   
QSO: 21000 CW 2013-01-26 1552 F5OZC/P       599 49     F5VV          599 01   
QSO: 21000 CW 2013-01-26 1554 F5OZC/P       599 49     F6DYX         599 49   
QSO: 21000 CW 2013-01-26 1554 F5OZC/P       599 49     W9OO          599 015  
QSO: 21000 CW 2013-01-26 1556 F5OZC/P       599 49     4X0A          599 030  
QSO: 21000 CW 2013-01-26 1557 F5OZC/P       599 49     US3LX         599 009  
