START-OF-LOG: 2.0
REF-SECTION: DX
CONTEST: REF-CW
CALLSIGN: PA5GU
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 9265
OPERATORS: PA5GU
NAME: JAAP ZUIDWEG
SOAPBOX:                          
QSO: 14000 CW 2013-01-26 0915 PA5GU	    599 001    TK5EP	     599 2A
QSO: 14000 CW 2013-01-26 0916 PA5GU	    599 002    F5VBU	     599 66
QSO: 14000 CW 2013-01-26 0922 PA5GU	    599 003    F2NY	     599 13
QSO:  7000 CW 2013-01-26 0928 PA5GU	    599 004    F8EMH	     599 54
QSO:  7000 CW 2013-01-26 0929 PA5GU	    599 005    F6EZF	     599 71
QSO:  7000 CW 2013-01-26 0931 PA5GU	    599 006    F5OHM	     599 36
QSO:  7000 CW 2013-01-26 0938 PA5GU	    599 007    F5ONF	     599 58
QSO:  7000 CW 2013-01-26 0942 PA5GU	    599 008    F5KEQ	     599 44
QSO:  7000 CW 2013-01-26 0944 PA5GU	    599 009    F5VV	     599 01
QSO:  7000 CW 2013-01-26 0946 PA5GU	    599 010    F6EYB	     599 40
QSO:  7000 CW 2013-01-26 0948 PA5GU	    599 011    F6KUQ	     599 33
QSO:  7000 CW 2013-01-26 0949 PA5GU	    599 012    F6ICX	     599 77
QSO:  7000 CW 2013-01-26 0952 PA5GU	    599 013    F8DFP	     599 63
QSO:  7000 CW 2013-01-26 0953 PA5GU	    599 014    F5VJC	     599 50
QSO:  7000 CW 2013-01-26 0954 PA5GU	    599 015    F5ROX	     599 41
QSO:  7000 CW 2013-01-26 1002 PA5GU	    599 016    TM6D	     599 38
QSO:  7000 CW 2013-01-26 1003 PA5GU	    599 017    F6KNB	     599 33
QSO:  7000 CW 2013-01-26 1004 PA5GU	    599 018    F6HKA	     599 87
QSO:  7000 CW 2013-01-26 1005 PA5GU	    599 019    TM2T	     599 13
QSO:  7000 CW 2013-01-26 1008 PA5GU	    599 020    F5JVP	     599 51
QSO:  7000 CW 2013-01-26 1010 PA5GU	    599 021    F6KBF	     599 78
QSO:  7000 CW 2013-01-26 1012 PA5GU	    599 022    F5NKX	     599 50
QSO:  7000 CW 2013-01-26 1013 PA5GU	    599 023    F5TFU	     599 50
QSO:  7000 CW 2013-01-26 1017 PA5GU	    599 024    F8KGW	     599 35
QSO:  7000 CW 2013-01-26 1019 PA5GU	    599 025    F5JFU	     599 58
QSO:  7000 CW 2013-01-26 1020 PA5GU	    599 026    F6KLO	     599 19 
QSO:  7000 CW 2013-01-26 1022 PA5GU	    599 027    F6DYX	     599 49
QSO:  7000 CW 2013-01-26 1024 PA5GU	    599 028    F5PTI	     599 16
QSO:  7000 CW 2013-01-26 1025 PA5GU	    599 029    F8KHP	     599 88
QSO:  7000 CW 2013-01-26 1028 PA5GU	    599 030    F8GGZ	     599 39
QSO: 14000 CW 2013-01-26 1038 PA5GU	    599 031    F5DE/P	     599 19
QSO: 14000 CW 2013-01-26 1041 PA5GU	    599 032    TM2T	     599 13
QSO: 14000 CW 2013-01-26 1044 PA5GU	    599 033    F6CXJ	     599 47
QSO: 14000 CW 2013-01-26 1045 PA5GU	    599 034    F6KNB	     599 33
QSO: 14000 CW 2013-01-26 1046 PA5GU	    599 035    F4EUN	     599 83
QSO: 14000 CW 2013-01-26 1047 PA5GU	    599 036    F4GWY	     599 38
QSO: 14000 CW 2013-01-26 1049 PA5GU	    599 037    F6EJN	     599 81
QSO: 14000 CW 2013-01-26 1155 PA5GU	    599 038    F5KHP	     599 32
QSO: 14000 CW 2013-01-26 1212 PA5GU	    599 039    F6KLO	     599 19
QSO: 14000 CW 2013-01-26 1214 PA5GU	    599 040    F8KGH	     599 83
QSO: 14000 CW 2013-01-26 1215 PA5GU	    599 041    F5JVP	     599 51
QSO: 28000 CW 2013-01-26 1219 PA5GU	    599 042    F5KMB/P	     599 60
QSO: 28000 CW 2013-01-26 1225 PA5GU	    599 043    F6KHM	     599 29
QSO: 28000 CW 2013-01-26 1227 PA5GU	    599 044    FM5WD	     599 FM
QSO: 14000 CW 2013-01-26 1234 PA5GU	    599 045    F5PTI	     599 16
QSO:  7000 CW 2013-01-26 1239 PA5GU	    599 046    F2IF	     599 82
QSO:  7000 CW 2013-01-26 1241 PA5GU	    599 047    F5KOJ	     599 52
QSO:  7000 CW 2013-01-26 1242 PA5GU	    599 048    F8CIL	     599 03
QSO:  7000 CW 2013-01-26 1244 PA5GU	    599 049    F8FLN	     599 52
QSO:  7000 CW 2013-01-26 1245 PA5GU	    599 050    F8FLN	     599 52
QSO:  7000 CW 2013-01-26 1247 PA5GU	    599 051    F5KLP	     599 49
QSO:  7000 CW 2013-01-26 1249 PA5GU	    599 052    F5LKK/P	     599 59
QSO:  7000 CW 2013-01-26 1250 PA5GU	    599 053    F8FLN	     599 52
QSO:  7000 CW 2013-01-26 1252 PA5GU	    599 054    F5ROX	     599 41
QSO:  7000 CW 2013-01-26 1254 PA5GU	    599 055    TM38O	     599 31
QSO:  7000 CW 2013-01-26 1255 PA5GU	    599 056    F5EQR	     599 02
QSO:  7000 CW 2013-01-26 1257 PA5GU	    599 057    F9EW	     599 77
QSO:  7000 CW 2013-01-26 1301 PA5GU	    599 058    F5IHZ	     599 76
QSO:  7000 CW 2013-01-26 1302 PA5GU	    599 059    F4GBW	     599 59
QSO:  7000 CW 2013-01-26 1303 PA5GU	    599 060    F6EBA	     599 48
QSO:  7000 CW 2013-01-26 1306 PA5GU	    599 061    F6DEO	     599 95
QSO:  7000 CW 2013-01-26 1308 PA5GU	    599 062    F5UB	     599 62
QSO:  7000 CW 2013-01-26 1312 PA5GU	    599 063    F8EZX	     599 31
QSO:  7000 CW 2013-01-26 1314 PA5GU	    599 064    F6ABI	     599 50
QSO:  7000 CW 2013-01-26 1316 PA5GU	    599 065    F6DYX	     599 49
QSO: 28000 CW 2013-01-26 1320 PA5GU	    599 066    F8DGY	     599 77
QSO: 14000 CW 2013-01-26 1327 PA5GU	    599 067    TM4M	     599 13
QSO: 14000 CW 2013-01-26 1329 PA5GU	    599 068    F5VBU	     599 66
QSO: 14000 CW 2013-01-26 1331 PA5GU	    599 069    F5XX	     599 81
QSO: 14000 CW 2013-01-26 1710 PA5GU	    599 070    F6HLC	     599 71
QSO: 14000 CW 2013-01-26 1712 PA5GU  	    599 071    F6IIT	     599 86
QSO: 14000 CW 2013-01-26 1714 PA5GU	    599 072    F5JFU	     599 58
QSO: 14000 CW 2013-01-26 1715 PA5GU	    599 073    F8DGY	     599 77
QSO: 14000 CW 2013-01-26 1717 PA5GU	    599 074    F2YT	     599 62
QSO: 14000 CW 2013-01-26 1720 PA5GU	    599 075    F6BCW	     599 71
QSO: 14000 CW 2013-01-26 1722 PA5GU	    599 076    F6KUQ	     599 33
QSO: 14000 CW 2013-01-26 1724 PA5GU	    599 077    F5PAL	     599 63
QSO: 14000 CW 2013-01-26 1728 PA5GU	    599 078    F8DRE	     599 28
QSO: 14000 CW 2013-01-26 1735 PA5GU	    599 079    F6EYB	     599 40
QSO: 14000 CW 2013-01-26 1736 PA5GU	    599 080    F6HKA	     599 87
QSO: 14000 CW 2013-01-26 1738 PA5GU	    599 081    F6IPQ	     599 47
QSO:  3500 CW 2013-01-26 1742 PA5GU	    599 082    F8IQS	     599 14
QSO:  3500 CW 2013-01-26 1744 PA5GU	    599 083    F6HJO/P	     599 21
QSO:  3500 CW 2013-01-26 1747 PA5GU	    599 084    F6EZF	     599 71
QSO:  3500 CW 2013-01-26 1748 PA5GU	    599 085    F5PZR	     599 77
QSO:  3500 CW 2013-01-26 1749 PA5GU	    599 086    F6FTB	     599 21
QSO:  3500 CW 2013-01-26 1753 PA5GU	    599 087    F8DFP	     599 63
QSO:  3500 CW 2013-01-26 1754 PA5GU	    599 088    F8KGZ	     599 54
QSO:  3500 CW 2013-01-26 1757 PA5GU	    599 089    F5RKL	     599 54
QSO:  3500 CW 2013-01-26 1801 PA5GU	    599 090    F8AEE	     599 10
QSO:  3500 CW 2013-01-26 1803 PA5GU	    599 091    F5PLC	     599 90
QSO:  3500 CW 2013-01-26 1808 PA5GU	    599 092    F8FLN	     599 52
QSO:  3500 CW 2013-01-26 1812 PA5GU	    599 093    F5BLC	     599 12
QSO:  3500 CW 2013-01-26 1815 PA5GU	    599 094    F6EVG	     599 08
QSO:  3500 CW 2013-01-26 1817 PA5GU	    599 095    F5KOU	     599 80
QSO:  3500 CW 2013-01-26 1818 PA5GU	    599 096    F6ICG	     599 89
QSO:  3500 CW 2013-01-26 1820 PA5GU	    599 097    F5OHM	     599 36
QSO:  3500 CW 2013-01-26 1822 PA5GU	    599 098    F6KHM	     599 29
QSO:  3500 CW 2013-01-26 1824 PA5GU	    599 099    F6FTB	     599 21
QSO:  3500 CW 2013-01-26 1825 PA5GU	    599 100    F5JVP	     599 51
QSO:  3500 CW 2013-01-26 1830 PA5GU	    599 101    F5VJC	     599 50
QSO:  3500 CW 2013-01-26 1834 PA5GU	    599 102    F5KED	     599 36
QSO:  3500 CW 2013-01-26 1835 PA5GU	    599 103    F6HDI	     599 57
QSO:  3500 CW 2013-01-26 1838 PA5GU	    599 104    F5SEP	     599 38
QSO:  3500 CW 2013-01-26 1839 PA5GU	    599 105    F8AAN	     599 33
