START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.246
CALLSIGN: UU4JDD
CONTEST: REF-CW
CLAIMED-SCORE: 5893
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLUB: Black Sea Contest Club
NAME: Max F. Yevsyukov
QSO: 21000 CW 2013-01-26 1431 UU4JDD        599 1      F8EMH         599 54           
QSO: 21000 CW 2013-01-26 1438 UU4JDD        599 2      F8DGY         599 77           
QSO: 21000 CW 2013-01-26 1444 UU4JDD        599 3      F2GL          599 89           
QSO: 21000 CW 2013-01-26 1445 UU4JDD        599 4      F6IIT         599 86           
QSO: 21000 CW 2013-01-26 1451 UU4JDD        599 5      F8KGH         599 83           
QSO: 21000 CW 2013-01-26 1452 UU4JDD        599 6      F6KNB         599 33           
QSO: 21000 CW 2013-01-26 1454 UU4JDD        599 7      F8KHO         599 51           
QSO: 21000 CW 2013-01-26 1456 UU4JDD        599 8      F6HKA         599 87           
QSO: 21000 CW 2013-01-26 1459 UU4JDD        599 9      F6HLC         599 71           
QSO: 21000 CW 2013-01-26 1512 UU4JDD        599 10     F6EAZ         599 21           
QSO: 21000 CW 2013-01-26 1559 UU4JDD        599 11     F5KMB/P       599 60           
QSO: 21000 CW 2013-01-26 1602 UU4JDD        599 12     F6DEO         599 95           
QSO: 21000 CW 2013-01-26 1613 UU4JDD        599 13     F5ROX         599 41           
QSO: 14000 CW 2013-01-26 1658 UU4JDD        599 14     F8DGY         599 77           
QSO: 14000 CW 2013-01-26 1659 UU4JDD        599 15     F5JVP         599 51           
QSO: 14000 CW 2013-01-26 1718 UU4JDD        599 16     F8UFT         599 77           
QSO: 14000 CW 2013-01-27 0726 UU4JDD        599 17     F6KHM         599 29           
QSO: 14000 CW 2013-01-27 0727 UU4JDD        599 18     TK5EP         599 2A           
QSO: 14000 CW 2013-01-27 0731 UU4JDD        599 19     F6KNB         599 33           
QSO: 14000 CW 2013-01-27 0740 UU4JDD        599 20     F5KMB/P       599 60           
QSO: 21000 CW 2013-01-27 0755 UU4JDD        599 21     F5VBU         599 66           
QSO: 14000 CW 2013-01-27 0805 UU4JDD        599 22     F6DYX         599 49           
QSO: 14000 CW 2013-01-27 0812 UU4JDD        599 23     F5NKX         599 50           
QSO: 28000 CW 2013-01-27 0816 UU4JDD        599 24     F6AUS         599 79           
QSO: 28000 CW 2013-01-27 0818 UU4JDD        599 25     F5JVP         599 51           
QSO: 28000 CW 2013-01-27 0821 UU4JDD        599 26     F6IIT         599 86           
QSO: 28000 CW 2013-01-27 0823 UU4JDD        599 27     F6GCT         599 77           
QSO: 28000 CW 2013-01-27 0824 UU4JDD        599 28     F6KHM         599 29           
QSO: 28000 CW 2013-01-27 0826 UU4JDD        599 29     F2GL          599 89           
QSO: 28000 CW 2013-01-27 0826 UU4JDD        599 30     F8KGH         599 83           
QSO: 28000 CW 2013-01-27 0855 UU4JDD        599 31     F8DRE         599 28           
QSO: 28000 CW 2013-01-27 0856 UU4JDD        599 32     F6KRK         599 78           
QSO: 28000 CW 2013-01-27 0902 UU4JDD        599 33     F6HJO/P       599 21           
QSO: 28000 CW 2013-01-27 0905 UU4JDD        599 34     F4EUN         599 83           
QSO: 28000 CW 2013-01-27 0909 UU4JDD        599 35     F8BBT         599 31           
QSO: 28000 CW 2013-01-27 0914 UU4JDD        599 36     F5OHM         599 36           
QSO: 28000 CW 2013-01-27 0916 UU4JDD        599 37     F8FSC         599 39           
QSO: 28000 CW 2013-01-27 0919 UU4JDD        599 38     F6KNB         599 33           
QSO: 28000 CW 2013-01-27 0922 UU4JDD        599 39     F6BEV         599 09           
QSO: 28000 CW 2013-01-27 0927 UU4JDD        599 40     F6HKA         599 87           
QSO: 28000 CW 2013-01-27 0929 UU4JDD        599 41     F6HDI         599 57           
QSO: 28000 CW 2013-01-27 0931 UU4JDD        599 42     F5VBT         599 38           
QSO: 28000 CW 2013-01-27 0932 UU4JDD        599 43     F6DEV         599 09           
QSO: 28000 CW 2013-01-27 0938 UU4JDD        599 44     F5KMB/P       599 60           
QSO: 28000 CW 2013-01-27 0941 UU4JDD        599 45     F8EEQ         599 59           
QSO: 28000 CW 2013-01-27 0943 UU4JDD        599 46     F5VBU         599 66           
QSO: 28000 CW 2013-01-27 0944 UU4JDD        599 47     F5OWL         599 83           
QSO: 28000 CW 2013-01-27 0948 UU4JDD        599 48     F5NKX         599 50           
QSO: 28000 CW 2013-01-27 0951 UU4JDD        599 49     F8KCF         599 74           
QSO: 28000 CW 2013-01-27 0952 UU4JDD        599 50     F6KLO         599 19           
QSO: 21000 CW 2013-01-27 0958 UU4JDD        599 51     F8DFP         599 63           
QSO: 21000 CW 2013-01-27 1000 UU4JDD        599 52     F6AUS         599 79           
QSO: 21000 CW 2013-01-27 1001 UU4JDD        599 53     F6KHM         599 29           
QSO: 28000 CW 2013-01-27 1003 UU4JDD        599 54     F4BDG         599 77           
QSO: 28000 CW 2013-01-27 1013 UU4JDD        599 55     F6FDR         599 84           
QSO: 28000 CW 2013-01-27 1018 UU4JDD        599 56     F5KLP         599 49           
QSO: 28000 CW 2013-01-27 1020 UU4JDD        599 57     F6IPQ         599 47           
QSO: 28000 CW 2013-01-27 1049 UU4JDD        599 58     F6EYB         599 40           
QSO: 28000 CW 2013-01-27 1053 UU4JDD        599 59     F6DYX         599 49           
QSO: 28000 CW 2013-01-27 1054 UU4JDD        599 60     F6HLC         599 71           
QSO: 28000 CW 2013-01-27 1056 UU4JDD        599 61     F8BPN         599 19           
QSO: 28000 CW 2013-01-27 1058 UU4JDD        599 62     F5PCV         599 62           
QSO: 28000 CW 2013-01-27 1105 UU4JDD        599 63     F8DHE         599 42           
QSO: 28000 CW 2013-01-27 1108 UU4JDD        599 64     F8UFT         599 77           
QSO: 28000 CW 2013-01-27 1117 UU4JDD        599 65     F8EZX         599 31           
QSO: 14000 CW 2013-01-27 1134 UU4JDD        599 66     TM2T          599 13           
QSO: 14000 CW 2013-01-27 1136 UU4JDD        599 67     F6FTB         599 21           
QSO: 14000 CW 2013-01-27 1148 UU4JDD        599 68     F6API         599 31           
QSO: 21000 CW 2013-01-27 1155 UU4JDD        599 69     F8UFT         599 77           
QSO: 21000 CW 2013-01-27 1259 UU4JDD        599 70     F8GGD         599 16           
QSO: 21000 CW 2013-01-27 1311 UU4JDD        599 71     TM38O         599 31           
QSO: 21000 CW 2013-01-27 1317 UU4JDD        599 72     F6CUD         599 69           
QSO: 21000 CW 2013-01-27 1321 UU4JDD        599 73     TM2T          599 13           
QSO: 21000 CW 2013-01-27 1330 UU4JDD        599 74     F6KQL         599 21           
QSO: 21000 CW 2013-01-27 1333 UU4JDD        599 75     F6KMB         599 59           
QSO: 21000 CW 2013-01-27 1337 UU4JDD        599 76     F5XX          599 81           
QSO: 21000 CW 2013-01-27 1339 UU4JDD        599 77     F5VBT         599 38           
QSO: 21000 CW 2013-01-27 1345 UU4JDD        599 78     F6BYJ         599 16           
QSO: 21000 CW 2013-01-27 1346 UU4JDD        599 79     F5OHM         599 36           
QSO: 21000 CW 2013-01-27 1353 UU4JDD        599 80     F5JFU         599 58           
QSO: 21000 CW 2013-01-27 1405 UU4JDD        599 81     F8DHE         599 42           
QSO: 14000 CW 2013-01-27 1457 UU4JDD        599 82     F8FSC         599 39           
QSO: 14000 CW 2013-01-27 1522 UU4JDD        599 83     F6KDL         599 68           
END-OF-LOG: 
