START-OF-LOG: 3.0
CREATED-BY: spcwc-ttc-public-log-downloader
CONTEST: TTC-SPCWC
CALLSIGN: SP6OS
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY: SOAB-LP
CLAIMED-SCORE: 8
OPERATORS: SP6OS
SOAPBOX: Generated from public checked-log view https://spcwc.pl/43/log/SP6OS?lang=en
SOAPBOX: QSO status/error details from the public page are not represented in Cabrillo QSO lines.
SOAPBOX: Public checked-log view reported 3 QSO rows with non-OK status.
QSO:  7037 CW 2026-07-21 1934 SP6OS         599 001    SP3CW         599 009   
QSO:  3535 CW 2026-07-21 1956 SP6OS         599 002    SP4AWE        599 034   
QSO:  7030 CW 2026-07-21 1958 SP6OS         599 003    SP5LGT        599 050   
QSO:  7036 CW 2026-07-21 2004 SP6OS         599 004    SO7NA         599 040   
QSO:  7035 CW 2026-07-21 2006 SP6OS         599 005    DM6M          599 071   
QSO:  7035 CW 2026-07-21 2007 SP6OS         599 006    UX1VE         599 059   
QSO:  7035 CW 2026-07-21 2007 SP6OS         599 007    HG5E          599 087   
QSO:  7035 CW 2026-07-21 2009 SP6OS         599 008    SQ9AOI        599 036   
QSO:  3537 CW 2026-07-21 2015 SP6OS         599 009    SP4W          599 064   
QSO:  3535 CW 2026-07-21 2017 SP6OS         599 010    SP4AWE        599 059   
QSO:  3541 CW 2026-07-21 2018 SP6OS         599 011    SN7O          599 023   
END-OF-LOG:
