START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: KH6TU
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KH6TU
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2022.
QSO:    50 DG 2022-06-11 1912 KH6TU         BL10 W7PP          DM33
QSO:    50 DG 2022-06-11 1917 KH6TU         BL10 KA6BIM        CN73
QSO:    50 DG 2022-06-11 1919 KH6TU         BL10 NJ7G          DM43
QSO:    50 DG 2022-06-11 1921 KH6TU         BL10 NC6K          DM13
QSO:    50 DG 2022-06-11 1923 KH6TU         BL10 W0XR          DM22
QSO:    50 DG 2022-06-11 1924 KH6TU         BL10 N6QQ          DM03
QSO:    50 DG 2022-06-11 1926 KH6TU         BL10 W7MRF         DM44
QSO:    50 DG 2022-06-11 1927 KH6TU         BL10 KC7V          DM33
QSO:    50 DG 2022-06-11 1928 KH6TU         BL10 W0RIC         DM33
QSO:    50 DG 2022-06-11 1928 KH6TU         BL10 W7GES         DM33
QSO:    50 RY 2022-06-11 1933 KH6TU         BL10 N7GP/R        DM35
QSO:    50 DG 2022-06-11 1943 KH6TU         BL10 K9DR          DN62
QSO:    50 DG 2022-06-11 1949 KH6TU         BL10 NG7M          DN31
QSO:    50 DG 2022-06-11 1958 KH6TU         BL10 KH6CJJ        BL10
QSO:    50 DG 2022-06-11 2057 KH6TU         BL10 WY7DT         DN74
QSO:    50 DG 2022-06-12 0225 KH6TU         BL10 WO7V          CN92
QSO:    50 DG 2022-06-12 0229 KH6TU         BL10 W7EW          CN84
QSO:    50 RY 2022-06-12 0256 KH6TU         BL10 K7CW          CN87
QSO:    50 DG 2022-06-12 0257 KH6TU         BL10 W7YAQ         CN94
END-OF-LOG:
