START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: KS3F
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KS3F
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2022.
QSO:    50 CW 2022-06-12 0125 KS3F          FN10 K3AJ          FM19
QSO:    50 PH 2022-06-12 0212 KS3F          FN10 K3ZO          FM18
QSO:    50 CW 2022-06-12 0227 KS3F          FN10 K3ZU          FM19
QSO:    50 CW 2022-06-12 0241 KS3F          FN10 K3CT          FN20
QSO:    50 DG 2022-06-12 1744 KS3F          FN10 W3IP          FM19
QSO:    50 DG 2022-06-12 1833 KS3F          FN10 W3LL          FM19
QSO:    50 DG 2022-06-12 1908 KS3F          FN10 N0UBL         EM26
QSO:    50 DG 2022-06-12 1923 KS3F          FN10 W4IY          FM08
QSO:    50 DG 2022-06-12 1932 KS3F          FN10 KS0AA         EM28
QSO:    50 DG 2022-06-12 1941 KS3F          FN10 K4SO          FM18
QSO:    50 DG 2022-06-12 1948 KS3F          FN10 N1RM          FM19
QSO:    50 DG 2022-06-12 2001 KS3F          FN10 4U1WB         FM18
QSO:    50 DG 2022-06-12 2032 KS3F          FN10 W5TRL         EM10
QSO:    50 DG 2022-06-12 2337 KS3F          FN10 CO3JA         EL93
QSO:    50 DG 2022-06-13 0002 KS3F          FN10 CO3VR         EL93
QSO:    50 DG 2022-06-13 0008 KS3F          FN10 K8GP          FM09
QSO:    50 DG 2022-06-13 0040 KS3F          FN10 WO7V          CN92
QSO:    50 DG 2022-06-13 0044 KS3F          FN10 N1XK          EN32
QSO:    50 RY 2022-06-13 0048 KS3F          FN10 AA7EA         CN85
END-OF-LOG:
