START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: OS8A
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OS8A
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2022.
QSO:    50 DG 2022-06-12 1337 OS8A          JO20 W2YR          FN20
QSO:    50 DG 2022-06-12 1342 OS8A          JO20 K3MD          FN10
QSO:    50 DG 2022-06-12 1351 OS8A          JO20 N1YCQ         FN41
QSO:    50 DG 2022-06-12 1355 OS8A          JO20 K1DAT         FN41
QSO:    50 DG 2022-06-12 1356 OS8A          JO20 VE3DZ         FN03
QSO:    50 DG 2022-06-12 1359 OS8A          JO20 N3MK          FM27
QSO:    50 DG 2022-06-12 1400 OS8A          JO20 KZ2I          FM29
QSO:    50 DG 2022-06-12 1405 OS8A          JO20 AI3Z          FM19
QSO:    50 DG 2022-06-12 1410 OS8A          JO20 KC8YDS        EN91
QSO:    50 DG 2022-06-12 1427 OS8A          JO20 W3TI          FN20
QSO:    50 DG 2022-06-12 1428 OS8A          JO20 KB4BKV        FM19
QSO:    50 DG 2022-06-12 1432 OS8A          JO20 WO2T          FN20
QSO:    50 DG 2022-06-12 1437 OS8A          JO20 WA2FZW        FN20
QSO:    50 DG 2022-06-12 1438 OS8A          JO20 W1HNZ         FN42
QSO:    50 DG 2022-06-12 1441 OS8A          JO20 N4MM          FM09
QSO:    50 DG 2022-06-12 1453 OS8A          JO20 N3NGE         FN20
QSO:    50 DG 2022-06-12 1456 OS8A          JO20 K3IFL         FN10
QSO:    50 DG 2022-06-12 1456 OS8A          JO20 N2NT          FN20
QSO:    50 DG 2022-06-12 1849 OS8A          JO20 W5PR          EL29
END-OF-LOG:
