START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: N1KW
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N1KW
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2022.
QSO:    50 CW 2022-06-12 0005 N1KW          EN61 VE5MX         DN89
QSO:    50 CW 2022-06-12 0225 N1KW          EN61 WB9UGX        EN61
QSO:    50 CW 2022-06-12 1714 N1KW          EN61 N5EP          EN51
QSO:    50 CW 2022-06-13 0023 N1KW          EN61 W1AN          FN41
QSO:    50 CW 2022-06-13 0024 N1KW          EN61 VE9AA         FN66
QSO:    50 CW 2022-06-13 0025 N1KW          EN61 N5XZ          EL29
QSO:    50 CW 2022-06-13 0026 N1KW          EN61 K1TR          FN42
QSO:    50 CW 2022-06-13 0027 N1KW          EN61 AA3B          FN20
QSO:    50 CW 2022-06-13 0028 N1KW          EN61 AJ1G          FN41
QSO:    50 PH 2022-06-13 0138 N1KW          EN61 WZ5M          EM40
QSO:    50 PH 2022-06-13 0139 N1KW          EN61 K4PV          EM60
QSO:    50 PH 2022-06-13 0140 N1KW          EN61 K1TO          EL87
QSO:    50 PH 2022-06-13 0141 N1KW          EN61 AJ6T          EM66
QSO:    50 PH 2022-06-13 0141 N1KW          EN61 W4NH          EM84
QSO:    50 PH 2022-06-13 0142 N1KW          EN61 AA4ZZ         EM96
QSO:    50 PH 2022-06-13 0142 N1KW          EN61 W4ATL         EM73
QSO:    50 PH 2022-06-13 0143 N1KW          EN61 AG4W          EM64
QSO:    50 PH 2022-06-13 0144 N1KW          EN61 N4OGW         EM53
QSO:    50 PH 2022-06-13 0145 N1KW          EN61 K3DNE         EM94
QSO:    50 PH 2022-06-13 0146 N1KW          EN61 AC4G          EM65
END-OF-LOG:
