START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: 4U1UN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: 4U1UN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2022.
QSO:    50 DG 2022-06-11 1857 4U1UN         FM18 N4MM          FM09
QSO:    50 DG 2022-06-12 1221 4U1UN         FN30 WA2FZW        FN20
QSO:    50 DG 2022-06-12 1439 4U1UN         FN30 W2LV          FN21
QSO:    50 DG 2022-06-12 1442 4U1UN         FN30 KC2WUF        FN20
QSO:    50 PH 2022-06-12 1444 4U1UN         FN30 N3ITT         FN20
QSO:    50 RY 2022-06-12 1445 4U1UN         FN30 K1TEO         FN31
QSO:    50 DG 2022-06-12 1450 4U1UN         FN30 WA2VNV        FN30
QSO:    50 RY 2022-06-12 1457 4U1UN         FN30 KE1R          FN31
QSO:    50 DG 2022-06-12 1512 4U1UN         FN30 N3NGE         FN20
QSO:    50 DG 2022-06-12 1521 4U1UN         FN30 N2NT          FN20
QSO:    50 DG 2022-06-12 1525 4U1UN         FN30 W2SZ          FN32
QSO:    50 DG 2022-06-12 1532 4U1UN         FN30 W2YR          FN20
QSO:    50 DG 2022-06-12 1536 4U1UN         FN30 KC2TN         FM29
QSO:    50 DG 2022-06-12 1542 4U1UN         FN30 W2BVH         FN20
QSO:    50 DG 2022-06-12 1904 4U1UN         FN30 AD4ES         EL98
QSO:    50 RY 2022-06-12 1919 4U1UN         FN30 N2AXX         FN21
QSO:    50 DG 2022-06-12 1944 4U1UN         FN30 W2LV          FN21
END-OF-LOG:
