START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: N9SD
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N9SD
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2022.
QSO:    50 DG 2022-06-12 2208 N9SD          EN52 W9XT          EN53
QSO:    50 DG 2022-06-13 0133 N9SD          EN52 AA4DD         EM86
QSO:    50 DG 2022-06-13 0138 N9SD          EN52 K0BJ          DM99
QSO:    50 DG 2022-06-13 0140 N9SD          EN52 KF6JEP        EM64
QSO:    50 DG 2022-06-13 0142 N9SD          EN52 N0POH         DM79
QSO:    50 RY 2022-06-13 0148 N9SD          EN52 W7KK          DN45
QSO:    50 DG 2022-06-13 0150 N9SD          EN52 W0KI          DM79
QSO:    50 DG 2022-06-13 0150 N9SD          EN52 WT0DX         DM79
QSO:    50 RY 2022-06-13 0151 N9SD          EN52 KD7UO         CN87
QSO:    50 RY 2022-06-13 0202 N9SD          EN52 NN5SD         DN84
QSO:    50 DG 2022-06-13 0206 N9SD          EN52 W5LO          EM03
QSO:    50 DG 2022-06-13 0207 N9SD          EN52 K3NT          EM13
QSO:    50 DG 2022-06-13 0207 N9SD          EN52 K3NT          EM13
QSO:    50 DG 2022-06-13 0208 N9SD          EN52 AB0S          EM09
QSO:    50 RY 2022-06-13 0209 N9SD          EN52 WA2JQZ        DM78
QSO:    50 DG 2022-06-13 0213 N9SD          EN52 WD5G          EM15
QSO:    50 DG 2022-06-13 0215 N9SD          EN52 WB0TEV        EM13
QSO:    50 DG 2022-06-13 0219 N9SD          EN52 AA5KD         EM15
END-OF-LOG:
