START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: KR1A
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KR1A
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2022.
QSO:    50 PH 2022-06-11 1931 KR1A          FN42 W2SZ          FN32
QSO:    50 PH 2022-06-11 1939 KR1A          FN42 K1KG          FN42
QSO:    50 PH 2022-06-11 1940 KR1A          FN42 AC1J          FN42
QSO:    50 PH 2022-06-11 1946 KR1A          FN42 AF1R/R        FN42
QSO:    50 PH 2022-06-11 2331 KR1A          FN42 K4WI          EM62
QSO:    50 PH 2022-06-11 2335 KR1A          FN42 KG9AP         EM59
QSO:    50 PH 2022-06-12 0250 KR1A          FN42 N4JDB         EM64
QSO:    50 PH 2022-06-12 0255 KR1A          FN42 N4OGW         EM53
QSO:    50 PH 2022-06-12 2047 KR1A          FN42 WA1PBU        FN42
QSO:    50 PH 2022-06-12 2257 KR1A          FN42 K1TO          EL87
QSO:    50 PH 2022-06-12 2323 KR1A          FN42 K2DRH         EN41
QSO:    50 PH 2022-06-12 2326 KR1A          FN42 W9XA          EN51
QSO:    50 PH 2022-06-12 2333 KR1A          FN42 N9EAT         EN41
QSO:    50 PH 2022-06-12 2338 KR1A          FN42 N4SV          EN61
QSO:    50 PH 2022-06-12 2340 KR1A          FN42 NV9L          EN60
QSO:    50 PH 2022-06-12 2341 KR1A          FN42 WD9EXD        EM57
QSO:    50 PH 2022-06-12 2348 KR1A          FN42 W9VW          EM79
QSO:    50 PH 2022-06-12 2350 KR1A          FN42 N9XG          EN60
QSO:    50 PH 2022-06-12 2355 KR1A          FN42 K5OF          FM14
END-OF-LOG:
