START-OF-LOG: 3.0
CALLSIGN: DF6YC
CLAIMED-SCORE: 23760
CLUB:
CREATED-BY: MixW 3.1.1
NAME: Michael Funk
OPERATORS: DF6YC
SOAPBOX: nice Contest, good conditions, but at least a non rotating beam,
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CONTEST: CQ-WPX-RTTY
CATEGORY-OVERLAY: 
QSO:  3568 RY 2013-02-09 0625 DF6YC         599 001    DR7B          599 212    0
QSO:  3578 RY 2013-02-09 0637 DF6YC         599 002    DL4ME         599 047    0
QSO:  3580 RY 2013-02-09 0641 DF6YC         599 003    SP3DOF        599 047    0
QSO:  3584 RY 2013-02-09 0659 DF6YC         599 004    DC6RI         599 044    0
QSO:  3587 RY 2013-02-09 0709 DF6YC         599 005    DM7C          599 352    0
QSO:  7063 RY 2013-02-09 0810 DF6YC         599 006    DL4RCK        599 286    0
QSO:  7049 RY 2013-02-09 0811 DF6YC         599 007    HB5DHG        599 216    0
QSO:  7049 RY 2013-02-09 0814 DF6YC         599 008    DL9YAJ        599 254    0
QSO:  7051 RY 2013-02-09 0816 DF6YC         599 009    PD0RXP        599 040    0
QSO:  7051 RY 2013-02-09 0818 DF6YC         599 010    PD7BZ         599 109    0
QSO:  7051 RY 2013-02-09 0819 DF6YC         599 011    DF1IAQ        599 110    0
QSO:  7053 RY 2013-02-09 0824 DF6YC         599 012    OH2K          599 177    0
QSO:  7053 RY 2013-02-09 0826 DF6YC         599 013    ON5GQ         599 020    0
QSO:  7054 RY 2013-02-09 0827 DF6YC         599 014    DJ3NG         599 168    0
QSO:  7054 RY 2013-02-09 0828 DF6YC         599 015    DL5YM         599 061    0
QSO:  7056 RY 2013-02-09 0830 DF6YC         599 016    DF9GR         599 241    0
QSO:  7056 RY 2013-02-09 0832 DF6YC         599 017    DL4ME         599 118    0
QSO: 21074 RY 2013-02-09 0841 DF6YC         599 018    RA3GZ         599 102    0
QSO: 21079 RY 2013-02-09 0848 DF6YC         599 019    RK2A          599 117    0
QSO: 21080 RY 2013-02-09 0852 DF6YC         599 020    A60A          599 320    0
QSO: 21080 RY 2013-02-09 0854 DF6YC         599 021    EN1C          599 076    0
QSO: 21081 RY 2013-02-09 0857 DF6YC         599 022    UA3PT         599 158    0
QSO: 21082 RY 2013-02-09 0859 DF6YC         599 023    UX5IO         599 199    0
QSO: 21111 RY 2013-02-09 0903 DF6YC         599 024    VU2NKS        599 120    0
QSO: 21082 RY 2013-02-09 0912 DF6YC         599 025    UA3RF         599 191    0
QSO: 21083 RY 2013-02-09 0923 DF6YC         599 026    UY8IF         599 130    0
QSO: 28090 RY 2013-02-09 0928 DF6YC         599 027    RG9A          599 903    0
QSO: 28087 RY 2013-02-09 0930 DF6YC         599 028    RX6BS         599 030    0
QSO: 14073 RY 2013-02-09 0935 DF6YC         599 029    UW5U          599 103    0
QSO: 14074 RY 2013-02-09 0936 DF6YC         599 030    RA2FB         599 008    0
QSO: 14078 RY 2013-02-09 0939 DF6YC         599 031    OM3KAG        599 73     0
QSO: 14079 RY 2013-02-09 0942 DF6YC         599 032    LZ3FDAY       599 487    0
QSO: 14083 RY 2013-02-09 0947 DF6YC         599 033    WW4LL         599 616    0
QSO: 21127 RY 2013-02-09 0953 DF6YC         599 034    UA3QJJ        599 163    0
QSO: 21126 RY 2013-02-09 0954 DF6YC         599 035    EA8CNB        599 306    0
QSO: 21128 RY 2013-02-09 0956 DF6YC         599 036    UA0SR         599 271    0
QSO: 21129 RY 2013-02-09 0957 DF6YC         599 037    4Z5CP         599 058    0
QSO: 21130 RY 2013-02-09 1001 DF6YC         599 038    ZZ2T          599 398    0
QSO: 21084 RY 2013-02-09 1154 DF6YC         599 039    UT7E          599 541    0
QSO: 14080 RY 2013-02-09 1204 DF6YC         599 040    SV2HTI        599 032    0
QSO: 14085 RY 2013-02-09 1208 DF6YC         599 041    IK1UGX        599 164    0
QSO: 14087 RY 2013-02-09 1238 DF6YC         599 042    R3QN          599 158    0
QSO: 21126 RY 2013-02-09 1423 DF6YC         599 043    XE2FGC        599 308    0
QSO: 21084 RY 2013-02-09 1429 DF6YC         599 044    K4GMH         599 1233   0
QSO: 21086 RY 2013-02-09 1431 DF6YC         599 045    WW4LL         599 910    0
QSO: 21089 RY 2013-02-09 1439 DF6YC         599 046    R7LV          599 588    0
QSO: 21090 RY 2013-02-09 1443 DF6YC         599 047    VE3FJB        599 470    0
QSO: 21092 RY 2013-02-09 1450 DF6YC         599 048    EA7HY         599 012    0
