START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CLAIMED-SCORE: 9256
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
LOCATION: DX
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
SOAPBOX: The actual maximum power output used is 5 watts.
QSO:  7036 RY 2013-02-09 1639 JN3DMJ        599 0001   RW0A          599 0415
QSO:  7039 RY 2013-02-09 1648 JN3DMJ        599 0002   R0FA          599 0546
QSO: 21088 RY 2013-02-10 0108 JN3DMJ        599 0003   KU6W          599 0819
QSO: 21097 RY 2013-02-10 0113 JN3DMJ        599 0004   VE7SV         599 0625
QSO: 21098 RY 2013-02-10 0116 JN3DMJ        599 0005   K6TU          599 0752
QSO: 21107 RY 2013-02-10 0120 JN3DMJ        599 0006   N6ML          599 0673
QSO: 21121 RY 2013-02-10 0123 JN3DMJ        599 0007   DX1J          599 0647
QSO: 21080 RY 2013-02-10 0126 JN3DMJ        599 0008   BV1EK         599 0568
QSO: 21087 RY 2013-02-10 0130 JN3DMJ        599 0009   AG1RL         599 0839
QSO: 21089 RY 2013-02-10 0138 JN3DMJ        599 0010   BD3CB         599 0363
QSO: 28086 RY 2013-02-10 0205 JN3DMJ        599 0011   DU3/N0QM      599 0400
QSO: 28088 RY 2013-02-10 0209 JN3DMJ        599 0012   VK3TDX        599 0554
QSO: 28090 RY 2013-02-10 0212 JN3DMJ        599 0013   VK3VT         599 0192
QSO: 21087 RY 2013-02-10 0221 JN3DMJ        599 0014   YE1K          599 0407
QSO: 28096 RY 2013-02-10 0229 JN3DMJ        599 0015   DV1JM         599 0351
QSO: 21084 RY 2013-02-10 0235 JN3DMJ        599 0016   YB4IR         599 0277
QSO: 21085 RY 2013-02-10 0241 JN3DMJ        599 0017   RA0ACM        599 0362
QSO: 21088 RY 2013-02-10 0245 JN3DMJ        599 0018   UA9UDX        599 0301
QSO: 21089 RY 2013-02-10 0251 JN3DMJ        599 0019   R0QA          599 0333
QSO: 21095 RY 2013-02-10 0257 JN3DMJ        599 0020   UA0AYA        599 0979
QSO: 21099 RY 2013-02-10 0304 JN3DMJ        599 0021   UK7AZ         599 0252
QSO: 21100 RY 2013-02-10 0311 JN3DMJ        599 0022   BG4GFF        599 0155
QSO: 21082 RY 2013-02-10 0404 JN3DMJ        599 0023   VR2XMT        599 0063
QSO: 21095 RY 2013-02-10 0424 JN3DMJ        599 0024   UA0C          599 0403
QSO: 21084 RY 2013-02-10 0430 JN3DMJ        599 0025   RV9JR         599 0530
QSO: 21088 RY 2013-02-10 0435 JN3DMJ        599 0026   RK9UC         599 0411
QSO: 21091 RY 2013-02-10 0438 JN3DMJ        599 0027   R7LV          599 0698
QSO: 21096 RY 2013-02-10 0444 JN3DMJ        599 0028   UA4WAU        599 0977
QSO: 21099 RY 2013-02-10 0449 JN3DMJ        599 0029   RA9SGV        599 0400
QSO: 14084 RY 2013-02-10 0455 JN3DMJ        599 0030   DV1JM         599 0401
QSO: 21076 RY 2013-02-10 0613 JN3DMJ        599 0031   ZL1G          599 0566
QSO: 21076 RY 2013-02-10 0617 JN3DMJ        599 0032   RW0A          599 0680
QSO: 21082 RY 2013-02-10 0625 JN3DMJ        599 0033   UA5C          599 1983
QSO: 21085 RY 2013-02-10 0635 JN3DMJ        599 0034   9A1A          599 0859
QSO: 21097 RY 2013-02-10 0703 JN3DMJ        599 0035   OH7UE         599 0086
QSO: 21108 RY 2013-02-10 0737 JN3DMJ        599 0036   9A5Y          599 0785
QSO: 21109 RY 2013-02-10 0744 JN3DMJ        599 0037   HA5PT         599 0627
QSO: 21113 RY 2013-02-10 0757 JN3DMJ        599 0038   OG8X          599 1407
QSO: 14085 RY 2013-02-10 0953 JN3DMJ        599 0039   VK4IU         599 0234
QSO:  7033 RY 2013-02-10 1110 JN3DMJ        599 0040   RA9DF         599 0671
QSO:  7043 RY 2013-02-10 1132 JN3DMJ        599 0041   N6MA          599 0686
QSO:  7030 RY 2013-02-10 1238 JN3DMJ        599 0042   K7ZS          599 1108
QSO:  3522 RY 2013-02-10 1301 JN3DMJ        599 0043   JF1OPL        599 0676
QSO:  3523 RY 2013-02-10 1305 JN3DMJ        599 0044   JA2FSM        599 0614
QSO:  7036 RY 2013-02-10 1319 JN3DMJ        599 0045   K6TU          599 1026
QSO:  3524 RY 2013-02-10 1334 JN3DMJ        599 0046   JA1BNW        599 0361
QSO:  3525 RY 2013-02-10 1338 JN3DMJ        599 0047   JA1XRH        599 0274
QSO:  3524 RY 2013-02-10 1341 JN3DMJ        599 0048   JH4UTP        599 1004
QSO:  3522 RY 2013-02-10 1345 JN3DMJ        599 0049   JS3CTQ        599 1374
QSO:  3525 RY 2013-02-10 1350 JN3DMJ        599 0050   JL3JRY        599 0409
QSO:  3526 RY 2013-02-10 1354 JN3DMJ        599 0051   JJ1NYH        599 0457
QSO:  7000 RY 2013-02-10 1448 JN3DMJ        599 0052   JA7BME        599 0341
QSO:  3527 RY 2013-02-10 1509 JN3DMJ        599 0053   JA1BJI        599 0636
QSO:  3527 RY 2013-02-10 1512 JN3DMJ        599 0054   JH8KYU/1      599 0667
QSO:  7030 RY 2013-02-10 1521 JN3DMJ        599 0055   JR7IWL        599 0283
QSO: 21100 RY 2013-02-10 2254 JN3DMJ        599 0056   W7OM          599 0461
QSO: 21080 RY 2013-02-10 2312 JN3DMJ        599 0057   N6QQ          599 0827
QSO: 21086 RY 2013-02-10 2319 JN3DMJ        599 0058   VE7IO         599 1150
QSO: 21086 RY 2013-02-10 2321 JN3DMJ        599 0059   AL9A          599 1147
QSO: 21090 RY 2013-02-10 2325 JN3DMJ        599 0060   DU1IVT        599 0090
QSO: 21094 RY 2013-02-10 2330 JN3DMJ        599 0061   N7AT          599 1245
QSO: 21108 RY 2013-02-10 2340 JN3DMJ        599 0062   NY6C          599 0182
QSO: 21115 RY 2013-02-10 2350 JN3DMJ        599 0063   K0KX          599 1064
QSO: 21122 RY 2013-02-10 2357 JN3DMJ        599 0064   AC4CA         599 0827
END-OF-LOG:
