START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: OK2BRS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OK2BRS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2020.
QSO:  7070 CW 2020-05-30 0352 OK2BRS        599 W9RE          599 457
QSO:  7067 CW 2020-05-30 0353 OK2BRS        599 002 DK2OY         599 0317
QSO:  7065 CW 2020-05-30 0354 OK2BRS        599 0003 DK5KK         599 0363
QSO:  7058 CW 2020-05-30 0356 OK2BRS        599 0004 SE5E          599 0473
QSO:  7059 CW 2020-05-30 0357 OK2BRS        599 0005 I2IFT         599 0341
QSO:  7056 CW 2020-05-30 0400 OK2BRS        599 0006 EB5A          599 0487
QSO:  7052 CW 2020-05-30 0402 OK2BRS        599 0007 S50G          599 0608
QSO:  7027 CW 2020-05-30 0407 OK2BRS        599 008 YT9X          599 0215
QSO:  7024 CW 2020-05-30 0409 OK2BRS        599 0009 S55T          599 0497
QSO:  7022 CW 2020-05-30 0412 OK2BRS        599 0010 N6AR          599 0437
QSO:  7014 CW 2020-05-30 0413 OK2BRS        599 0011 S57Q          599 0251
QSO:  7006 CW 2020-05-30 0416 OK2BRS        599 0012 N5DX          599 0753
QSO:  7003 CW 2020-05-30 0418 OK2BRS        599 013 WM3T          599 607
QSO:  7006 CW 2020-05-30 0420 OK2BRS        599 014 LX20I         599 0556
QSO:  7007 CW 2020-05-30 0424 OK2BRS        599 0015 WW1X          599 0535
QSO:  7000 CW 2020-05-30 0427 OK2BRS        599 0016 LZ1EV         599 0506
QSO:  7014 CW 2020-05-30 0428 OK2BRS        599 17 LY5E          599 415
QSO:  7015 CW 2020-05-30 0508 OK2BRS        599 018 NU5A          599 0762
QSO:  7016 CW 2020-05-30 0510 OK2BRS        599 020 HG3R          599 0641
QSO:  7016 CW 2020-05-30 0510 OK2BRS        599 0019 OG7A          599 0348
QSO:  7022 CW 2020-05-30 0511 OK2BRS        599 0021 9A1AA         599 0429
QSO:  7027 CW 2020-05-30 0513 OK2BRS        599 0022 HB5E          599 0504
QSO:  7028 CW 2020-05-30 0514 OK2BRS        599 0023 9A5Y          599 0708
QSO:  7032 CW 2020-05-30 0517 OK2BRS        599 0025 IO3A          599 0024
QSO:  7033 CW 2020-05-30 0519 OK2BRS        599 26 HG1A          599 529
QSO:  7035 CW 2020-05-30 0520 OK2BRS        599 0027 VE3JM         599 0621
QSO:  7004 CW 2020-05-30 0521 OK2BRS        599 0028 IK0YVV        599 0259
QSO:  7037 CW 2020-05-30 0522 OK2BRS        599 029 OZ7A          599 0673
QSO:  7040 CW 2020-05-30 0523 OK2BRS        599 0030 S57C          599 0407
QSO:  7040 CW 2020-05-30 0525 OK2BRS        599 0031 UB7K          599 0864
QSO:  7049 CW 2020-05-30 0527 OK2BRS        599 032 LZ9W          599 0582
QSO:  7052 CW 2020-05-30 0528 OK2BRS        599 0033 E77W          599 0546
QSO:  7053 CW 2020-05-30 0528 OK2BRS        599 0034 I2VXJ         599 0467
QSO:  7055 CW 2020-05-30 0529 OK2BRS        599 0035 UW7LL         599 0522
QSO:  7061 CW 2020-05-30 0529 OK2BRS        599 0036 E70T          599 0674
QSO:  7063 CW 2020-05-30 0530 OK2BRS        599 0037 LN8W          599 0433
QSO:  7066 CW 2020-05-30 0531 OK2BRS        599 0038 K1ZZ          599 0661
QSO:  7066 CW 2020-05-30 0533 OK2BRS        599 039 ES7GM         599 0597
QSO:  7000 CW 2020-05-30 0535 OK2BRS        599 041 II2S          599 728
QSO:  7001 CW 2020-05-30 0537 OK2BRS        599 042 DL6FBL        599 0860
QSO:  7008 CW 2020-05-30 0538 OK2BRS        599 043 YT5A          599 0669
QSO:  7014 CW 2020-05-30 0539 OK2BRS        599 0044 9A7A          599 0865
QSO:  7014 CW 2020-05-30 0540 OK2BRS        599 0045 HB9FKK        599 0008
QSO:  7017 CW 2020-05-30 0544 OK2BRS        599 0046 Z35T          599 0386
QSO:  7020 CW 2020-05-30 0545 OK2BRS        599 47 S53MM         599 835
QSO:  7023 CW 2020-05-30 0546 OK2BRS        599 0048 IO6A          599 0402
QSO:  3530 CW 2020-05-30 0549 OK2BRS        599 049 YT5A          599 0442
QSO:  7024 CW 2020-05-30 0610 OK2BRS        599 0050 HB9ON         599 0564
