START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: 5W1SA
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 40M
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 591630
NAME: Atsu
OPERATORS: 5W1SA
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7342.0
QSO: 21000 CW 2018-11-24 0031 5W1SA         599 32     VR2EH         599 24
QSO: 21000 CW 2018-11-24 0032 5W1SA         599 32     AH2R          599 27
QSO: 21000 CW 2018-11-24 0032 5W1SA         599 32     JH5FIS        599 25
QSO: 21000 CW 2018-11-24 0033 5W1SA         599 32     ZM2B          599 32
QSO: 21000 CW 2018-11-24 0033 5W1SA         599 32     JL1EET        599 25
QSO: 21000 CW 2018-11-24 0034 5W1SA         599 32     JA5DQH        599 25
QSO: 21000 CW 2018-11-24 0034 5W1SA         599 32     JA3YBK        599 25
QSO: 21000 CW 2018-11-24 0034 5W1SA         599 32     NH2DX         599 27
QSO: 21000 CW 2018-11-24 0035 5W1SA         599 32     JG3IBG        599 25
QSO: 21000 CW 2018-11-24 0035 5W1SA         599 32     JF7PHE        599 25
QSO: 21000 CW 2018-11-24 0036 5W1SA         599 32     JF3EIG        599 25
QSO: 21000 CW 2018-11-24 0037 5W1SA         599 32     W6TK          599 03
QSO: 21000 CW 2018-11-24 0039 5W1SA         599 32     YE2A          599 28
QSO: 21000 CW 2018-11-24 0040 5W1SA         599 32     JH7XGN        599 25
QSO: 21000 CW 2018-11-24 0041 5W1SA         599 32     B4T           599 24
QSO: 21000 CW 2018-11-24 0041 5W1SA         599 32     KI6RRN        599 03
QSO: 21000 CW 2018-11-24 0042 5W1SA         599 32     9M6NA         599 28
QSO: 21000 CW 2018-11-24 0042 5W1SA         599 32     JA1YPA        599 25
QSO: 21000 CW 2018-11-24 0043 5W1SA         599 32     JA6BXA        599 25
QSO: 21000 CW 2018-11-24 0045 5W1SA         599 32     JA7IL         599 25
QSO: 21000 CW 2018-11-24 0046 5W1SA         599 32     YB0NSI        599 28
QSO: 21000 CW 2018-11-24 0046 5W1SA         599 32     PS2T          599 11
QSO: 21000 CW 2018-11-24 0047 5W1SA         599 32     JR3JFZ        599 25
QSO: 21000 CW 2018-11-24 0047 5W1SA         599 32     JA5FDJ        599 25
QSO: 21000 CW 2018-11-24 0048 5W1SA         599 32     ZL2RX         599 32
QSO: 21000 CW 2018-11-24 0048 5W1SA         599 32     JM1NKT        599 25
QSO: 21000 CW 2018-11-24 0049 5W1SA         599 32     JR8NOD        599 25
QSO: 21000 CW 2018-11-24 0050 5W1SA         599 32     JE2YRB        599 25
QSO: 21000 CW 2018-11-24 0050 5W1SA         599 32     VR2FUN        599 24
QSO: 21000 CW 2018-11-24 0051 5W1SA         599 32     JH1SJN        599 25
QSO: 21000 CW 2018-11-24 0051 5W1SA         599 32     RT0C          599 19
QSO: 21000 CW 2018-11-24 0051 5W1SA         599 32     K6NA          599 03
QSO: 21000 CW 2018-11-24 0051 5W1SA         599 32     JA3RNZ        599 25
QSO: 21000 CW 2018-11-24 0052 5W1SA         599 32     JG3GMG        599 25
QSO: 21000 CW 2018-11-24 0053 5W1SA         599 32     JH9KVF        599 25
QSO: 21000 CW 2018-11-24 0053 5W1SA         599 32     JL3MCM        599 25
QSO: 21000 CW 2018-11-24 0053 5W1SA         599 32     JH1FSF        599 25
QSO: 21000 CW 2018-11-24 0054 5W1SA         599 32     JH1BNC        599 25
QSO: 21000 CW 2018-11-24 0054 5W1SA         599 32     JH1RRP        599 25
QSO: 21000 CW 2018-11-24 0056 5W1SA         599 32     JQ1VDJ        599 25
QSO: 21000 CW 2018-11-24 0056 5W1SA         599 32     JP1IXV        599 25
QSO: 21000 CW 2018-11-24 0057 5W1SA         599 32     JA1BJI        599 25
QSO: 21000 CW 2018-11-24 0057 5W1SA         599 32     N6RM          599 03
QSO: 21000 CW 2018-11-24 0057 5W1SA         599 32     JA1CJP        599 25
QSO: 21000 CW 2018-11-24 0057 5W1SA         599 32     JA1XUN        599 25
QSO: 21000 CW 2018-11-24 0058 5W1SA         599 32     K6XX          599 03
QSO: 21000 CW 2018-11-24 0059 5W1SA         599 32     JQ1NGT        599 25
QSO: 21000 CW 2018-11-24 0059 5W1SA         599 32     JA2OLJ        599 25
QSO: 21000 CW 2018-11-24 0101 5W1SA         599 32     JE4CIL        599 25
QSO: 21000 CW 2018-11-24 0101 5W1SA         599 32     JA2VHO        599 25
QSO: 21000 CW 2018-11-24 0101 5W1SA         599 32     JA7ZFN        599 25
QSO: 21000 CW 2018-11-24 0102 5W1SA         599 32     JR1IJV        599 25
QSO: 21000 CW 2018-11-24 0104 5W1SA         599 32     JA1AHS        599 25
QSO: 21000 CW 2018-11-24 0105 5W1SA         599 32     JM1BKZ        599 25
QSO: 21000 CW 2018-11-24 0106 5W1SA         599 32     JR3EOI        599 25
QSO: 21000 CW 2018-11-24 0107 5W1SA         599 32     JA3HU         599 25
QSO: 21000 CW 2018-11-24 0107 5W1SA         599 32     JK2RCP        599 25
QSO: 21000 CW 2018-11-24 0108 5W1SA         599 32     JH7VHZ        599 25
QSO: 21000 CW 2018-11-24 0109 5W1SA         599 32     JF3BFS        599 25
QSO: 21000 CW 2018-11-24 0111 5W1SA         599 32     JI1HNC        599 25
QSO: 21000 CW 2018-11-24 0111 5W1SA         599 32     JR4CZM        599 25
QSO: 21000 CW 2018-11-24 0113 5W1SA         599 32     JA3JRI        599 25
QSO: 21000 CW 2018-11-24 0113 5W1SA         599 32     JS3CTQ        599 25
QSO: 21000 CW 2018-11-24 0114 5W1SA         599 32     ZL3GA         599 32
QSO: 21000 CW 2018-11-24 0114 5W1SA         599 32     JE2PCY        599 25
QSO: 21000 CW 2018-11-24 0114 5W1SA         599 32     JS1KKY        599 25
QSO: 21000 CW 2018-11-24 0115 5W1SA         599 32     YF7SPN        599 28
QSO: 21000 CW 2018-11-24 0116 5W1SA         599 32     JA7RPC        599 25
QSO: 21000 CW 2018-11-24 0116 5W1SA         599 32     JH1EIG        599 25
QSO: 21000 CW 2018-11-24 0118 5W1SA         599 32     JA1BPA        599 25
