START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: YO4SI
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 203322
NAME: Mircea Rucareanu
OPERATORS: YO4SI
CLUB: CSM Craiova
CERTIFICATE: NO
CREATED-BY: N1MM Logger V13.7.2
SOAPBOX: RIG: TS-450SAT 100 W: ANT: FD4 & LW 41m
QSO: 21000 CW 2018-11-24 1100 YO4SI         599 20     G3DR          599 14
QSO: 21000 CW 2018-11-24 1100 YO4SI         599 20     TM3R          599 14
QSO: 21000 CW 2018-11-24 1103 YO4SI         599 20     A92GE         599 21
QSO: 21000 CW 2018-11-24 1105 YO4SI         599 20     M7W           599 14
QSO: 21000 CW 2018-11-24 1106 YO4SI         599 20     RT6A          599 16
QSO: 21000 CW 2018-11-24 1107 YO4SI         599 20     UA9R          599 17
QSO: 21000 CW 2018-11-24 1108 YO4SI         599 20     DF0HQ         599 14
QSO: 21000 CW 2018-11-24 1109 YO4SI         599 20     GM4Z          599 14
QSO: 21000 CW 2018-11-24 1110 YO4SI         599 20     G3V           599 14
QSO: 21000 CW 2018-11-24 1111 YO4SI         599 20     G9W           599 14
QSO: 21000 CW 2018-11-24 1113 YO4SI         599 20     G4RGK         599 14
QSO: 21000 CW 2018-11-24 1114 YO4SI         599 20     G4R           599 14
QSO: 21000 CW 2018-11-24 1114 YO4SI         599 20     CR5E          599 14
QSO: 21000 CW 2018-11-24 1115 YO4SI         599 20     RF9C          599 17
QSO: 28000 CW 2018-11-24 1118 YO4SI         599 20     DR4A          599 14
QSO: 21000 CW 2018-11-24 1126 YO4SI         599 20     UN9L          599 17
QSO: 21000 CW 2018-11-24 1128 YO4SI         599 20     5P8X          599 14
QSO: 21000 CW 2018-11-24 1129 YO4SI         599 20     EA1DAV        599 14
QSO: 21000 CW 2018-11-24 1131 YO4SI         599 20     TM6M          599 14
QSO: 21000 CW 2018-11-24 1134 YO4SI         599 20     G5O           599 14
QSO: 21000 CW 2018-11-24 1136 YO4SI         599 20     RM9A          599 17
QSO: 21000 CW 2018-11-24 1137 YO4SI         599 20     DR4U          599 14
QSO: 21000 CW 2018-11-24 1139 YO4SI         599 20     2E0CVN        599 14
QSO: 21000 CW 2018-11-24 1140 YO4SI         599 20     GM2V          599 14
QSO: 21000 CW 2018-11-24 1142 YO4SI         599 20     DL4HG         599 14
QSO: 21000 CW 2018-11-24 1143 YO4SI         599 20     M0HMJ         599 14
QSO: 21000 CW 2018-11-24 1228 YO4SI         599 20     CN3A          599 33
QSO: 21000 CW 2018-11-24 1229 YO4SI         599 20     EC2DX         599 14
QSO: 14000 CW 2018-11-24 1234 YO4SI         599 20     K1VMT         599 05
QSO: 14000 CW 2018-11-24 1235 YO4SI         599 20     N2RJ          599 05
QSO: 14000 CW 2018-11-24 1237 YO4SI         599 20     N1MM          599 05
QSO: 14000 CW 2018-11-24 1238 YO4SI         599 20     K2LE          599 05
QSO: 14000 CW 2018-11-24 1243 YO4SI         599 20     AB3CX         599 05
QSO: 14000 CW 2018-11-24 1244 YO4SI         599 20     LA8HGA        599 14
QSO: 14000 CW 2018-11-24 1247 YO4SI         599 20     DR4A          599 14
QSO: 14000 CW 2018-11-24 1248 YO4SI         599 20     OH8WW         599 15
QSO: 14000 CW 2018-11-24 1249 YO4SI         599 20     HB9ARF        599 14
QSO: 14000 CW 2018-11-24 1249 YO4SI         599 20     OH5Z          599 15
QSO: 14000 CW 2018-11-24 1250 YO4SI         599 20     CR3W          599 33
QSO: 14000 CW 2018-11-24 1252 YO4SI         599 20     KU2M          599 05
QSO: 14000 CW 2018-11-24 1252 YO4SI         599 20     DL6FBL        599 14
QSO: 14000 CW 2018-11-24 1256 YO4SI         599 20     OH0Z          599 15
QSO: 14000 CW 2018-11-24 1257 YO4SI         599 20     R2VA          599 16
QSO: 14000 CW 2018-11-24 1258 YO4SI         599 20     DL5GAC        599 14
QSO: 14000 CW 2018-11-24 1259 YO4SI         599 20     PA2RG         599 14
QSO: 14000 CW 2018-11-24 1300 YO4SI         599 20     M0WJE         599 14
QSO: 14000 CW 2018-11-24 1302 YO4SI         599 20     OG1D          599 15
QSO: 14000 CW 2018-11-24 1303 YO4SI         599 20     CR3DX         599 33
QSO: 14000 CW 2018-11-24 1304 YO4SI         599 20     W2FU          599 05
QSO: 14000 CW 2018-11-24 1305 YO4SI         599 20     RM3F          599 16
QSO: 14000 CW 2018-11-24 1307 YO4SI         599 20     SO4M          599 15
QSO: 14000 CW 2018-11-24 1308 YO4SI         599 20     ES9C          599 15
QSO: 14000 CW 2018-11-24 1309 YO4SI         599 20     OH8L          599 15
QSO: 14000 CW 2018-11-24 1310 YO4SI         599 20     A44A          599 21
QSO: 14000 CW 2018-11-24 1311 YO4SI         599 20     EA5RS         599 14
QSO: 14000 CW 2018-11-24 1313 YO4SI         599 20     K8AZ          599 04
QSO: 14000 CW 2018-11-24 1314 YO4SI         599 20     PA1AW         599 14
QSO: 14000 CW 2018-11-24 1315 YO4SI         599 20     PA3DBS        599 14
QSO: 14000 CW 2018-11-24 1316 YO4SI         599 20     W4AAW         599 05
QSO: 14000 CW 2018-11-24 1317 YO4SI         599 20     K3EL          599 05
QSO: 14000 CW 2018-11-24 1318 YO4SI         599 20     OG60F         599 15
QSO: 14000 CW 2018-11-24 1319 YO4SI         599 20     MM3AWD        599 14
QSO: 14000 CW 2018-11-24 1320 YO4SI         599 20     WO4O          599 05
QSO: 14000 CW 2018-11-24 1321 YO4SI         599 20     DK5AX         599 14
QSO: 14000 CW 2018-11-24 1322 YO4SI         599 20     4K6FO         599 21
QSO: 14000 CW 2018-11-24 1323 YO4SI         599 20     VE3VN         599 04
QSO: 14000 CW 2018-11-24 1324 YO4SI         599 20     K3PH          599 05
QSO: 14000 CW 2018-11-24 1325 YO4SI         599 20     ON4CT         599 14
QSO: 14000 CW 2018-11-24 1325 YO4SI         599 20     OG6N          599 15
QSO: 14000 CW 2018-11-24 1327 YO4SI         599 20     K3UL          599 05
QSO: 14000 CW 2018-11-24 1328 YO4SI         599 20     NR5M          599 04
QSO: 14000 CW 2018-11-24 1330 YO4SI         599 20     N3QE          599 05
QSO: 14000 CW 2018-11-24 1330 YO4SI         599 20     4L8A          599 21
QSO: 14000 CW 2018-11-24 1331 YO4SI         599 20     M6T           599 14
QSO: 14000 CW 2018-11-24 1334 YO4SI         599 20     4X2M          599 20
QSO: 14000 CW 2018-11-24 1335 YO4SI         599 20     K3EL          599 05
QSO: 14000 CW 2018-11-24 1338 YO4SI         599 20     CF3A          599 04
QSO: 14000 CW 2018-11-24 1339 YO4SI         599 20     TM0R          599 14
QSO: 14000 CW 2018-11-24 1339 YO4SI         599 20     G6T           599 14
QSO: 14000 CW 2018-11-24 1421 YO4SI         599 20     EF8R          599 33
QSO: 21000 CW 2018-11-24 1424 YO4SI         599 20     EA3OH         599 14
QSO: 21000 CW 2018-11-24 1425 YO4SI         599 20     LW8DQ         599 13
QSO: 21000 CW 2018-11-24 1431 YO4SI         599 20     CR3DX         599 33
QSO: 14000 CW 2018-11-24 1435 YO4SI         599 20     M7W           599 14
QSO: 14000 CW 2018-11-24 1439 YO4SI         599 20     IR2L          599 15
QSO:  7000 CW 2018-11-24 1444 YO4SI         599 20     HA1YA         599 15
QSO:  7000 CW 2018-11-24 1447 YO4SI         599 20     OK2D          599 15
QSO:  7000 CW 2018-11-24 1449 YO4SI         599 20     UA3A          599 16
QSO:  7000 CW 2018-11-24 1450 YO4SI         599 20     RW3VA         599 16
QSO:  7000 CW 2018-11-24 1451 YO4SI         599 20     ES2MC         599 15
QSO:  7000 CW 2018-11-24 1452 YO4SI         599 20     RJ3A          599 16
QSO:  7000 CW 2018-11-24 1452 YO4SI         599 20     9A1A          599 15
QSO:  7000 CW 2018-11-24 1453 YO4SI         599 20     US2IR         599 16
QSO:  7000 CW 2018-11-24 1453 YO4SI         599 20     RC6U          599 16
QSO:  7000 CW 2018-11-24 1454 YO4SI         599 20     TM6X          599 14
QSO:  7000 CW 2018-11-24 1455 YO4SI         599 20     S53EO         599 15
QSO:  7000 CW 2018-11-24 1456 YO4SI         599 20     DR5N          599 14
QSO:  7000 CW 2018-11-24 1457 YO4SI         599 20     HB9ON         599 14
QSO:  7000 CW 2018-11-24 1458 YO4SI         599 20     DL0GL         599 14
QSO:  7000 CW 2018-11-24 1458 YO4SI         599 20     SN3A          599 15
QSO:  7000 CW 2018-11-24 1459 YO4SI         599 20     G9W           599 14
QSO:  7000 CW 2018-11-24 1459 YO4SI         599 20     UA4M          599 16
QSO:  7000 CW 2018-11-24 1500 YO4SI         599 20     UZ2M          599 16
QSO:  7000 CW 2018-11-24 1501 YO4SI         599 20     UZ2I          599 16
QSO:  7000 CW 2018-11-24 1501 YO4SI         599 20     RT0C          599 19
QSO:  7000 CW 2018-11-24 1502 YO4SI         599 20     RT3O          599 16
QSO:  7000 CW 2018-11-24 1505 YO4SI         599 20     DK8AX         599 14
QSO:  7000 CW 2018-11-24 1510 YO4SI         599 20     RF9C          599 17
QSO:  7000 CW 2018-11-24 1510 YO4SI         599 20     DF0HQ         599 14
QSO:  7000 CW 2018-11-24 1511 YO4SI         599 20     OQ5M          599 14
QSO:  7000 CW 2018-11-24 1512 YO4SI         599 20     RA3W          599 16
QSO:  7000 CW 2018-11-24 1513 YO4SI         599 20     OH5Z          599 15
QSO:  7000 CW 2018-11-24 1514 YO4SI         599 20     DL0XM         599 14
QSO:  7000 CW 2018-11-24 1516 YO4SI         599 20     CN3A          599 33
QSO:  7000 CW 2018-11-24 1519 YO4SI         599 20     RN3K          599 16
QSO:  7000 CW 2018-11-24 1526 YO4SI         599 20     SN6O          599 15
