START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: YR100R
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 485028
NAME: Romanian Hamradio Federation
OPERATORS: ER1BF,YO5AJR,YO8AJG, YO8BIG, YO8CT, YO8DHA, YO8NR, YO8XBA, YO8VIC, YO9BPX, YO9HXQ, YO9SW
CLUB: ROMANIAN HAMRADIO FEDERATION
CERTIFICATE: NO
CREATED-BY: N1MM Logger V14.4.1
QSO:  1800 CW 2018-11-24 0003 YR100R        599 20     RW0A          599 18
QSO:  7020 CW 2018-11-24 0004 YR100R        599 20     DL6NWA        599 14
QSO:  7020 CW 2018-11-24 0005 YR100R        599 20     RO5K          599 16
QSO:  7020 CW 2018-11-24 0005 YR100R        599 20     DF7ZS         599 14
QSO: 14019 CW 2018-11-24 0005 YR100R        599 20     LZ9W          599 20
QSO:  1800 CW 2018-11-24 0006 YR100R        599 20     EW8R          599 16
QSO: 14020 CW 2018-11-24 0007 YR100R        599 20     UN6LN         599 17
QSO:  7020 CW 2018-11-24 0007 YR100R        599 20     RW0UM         599 18
QSO:  7020 CW 2018-11-24 0009 YR100R        599 20     SM0S          599 14
QSO:  1800 CW 2018-11-24 0009 YR100R        599 20     G3V           599 14
QSO: 14011 CW 2018-11-24 0009 YR100R        599 20     9A1A          599 15
QSO:  7020 CW 2018-11-24 0009 YR100R        599 20     UW5U          599 16
QSO:  1800 CW 2018-11-24 0010 YR100R        599 20     RU4PU         599 16
QSO:  7020 CW 2018-11-24 0010 YR100R        599 20     SP1IKK        599 15
QSO:  7020 CW 2018-11-24 0011 YR100R        599 20     RK3AW         599 16
QSO:  1800 CW 2018-11-24 0011 YR100R        599 20     LZ9W          599 20
QSO:  7020 CW 2018-11-24 0011 YR100R        599 20     R2DJ          599 16
QSO:  7020 CW 2018-11-24 0013 YR100R        599 20     K0ZR          599 05
QSO:  1800 CW 2018-11-24 0014 YR100R        599 20     SM0T          599 14
QSO:  7020 CW 2018-11-24 0015 YR100R        599 20     DL1ROT        599 14
QSO:  1800 CW 2018-11-24 0015 YR100R        599 20     RC3FL         599 16
QSO:  7020 CW 2018-11-24 0016 YR100R        599 20     DM5MM         599 28
QSO:  1800 CW 2018-11-24 0016 YR100R        599 20     HB0A          599 14
QSO:  7020 CW 2018-11-24 0017 YR100R        599 20     DL5JS         599 14
QSO: 14008 CW 2018-11-24 0017 YR100R        599 20     S57DX         599 15
QSO:  1800 CW 2018-11-24 0019 YR100R        599 20     S53O          599 15
QSO:  7021 CW 2018-11-24 0020 YR100R        599 20     ES2MC         599 15
QSO:  1800 CW 2018-11-24 0020 YR100R        599 20     US5WE         599 16
QSO:  7021 CW 2018-11-24 0020 YR100R        599 20     W1WEF         599 05
QSO:  7021 CW 2018-11-24 0021 YR100R        599 20     DL8ZAJ        599 14
QSO:  1800 CW 2018-11-24 0021 YR100R        599 20     DL4TJ         599 14
QSO:  7021 CW 2018-11-24 0021 YR100R        599 20     K1RX          599 05
QSO:  7021 CW 2018-11-24 0022 YR100R        599 20     DL3FBB        599 14
QSO:  7021 CW 2018-11-24 0022 YR100R        599 20     F5KSE         599 14
QSO:  7021 CW 2018-11-24 0023 YR100R        599 20     N4PD          599 05
QSO:  1800 CW 2018-11-24 0023 YR100R        599 20     EC2DX         599 14
QSO:  7021 CW 2018-11-24 0023 YR100R        599 20     DL2AXM        599 14
QSO:  7021 CW 2018-11-24 0024 YR100R        599 20     DP6A          599 14
QSO:  1800 CW 2018-11-24 0024 YR100R        599 20     RQ3M          599 16
QSO:  7021 CW 2018-11-24 0024 YR100R        599 20     UA9SMU        599 16
QSO:  1800 CW 2018-11-24 0025 YR100R        599 20     LY2J          599 15
QSO:  7021 CW 2018-11-24 0025 YR100R        599 20     DF4TS         599 14
QSO:  7021 CW 2018-11-24 0025 YR100R        599 20     UY1HY         599 16
QSO:  7021 CW 2018-11-24 0026 YR100R        599 20     RT9X          599 17
QSO:  1800 CW 2018-11-24 0026 YR100R        599 20     4O7CC         599 15
QSO:  7021 CW 2018-11-24 0026 YR100R        599 20     R1AT          599 16
QSO:  7021 CW 2018-11-24 0027 YR100R        599 20     N3RJ          599 05
QSO:  7021 CW 2018-11-24 0027 YR100R        599 20     N8UM          599 04
QSO:  1800 CW 2018-11-24 0027 YR100R        599 20     OG7A          599 15
QSO:  7021 CW 2018-11-24 0028 YR100R        599 20     RX9AF         599 17
QSO:  1800 CW 2018-11-24 0029 YR100R        599 20     LZ7A          599 20
QSO:  7021 CW 2018-11-24 0029 YR100R        599 20     K1TTT         599 05
QSO:  1800 CW 2018-11-24 0029 YR100R        599 20     LY4L          599 15
QSO:  7021 CW 2018-11-24 0029 YR100R        599 20     OH1LAR        599 15
QSO:  1800 CW 2018-11-24 0030 YR100R        599 20     DK3GI         599 14
QSO:  7021 CW 2018-11-24 0030 YR100R        599 20     NU7J          599 03
QSO: 14018 CW 2018-11-24 0030 YR100R        599 20     BY3GA         599 23
QSO:  7021 CW 2018-11-24 0030 YR100R        599 20     UR7QC         599 16
QSO:  1800 CW 2018-11-24 0031 YR100R        599 20     RY9C          599 17
QSO:  7021 CW 2018-11-24 0031 YR100R        599 20     NO2C          599 05
QSO:  7021 CW 2018-11-24 0031 YR100R        599 20     N3ER          599 05
QSO:  7021 CW 2018-11-24 0032 YR100R        599 20     OM7M          599 15
QSO:  7021 CW 2018-11-24 0033 YR100R        599 20     K3ZO          599 05
QSO:  1800 CW 2018-11-24 0033 YR100R        599 20     VY2ZM         599 05
QSO:  7021 CW 2018-11-24 0033 YR100R        599 20     TM6M          599 14
QSO: 14020 CW 2018-11-24 0033 YR100R        599 20     DF0HQ         599 14
QSO:  7021 CW 2018-11-24 0034 YR100R        599 20     DL0GL         599 14
QSO:  7021 CW 2018-11-24 0034 YR100R        599 20     DL0OVA        599 14
QSO:  1800 CW 2018-11-24 0035 YR100R        599 20     YL2PP         599 15
QSO:  7021 CW 2018-11-24 0035 YR100R        599 20     DM6WAN        599 14
QSO:  7021 CW 2018-11-24 0035 YR100R        599 20     N3JT          599 05
QSO:  7021 CW 2018-11-24 0036 YR100R        599 20     R2PU          599 16
QSO:  7021 CW 2018-11-24 0036 YR100R        599 20     EA3FZT        599 14
QSO:  7021 CW 2018-11-24 0037 YR100R        599 20     R7AB          599 16
QSO:  7021 CW 2018-11-24 0037 YR100R        599 20     K2RD          599 03
QSO:  1800 CW 2018-11-24 0037 YR100R        599 20     HA7I          599 15
QSO:  7021 CW 2018-11-24 0037 YR100R        599 20     SP2HHX        599 15
