START-OF-LOG: 3.0
CALLSIGN: OK5SA
NAME: Jan Otevrel
CONTEST: CQ-WW-CW
LOCATION: DX
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
QSO: 21041 CW 2018-11-24 0841 OK5SA         599 15     UN9L          599 17
QSO: 21044 CW 2018-11-24 0843 OK5SA         599 15     RW4W          599 16
QSO: 21045 CW 2018-11-24 0844 OK5SA         599 15     RU9CC         599 17
QSO: 21049 CW 2018-11-24 0845 OK5SA         599 15     UP0L          599 17
QSO: 21044 CW 2018-11-24 0850 OK5SA         599 15     RF9C          599 17
QSO: 14094 CW 2018-11-24 0852 OK5SA         599 15     M8A           599 14
QSO: 14092 CW 2018-11-24 0853 OK5SA         599 15     UN6LN         599 17
QSO: 14082 CW 2018-11-24 0856 OK5SA         599 15     UA9MA         599 17
QSO: 14084 CW 2018-11-24 0857 OK5SA         599 15     OH0T          599 15
QSO: 14078 CW 2018-11-24 0858 OK5SA         599 15     R4MM          599 16
QSO: 14083 CW 2018-11-24 0858 OK5SA         599 15     R5FI          599 16
QSO: 14085 CW 2018-11-24 0900 OK5SA         599 15     EI7M          599 14
QSO: 14093 CW 2018-11-24 0901 OK5SA         599 15     RM7C          599 16
QSO: 14010 CW 2018-11-24 0902 OK5SA         599 15     OL6P          599 15
QSO: 14011 CW 2018-11-24 0903 OK5SA         599 15     RK9AX         599 17
QSO: 14017 CW 2018-11-24 0906 OK5SA         599 15     R5AJ          599 16
QSO: 14017 CW 2018-11-24 0907 OK5SA         599 15     B4T           599 24
QSO: 14019 CW 2018-11-24 0908 OK5SA         599 15     R3FX          599 16
QSO: 14024 CW 2018-11-24 0910 OK5SA         599 15     G6T           599 14
QSO: 14026 CW 2018-11-24 0913 OK5SA         599 15     R3KQ          599 16
QSO: 14027 CW 2018-11-24 0913 OK5SA         599 15     R7LV          599 16
QSO: 14029 CW 2018-11-24 0914 OK5SA         599 15     RT5C          599 16
QSO: 14024 CW 2018-11-24 0915 OK5SA         599 15     EF8R          599 33
QSO: 14040 CW 2018-11-24 0918 OK5SA         599 15     MD4K          599 14
QSO: 14043 CW 2018-11-24 0918 OK5SA         599 15     OH5Z          599 15
QSO: 14043 CW 2018-11-24 0919 OK5SA         599 15     OH3FM         599 15
