START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: MD0GLK
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 15708
NAME: CRHS Radio club
OPERATORS: MD6IUH GD0AMD GD0VIK MD0OOH 2D0XCE
CLUB: Castle Rushen High School Radio Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7342.0
SOAPBOX: This entry is by a secondary school radio club,
SOAPBOX: This was the first CW contest For all but one operator
SOAPBOX: A fun time was had by all.
QSO: 14005 CW 2018-11-25 0957 MD0GLK        599 14     II9P          599 15     0
QSO: 14008 CW 2018-11-25 1007 MD0GLK        599 14     R7CA          599 16     0
QSO: 14008 CW 2018-11-25 1010 MD0GLK        599 14     RA1AL         599 16     0
QSO: 14009 CW 2018-11-25 1013 MD0GLK        599 14     S50K          599 15     0
QSO: 14010 CW 2018-11-25 1015 MD0GLK        599 14     OM7M          599 15     0
QSO: 14010 CW 2018-11-25 1017 MD0GLK        599 14     LY5R          599 15     0
QSO: 14011 CW 2018-11-25 1018 MD0GLK        599 14     S57AW         599 15     0
QSO: 14013 CW 2018-11-25 1020 MD0GLK        599 14     IR4X          599 15     0
QSO: 14029 CW 2018-11-25 1025 MD0GLK        599 14     EA1AOQ        599 14     0
QSO: 14030 CW 2018-11-25 1027 MD0GLK        599 14     9A1A          599 15     0
QSO: 14031 CW 2018-11-25 1028 MD0GLK        599 14     II1A          599 15     0
QSO: 14032 CW 2018-11-25 1031 MD0GLK        599 14     R4RT          599 16     0
QSO: 14033 CW 2018-11-25 1034 MD0GLK        599 14     EF8L          599 33     0
QSO: 14034 CW 2018-11-25 1036 MD0GLK        599 14     YT3X          599 15     0
QSO: 14036 CW 2018-11-25 1044 MD0GLK        599 14     CR5E          599 14     0
QSO: 14037 CW 2018-11-25 1050 MD0GLK        599 14     EA2LU         599 14     0
QSO: 14040 CW 2018-11-25 1056 MD0GLK        599 14     US8IM         599 16     0
QSO: 14042 CW 2018-11-25 1100 MD0GLK        599 14     LZ9W          599 20     0
QSO: 14044 CW 2018-11-25 1104 MD0GLK        599 14     EA5RS         599 14     0
QSO: 14045 CW 2018-11-25 1105 MD0GLK        599 14     S57DX         599 15     0
QSO: 21027 CW 2018-11-25 1114 MD0GLK        599 14     GD4EIP        599 14     0
QSO: 21014 CW 2018-11-25 1117 MD0GLK        599 14     UT5C          599 16     0
QSO: 21019 CW 2018-11-25 1120 MD0GLK        599 14     9A4W          599 15     0
QSO: 21020 CW 2018-11-25 1122 MD0GLK        599 14     UW5ZM         599 16     0
QSO: 14045 CW 2018-11-25 1128 MD0GLK        599 14     EA5KV         599 14     0
QSO: 14046 CW 2018-11-25 1129 MD0GLK        599 14     ES9C          599 15     0
QSO: 14047 CW 2018-11-25 1131 MD0GLK        599 14     OM7JG         599 15     0
QSO: 14047 CW 2018-11-25 1134 MD0GLK        599 14     4L2M          599 21     0
QSO: 14048 CW 2018-11-25 1135 MD0GLK        599 14     K1RU          599 05     0
QSO: 14049 CW 2018-11-25 1138 MD0GLK        599 14     EU6AF         599 16     0
QSO: 14049 CW 2018-11-25 1139 MD0GLK        599 14     HG8R          599 15     0
QSO: 14050 CW 2018-11-25 1140 MD0GLK        599 14     SQ9HQ         599 15     0
QSO: 14051 CW 2018-11-25 1145 MD0GLK        599 14     P33W          599 20     0
QSO: 14052 CW 2018-11-25 1153 MD0GLK        599 14     NR3X          599 05     0
QSO: 14053 CW 2018-11-25 1157 MD0GLK        599 14     K1ZZ          599 05     0
QSO: 14053 CW 2018-11-25 1200 MD0GLK        599 14     E78WW         599 15     0
QSO: 14054 CW 2018-11-25 1203 MD0GLK        599 14     HG6N          599 15     0
QSO: 14056 CW 2018-11-25 1207 MD0GLK        599 14     EF8R          599 33     0
QSO: 14058 CW 2018-11-25 1211 MD0GLK        599 14     OK5Z          599 15     0
QSO: 14058 CW 2018-11-25 1211 MD0GLK        599 14     LY4A          599 15     0
QSO: 14059 CW 2018-11-25 1213 MD0GLK        599 14     LY7Z          599 15     0
QSO: 14060 CW 2018-11-25 1215 MD0GLK        599 14     N4AF          599 05     0
QSO: 14060 CW 2018-11-25 1217 MD0GLK        599 14     DL0XM         599 14     0
QSO: 14061 CW 2018-11-25 1220 MD0GLK        599 14     FY5FY         599 09     0
QSO: 14062 CW 2018-11-25 1223 MD0GLK        599 14     PJ4K          599 09     0
QSO: 14062 CW 2018-11-25 1225 MD0GLK        599 14     N1MM          599 05     0
QSO: 14064 CW 2018-11-25 1230 MD0GLK        599 14     OH8X          599 15     0
QSO: 14064 CW 2018-11-25 1231 MD0GLK        599 14     IO5O          599 15     0
QSO: 14066 CW 2018-11-25 1236 MD0GLK        599 14     DL3DTH        599 14     0
QSO: 14068 CW 2018-11-25 1237 MD0GLK        599 14     EC2DX         599 14     0
QSO: 14068 CW 2018-11-25 1238 MD0GLK        599 14     K9RS          599 05     0
QSO: 14069 CW 2018-11-25 1242 MD0GLK        599 14     VE3JM         599 04     0
QSO: 14070 CW 2018-11-25 1244 MD0GLK        599 14     EA5KM         599 14     0
QSO: 14072 CW 2018-11-25 1246 MD0GLK        599 14     IO3X          599 15     0
QSO: 14073 CW 2018-11-25 1250 MD0GLK        599 14     W1WEF         599 05     0
QSO: 14080 CW 2018-11-25 1253 MD0GLK        599 14     9A1AA         599 15     0
QSO: 14083 CW 2018-11-25 1258 MD0GLK        599 14     OM3DX         599 15     0
