START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: JN3DMJ
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 2080
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
CLUB:
CERTIFICATE: NO
CREATED-BY: Homebrew System
SOAPBOX: The actual maximum power output used is 5 watts.
QSO: 21014 CW 2018-11-24 0103 JN3DMJ        599 25     NH2DX         599 27
QSO: 21014 CW 2018-11-24 0346 JN3DMJ        599 25     JA5DQH        599 25
QSO: 21003 CW 2018-11-24 0351 JN3DMJ        599 25     BD7LMD        599 24
QSO: 21030 CW 2018-11-24 0557 JN3DMJ        599 25     AH2R          599 27
QSO: 14071 CW 2018-11-24 0626 JN3DMJ        599 25     BV1EL         599 24
QSO: 14020 CW 2018-11-24 0653 JN3DMJ        599 25     RW0A          599 18
QSO:  7030 CW 2018-11-24 0828 JN3DMJ        599 25     JR1ZTI        599 25
QSO:  3506 CW 2018-11-24 0911 JN3DMJ        599 25     JH1AEP        599 25
QSO:  7009 CW 2018-11-24 0929 JN3DMJ        599 25     BY4TC         599 24
QSO:  1812 CW 2018-11-24 1032 JN3DMJ        599 25     JH6QFJ        599 25
QSO:  7009 CW 2018-11-24 1038 JN3DMJ        599 25     K6XX          599 03
QSO:  7000 CW 2018-11-24 1045 JN3DMJ        599 25     W7WA          599 03
QSO:  7017 CW 2018-11-24 1114 JN3DMJ        599 25     N6WM          599 03
QSO:  7031 CW 2018-11-24 1505 JN3DMJ        599 25     US2IR         599 16
QSO:  7014 CW 2018-11-24 1522 JN3DMJ        599 25     RU0LL         599 19
QSO: 21018 CW 2018-11-25 0313 JN3DMJ        599 25     RK0UT         599 18
QSO: 21026 CW 2018-11-25 0320 JN3DMJ        599 25     B7Q           599 24
QSO: 21044 CW 2018-11-25 0334 JN3DMJ        599 25     E2A           599 26
QSO: 14024 CW 2018-11-25 0354 JN3DMJ        599 25     BY4TC         599 24
QSO: 14030 CW 2018-11-25 0403 JN3DMJ        599 25     RT0F          599 19
QSO: 14041 CW 2018-11-25 0412 JN3DMJ        599 25     B4T           599 24
QSO: 21013 CW 2018-11-25 0425 JN3DMJ        599 25     VR2FUN        599 24
QSO: 21031 CW 2018-11-25 0433 JN3DMJ        599 25     VR2EH         599 24
QSO: 14007 CW 2018-11-25 0458 JN3DMJ        599 25     BA3MM         599 24
QSO: 14053 CW 2018-11-25 0508 JN3DMJ        599 25     AH2R          599 27
QSO: 21009 CW 2018-11-25 0640 JN3DMJ        599 25     VK2GR         599 30
QSO: 21012 CW 2018-11-25 0649 JN3DMJ        599 25     RU0LL         599 19
QSO:  7004 CW 2018-11-25 0708 JN3DMJ        599 25     HL2BQG        599 25
QSO:  7007 CW 2018-11-25 0717 JN3DMJ        599 25     6K2IXF        599 25
QSO:  7017 CW 2018-11-25 0858 JN3DMJ        599 25     B4T           599 24
QSO:  7005 CW 2018-11-25 0907 JN3DMJ        599 25     BH4TQX        599 24
QSO:  7003 CW 2018-11-25 0909 JN3DMJ        599 25     BD4QA         599 24
QSO:  7000 CW 2018-11-25 1105 JN3DMJ        599 25     R4RR          599 16
QSO:  7021 CW 2018-11-25 1137 JN3DMJ        599 25     RT0C          599 19
QSO:  7006 CW 2018-11-25 1305 JN3DMJ        599 25     W6XB          599 03
QSO:  3534 CW 2018-11-25 1339 JN3DMJ        599 25     RU0LL         599 19
END-OF-LOG:
