START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: F6UGW
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 26496
NAME: Herve GOETGHEBEUR
OPERATORS: F6UGW
CLUB: A2RS-RC F8KGS
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7342.0
SOAPBOX: Nice Contest CW - Hpe QSO AGN in other contest.
QSO: 14009 CW 2018-11-24 1231 F6UGW         599 14     KC1XX         599 05
QSO: 14013 CW 2018-11-24 1237 F6UGW         599 14     YT4W          599 15
QSO: 14019 CW 2018-11-24 1300 F6UGW         599 14     K1LZ          599 05
QSO: 14031 CW 2018-11-24 1312 F6UGW         599 14     N1MM          599 05
QSO: 14046 CW 2018-11-24 1316 F6UGW         599 14     LY2XW         599 15
QSO: 14052 CW 2018-11-24 1320 F6UGW         599 14     RM1Q          599 16
QSO: 14055 CW 2018-11-24 1321 F6UGW         599 14     HG6N          599 15
QSO: 14003 CW 2018-11-24 1326 F6UGW         599 14     EW8W          599 16
QSO: 14005 CW 2018-11-24 1337 F6UGW         599 14     AA1K          599 05
QSO: 14013 CW 2018-11-24 1342 F6UGW         599 14     YQ6A          599 20
QSO: 14024 CW 2018-11-24 1353 F6UGW         599 14     EF8R          599 33
QSO: 14038 CW 2018-11-24 1356 F6UGW         599 14     YT8T          599 15
QSO:  7023 CW 2018-11-24 1723 F6UGW         599 14     F6KMB         599 14
QSO:  7022 CW 2018-11-24 1741 F6UGW         599 14     RM3DA         599 16
QSO:  7001 CW 2018-11-24 1746 F6UGW         599 14     R2AA          599 16
QSO:  7010 CW 2018-11-24 1751 F6UGW         599 14     UR7GO         599 16
QSO:  7020 CW 2018-11-24 1758 F6UGW         599 14     UW0K          599 16
QSO:  7021 CW 2018-11-24 1801 F6UGW         599 14     RM7M          599 16
QSO:  7020 CW 2018-11-24 1810 F6UGW         599 14     RW1C          599 16
QSO:  7001 CW 2018-11-25 0919 F6UGW         599 14     OH5Z          599 15
QSO:  7002 CW 2018-11-25 0921 F6UGW         599 14     GM5A          599 14
QSO:  7003 CW 2018-11-25 0922 F6UGW         599 14     9A9R          599 15
QSO:  7004 CW 2018-11-25 0923 F6UGW         599 14     OL5J          599 15
QSO:  7004 CW 2018-11-25 0926 F6UGW         599 14     IS9/OK6RA     599 15
QSO:  7008 CW 2018-11-25 0927 F6UGW         599 14     LY2F          599 15
QSO:  7015 CW 2018-11-25 0932 F6UGW         599 14     NR4M          599 05
QSO:  7015 CW 2018-11-25 0935 F6UGW         599 14     S52ZDK        599 15
QSO:  7015 CW 2018-11-25 0936 F6UGW         599 14     DJ9KH         599 14
QSO:  7015 CW 2018-11-25 0937 F6UGW         599 14     OE6MMD        599 15
QSO:  7015 CW 2018-11-25 0938 F6UGW         599 14     DD1A          599 14
QSO:  7015 CW 2018-11-25 0938 F6UGW         599 14     DK3LX         599 14
QSO:  7015 CW 2018-11-25 0940 F6UGW         599 14     F4DIA         599 14
QSO:  7015 CW 2018-11-25 0940 F6UGW         599 14     N4WW          599 05
QSO:  7015 CW 2018-11-25 0942 F6UGW         599 14     YR100R        599 20
QSO:  7015 CW 2018-11-25 0942 F6UGW         599 14     UT4U          599 16
QSO:  7015 CW 2018-11-25 0943 F6UGW         599 14     IW2FUT        599 15
QSO:  7015 CW 2018-11-25 0943 F6UGW         599 14     DL3CX         599 14
QSO:  7015 CW 2018-11-25 0944 F6UGW         599 14     IW8DCI        599 15
QSO:  7015 CW 2018-11-25 0944 F6UGW         599 14     OK5NW         599 15
QSO:  7015 CW 2018-11-25 0945 F6UGW         599 14     RD8D          599 17
QSO:  7015 CW 2018-11-25 0945 F6UGW         599 14     OK1VK         599 15
QSO:  7015 CW 2018-11-25 0946 F6UGW         599 14     EA3OH         599 14
QSO:  7015 CW 2018-11-25 0946 F6UGW         599 14     DL4FDI        599 14
QSO:  7015 CW 2018-11-25 0947 F6UGW         599 14     DL6RDE        599 14
QSO:  7015 CW 2018-11-25 0950 F6UGW         599 14     F6HVO         599 14
QSO:  7015 CW 2018-11-25 0950 F6UGW         599 14     DL6JZ         599 14
QSO:  7015 CW 2018-11-25 0951 F6UGW         599 14     G0BBO         599 14
QSO:  7015 CW 2018-11-25 0952 F6UGW         599 14     ED3O          599 14
QSO:  7015 CW 2018-11-25 0954 F6UGW         599 14     DJ7A          599 14
QSO:  7002 CW 2018-11-25 0958 F6UGW         599 14     YU7WW         599 15
QSO:  7006 CW 2018-11-25 1000 F6UGW         599 14     OE9WGI        599 15
QSO:  7008 CW 2018-11-25 1002 F6UGW         599 14     CF3A          599 04
QSO:  7009 CW 2018-11-25 1007 F6UGW         599 14     KV2K          599 05
QSO:  7012 CW 2018-11-25 1017 F6UGW         599 14     K2QMF         599 05
QSO:  7014 CW 2018-11-25 1019 F6UGW         599 14     DL2DX         599 14
QSO:  7014 CW 2018-11-25 1021 F6UGW         599 14     9A1AA         599 15
QSO:  7016 CW 2018-11-25 1023 F6UGW         599 14     HA5PP         599 15
QSO:  7019 CW 2018-11-25 1025 F6UGW         599 14     F5ROX         599 14
QSO:  7020 CW 2018-11-25 1028 F6UGW         599 14     OK2D          599 15
QSO: 14002 CW 2018-11-25 1032 F6UGW         599 14     LY2K          599 15
QSO: 14010 CW 2018-11-25 1035 F6UGW         599 14     OM7M          599 15
QSO: 14023 CW 2018-11-25 1040 F6UGW         599 14     OK2BV         599 15
QSO: 14023 CW 2018-11-25 1043 F6UGW         599 14     R7AB          599 18
QSO: 14024 CW 2018-11-25 1050 F6UGW         599 14     LZ7A          599 20
QSO: 14025 CW 2018-11-25 1052 F6UGW         599 14     UA3A          599 16
QSO: 14027 CW 2018-11-25 1055 F6UGW         599 14     YT1A          599 15
QSO: 14030 CW 2018-11-25 1057 F6UGW         599 14     9A1A          599 15
QSO: 14032 CW 2018-11-25 1058 F6UGW         599 14     R4RT          599 16
QSO: 14044 CW 2018-11-25 1102 F6UGW         599 14     RT6A          599 16
QSO: 14045 CW 2018-11-25 1103 F6UGW         599 14     S57DX         599 15
QSO: 14046 CW 2018-11-25 1105 F6UGW         599 14     EA5KV         599 14
QSO: 14046 CW 2018-11-25 1106 F6UGW         599 14     ES9C          599 15
QSO: 14047 CW 2018-11-25 1108 F6UGW         599 14     OM7JG         599 15
QSO: 14049 CW 2018-11-25 1110 F6UGW         599 14     EU6AF         599 16
QSO: 14001 CW 2018-11-25 1313 F6UGW         599 14     LY4A          599 15
QSO: 14003 CW 2018-11-25 1315 F6UGW         599 14     K3LR          599 05
QSO: 14008 CW 2018-11-25 1318 F6UGW         599 14     IZ8VYU        599 15
QSO: 14000 CW 2018-11-25 1330 F6UGW         599 14     K8AZ          599 04
QSO: 14013 CW 2018-11-25 1338 F6UGW         599 14     YU5R          599 15
QSO: 14015 CW 2018-11-25 1341 F6UGW         599 14     UY5ZZ         599 16
QSO: 14015 CW 2018-11-25 1344 F6UGW         599 14     N3RS          599 05
QSO: 14017 CW 2018-11-25 1345 F6UGW         599 14     RV3YR         599 16
QSO: 14022 CW 2018-11-25 1349 F6UGW         599 14     KU2M          599 05
QSO: 14041 CW 2018-11-25 1417 F6UGW         599 14     TK0C          599 15
QSO: 14038 CW 2018-11-25 1421 F6UGW         599 14     IR8P          599 15
QSO: 14013 CW 2018-11-25 1424 F6UGW         599 14     W1OO          599 05
QSO: 14013 CW 2018-11-25 1426 F6UGW         599 14     YO4CAI        599 20
QSO: 14013 CW 2018-11-25 1430 F6UGW         599 14     R2VA          599 16
QSO: 14013 CW 2018-11-25 1431 F6UGW         599 14     RL6M          599 16
QSO: 14013 CW 2018-11-25 1433 F6UGW         599 14     UR8IW         599 16
QSO: 14013 CW 2018-11-25 1435 F6UGW         599 14     N2OO          599 05
QSO: 14012 CW 2018-11-25 1442 F6UGW         599 14     K0RF          599 04
QSO: 14014 CW 2018-11-25 1445 F6UGW         599 14     N2SR          599 05
QSO: 14014 CW 2018-11-25 1448 F6UGW         599 14     K1TTT         599 05
QSO: 14016 CW 2018-11-25 1450 F6UGW         599 14     YR100R        599 20
QSO: 14032 CW 2018-11-25 1456 F6UGW         599 14     HA8M          599 15
QSO: 14035 CW 2018-11-25 1457 F6UGW         599 14     YT3X          599 15
QSO: 14049 CW 2018-11-25 1502 F6UGW         599 14     HG8R          599 15
QSO: 14015 CW 2018-11-25 1506 F6UGW         599 14     CN3A          599 33
QSO: 14011 CW 2018-11-25 1508 F6UGW         599 14     LZ4T          599 20
QSO: 14001 CW 2018-11-25 1511 F6UGW         599 14     KD2RD         599 05
QSO: 14003 CW 2018-11-25 1516 F6UGW         599 14     AC0C          599 04
QSO: 14005 CW 2018-11-25 1520 F6UGW         599 14     K5RM          599 04
QSO:  7002 CW 2018-11-25 1524 F6UGW         599 14     SP3HRN        599 15
QSO:  7006 CW 2018-11-25 1529 F6UGW         599 14     RT5G          599 16
QSO:  7017 CW 2018-11-25 1542 F6UGW         599 14     UZ2M          599 16
QSO:  7017 CW 2018-11-25 1543 F6UGW         599 14     SP5XO         599 15
QSO:  7017 CW 2018-11-25 1543 F6UGW         599 14     UT4LW         599 16
QSO:  7017 CW 2018-11-25 1545 F6UGW         599 14     GM4X          599 14
QSO:  7017 CW 2018-11-25 1546 F6UGW         599 14     OE3MWS        599 15
QSO:  7008 CW 2018-11-25 1554 F6UGW         599 14     9A7T          599 15
QSO:  7009 CW 2018-11-25 1556 F6UGW         599 14     OM4Q          599 15
QSO:  7010 CW 2018-11-25 1558 F6UGW         599 14     GS8VL         599 14
QSO:  7011 CW 2018-11-25 1559 F6UGW         599 14     S56X          599 15
QSO:  7012 CW 2018-11-25 1600 F6UGW         599 14     HA1AD         599 15
QSO:  7012 CW 2018-11-25 1602 F6UGW         599 14     LY2XW         599 15
QSO:  7014 CW 2018-11-25 1605 F6UGW         599 14     LZ1ND         599 20
QSO:  7017 CW 2018-11-25 1607 F6UGW         599 14     UP0L          599 17
QSO:  7018 CW 2018-11-25 1608 F6UGW         599 14     RK3AW         599 16
QSO:  7031 CW 2018-11-25 1619 F6UGW         599 14     YP7P          599 20
QSO:  3516 CW 2018-11-25 1634 F6UGW         599 14     UP2L          599 17
QSO:  3517 CW 2018-11-25 1635 F6UGW         599 14     OK5M          599 15
QSO:  3518 CW 2018-11-25 1636 F6UGW         599 14     YL3CW         599 15
QSO:  3521 CW 2018-11-25 1640 F6UGW         599 14     YT1R          599 15
QSO:  3524 CW 2018-11-25 1642 F6UGW         599 14     SP9RCL        599 15
QSO:  3524 CW 2018-11-25 1643 F6UGW         599 14     LY9A          599 15
QSO:  3524 CW 2018-11-25 1644 F6UGW         599 14     GW5L          599 14
QSO:  3524 CW 2018-11-25 1644 F6UGW         599 14     G5D           599 14
QSO:  3524 CW 2018-11-25 1645 F6UGW         599 14     G3V           599 14
QSO:  3524 CW 2018-11-25 1646 F6UGW         599 14     G8X           599 14
QSO:  3524 CW 2018-11-25 1647 F6UGW         599 14     DL6KWN        599 14
QSO:  3524 CW 2018-11-25 1648 F6UGW         599 14     OK1HMP        599 15
QSO:  3524 CW 2018-11-25 1649 F6UGW         599 14     EA6FO         599 14
QSO:  3524 CW 2018-11-25 1650 F6UGW         599 14     DM2BM         599 14
QSO:  3524 CW 2018-11-25 1651 F6UGW         599 14     9A5Y          599 15
QSO:  3524 CW 2018-11-25 1654 F6UGW         599 14     DL4FN         599 14
QSO:  3524 CW 2018-11-25 1654 F6UGW         599 14     DL7ON         599 14
QSO:  3524 CW 2018-11-25 1655 F6UGW         599 14     G4ERW         599 14
QSO:  3524 CW 2018-11-25 1655 F6UGW         599 14     GM4AFF        599 14
QSO:  3524 CW 2018-11-25 1656 F6UGW         599 14     OM2VL         599 15
QSO:  3505 CW 2018-11-25 1703 F6UGW         599 14     LN8W          599 14
QSO:  3507 CW 2018-11-25 1706 F6UGW         599 14     HA6FQ         599 15
QSO:  3508 CW 2018-11-25 1708 F6UGW         599 14     SN5M          599 15
QSO:  3508 CW 2018-11-25 1709 F6UGW         599 14     HG5D          599 15
QSO:  3518 CW 2018-11-25 1712 F6UGW         599 14     LY2IJ         599 15
QSO:  3524 CW 2018-11-25 1717 F6UGW         599 14     DF0HQ         599 14
QSO:  3528 CW 2018-11-25 1719 F6UGW         599 14     G0MTN         599 14
QSO:  3529 CW 2018-11-25 1720 F6UGW         599 14     OZ5E          599 14
QSO:  3529 CW 2018-11-25 1721 F6UGW         599 14     OK1FPS        599 15
QSO:  3530 CW 2018-11-25 1722 F6UGW         599 14     9A1A          599 15
QSO:  3532 CW 2018-11-25 1724 F6UGW         599 14     HB9CA         599 14
QSO:  3533 CW 2018-11-25 1726 F6UGW         599 14     EA5WU         599 14
QSO:  3535 CW 2018-11-25 1728 F6UGW         599 14     UX2X          599 16
QSO:  3536 CW 2018-11-25 1729 F6UGW         599 14     CN3A          599 33
QSO:  3537 CW 2018-11-25 1734 F6UGW         599 14     HB9FAP        599 14
QSO:  3545 CW 2018-11-25 1737 F6UGW         599 14     SP3VT         599 15
QSO:  3546 CW 2018-11-25 1739 F6UGW         599 14     OH5Z          599 15
QSO:  3547 CW 2018-11-25 1740 F6UGW         599 14     G0W           599 14
QSO:  3547 CW 2018-11-25 1743 F6UGW         599 14     S57AL         599 15
QSO:  3549 CW 2018-11-25 1744 F6UGW         599 14     M0DHP         599 14
QSO:  3564 CW 2018-11-25 1747 F6UGW         599 14     DD1A          599 14
QSO:  3544 CW 2018-11-25 1749 F6UGW         599 14     RT3F          599 16
QSO:  3523 CW 2018-11-25 1806 F6UGW         599 14     SP4W          599 15
QSO:  3519 CW 2018-11-25 1810 F6UGW         599 14     YT5A          599 15
QSO:  3517 CW 2018-11-25 1812 F6UGW         599 14     G3CO          599 14
QSO:  3504 CW 2018-11-25 1815 F6UGW         599 14     OG7A          599 15
QSO:  3503 CW 2018-11-25 1816 F6UGW         599 14     M6T           599 14
END-OF-LOG:
