START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: CR5K
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 93174
NAME: Manuel Marques
OPERATORS: CT1BWW CT1FTW CT1EOU CT1FSM CT5HRW CT1ESM
CLUB: CLUBE CB JAMOR
CERTIFICATE: NO
CREATED-BY: UcxLog 7.87
SOAPBOX: Lot of fun to be part on  CQ WW CW 2018
QSO:  7000 CW 2018-11-24 0204 CR5K          599 14     EI7IX         599 14     0
QSO:  7000 CW 2018-11-24 0207 CR5K          599 14     ES2MC         599 15     0
QSO: 21000 CW 2018-11-24 1123 CR5K          599 14     YT5R          599 15     0
QSO: 21000 CW 2018-11-24 1125 CR5K          599 14     UY4W          599 16     0
QSO: 21000 CW 2018-11-24 1126 CR5K          599 14     RL5A          599 16     0
QSO: 21000 CW 2018-11-24 1128 CR5K          599 14     HA8A          599 15     0
QSO: 21000 CW 2018-11-24 1130 CR5K          599 14     LZ9W          599 20     0
QSO: 21000 CW 2018-11-24 1132 CR5K          599 14     OG1D          599 15     0
QSO: 21000 CW 2018-11-24 1134 CR5K          599 14     OH0T          599 15     0
QSO: 21000 CW 2018-11-24 1136 CR5K          599 14     LA9WDA        599 14     0
QSO: 21000 CW 2018-11-24 1138 CR5K          599 14     OH5Z          599 15     0
QSO: 21000 CW 2018-11-24 1138 CR5K          599 14     OG6N          599 15     0
QSO: 21000 CW 2018-11-24 1143 CR5K          599 14     YL7X          599 15     0
QSO: 21000 CW 2018-11-24 1146 CR5K          599 14     OH0Z          599 15     0
QSO: 21000 CW 2018-11-24 1152 CR5K          599 14     LD6KC         599 14     0
QSO: 21000 CW 2018-11-24 1154 CR5K          599 14     OK1OA         599 15     0
QSO: 28000 CW 2018-11-24 1204 CR5K          599 14     9L1YXJ        599 35     0
QSO: 28000 CW 2018-11-24 1219 CR5K          599 14     D41CV         599 35     0
QSO: 28000 CW 2018-11-24 1222 CR5K          599 14     CR5E          599 14     0
QSO: 21000 CW 2018-11-24 1229 CR5K          599 14     OZ5E          599 14     0
QSO: 21000 CW 2018-11-24 1231 CR5K          599 14     TO1A          599 09     0
QSO: 21000 CW 2018-11-24 1300 CR5K          599 14     LU6UO         599 13     0
QSO: 21000 CW 2018-11-24 1304 CR5K          599 14     LU1DZ         599 13     0
QSO: 21000 CW 2018-11-24 1306 CR5K          599 14     PY2KJ         599 11     0
QSO: 21000 CW 2018-11-24 1311 CR5K          599 14     CX2AQ         599 13     0
QSO: 21000 CW 2018-11-24 1322 CR5K          599 14     PJ4K          599 09     0
QSO: 21000 CW 2018-11-24 1324 CR5K          599 14     N4BP          599 5      0
QSO: 21000 CW 2018-11-24 1325 CR5K          599 14     N1LN          599 5      0
QSO: 21000 CW 2018-11-24 1330 CR5K          599 14     LS2D          599 13     0
QSO: 21000 CW 2018-11-24 1557 CR5K          599 14     YW4D          599 09     0
QSO: 21000 CW 2018-11-24 1558 CR5K          599 14     LW8DQ         599 13     0
QSO: 21000 CW 2018-11-24 1559 CR5K          599 14     ZW8T          599 11     0
QSO: 21000 CW 2018-11-24 1605 CR5K          599 14     KP2G          599 08     0
QSO: 21000 CW 2018-11-24 1608 CR5K          599 14     ZY5T          599 11     0
QSO: 21000 CW 2018-11-24 1609 CR5K          599 14     CE2LR         599 12     0
QSO: 21000 CW 2018-11-24 1613 CR5K          599 14     V26K          599 08     0
QSO: 21000 CW 2018-11-24 1615 CR5K          599 14     HQ9X          599 07     0
QSO: 21000 CW 2018-11-24 1619 CR5K          599 14     CE3WW         599 12     0
QSO: 21000 CW 2018-11-24 1622 CR5K          599 14     CW4MAX        599 13     0
QSO: 21000 CW 2018-11-24 1624 CR5K          599 14     PS2T          599 11     0
QSO: 21000 CW 2018-11-24 1628 CR5K          599 14     P40C          599 09     0
QSO: 21000 CW 2018-11-24 1629 CR5K          599 14     K5KG          599 5      0
QSO: 21000 CW 2018-11-24 1630 CR5K          599 14     K9CT          599 4      0
QSO: 21000 CW 2018-11-24 1632 CR5K          599 14     PX2A          599 11     0
QSO: 21000 CW 2018-11-24 1634 CR5K          599 14     W3LPL         599 5      0
QSO: 21000 CW 2018-11-24 1635 CR5K          599 14     NR5M          599 4      0
QSO: 21000 CW 2018-11-24 1639 CR5K          599 14     PZ5T          599 09     0
QSO: 21000 CW 2018-11-24 1641 CR5K          599 14     D41CV         599 35     0
QSO: 21000 CW 2018-11-24 1650 CR5K          599 14     CX5UA         599 13     0
QSO: 14000 CW 2018-11-24 1653 CR5K          599 14     N4AB          599 4      0
QSO: 14000 CW 2018-11-24 1700 CR5K          599 14     W1UE          599 5      0
QSO: 14000 CW 2018-11-24 1703 CR5K          599 14     W3LPL         599 5      0
QSO: 14000 CW 2018-11-24 1708 CR5K          599 14     KN2M          599 5      0
QSO: 14000 CW 2018-11-24 1709 CR5K          599 14     W9SN          599 5      0
QSO: 14000 CW 2018-11-24 1710 CR5K          599 14     K8CX          599 3      0
QSO: 14000 CW 2018-11-24 1716 CR5K          599 14     N1MM          599 5      0
QSO: 14000 CW 2018-11-24 1717 CR5K          599 14     K9IP          599 4      0
QSO: 14000 CW 2018-11-24 1717 CR5K          599 14     EF8R          599 33     0
QSO: 14000 CW 2018-11-24 1719 CR5K          599 14     W2LU          599 5      0
QSO: 14000 CW 2018-11-24 1722 CR5K          599 14     CF3A          599 04     0
QSO: 14000 CW 2018-11-24 1725 CR5K          599 14     K8AZ          599 4      0
QSO: 14000 CW 2018-11-24 1726 CR5K          599 14     K2AX          599 5      0
QSO: 14000 CW 2018-11-24 1733 CR5K          599 14     FY5FY         599 09     0
QSO: 21000 CW 2018-11-24 1747 CR5K          599 14     PY5AMF        599 11     0
QSO: 21000 CW 2018-11-24 1750 CR5K          599 14     PY4HO         599 11     0
QSO: 21000 CW 2018-11-24 1756 CR5K          599 14     PJ4A          599 09     0
QSO: 14000 CW 2018-11-24 1930 CR5K          599 14     VE5MX         599 04     0
QSO: 14000 CW 2018-11-24 1935 CR5K          599 14     N3CZ          599 5      0
QSO: 14000 CW 2018-11-24 1937 CR5K          599 14     W6YX          599 3      0
QSO: 14000 CW 2018-11-24 1942 CR5K          599 14     VA7ST         599 03     0
QSO: 14000 CW 2018-11-24 1950 CR5K          599 14     N5KO          599 4      0
QSO: 14000 CW 2018-11-24 1955 CR5K          599 14     K3LR          599 05     0
QSO: 14000 CW 2018-11-24 2012 CR5K          599 14     TI7W          599 07     0
QSO: 14000 CW 2018-11-24 2017 CR5K          599 14     TO1A          599 09     0
QSO: 14000 CW 2018-11-24 2020 CR5K          599 14     PJ4K          599 09     0
QSO: 14000 CW 2018-11-24 2023 CR5K          599 14     W8AV          599 4      0
QSO: 14000 CW 2018-11-24 2024 CR5K          599 14     LZ9W          599 20     0
QSO: 14000 CW 2018-11-24 2030 CR5K          599 14     FG/F6ARC      599 08     0
QSO: 14000 CW 2018-11-24 2032 CR5K          599 14     ZF1A          599 08     0
QSO: 14000 CW 2018-11-24 2038 CR5K          599 14     6Y3T          599 08     0
QSO: 14000 CW 2018-11-24 2041 CR5K          599 14     N3RJ          599 5      0
QSO: 14000 CW 2018-11-24 2047 CR5K          599 14     K3OO          599 5      0
QSO: 14000 CW 2018-11-24 2048 CR5K          599 14     N5AW          599 4      0
QSO: 14000 CW 2018-11-24 2050 CR5K          599 14     NN7CW         599 5      0
QSO: 14000 CW 2018-11-24 2053 CR5K          599 14     V47T          599 08     0
QSO: 14000 CW 2018-11-24 2055 CR5K          599 14     K4AB          599 4      0
QSO: 14000 CW 2018-11-24 2102 CR5K          599 14     VP2EAQ        599 08     0
QSO: 14000 CW 2018-11-24 2104 CR5K          599 14     AI4WW         599 5      0
QSO: 14000 CW 2018-11-24 2107 CR5K          599 14     K5RM          599 4      0
QSO:  7000 CW 2018-11-24 2119 CR5K          599 14     NA8V          599 4      0
QSO:  7000 CW 2018-11-24 2140 CR5K          599 14     K9NR          599 4      0
QSO:  7000 CW 2018-11-24 2211 CR5K          599 14     UA4W          599 16     0
QSO:  7000 CW 2018-11-24 2214 CR5K          599 14     RM9A          599 17     0
QSO:  7000 CW 2018-11-24 2215 CR5K          599 14     OR2M          599 14     0
QSO:  7000 CW 2018-11-24 2216 CR5K          599 14     R7AB          599 16     0
QSO:  7000 CW 2018-11-24 2217 CR5K          599 14     9A2A          599 15     0
QSO:  7000 CW 2018-11-24 2219 CR5K          599 14     YT4W          599 15     0
QSO:  7000 CW 2018-11-24 2221 CR5K          599 14     DL0GL         599 14     0
QSO:  7000 CW 2018-11-24 2223 CR5K          599 14     SN3A          599 15     0
QSO:  7000 CW 2018-11-24 2225 CR5K          599 14     UA4M          599 16     0
QSO:  7000 CW 2018-11-24 2225 CR5K          599 14     RL3A          599 16     0
QSO:  7000 CW 2018-11-24 2227 CR5K          599 14     VE3EJ         599 04     0
QSO:  7000 CW 2018-11-24 2229 CR5K          599 14     RM7M          599 16     0
QSO:  7000 CW 2018-11-24 2232 CR5K          599 14     CR3DX         599 33     0
QSO:  7000 CW 2018-11-24 2237 CR5K          599 14     N5DX          599 5      0
QSO:  7000 CW 2018-11-24 2240 CR5K          599 14     AA1K          599 5      0
QSO:  7000 CW 2018-11-24 2241 CR5K          599 14     W9RE          599 4      0
QSO:  7000 CW 2018-11-24 2241 CR5K          599 14     RT6A          599 16     0
QSO:  7000 CW 2018-11-24 2243 CR5K          599 14     N2RJ          599 5      0
QSO:  7000 CW 2018-11-24 2252 CR5K          599 14     IR2L          599 15     0
QSO:  7000 CW 2018-11-24 2253 CR5K          599 14     DP7D          599 14     0
QSO:  7000 CW 2018-11-24 2254 CR5K          599 14     K1RX          599 5      0
QSO:  7000 CW 2018-11-24 2255 CR5K          599 14     RT5G          599 16     0
QSO:  7000 CW 2018-11-24 2256 CR5K          599 14     NR4M          599 5      0
QSO:  7000 CW 2018-11-24 2258 CR5K          599 14     M6T           599 14     0
QSO:  7000 CW 2018-11-24 2259 CR5K          599 14     DD1A          599 14     0
QSO:  7000 CW 2018-11-24 2300 CR5K          599 14     DF0GR         599 14     0
QSO:  7000 CW 2018-11-24 2302 CR5K          599 14     LY2W          599 15     0
QSO:  7000 CW 2018-11-24 2303 CR5K          599 14     NW3Y          599 5      0
QSO:  7000 CW 2018-11-24 2306 CR5K          599 14     DL2CC         599 14     0
QSO:  7000 CW 2018-11-24 2308 CR5K          599 14     NZ3R          599 5      0
QSO:  7000 CW 2018-11-24 2312 CR5K          599 14     LZ7U          599 20     0
QSO:  7000 CW 2018-11-24 2312 CR5K          599 14     OM4Q          599 15     0
QSO:  7000 CW 2018-11-24 2314 CR5K          599 14     RT5Z          599 16     0
QSO:  7000 CW 2018-11-24 2317 CR5K          599 14     N3RS          599 5      0
QSO:  7000 CW 2018-11-24 2320 CR5K          599 14     G3U           599 14     0
QSO:  7000 CW 2018-11-24 2322 CR5K          599 14     GW4J          599 14     0
QSO:  7000 CW 2018-11-24 2323 CR5K          599 14     YT1HA         599 15     0
QSO:  7000 CW 2018-11-24 2326 CR5K          599 14     NN3Q          599 5      0
QSO:  7000 CW 2018-11-24 2327 CR5K          599 14     K3TUF         599 5      0
QSO:  7000 CW 2018-11-24 2330 CR5K          599 14     N3EZ          599 5      0
QSO:  7000 CW 2018-11-24 2331 CR5K          599 14     W2FU          599 5      0
QSO:  7000 CW 2018-11-24 2333 CR5K          599 14     EU1R          599 16     0
QSO:  7000 CW 2018-11-24 2333 CR5K          599 14     PI4C          599 14     0
QSO:  7000 CW 2018-11-24 2337 CR5K          599 14     VY2TT         599 5      0
QSO:  7000 CW 2018-11-24 2339 CR5K          599 14     W8FO          599 5      0
QSO:  7000 CW 2018-11-24 2340 CR5K          599 14     K3LL          599 5      0
QSO:  7000 CW 2018-11-24 2342 CR5K          599 14     LY5R          599 15     0
QSO:  7000 CW 2018-11-24 2345 CR5K          599 14     G5O           599 14     0
QSO:  7000 CW 2018-11-24 2346 CR5K          599 14     9A7A          599 15     0
QSO:  7000 CW 2018-11-24 2347 CR5K          599 14     AA9A          599 4      0
QSO:  7000 CW 2018-11-24 2348 CR5K          599 14     N1MM          599 5      0
QSO:  7000 CW 2018-11-24 2348 CR5K          599 14     OK2RZ         599 15     0
QSO:  7000 CW 2018-11-24 2349 CR5K          599 14     DK3WW         599 14     0
QSO:  7000 CW 2018-11-24 2353 CR5K          599 14     KC1XX         599 5      0
QSO:  7000 CW 2018-11-24 2354 CR5K          599 14     K2LE          599 5      0
QSO:  7000 CW 2018-11-24 2356 CR5K          599 14     TM6M          599 14     0
QSO:  7000 CW 2018-11-24 2358 CR5K          599 14     G4DBW         599 14     0
QSO:  7000 CW 2018-11-25 0008 CR5K          599 14     OH0Z          599 15     0
QSO:  7000 CW 2018-11-25 0009 CR5K          599 14     N2IC          599 5      0
QSO:  7000 CW 2018-11-25 0011 CR5K          599 14     ER1OO         599 16     0
QSO:  7000 CW 2018-11-25 0053 CR5K          599 14     AC0C          599 4      0
QSO:  7000 CW 2018-11-25 0056 CR5K          599 14     KE1J          599 5      0
QSO:  7000 CW 2018-11-25 0059 CR5K          599 14     CR3W          599 33     0
QSO:  7000 CW 2018-11-25 0104 CR5K          599 14     TI7W          599 07     0
QSO:  7000 CW 2018-11-25 0107 CR5K          599 14     A44A          599 21     0
QSO:  7000 CW 2018-11-25 0111 CR5K          599 14     K5TR          599 4      0
QSO:  7000 CW 2018-11-25 0111 CR5K          599 14     TK0C          599 15     0
QSO:  7000 CW 2018-11-25 0114 CR5K          599 14     KP2M          599 08     0
QSO:  7000 CW 2018-11-25 0116 CR5K          599 14     HB9CA         599 14     0
QSO:  7000 CW 2018-11-25 0117 CR5K          599 14     LN8W          599 14     0
QSO:  7000 CW 2018-11-25 1004 CR5K          599 14     NS4T          599 5      0
QSO:  7000 CW 2018-11-25 1006 CR5K          599 14     K1VMT         599 5      0
QSO:  7000 CW 2018-11-25 1010 CR5K          599 14     GM4O          599 14     0
QSO:  7000 CW 2018-11-25 1011 CR5K          599 14     ED3O          599 14     0
QSO:  7000 CW 2018-11-25 1012 CR5K          599 14     GM4X          599 14     0
QSO:  7000 CW 2018-11-25 1013 CR5K          599 14     NR5M          599 4      0
QSO: 21000 CW 2018-11-25 1017 CR5K          599 14     9A5N          599 15     0
QSO: 21000 CW 2018-11-25 1018 CR5K          599 14     YL2SM         599 15     0
QSO: 21000 CW 2018-11-25 1019 CR5K          599 14     ES9C          599 15     0
QSO: 21000 CW 2018-11-25 1020 CR5K          599 14     LA0CX         599 14     0
QSO: 21000 CW 2018-11-25 1022 CR5K          599 14     6V7A          599 35     0
QSO: 21000 CW 2018-11-25 1026 CR5K          599 14     LY4A          599 15     0
QSO: 21000 CW 2018-11-25 1029 CR5K          599 14     UA9R          599 17     0
QSO: 21000 CW 2018-11-25 1038 CR5K          599 14     SW9AA         599 20     0
QSO: 21000 CW 2018-11-25 1040 CR5K          599 14     UN9L          599 17     0
QSO: 21000 CW 2018-11-25 1042 CR5K          599 14     UP0L          599 17     0
QSO: 21000 CW 2018-11-25 1044 CR5K          599 14     LZ9V          599 20     0
QSO: 21000 CW 2018-11-25 1048 CR5K          599 14     UZ1WW         599 16     0
QSO: 21000 CW 2018-11-25 1052 CR5K          599 14     VR2FUN        599 24     0
QSO: 21000 CW 2018-11-25 1055 CR5K          599 14     RW4W          599 16     0
QSO: 21000 CW 2018-11-25 1058 CR5K          599 14     RD8D          599 17     0
QSO: 21000 CW 2018-11-25 1100 CR5K          599 14     UW5ZM         599 16     0
QSO: 21000 CW 2018-11-25 1101 CR5K          599 14     HG90NK        599 15     0
QSO: 21000 CW 2018-11-25 1102 CR5K          599 14     RN9T          599 16     0
QSO: 21000 CW 2018-11-25 1106 CR5K          599 14     R2AA          599 16     0
QSO: 21000 CW 2018-11-25 1109 CR5K          599 14     HA1TJ         599 15     0
QSO: 21000 CW 2018-11-25 1119 CR5K          599 14     LY7Z          599 15     0
QSO: 21000 CW 2018-11-25 1120 CR5K          599 14     HA3DX         599 15     0
QSO: 21000 CW 2018-11-25 1120 CR5K          599 14     LY2PX         599 15     0
QSO: 21000 CW 2018-11-25 1122 CR5K          599 14     IR8P          599 15     0
QSO: 21000 CW 2018-11-25 1125 CR5K          599 14     K3LR          599 05     0
QSO: 21000 CW 2018-11-25 1126 CR5K          599 14     E77C          599 15     0
QSO: 21000 CW 2018-11-25 1128 CR5K          599 14     5U9AMO        599 35     0
QSO: 21000 CW 2018-11-25 1130 CR5K          599 14     CR3DX         599 33     0
QSO: 21000 CW 2018-11-25 1131 CR5K          599 14     LZ5R          599 20     0
QSO: 21000 CW 2018-11-25 1134 CR5K          599 14     SN5X          599 15     0
QSO: 21000 CW 2018-11-25 1135 CR5K          599 14     SJ0X          599 14     0
QSO: 21000 CW 2018-11-25 1136 CR5K          599 14     YT0Z          599 15     0
QSO: 21000 CW 2018-11-25 1142 CR5K          599 14     EU1WW         599 16     0
QSO: 21000 CW 2018-11-25 1144 CR5K          599 14     R7AB          599 16     0
QSO: 21000 CW 2018-11-25 1146 CR5K          599 14     YT5A          599 15     0
QSO: 14000 CW 2018-11-25 1147 CR5K          599 14     M6T           599 14     0
QSO: 14000 CW 2018-11-25 1148 CR5K          599 14     LY5T          599 15     0
QSO: 14000 CW 2018-11-25 1151 CR5K          599 14     YT5           599 15     0
QSO: 14000 CW 2018-11-25 1152 CR5K          599 14     IR2L          599 15     0
QSO: 14000 CW 2018-11-25 1155 CR5K          599 14     DK0TU         599 14     0
QSO: 14000 CW 2018-11-25 1201 CR5K          599 14     DL6FBL        599 14     0
QSO: 14000 CW 2018-11-25 1202 CR5K          599 14     9A7A          599 15     0
QSO: 14000 CW 2018-11-25 1203 CR5K          599 14     S57DX         599 15     0
QSO: 14000 CW 2018-11-25 1204 CR5K          599 14     E78WW         599 15     0
QSO: 14000 CW 2018-11-25 1205 CR5K          599 14     LY4A          599 15     0
QSO: 14000 CW 2018-11-25 1207 CR5K          599 14     K3WW          599 5      0
QSO: 14000 CW 2018-11-25 1209 CR5K          599 14     ES9C          599 15     0
QSO: 14000 CW 2018-11-25 1213 CR5K          599 14     S51YI         599 15     0
QSO: 14000 CW 2018-11-25 1216 CR5K          599 14     OR2M          599 14     0
QSO: 21000 CW 2018-11-25 1219 CR5K          599 14     R4RT          599 16     0
QSO: 21000 CW 2018-11-25 1223 CR5K          599 14     HH2AA         599 08     0
QSO: 21000 CW 2018-11-25 1226 CR5K          599 14     SM2T          599 14     0
QSO: 21000 CW 2018-11-25 1228 CR5K          599 14     K4OAQ         599 5      0
QSO: 21000 CW 2018-11-25 1229 CR5K          599 14     NR4M          599 5      0
QSO: 21000 CW 2018-11-25 1554 CR5K          599 14     NR5M          599 4      0
QSO: 21000 CW 2018-11-25 1557 CR5K          599 14     KV2K          599 5      0
QSO: 21000 CW 2018-11-25 1604 CR5K          599 14     K8AZ          599 4      0
QSO: 21000 CW 2018-11-25 1606 CR5K          599 14     K5JK          599 5      0
QSO: 21000 CW 2018-11-25 1608 CR5K          599 14     K1RZ          599 5      0
QSO: 21000 CW 2018-11-25 1624 CR5K          599 14     CE2CT         599 12     0
QSO: 21000 CW 2018-11-25 1626 CR5K          599 14     HC5M          599 10     0
QSO: 21000 CW 2018-11-25 1807 CR5K          599 14     ZM4T          599 32     0
QSO: 21000 CW 2018-11-25 1811 CR5K          599 14     CB1H          599 12     0
QSO: 28000 CW 2018-11-25 1817 CR5K          599 14     LU7HN         599 13     0
QSO: 21000 CW 2018-11-25 1843 CR5K          599 14     K0RF          599 4      0
QSO: 21000 CW 2018-11-25 1845 CR5K          599 14     EF8R          599 33     0
QSO: 21000 CW 2018-11-25 1847 CR5K          599 14     PJ4Q          599 09     0
QSO: 21000 CW 2018-11-25 1901 CR5K          599 14     XQ6OA         599 12     0
QSO: 21000 CW 2018-11-25 1903 CR5K          599 14     HK3TU         599 09     0
QSO: 14000 CW 2018-11-25 1913 CR5K          599 14     N5DX          599 5      0
QSO: 14000 CW 2018-11-25 1914 CR5K          599 14     K1LZ          599 5      0
QSO: 14000 CW 2018-11-25 1916 CR5K          599 14     PY4HO         599 11     0
QSO: 14000 CW 2018-11-25 1919 CR5K          599 14     K4PV          599 5      0
QSO: 14000 CW 2018-11-25 1920 CR5K          599 14     N0NI          599 4      0
QSO: 14000 CW 2018-11-25 1927 CR5K          599 14     VE3EJ         599 04     0
QSO: 14000 CW 2018-11-25 1930 CR5K          599 14     NR5M          599 4      0
QSO: 14000 CW 2018-11-25 1932 CR5K          599 14     PJ2T          599 09     0
QSO: 14000 CW 2018-11-25 1934 CR5K          599 14     K3LR          599 05     0
QSO:  7000 CW 2018-11-25 1939 CR5K          599 14     DF0HQ         599 14     0
QSO:  7000 CW 2018-11-25 1945 CR5K          599 14     CN3A          599 33     0
QSO:  7000 CW 2018-11-25 1945 CR5K          599 14     OM7M          599 15     0
QSO:  7000 CW 2018-11-25 1946 CR5K          599 14     LZ5K          599 20     0
QSO:  7000 CW 2018-11-25 1947 CR5K          599 14     TM3R          599 14     0
QSO:  7000 CW 2018-11-25 1948 CR5K          599 14     YT7A          599 15     0
QSO:  7000 CW 2018-11-25 1949 CR5K          599 14     I2IFT         599 15     0
QSO:  7000 CW 2018-11-25 1950 CR5K          599 14     YT0T          599 15     0
QSO:  7000 CW 2018-11-25 1952 CR5K          599 14     VE3JM         599 4      0
QSO:  7000 CW 2018-11-25 1954 CR5K          599 14     R2AA          599 16     0
QSO:  7000 CW 2018-11-25 1956 CR5K          599 14     P33W          599 20     0
QSO:  7000 CW 2018-11-25 2000 CR5K          599 14     N3AD          599 5      0
END-OF-LOG:
