START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: PC4Y
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 27648
NAME: Bert Trumpie
OPERATORS: PC4Y
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7342.0
SOAPBOX: Super contest. Hope to see you all next year
QSO: 14039 CW 2018-11-24 1114 PC4Y          599 14     4L8A          599 21
QSO: 14043 CW 2018-11-24 1116 PC4Y          599 14     OH5Z          599 15
QSO: 14045 CW 2018-11-24 1117 PC4Y          599 14     YU5M          599 15
QSO: 14047 CW 2018-11-24 1118 PC4Y          599 14     LZ9W          599 20
QSO: 14052 CW 2018-11-24 1120 PC4Y          599 14     RN9N          599 17
QSO: 14056 CW 2018-11-24 1121 PC4Y          599 14     RT5G          599 16
QSO: 14060 CW 2018-11-24 1122 PC4Y          599 14     SP7IIT        599 15
QSO: 14062 CW 2018-11-24 1123 PC4Y          599 14     YL2BJ         599 15
QSO: 14066 CW 2018-11-24 1124 PC4Y          599 14     R3FA          599 16
QSO: 14067 CW 2018-11-24 1124 PC4Y          599 14     RL3A          599 16
QSO: 14068 CW 2018-11-24 1125 PC4Y          599 14     EU6AF         599 16
QSO: 14070 CW 2018-11-24 1127 PC4Y          599 14     EA5LI         599 14
QSO: 14079 CW 2018-11-24 1128 PC4Y          599 14     IT9LKX        599 15
QSO: 14087 CW 2018-11-24 1130 PC4Y          599 14     LY5W          599 15
QSO: 14088 CW 2018-11-24 1130 PC4Y          599 14     LY6A          599 15
QSO: 14089 CW 2018-11-24 1131 PC4Y          599 14     ED5O          599 14
QSO: 14094 CW 2018-11-24 1132 PC4Y          599 14     OM7RU         599 15
QSO: 21015 CW 2018-11-24 1144 PC4Y          599 14     CR3DX         599 33
QSO: 21015 CW 2018-11-24 1146 PC4Y          599 14     CN3A          599 33
QSO: 21023 CW 2018-11-24 1148 PC4Y          599 14     EF8R          599 33
QSO: 21053 CW 2018-11-24 1149 PC4Y          599 14     CR3X          599 33
QSO: 21025 CW 2018-11-24 1153 PC4Y          599 14     P33W          599 20
QSO: 21026 CW 2018-11-24 1159 PC4Y          599 14     EA1DAV        599 14
QSO: 21036 CW 2018-11-24 1204 PC4Y          599 14     LZ9W          599 20
QSO: 21025 CW 2018-11-24 1256 PC4Y          599 14     9A5D          599 15
QSO: 14007 CW 2018-11-24 1306 PC4Y          599 14     UX3HA         599 16
QSO: 14015 CW 2018-11-24 1311 PC4Y          599 14     K1DG          599 05
QSO: 14020 CW 2018-11-24 1313 PC4Y          599 14     UZ2M          599 16
QSO: 14058 CW 2018-11-24 1318 PC4Y          599 14     HG8R          599 15
QSO: 14060 CW 2018-11-24 1319 PC4Y          599 14     OH8X          599 15
QSO: 14061 CW 2018-11-24 1321 PC4Y          599 14     RM3F          599 16
QSO: 14062 CW 2018-11-24 1324 PC4Y          599 14     ES9C          599 15
QSO: 14063 CW 2018-11-24 1325 PC4Y          599 14     UY5ZZ         599 16
QSO: 14065 CW 2018-11-24 1326 PC4Y          599 14     HA8M          599 15
QSO: 14069 CW 2018-11-24 1328 PC4Y          599 14     RA3W          599 16
QSO: 14074 CW 2018-11-24 1329 PC4Y          599 14     KF3B          599 05
QSO: 14079 CW 2018-11-24 1330 PC4Y          599 14     YP3A          599 20
QSO: 14091 CW 2018-11-24 1333 PC4Y          599 14     7X2ARA        599 33
QSO: 14092 CW 2018-11-24 1334 PC4Y          599 14     ER4A          599 16
QSO: 14100 CW 2018-11-24 1336 PC4Y          599 14     VE1RK         599 05
QSO: 14101 CW 2018-11-24 1337 PC4Y          599 14     VE3VN         599 04
QSO: 14103 CW 2018-11-24 1340 PC4Y          599 14     WX0B          599 04
QSO: 14104 CW 2018-11-24 1341 PC4Y          599 14     N4WW          599 05
QSO: 14109 CW 2018-11-24 1344 PC4Y          599 14     K4AB          599 04
QSO: 14110 CW 2018-11-24 1345 PC4Y          599 14     EW1TZ         599 16
QSO: 14111 CW 2018-11-24 1346 PC4Y          599 14     K3PH          599 05
QSO: 14118 CW 2018-11-24 1347 PC4Y          599 14     NR5M          599 04
QSO: 14122 CW 2018-11-24 1349 PC4Y          599 14     W1GD          599 05
QSO: 14123 CW 2018-11-24 1350 PC4Y          599 14     N3QE          599 05
QSO: 14124 CW 2018-11-24 1350 PC4Y          599 14     N2ED          599 05
QSO: 14125 CW 2018-11-24 1351 PC4Y          599 14     AD4EB         599 04
QSO: 14127 CW 2018-11-24 1353 PC4Y          599 14     KB1EFS        599 05
QSO: 14085 CW 2018-11-24 1401 PC4Y          599 14     N2RJ          599 05
QSO: 14067 CW 2018-11-24 1404 PC4Y          599 14     A44A          599 21
QSO: 14061 CW 2018-11-24 1457 PC4Y          599 14     IT9RDG        599 15
QSO: 14041 CW 2018-11-24 1501 PC4Y          599 14     Z3B           599 15
QSO: 14020 CW 2018-11-24 1503 PC4Y          599 14     K1IR          599 05
QSO: 14015 CW 2018-11-24 1505 PC4Y          599 14     W3UA          599 05
QSO: 14009 CW 2018-11-24 1506 PC4Y          599 14     KC1XX         599 05
QSO:  7002 CW 2018-11-24 1511 PC4Y          599 14     RF9C          599 17
QSO:  7005 CW 2018-11-24 1512 PC4Y          599 14     RT5G          599 16
QSO:  7006 CW 2018-11-24 1513 PC4Y          599 14     OH5Z          599 15
QSO:  7009 CW 2018-11-24 1514 PC4Y          599 14     OH0Z          599 15
QSO:  7010 CW 2018-11-24 1515 PC4Y          599 14     S58J          599 15
QSO:  7011 CW 2018-11-24 1516 PC4Y          599 14     CN3A          599 33
QSO:  7011 CW 2018-11-24 1517 PC4Y          599 14     RK3AW         599 16
QSO:  7013 CW 2018-11-24 1526 PC4Y          599 14     P33W          599 20
QSO:  7021 CW 2018-11-24 1530 PC4Y          599 14     EI6DX         599 14
QSO:  7022 CW 2018-11-24 1531 PC4Y          599 14     OK2D          599 15
QSO:  7023 CW 2018-11-24 1532 PC4Y          599 14     SK3W          599 14
QSO:  7025 CW 2018-11-24 1533 PC4Y          599 14     HG5C          599 15
QSO:  7028 CW 2018-11-24 1534 PC4Y          599 14     OK2RZ         599 15
QSO:  7031 CW 2018-11-24 1535 PC4Y          599 14     RX1A          599 16
QSO:  7039 CW 2018-11-24 1547 PC4Y          599 14     S50A          599 15
QSO:  7041 CW 2018-11-24 1548 PC4Y          599 14     UZ2M          599 16
QSO:  7044 CW 2018-11-24 1549 PC4Y          599 14     RT0C          599 19
QSO:  7050 CW 2018-11-24 1550 PC4Y          599 14     RM9A          599 17
QSO:  3503 CW 2018-11-24 1554 PC4Y          599 14     M6T           599 14
QSO:  3506 CW 2018-11-24 1556 PC4Y          599 14     OK8WW         599 15
QSO:  3523 CW 2018-11-24 1559 PC4Y          599 14     DL7ON         599 14
QSO:  3504 CW 2018-11-24 1925 PC4Y          599 14     YT1R          599 15
QSO:  3505 CW 2018-11-24 1927 PC4Y          599 14     9A1EZA        599 15
QSO:  3508 CW 2018-11-24 1930 PC4Y          599 14     SM6CPY        599 14
QSO:  7048 CW 2018-11-24 1937 PC4Y          599 14     HG7T          599 15
QSO:  7032 CW 2018-11-24 1940 PC4Y          599 14     SN8B          599 15
QSO:  7012 CW 2018-11-24 1943 PC4Y          599 14     S52AW         599 15
QSO:  7008 CW 2018-11-24 1943 PC4Y          599 14     YT5A          599 15
QSO:  1814 CW 2018-11-24 1947 PC4Y          599 14     DF0HQ         599 14
QSO:  1816 CW 2018-11-24 1948 PC4Y          599 14     DJ0MDR        599 14
QSO:  1817 CW 2018-11-24 1949 PC4Y          599 14     9A1A          599 15
QSO:  1820 CW 2018-11-24 1951 PC4Y          599 14     G5W           599 14
QSO:  1827 CW 2018-11-24 1956 PC4Y          599 14     G9W           599 14
QSO:  1830 CW 2018-11-24 2000 PC4Y          599 14     G4IIY         599 14
QSO: 21011 CW 2018-11-25 1357 PC4Y          599 14     EA8CN         599 33
QSO: 21024 CW 2018-11-25 1403 PC4Y          599 14     ZY5T          599 11
QSO: 14003 CW 2018-11-25 1410 PC4Y          599 14     K3LR          599 05
QSO: 14008 CW 2018-11-25 1411 PC4Y          599 14     IZ8VYU        599 15
QSO: 14007 CW 2018-11-25 1412 PC4Y          599 14     SX2G          599 20
QSO: 14013 CW 2018-11-25 1415 PC4Y          599 14     UW1M          599 16
QSO: 14015 CW 2018-11-25 1416 PC4Y          599 14     N3RS          599 05
QSO: 14019 CW 2018-11-25 1418 PC4Y          599 14     N2IC          599 05
QSO: 14022 CW 2018-11-25 1420 PC4Y          599 14     KU2M          599 05
QSO: 14025 CW 2018-11-25 1421 PC4Y          599 14     R7AB          599 16
QSO: 14025 CW 2018-11-25 1422 PC4Y          599 14     W3LPL         599 05
QSO: 14025 CW 2018-11-25 1424 PC4Y          599 14     W1KM          599 05
QSO: 14028 CW 2018-11-25 1426 PC4Y          599 14     LZ1QN         599 20
QSO: 14029 CW 2018-11-25 1428 PC4Y          599 14     N1MM          599 05
QSO: 14030 CW 2018-11-25 1429 PC4Y          599 14     LZ1ZM         599 20
QSO: 14038 CW 2018-11-25 1436 PC4Y          599 14     IR8P          599 15
QSO: 14039 CW 2018-11-25 1437 PC4Y          599 14     SZ1A          599 20
QSO: 14039 CW 2018-11-25 1438 PC4Y          599 14     K1RX          599 05
QSO: 14041 CW 2018-11-25 1438 PC4Y          599 14     TK0C          599 15
QSO: 14048 CW 2018-11-25 1441 PC4Y          599 14     EA5KM         599 14
QSO: 14051 CW 2018-11-25 1443 PC4Y          599 14     W2FU          599 05
QSO: 14052 CW 2018-11-25 1444 PC4Y          599 14     RT7A          599 16
QSO: 14057 CW 2018-11-25 1445 PC4Y          599 14     NA8V          599 04
QSO: 14059 CW 2018-11-25 1447 PC4Y          599 14     IK4AUY        599 15
QSO: 14063 CW 2018-11-25 1449 PC4Y          599 14     K3WW          599 05
QSO: 14064 CW 2018-11-25 1449 PC4Y          599 14     W3UA          599 05
QSO: 14065 CW 2018-11-25 1450 PC4Y          599 14     LZ1YE         599 20
QSO: 14069 CW 2018-11-25 1451 PC4Y          599 14     9H6A          599 15
QSO: 14084 CW 2018-11-25 1452 PC4Y          599 14     K9CT          599 04
QSO: 14085 CW 2018-11-25 1453 PC4Y          599 14     N3ER          599 05
QSO: 14088 CW 2018-11-25 1454 PC4Y          599 14     PI4CC         599 14
QSO: 14095 CW 2018-11-25 1455 PC4Y          599 14     YU7KW         599 15
QSO: 14097 CW 2018-11-25 1456 PC4Y          599 14     W1WEF         599 05
QSO: 14110 CW 2018-11-25 1459 PC4Y          599 14     YT1A          599 15
QSO: 14110 CW 2018-11-25 1500 PC4Y          599 14     PZ5T          599 09
QSO: 14112 CW 2018-11-25 1501 PC4Y          599 14     EF7A          599 14
QSO:  7001 CW 2018-11-25 1505 PC4Y          599 14     UA4W          599 16
QSO:  7005 CW 2018-11-25 1507 PC4Y          599 14     OK2RZ         599 15
QSO:  7005 CW 2018-11-25 1507 PC4Y          599 14     OK6BJ         599 15
QSO:  7011 CW 2018-11-25 1509 PC4Y          599 14     9A4WY         599 15
QSO:  7015 CW 2018-11-25 1511 PC4Y          599 14     HA5PP         599 15
QSO:  7022 CW 2018-11-25 1513 PC4Y          599 14     SN3A          599 15
QSO:  7028 CW 2018-11-25 1514 PC4Y          599 14     YT7A          599 15
QSO:  7029 CW 2018-11-25 1515 PC4Y          599 14     MW5R          599 14
QSO:  7029 CW 2018-11-25 1546 PC4Y          599 14     US2IR         599 16
QSO:  7030 CW 2018-11-25 1547 PC4Y          599 14     9A1A          599 15
QSO:  7035 CW 2018-11-25 1549 PC4Y          599 14     S57WJ         599 15
QSO:  7037 CW 2018-11-25 1549 PC4Y          599 14     F8KLY         599 14
QSO:  7039 CW 2018-11-25 1550 PC4Y          599 14     HA7A          599 15
QSO:  7044 CW 2018-11-25 1551 PC4Y          599 14     LB6GG         599 14
QSO:  7045 CW 2018-11-25 1552 PC4Y          599 14     LZ9W          599 20
QSO:  7048 CW 2018-11-25 1553 PC4Y          599 14     S58M          599 15
QSO:  7050 CW 2018-11-25 1556 PC4Y          599 14     OH2BAH        599 15
QSO:  7052 CW 2018-11-25 1557 PC4Y          599 14     UP4L          599 17
QSO:  7054 CW 2018-11-25 1558 PC4Y          599 14     SP2QG         599 15
QSO: 14000 CW 2018-11-25 1600 PC4Y          599 14     K8AZ          599 04
QSO: 14010 CW 2018-11-25 1604 PC4Y          599 14     K5ZD          599 05
QSO: 14014 CW 2018-11-25 1606 PC4Y          599 14     N2SR          599 05
QSO: 14014 CW 2018-11-25 1607 PC4Y          599 14     K1TTT         599 05
QSO:  7005 CW 2018-11-25 2226 PC4Y          599 14     OM3IAG        599 15
QSO:  7007 CW 2018-11-25 2226 PC4Y          599 14     S59ABC        599 15
QSO:  7007 CW 2018-11-25 2228 PC4Y          599 14     OL9Z          599 15
QSO:  7009 CW 2018-11-25 2229 PC4Y          599 14     YT1HA         599 15
QSO:  7011 CW 2018-11-25 2230 PC4Y          599 14     9A9R          599 15
QSO:  7013 CW 2018-11-25 2231 PC4Y          599 14     RT4D          599 16
QSO:  7021 CW 2018-11-25 2232 PC4Y          599 14     ES9C          599 15
QSO:  7023 CW 2018-11-25 2233 PC4Y          599 14     9A7A          599 15
QSO:  7038 CW 2018-11-25 2235 PC4Y          599 14     S58N          599 15
QSO:  7051 CW 2018-11-25 2237 PC4Y          599 14     YT0A          599 15
QSO:  7054 CW 2018-11-25 2238 PC4Y          599 14     YL2GD         599 15
QSO:  3513 CW 2018-11-25 2242 PC4Y          599 14     OK5T          599 15
END-OF-LOG:
