START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: DL7USW/P
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DL7USW/P
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2013.
QSO:  3514 CW 2013-05-25 0016 DL7USW/P      599 R3FX          599 32
QSO:  3517 CW 2013-05-25 0018 DL7USW/P      599 0002 OK7Y          599 0034
QSO:  3500 CW 2013-05-25 0019 DL7USW/P      599 3 EU1WW         599 33
QSO:  3521 CW 2013-05-25 0020 DL7USW/P      599 0004 EM2G          599 0036
QSO:  3523 CW 2013-05-25 0022 DL7USW/P      599 005 RO2E          599 0038
QSO:  3525 CW 2013-05-25 0022 DL7USW/P      599 0006 UT5UGR        599 0040
QSO:  3529 CW 2013-05-25 0024 DL7USW/P      599 0008 OM3ZWA        599 0033
QSO:  3500 CW 2013-05-25 0027 DL7USW/P      599 010 YU1ED         599 0021
QSO:  3537 CW 2013-05-25 0028 DL7USW/P      599 011 SO4R          599 0047
QSO:  3500 CW 2013-05-25 0029 DL7USW/P      599 12 HA4FV         599 34
QSO:  3539 CW 2013-05-25 0030 DL7USW/P      599 0013 LY2SA         599 0024
QSO:  3540 CW 2013-05-25 0031 DL7USW/P      599 014 IB9T          599 009
QSO:  3542 CW 2013-05-25 0033 DL7USW/P      599 15 UA3QGT        599 44
QSO:  3544 CW 2013-05-25 0036 DL7USW/P      599 016 CT3KN         599 0060
QSO:  3546 CW 2013-05-25 0037 DL7USW/P      599 0017 YQ5C          599 0054
QSO:  3500 CW 2013-05-25 0039 DL7USW/P      599 019 LY4T          599 0052
QSO:  1800 CW 2013-05-25 0042 DL7USW/P      599 0021 SP9GR         599 0024
QSO:  1829 CW 2013-05-25 0043 DL7USW/P      599 22 OM6AL         599 37
QSO:  1800 CW 2013-05-25 0044 DL7USW/P      599 023 DK75FOC       599 023
QSO:  1831 CW 2013-05-25 0045 DL7USW/P      599 024 LY7M          599 054
QSO:  1830 CW 2013-05-25 0046 DL7USW/P      599 025 HA30S         599 0028
QSO:  1835 CW 2013-05-25 0047 DL7USW/P      599 026 ES9C          599 0060
QSO:  1836 CW 2013-05-25 0048 DL7USW/P      599 27 SM7MX         599 29
QSO:  3509 CW 2013-05-25 0050 DL7USW/P      599 28 EW8DX         599 81
QSO:  7008 CW 2013-05-25 0054 DL7USW/P      599 029 EF8M          599 152
QSO:  7009 CW 2013-05-25 0056 DL7USW/P      599 40 6V7S          599 101
QSO:  7010 CW 2013-05-25 0057 DL7USW/P      599 031 EI0W          599 0118
QSO:  7015 CW 2013-05-25 0107 DL7USW/P      599 32 VP53V         599 99
QSO:  7016 CW 2013-05-25 0108 DL7USW/P      599 0033 KD4D          599 0067
QSO:  7021 CW 2013-05-25 0110 DL7USW/P      599 034 M0C           599 0083
QSO:  7037 CW 2013-05-25 0112 DL7USW/P      599 35 RJ3A          599 53
QSO:  7025 CW 2013-05-25 0113 DL7USW/P      599 036 GW3KDB        599 100
QSO:  1828 CW 2013-05-25 0115 DL7USW/P      599 038 M7A           599 0073
QSO:  1800 CW 2013-05-25 0120 DL7USW/P      599 039 OM7AG         599 011
QSO:  1833 CW 2013-05-25 0121 DL7USW/P      599 040 IB9T          599 069
QSO:  1800 CW 2013-05-25 0130 DL7USW/P      599 042 YO2DFA        599 66
QSO:  3512 CW 2013-05-25 0135 DL7USW/P      599 043 OZ5E          599 0118
QSO:  3513 CW 2013-05-25 0136 DL7USW/P      599 044 TP2CE         599 0142
QSO:  7000 CW 2013-05-25 0139 DL7USW/P      599 0045 PJ4A          599 0222
QSO:  7004 CW 2013-05-25 0142 DL7USW/P      599 0046 LP5D          599 0147
QSO:  7006 CW 2013-05-25 0144 DL7USW/P      599 0047 WM3T          599 0196
QSO:  7006 CW 2013-05-25 0145 DL7USW/P      599 0048 NR3X          599 0201
QSO:  7017 CW 2013-05-25 0147 DL7USW/P      599 0049 NR4M          599 0186
QSO:  7019 CW 2013-05-25 0150 DL7USW/P      599 050 CR3L          599 0173
QSO:  7024 CW 2013-05-25 0156 DL7USW/P      599 051 P33W          599 0365
QSO:  7028 CW 2013-05-25 0156 DL7USW/P      599 0052 TC7C          599 0159
QSO:  7003 CW 2013-05-25 0200 DL7USW/P      599 053 KM3T          599 0258
QSO:  7005 CW 2013-05-25 0201 DL7USW/P      599 54 WC1M          599 235
QSO:  7009 CW 2013-05-25 0204 DL7USW/P      599 055 CR3A          599 0307
QSO:  7010 CW 2013-05-25 0204 DL7USW/P      599 056 OG8X          599 0159
QSO:  7019 CW 2013-05-25 0213 DL7USW/P      599 0058 N3RR          599 0198
QSO:  7022 CW 2013-05-25 0216 DL7USW/P      599 059 4O3A          599 0279
QSO:  7022 CW 2013-05-25 0217 DL7USW/P      599 0060 4Z5TK         599 0200
