START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: S57UX
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: S57UX
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2013.
QSO:  3500 CW 2013-05-25 0044 S57UX         599 YU0A          599 0043
QSO:  3517 CW 2013-05-25 0044 S57UX         599 0002 OK7Y          599 0070
QSO:  3515 CW 2013-05-25 0052 S57UX         599 004 YT5A          599 0102
QSO:  3515 CW 2013-05-25 0053 S57UX         599 0005 PA33A         599 0087
QSO:  3514 CW 2013-05-25 0056 S57UX         599 0007 LY2FN         599 0093
QSO:  3513 CW 2013-05-25 0057 S57UX         599 008 TP2CE         599 0091
QSO:  3514 CW 2013-05-25 0057 S57UX         599 6 R3FX          599 98
QSO:  3512 CW 2013-05-25 0100 S57UX         599 009 SP5ELA        599 0100
QSO:  3512 CW 2013-05-25 0106 S57UX         599 010 OZ5E          599 0094
QSO:  3500 CW 2013-05-25 0108 S57UX         599 011 HA6NL         599 063
QSO:  3500 CW 2013-05-25 0110 S57UX         599 12 UX3HA         599 69
QSO:  3509 CW 2013-05-25 0112 S57UX         599 12 EW8DX         599 121
QSO:  3519 CW 2013-05-25 0121 S57UX         599 0014 YL3FW         599 0090
QSO:  3519 CW 2013-05-25 0123 S57UX         599 0015 8S6E          599 0089
QSO:  3520 CW 2013-05-25 0125 S57UX         599 016 HG7T          599 0049
QSO:  3525 CW 2013-05-25 0134 S57UX         599 0018 UT5UGR        599 0141
QSO:  3525 CW 2013-05-25 0140 S57UX         599 0019 LY5I          599 0122
QSO:  3526 CW 2013-05-25 0142 S57UX         599 0020 DJ1MM         599 0149
QSO:  3526 CW 2013-05-25 0146 S57UX         599 022 SO4R          599 0152
QSO:  3500 CW 2013-05-25 0147 S57UX         599 023 E71A          599 0187
QSO:  3528 CW 2013-05-25 0147 S57UX         599 024 DL0CS         599 0141
QSO:  3529 CW 2013-05-25 0149 S57UX         599 0025 OM3ZWA        599 0130
QSO:  3529 CW 2013-05-25 0158 S57UX         599 026 YT4A          599 0161
QSO:  3500 CW 2013-05-25 0159 S57UX         599 27 US0HZ         599 136
QSO:  3532 CW 2013-05-25 0202 S57UX         599 029 DR1A          599 0189
