START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE SSB
SPECIFIC: N47
CREATED-BY: DXLog.net v2.4.31, modified by DXHF upload.
CALLSIGN: DK9BM
CLAIMED-SCORE: 3080
CLUB: Bavarian Contest Club
OPERATORS:
QSO: 14222 PH  2020-09-12 1247 DK9BM         59  0001 RM9I          59   0629
QSO: 14146 PH  2020-09-12 1251 DK9BM         59  0002 VE2IM         59   0415
QSO: 14186 PH  2020-09-12 1255 DK9BM         59  0003 RA9P          59   0772
QSO: 14242 PH  2020-09-12 1259 DK9BM         59  0004 PX2A          59   0385
QSO: 14250 PH  2020-09-12 1304 DK9BM         59  0005 VE3AT         59   0452
QSO: 14266 PH  2020-09-12 1307 DK9BM         59  0006 N6AR          59   0314
QSO: 14269 PH  2020-09-12 1315 DK9BM         59  0007 5B4AIF        59   0406
QSO: 14217 PH  2020-09-12 1334 DK9BM         59  0008 KL7SB         59   0214
QSO: 14150 PH  2020-09-12 1347 DK9BM         59  0009 KC1XX         59   0796
QSO: 14196 PH  2020-09-12 1650 DK9BM         59  0010 KD4D          59   0908
QSO: 14200 PH  2020-09-12 1656 DK9BM         59  0011 PB4A          59   0475
QSO: 14153 PH  2020-09-12 1658 DK9BM         59  0012 WX3B          59   0158
QSO: 14156 PH  2020-09-12 1659 DK9BM         59  0013 VE5MX         59   0314
QSO: 14209 PH  2020-09-12 1704 DK9BM         59  0014 K3RA          59   0250
QSO: 14214 PH  2020-09-12 1708 DK9BM         59  0015 N1SNB         59   0307
QSO: 14247 PH  2020-09-12 1711 DK9BM         59  0016 PY5QW         59   0290
QTC: 14247 CW  2020-09-12 1714 DK9BM         029/9      PY5QW         1602 OZ/DO4OD      048
QTC: 14247 CW  2020-09-12 1714 DK9BM         029/9      PY5QW         1702 LZ5R          490
QTC: 14247 CW  2020-09-12 1714 DK9BM         029/9      PY5QW         1704 EC2DX         237
QTC: 14247 CW  2020-09-12 1714 DK9BM         029/9      PY5QW         1707 DL1AWO        105
QTC: 14247 CW  2020-09-12 1714 DK9BM         029/9      PY5QW         1707 MM9I          107
QTC: 14247 CW  2020-09-12 1714 DK9BM         029/9      PY5QW         1707 DL5JS         012
QTC: 14247 CW  2020-09-12 1714 DK9BM         029/9      PY5QW         1708 F1GRH         015
QTC: 14247 CW  2020-09-12 1714 DK9BM         029/9      PY5QW         1709 DD2PT         021
QTC: 14247 CW  2020-09-12 1714 DK9BM         029/9      PY5QW         1710 RW4WA         103
QSO: 14258 PH  2020-09-12 1726 DK9BM         59  0017 EA8RM         59   0959
QSO: 14196 PH  2020-09-12 1729 DK9BM         59  0018 PT5J          59   0649
QSO: 14136 PH  2020-09-12 1733 DK9BM         59  0019 CT9ABV        59   1150
QSO: 14215 PH  2020-09-13 0808 DK9BM         59  0020 UN9L          59   1304
QSO: 14187 PH  2020-09-13 0813 DK9BM         59  0021 CN8YZ         59   0625
QTC: 14187 CW  2020-09-13 0815 DK9BM         109/7      CN8YZ         0809 DH8AF         203
QTC: 14187 CW  2020-09-13 0815 DK9BM         109/7      CN8YZ         0810 DJ8WK         059
QTC: 14187 CW  2020-09-13 0815 DK9BM         109/7      CN8YZ         0811 HB9BEI        022
QTC: 14187 CW  2020-09-13 0815 DK9BM         109/7      CN8YZ         0811 DB5PJ         011
QTC: 14187 CW  2020-09-13 0815 DK9BM         109/7      CN8YZ         0812 DK9IP         063
QTC: 14187 CW  2020-09-13 0815 DK9BM         109/7      CN8YZ         0812 IK2AUK        027
QTC: 14187 CW  2020-09-13 0815 DK9BM         109/7      CN8YZ         0813 PD1LG         018
QSO: 14202 PH  2020-09-13 0822 DK9BM         59  0022 RU9I          59   0310
QSO: 14169 PH  2020-09-13 1345 DK9BM         59  0023 NW3Y          59   0599
QSO: 14165 PH  2020-09-13 1347 DK9BM         59  0024 VR2XAN        59   0638
QSO: 14154 PH  2020-09-13 1352 DK9BM         59  0025 K1RM          59   0412
QTC: 14215 CW  2020-09-13 1400 DK9BM         263/10     5B4AIF        1316 G0TGH         002
QTC: 14215 CW  2020-09-13 1400 DK9BM         263/10     5B4AIF        1317 EA7JZV        001
QTC: 14215 CW  2020-09-13 1400 DK9BM         263/10     5B4AIF        1317 DL7BC         004
QTC: 14215 CW  2020-09-13 1400 DK9BM         263/10     5B4AIF        1318 MM0DVZ        006
QTC: 14215 CW  2020-09-13 1400 DK9BM         263/10     5B4AIF        1318 IN3FHE        003
QTC: 14215 CW  2020-09-13 1400 DK9BM         263/10     5B4AIF        1318 YU7RIM        009
QTC: 14215 CW  2020-09-13 1400 DK9BM         263/10     5B4AIF        1320 SP1HN         053
QTC: 14215 CW  2020-09-13 1400 DK9BM         263/10     5B4AIF        1321 DL2SCF        011
QTC: 14215 CW  2020-09-13 1400 DK9BM         263/10     5B4AIF        1321 DK3RN/P       001
QTC: 14215 CW  2020-09-13 1400 DK9BM         263/10     5B4AIF        1322 MI0WWF        002
QSO: 14243 PH  2020-09-13 1401 DK9BM         59  0026 A42K          59   1282
QSO: 14273 PH  2020-09-13 1427 DK9BM         59  0027 4L2M          59   1303
