START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RUSSIAN-DX
CALLSIGN: RK3MXT
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RK3MXT
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RUSSIAN-DX RussianDXContest/2025.
QSO: 28000 CW 2025-03-15 1206 RK3MXT        599 YR UN7FW         599 0010
QSO: 28039 CW 2025-03-15 1214 RK3MXT        599 YR I2IFT         599 0021
QSO: 28000 CW 2025-03-15 1217 RK3MXT        599 YR IT9RZU        599 0014
QSO: 28039 CW 2025-03-15 1218 RK3MXT        599 YR 2E0CVN        599 0025
QSO: 28039 CW 2025-03-15 1218 RK3MXT        599 YR 9A8A          599 0016
QSO: 28039 CW 2025-03-15 1219 RK3MXT        599 YR GM2S          599 0021
QSO: 28000 CW 2025-03-15 1220 RK3MXT        599 YR PP5RB         599 0004
QSO: 28039 CW 2025-03-15 1222 RK3MXT        599 YR ZS1ANF        599 0003
QSO: 28039 CW 2025-03-15 1223 RK3MXT        599 YR LT4A          599 0007
QSO: 28039 CW 2025-03-15 1226 RK3MXT        599 YR IQ3RK         599 0029
QSO: 14012 CW 2025-03-15 1232 RK3MXT        599 YR 4U1A          599 0053
QSO: 14013 CW 2025-03-15 1233 RK3MXT        599 YR HG7T          599 0067
QSO: 14014 CW 2025-03-15 1233 RK3MXT        599 YR EW8DX         599 0036
QSO: 14015 CW 2025-03-15 1233 RK3MXT        599 YR E70Y          599 0035
QSO: 14015 CW 2025-03-15 1234 RK3MXT        599 YR S52W          599 0068
QSO: 14016 CW 2025-03-15 1234 RK3MXT        599 YR YQ8E          599 0060
QSO: 14022 CW 2025-03-15 1236 RK3MXT        599 YR HA8TKS        599 0047
QSO: 14022 CW 2025-03-15 1240 RK3MXT        599 YR HA6QU         599 0044
QSO: 14000 CW 2025-03-15 1244 RK3MXT        599 YR LZ1DQ         599 0038
QSO: 14000 CW 2025-03-15 1245 RK3MXT        599 YR DG1YBN        599 0009
QSO: 14022 CW 2025-03-15 1245 RK3MXT        599 YR F8GHA         599 0015
QSO: 14000 CW 2025-03-15 1246 RK3MXT        599 YR HA6QS         599 0030
QSO: 14145 PH 2025-03-15 1249 RK3MXT        59 YR UO2L          59 0093
QSO: 14146 PH 2025-03-15 1250 RK3MXT        59 YR I1RJP         59 0014
QSO: 14146 PH 2025-03-15 1253 RK3MXT        59 YR YT8A          59 0088
QSO: 14000 PH 2025-03-15 1300 RK3MXT        59 YR SQ4CTM        59 0017
QSO: 14146 PH 2025-03-15 1300 RK3MXT        59 YR UN8PT         59 0097
QSO: 14146 PH 2025-03-15 1302 RK3MXT        59 YR UN7LEW        59 0068
QSO: 14000 PH 2025-03-15 1306 RK3MXT        59 YR S57DEV        59 0007
QSO: 14146 PH 2025-03-15 1307 RK3MXT        59 YR HB9JOE        59 0001
QSO: 14146 PH 2025-03-15 1307 RK3MXT        59 YR S54X          59 0006
QSO: 14036 CW 2025-03-15 1310 RK3MXT        599 YR OM0WR         599 0112
QSO: 14020 CW 2025-03-15 1311 RK3MXT        599 YR OM7M          599 0231
QSO: 14000 CW 2025-03-15 1313 RK3MXT        599 YR Z35W          599 0001
QSO: 14020 CW 2025-03-15 1314 RK3MXT        599 YR LZ3R          599 0064
QSO: 14020 CW 2025-03-15 1314 RK3MXT        599 YR UN7ID         599 0024
QSO: 14021 CW 2025-03-15 1317 RK3MXT        599 YR YE1GXQ        599 0028
QSO: 14000 CW 2025-03-15 1318 RK3MXT        599 YR DL9ZP         599 0083
QSO: 14020 CW 2025-03-15 1319 RK3MXT        599 YR HA6NL         599 0076
QSO: 14020 CW 2025-03-15 1319 RK3MXT        599 YR IK3CHK        599 0077
QSO: 14020 CW 2025-03-15 1321 RK3MXT        599 YR LZ2MP         599 0062
QSO: 14021 CW 2025-03-15 1321 RK3MXT        599 YR M0AGP         599 0016
QSO: 14021 CW 2025-03-15 1321 RK3MXT        599 YR OM5MX         599 0043
QSO: 14021 CW 2025-03-15 1321 RK3MXT        599 YR OM7LW         599 0112
QSO: 14020 CW 2025-03-15 1322 RK3MXT        599 YR JG1LFR        599 0035
QSO: 14021 CW 2025-03-15 1324 RK3MXT        599 YR IZ3QCH        599 0017
QSO: 14020 CW 2025-03-15 1329 RK3MXT        599 YR LZ2RS         599 0070
QSO: 14020 CW 2025-03-15 1330 RK3MXT        599 YR SV1FWV        599 0064
QSO: 14020 CW 2025-03-15 1331 RK3MXT        599 YR OL8M          599 0041
QSO: 14021 CW 2025-03-15 1335 RK3MXT        599 YR OG7F          599 0052
QSO: 14027 CW 2025-03-15 1336 RK3MXT        599 YR BY1CY         599 0116
QSO: 21026 CW 2025-03-15 1338 RK3MXT        599 YR LZ1ND         599 0157
QSO: 21026 CW 2025-03-15 1338 RK3MXT        599 YR S57Q          599 0159
QSO: 21026 CW 2025-03-15 1339 RK3MXT        599 YR LZ9W          599 0235
QSO: 21026 CW 2025-03-15 1340 RK3MXT        599 YR 9A2NO         599 0109
QSO: 21026 CW 2025-03-15 1340 RK3MXT        599 YR F6IFY         599 0132
QSO: 21026 CW 2025-03-15 1341 RK3MXT        599 YR DM3PKK        599 0061
QSO: 21026 CW 2025-03-15 1341 RK3MXT        599 YR HB9AMO        599 0133
QSO: 21026 CW 2025-03-15 1341 RK3MXT        599 YR OM4DU         599 0020
QSO: 21000 CW 2025-03-15 1342 RK3MXT        599 YR DG1YBN        599 0036
QSO: 21026 CW 2025-03-15 1344 RK3MXT        599 YR F6DCQ         599 0078
QSO: 21026 CW 2025-03-15 1345 RK3MXT        599 YR HA6QU         599 0104
QSO: 21026 CW 2025-03-15 1346 RK3MXT        599 YR BG3GEF        599 0039
QSO: 21026 CW 2025-03-15 1347 RK3MXT        599 YR SD4W          599 0067
QSO: 21026 CW 2025-03-15 1348 RK3MXT        599 YR EA4Z          599 0040
QSO: 21026 CW 2025-03-15 1348 RK3MXT        599 YR YT1XC         599 0031
QSO: 21026 CW 2025-03-15 1349 RK3MXT        599 YR HA6KG         599 0041
QSO: 21026 CW 2025-03-15 1349 RK3MXT        599 YR YT2FW         599 0065
QSO: 21026 CW 2025-03-15 1350 RK3MXT        599 YR HG7T          599 0157
QSO: 21027 CW 2025-03-15 1350 RK3MXT        599 YR LZ5DI         599 0072
QSO: 21026 CW 2025-03-15 1351 RK3MXT        599 YR HA8TKS        599 0121
QSO: 21000 CW 2025-03-15 1352 RK3MXT        599 YR IT9RZU        599 0121
QSO: 21026 CW 2025-03-15 1352 RK3MXT        599 YR SP2LNW        599 0141
QSO: 21026 CW 2025-03-15 1353 RK3MXT        599 YR KA1IS         599 0118
QSO: 21026 CW 2025-03-15 1354 RK3MXT        599 YR YQ6A          599 0155
QSO: 21026 CW 2025-03-15 1355 RK3MXT        599 YR IW3FVZ        599 0001
QSO: 21026 CW 2025-03-15 1355 RK3MXT        599 YR Z38EE         599 0005
QSO: 21000 CW 2025-03-15 1356 RK3MXT        599 YR DL4MCA        599 0042
QSO: 21026 CW 2025-03-15 1356 RK3MXT        599 YR IK3CHK        599 0118
QSO: 21026 CW 2025-03-15 1356 RK3MXT        599 YR SV1AJO        599 0078
QSO: 21026 CW 2025-03-15 1358 RK3MXT        599 YR YU3A          599 0121
QSO: 21026 CW 2025-03-15 1359 RK3MXT        599 YR IV3HAX        599 0018
QSO: 21026 CW 2025-03-15 1359 RK3MXT        599 YR YO2HK         599 0005
QSO: 21000 CW 2025-03-15 1400 RK3MXT        599 YR YU1AT         599 0073
QSO: 21026 CW 2025-03-15 1400 RK3MXT        599 YR S54X          599 0035
QSO: 21027 CW 2025-03-15 1400 RK3MXT        599 YR W4PM          599 0018
QSO: 21000 CW 2025-03-15 1401 RK3MXT        599 YR HA3GC         599 0072
QSO: 21026 CW 2025-03-15 1401 RK3MXT        599 YR IO2A          599 0165
QSO: 21026 CW 2025-03-15 1401 RK3MXT        599 YR YO4DW         599 0035
QSO: 21026 CW 2025-03-15 1402 RK3MXT        599 YR HA3IC         599 0045
QSO: 21026 CW 2025-03-15 1403 RK3MXT        599 YR IU2OZV        599 0035
QSO: 21026 CW 2025-03-15 1403 RK3MXT        599 YR OM7LW         599 0155
QSO: 21000 CW 2025-03-15 1406 RK3MXT        599 YR OK8KM         599 0032
QSO: 21026 CW 2025-03-15 1406 RK3MXT        599 YR IQ3RK         599 0084
QSO: 21167 PH 2025-03-15 1408 RK3MXT        59 YR S58M          59 0193
QSO: 21167 PH 2025-03-15 1409 RK3MXT        59 YR E7DX          59 0487
QSO: 21167 PH 2025-03-15 1411 RK3MXT        59 YR YE1BMZ        59 0037
