START-OF-LOG: 3.0
CONTEST: CQ-WW-RTTY
CALLSIGN: ZL3JT
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED CLAIMED SCORE:
CLUB:  
NAME: Duncan McMahon
OPERATORS: ZL3JT
SOAPBOX: Poor conditions on all bands except 15 and 20m from ZL3 (South Island)
QSO: 21090 RY 2015-09-26 0007  ZL3JT         599 32 DX    E51AAR        599 32    DX  1
QSO: 21094 RY 2015-09-26 0056  ZL3JT         599 32 DX    W6QU          599 03    CA  0
QSO: 21094 RY 2015-09-26 0058  ZL3JT         599 32 DX    K6RWM         599 03    CA  0
QSO: 21094 RY 2015-09-26 0058  ZL3JT         599 32 DX    W8QR          599 04    CO  0
QSO: 21094 RY 2015-09-26 0101  ZL3JT         599 32 DX    KP4JFR        599 08    DX  1
QSO: 21094 RY 2015-09-26 0102  ZL3JT         599 32 DX    VK4BRT        599 30    DX  1
QSO: 21094 RY 2015-09-26 0104  ZL3JT         599 32 DX    N6QQ          599 03    CA  0
QSO: 21094 RY 2015-09-26 0107  ZL3JT         599 32 DX    KN5S          599 04    TX  0
QSO: 21094 RY 2015-09-26 0108  ZL3JT         599 32 DX    W6SFK         599 03    CA  0
QSO: 21094 RY 2015-09-26 0108  ZL3JT         599 32 DX    KB4GYT        599 05    SC  0
QSO: 21094 RY 2015-09-26 0109  ZL3JT         599 32 DX    AB6QM         599 03    CA  0
QSO: 21094 RY 2015-09-26 0109  ZL3JT         599 32 DX    K9NU          599 04    IL  0
QSO: 21094 RY 2015-09-26 0111  ZL3JT         599 32 DX    W6HDG         599 03    CA  0
QSO: 21094 RY 2015-09-26 0111  ZL3JT         599 32 DX    W6WA          599 03    CA  0
QSO: 21094 RY 2015-09-26 0114  ZL3JT         599 32 DX    N7XR          599 03    WA  0
