START-OF-LOG: 3.0
CALLSIGN: HC2AO
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 1094110
NAME: Alexey Ogorodov
LOCATION: DX
OPERATORS: HC2AO
CLUB: None
CERTIFICATE: YES
CREATED-BY: N1MM Logger V14.4.0
SOAPBOX: sorry for being slow
SOAPBOX: used MMTY and had to type anything besides CQ LOL then typing into N1MM
SOAPBOX: kept me feeling real not being an attachment to a computer
QSO: 14000 RY 2015-09-26 0045 HC2AO         599 10 DX  AK3V          599 05 PA
QSO: 14000 RY 2015-09-26 0045 HC2AO         599 10 DX  N2BJ          599 04 IL
QSO: 14000 RY 2015-09-26 0045 HC2AO         599 10 DX  9A5Y          599 15 DX
QSO: 14000 RY 2015-09-26 0046 HC2AO         599 10 DX  I4DZ          599 15 DX
QSO: 14000 RY 2015-09-26 0048 HC2AO         599 10 DX  K9OM          599 04 WI
QSO: 14000 RY 2015-09-26 0053 HC2AO         599 10 DX  S51A          599 15 DX
QSO: 14000 RY 2015-09-26 0054 HC2AO         599 10 DX  K4FTO         599 05 VA
QSO: 14000 RY 2015-09-26 0054 HC2AO         599 10 DX  K9DX          599 04 IL
QSO: 14000 RY 2015-09-26 0055 HC2AO         599 10 DX  G2F           599 14 DX
QSO: 14000 RY 2015-09-26 0056 HC2AO         599 10 DX  M7W           599 14 DX
QSO: 14000 RY 2015-09-26 0057 HC2AO         599 10 DX  N1EN          599 05 MA
QSO: 14000 RY 2015-09-26 0058 HC2AO         599 10 DX  N7GR          599 04 MT
QSO: 14000 RY 2015-09-26 0058 HC2AO         599 10 DX  YB5QZ         599 28 DX
QSO: 14000 RY 2015-09-26 0102 HC2AO         599 10 DX  KK7JS         599 04 TX
QSO: 14000 RY 2015-09-26 0103 HC2AO         599 10 DX  DL7FC         599 14 DX
QSO: 14000 RY 2015-09-26 0104 HC2AO         599 10 DX  K9NW          599 04 IN
QSO: 14000 RY 2015-09-26 0105 HC2AO         599 10 DX  N7XR          599 03 WA
QSO: 14000 RY 2015-09-26 0106 HC2AO         599 10 DX  KD0FW         599 04 MO
QSO: 14000 RY 2015-09-26 0107 HC2AO         599 10 DX  WB2P          599 05 NJ
QSO: 14000 RY 2015-09-26 0107 HC2AO         599 10 DX  KI1G          599 05 RI
QSO: 14000 RY 2015-09-26 0108 HC2AO         599 10 DX  AA5AU         599 04 LA
QSO: 14000 RY 2015-09-26 0108 HC2AO         599 10 DX  W0YVA         599 05 VA
QSO: 14000 RY 2015-09-26 0109 HC2AO         599 10 DX  K7AWB         599 03 WA
QSO: 14000 RY 2015-09-26 0109 HC2AO         599 10 DX  K5VIP         599 05 VA
QSO: 14000 RY 2015-09-26 0110 HC2AO         599 10 DX  W4TTY         599 05 VA
QSO: 14000 RY 2015-09-26 0111 HC2AO         599 10 DX  VE5RI         599 04 SK
QSO: 14000 RY 2015-09-26 0112 HC2AO         599 10 DX  KU4V          599 05 NC
QSO: 14000 RY 2015-09-26 0113 HC2AO         599 10 DX  KV1E          599 04 IA
