START-OF-LOG: 3.0
CALLSIGN: PA0FAW
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 32230
NAME: fred weidema
LOCATION: DX
OPERATORS: PA0FAW
CLUB:
CERTIFICATE: NO
CREATED-BY: SD by EI5DI
SOAPBOX: Condx better than thought, not as good as last year
SOAPBOX: when I could work many with 5W, even on 40m DX but it
QSO: 14000 RY 2015-09-26 1404 PA0FAW 599 14 DX LB2TG         599 14 DX 0
QSO: 7000  RY 2015-09-26 1415 PA0FAW 599 14 DX DF9ZP         599 14 DX 0
QSO: 7000  RY 2015-09-26 1416 PA0FAW 599 14 DX HB2T          599 14 DX 0
QSO: 7000  RY 2015-09-26 1419 PA0FAW 599 14 DX DL6ZXG        599 14 DX 0
QSO: 7000  RY 2015-09-26 1422 PA0FAW 599 14 DX DF8AE         599 14 DX 0
QSO: 7000  RY 2015-09-26 1425 PA0FAW 599 14 DX DJ7MH         599 14 DX 0
QSO: 7000  RY 2015-09-26 1427 PA0FAW 599 14 DX LX7X          599 14 DX 0
QSO: 7000  RY 2015-09-26 1506 PA0FAW 599 14 DX TM0T          599 14 DX 0
QSO: 7000  RY 2015-09-26 1511 PA0FAW 599 14 DX DL8AKA        599 14 DX 0
QSO: 7000  RY 2015-09-26 1511 PA0FAW 599 14 DX IZ0KBR        599 15 DX 0
QSO: 7000  RY 2015-09-26 1514 PA0FAW 599 14 DX YL3CU         599 15 DX 0
QSO: 14000 RY 2015-09-26 1523 PA0FAW 599 14 DX YL9T          599 15 DX 0
QSO: 14000 RY 2015-09-26 1528 PA0FAW 599 14 DX RK3DXW        599 16 DX 0
QSO: 14000 RY 2015-09-26 1531 PA0FAW 599 14 DX RM9I          599 18 DX 0
QSO: 14000 RY 2015-09-26 1533 PA0FAW 599 14 DX RK9UE         599 18 DX 0
QSO: 14000 RY 2015-09-26 1535 PA0FAW 599 14 DX RT3P          599 16 DX 0
QSO: 14000 RY 2015-09-26 1537 PA0FAW 599 14 DX OJ0DX         599 15 DX 0
QSO: 14000 RY 2015-09-26 1540 PA0FAW 599 14 DX EA3NO         599 14 DX 0
QSO: 14000 RY 2015-09-26 1540 PA0FAW 599 14 DX YL5T          599 15 DX 0
QSO: 14000 RY 2015-09-26 1703 PA0FAW 599 14 DX HA8BE         599 15 DX 0
QSO: 14000 RY 2015-09-26 1704 PA0FAW 599 14 DX IW3RUA        599 15 DX 0
QSO: 14000 RY 2015-09-26 1705 PA0FAW 599 14 DX Z39A          599 15 DX 0
QSO: 14000 RY 2015-09-26 1707 PA0FAW 599 14 DX JR4OZR        599 25 DX 0
QSO: 14000 RY 2015-09-26 1711 PA0FAW 599 14 DX YQ6A          599 20 DX 0
QSO: 14000 RY 2015-09-26 1712 PA0FAW 599 14 DX EA5EJ         599 14 DX 0
QSO: 21000 RY 2015-09-26 1718 PA0FAW 599 14 DX ES9C          599 15 DX 0
QSO: 14000 RY 2015-09-26 1727 PA0FAW 599 14 DX SV9COL        599 20 DX 0
QSO: 14000 RY 2015-09-26 1728 PA0FAW 599 14 DX IZ0PMV        599 15 DX 0
QSO: 14000 RY 2015-09-26 1730 PA0FAW 599 14 DX SV2CLJ        599 20 DX 0
QSO: 14000 RY 2015-09-26 1732 PA0FAW 599 14 DX RK3PWR        599 16 DX 0
QSO: 7000  RY 2015-09-26 1736 PA0FAW 599 14 DX G4DBW         599 14 DX 0
QSO: 7000  RY 2015-09-26 1739 PA0FAW 599 14 DX OG30OJ        599 15 DX 0
QSO: 7000  RY 2015-09-26 1741 PA0FAW 599 14 DX OE2LCM        599 15 DX 0
QSO: 7000  RY 2015-09-26 2127 PA0FAW 599 14 DX OJ0DX         599 15 DX 0
QSO: 7000  RY 2015-09-26 2129 PA0FAW 599 14 DX LY5W          599 15 DX 0
QSO: 7000  RY 2015-09-26 2131 PA0FAW 599 14 DX YU5RY         599 15 DX 0
QSO: 7000  RY 2015-09-26 2133 PA0FAW 599 14 DX SM6UQL        599 14 DX 0
QSO: 14000 RY 2015-09-26 2138 PA0FAW 599 14 DX W4AAA         599 05 NC 0
QSO: 14000 RY 2015-09-26 2140 PA0FAW 599 14 DX W3FRC/WMF     599 05 PA 0
QSO: 14000 RY 2015-09-26 2143 PA0FAW 599 14 DX W3FV          599 05 PA 0
QSO: 14000 RY 2015-09-26 2145 PA0FAW 599 14 DX N1WW          599 05 MA 0
QSO: 14000 RY 2015-09-26 2148 PA0FAW 599 14 DX K1SM          599 05 MA 0
QSO: 14000 RY 2015-09-26 2151 PA0FAW 599 14 DX N3DXX         599 05 DE 0
QSO: 14000 RY 2015-09-26 2156 PA0FAW 599 14 DX NR4M          599 05 VA 0
QSO: 14000 RY 2015-09-26 2200 PA0FAW 599 14 DX NE3H          599 05 PA 0
QSO: 7000  RY 2015-09-26 2203 PA0FAW 599 14 DX UT7E          599 16 DX 0
QSO: 7000  RY 2015-09-26 2207 PA0FAW 599 14 DX IQ3RK         599 15 DX 0
QSO: 7000  RY 2015-09-26 2210 PA0FAW 599 14 DX IZ5ICH        599 15 DX 0
QSO: 7000  RY 2015-09-26 2214 PA0FAW 599 14 DX VY2LI         599 05 PE 0
QSO: 7000  RY 2015-09-26 2215 PA0FAW 599 14 DX 4O3A          599 15 DX 0
QSO: 7000  RY 2015-09-26 2217 PA0FAW 599 14 DX UB7K          599 16 DX 0
QSO: 7000  RY 2015-09-26 2218 PA0FAW 599 14 DX OH4KA         599 15 DX 0
QSO: 7000  RY 2015-09-26 2219 PA0FAW 599 14 DX HA6NL         599 15 DX 0
QSO: 7000  RY 2015-09-26 2220 PA0FAW 599 14 DX GM3POI        599 14 DX 0
QSO: 7000  RY 2015-09-26 2223 PA0FAW 599 14 DX US1Q          599 16 DX 0
QSO: 7000  RY 2015-09-26 2225 PA0FAW 599 14 DX LZ7A          599 20 DX 0
QSO: 7000  RY 2015-09-26 2226 PA0FAW 599 14 DX ES9C          599 15 DX 0
QSO: 7000  RY 2015-09-26 2227 PA0FAW 599 14 DX LZ5K          599 20 DX 0
QSO: 7000  RY 2015-09-26 2230 PA0FAW 599 14 DX SQ5LTL        599 15 DX 0
QSO: 7000  RY 2015-09-26 2233 PA0FAW 599 14 DX IQ9UI         599 15 DX 0
QSO: 7000  RY 2015-09-26 2248 PA0FAW 599 14 DX LZ4T          599 20 DX 0
QSO: 7000  RY 2015-09-26 2249 PA0FAW 599 14 DX 9A1A          599 15 DX 0
QSO: 7000  RY 2015-09-26 2254 PA0FAW 599 14 DX OH8A          599 15 DX 0
QSO: 7000  RY 2015-09-26 2256 PA0FAW 599 14 DX ER4A          599 16 DX 0
QSO: 7000  RY 2015-09-26 2257 PA0FAW 599 14 DX OH8KA         599 15 DX 0
QSO: 7000  RY 2015-09-26 2258 PA0FAW 599 14 DX J42T          599 20 DX 0
QSO: 7000  RY 2015-09-27 0525 PA0FAW 599 14 DX RT3P          599 16 DX 0
QSO: 7000  RY 2015-09-27 0527 PA0FAW 599 14 DX IQ1RY         599 15 DX 0
QSO: 7000  RY 2015-09-27 0528 PA0FAW 599 14 DX OK2UHP        599 15 DX 0
QSO: 7000  RY 2015-09-27 0530 PA0FAW 599 14 DX SQ9UM         599 15 DX 0
QSO: 7000  RY 2015-09-27 0532 PA0FAW 599 14 DX LY8O          599 15 DX 0
QSO: 7000  RY 2015-09-27 0533 PA0FAW 599 14 DX YO9HP         599 20 DX 0
QSO: 7000  RY 2015-09-27 0536 PA0FAW 599 14 DX YL2KO         599 15 DX 0
QSO: 7000  RY 2015-09-27 0539 PA0FAW 599 14 DX LN7TTT        599 14 DX 0
QSO: 7000  RY 2015-09-27 0542 PA0FAW 599 14 DX SM5QU         599 14 DX 0
QSO: 7000  RY 2015-09-27 0547 PA0FAW 599 14 DX N3BNA         599 05 PA 0
QSO: 7000  RY 2015-09-27 0550 PA0FAW 599 14 DX AA3B          599 05 PA 0
QSO: 7000  RY 2015-09-27 0553 PA0FAW 599 14 DX OG7O          599 15 DX 0
QSO: 7000  RY 2015-09-27 0558 PA0FAW 599 14 DX EW4M          599 16 DX 0
QSO: 7000  RY 2015-09-27 0600 PA0FAW 599 14 DX K9CT          599 04 IL 0
QSO: 7000  RY 2015-09-27 0603 PA0FAW 599 14 DX OE3DMA        599 15 DX 0
QSO: 7000  RY 2015-09-27 0606 PA0FAW 599 14 DX EI5KF         599 14 DX 0
QSO: 7000  RY 2015-09-27 0610 PA0FAW 599 14 DX IQ2CJ         599 15 DX 0
QSO: 7000  RY 2015-09-27 0611 PA0FAW 599 14 DX SP2YWL        599 15 DX 0
QSO: 7000  RY 2015-09-27 0613 PA0FAW 599 14 DX HB9AWS        599 14 DX 0
QSO: 7000  RY 2015-09-27 0615 PA0FAW 599 14 DX IK2JUB        599 15 DX 0
QSO: 7000  RY 2015-09-27 0617 PA0FAW 599 14 DX OZ1ADL        599 14 DX 0
QSO: 7000  RY 2015-09-27 0618 PA0FAW 599 14 DX S56A          599 15 DX 0
QSO: 7000  RY 2015-09-27 0622 PA0FAW 599 14 DX IZ3KUY        599 15 DX 0
QSO: 7000  RY 2015-09-27 0624 PA0FAW 599 14 DX DK1MAX        599 14 DX 0
QSO: 7000  RY 2015-09-27 0626 PA0FAW 599 14 DX OZ1JTE        599 14 DX 0
QSO: 7000  RY 2015-09-27 0628 PA0FAW 599 14 DX YL3GAZ        599 15 DX 0
QSO: 7000  RY 2015-09-27 0629 PA0FAW 599 14 DX YL9T          599 15 DX 0
QSO: 7000  RY 2015-09-27 0631 PA0FAW 599 14 DX YT2U          599 15 DX 0
QSO: 7000  RY 2015-09-27 0633 PA0FAW 599 14 DX IZ2GRG        599 15 DX 0
QSO: 7000  RY 2015-09-27 0634 PA0FAW 599 14 DX ED2C          599 14 DX 0
QSO: 7000  RY 2015-09-27 0637 PA0FAW 599 14 DX OK1KSL        599 15 DX 0
QSO: 7000  RY 2015-09-27 0638 PA0FAW 599 14 DX OM3RRC        599 15 DX 0
QSO: 7000  RY 2015-09-27 0642 PA0FAW 599 14 DX DJ3NG         599 14 DX 0
QSO: 7000  RY 2015-09-27 0643 PA0FAW 599 14 DX F5VKT         599 14 DX 0
QSO: 7000  RY 2015-09-27 0650 PA0FAW 599 14 DX HG7T          599 15 DX 0
QSO: 7000  RY 2015-09-27 0653 PA0FAW 599 14 DX DL1ARJ        599 14 DX 0
QSO: 7000  RY 2015-09-27 0655 PA0FAW 599 14 DX W0GJ          599 04 IA 0
QSO: 7000  RY 2015-09-27 0659 PA0FAW 599 14 DX IK2SND        599 15 DX 0
QSO: 7000  RY 2015-09-27 0701 PA0FAW 599 14 DX DK1KC         599 14 DX 0
QSO: 7000  RY 2015-09-27 0702 PA0FAW 599 14 DX HB0/DL5YM     599 14 DX 0
QSO: 7000  RY 2015-09-27 0704 PA0FAW 599 14 DX S57AW         599 15 DX 0
QSO: 7000  RY 2015-09-27 0707 PA0FAW 599 14 DX DK4RL         599 14 DX 0
QSO: 7000  RY 2015-09-27 0752 PA0FAW 599 14 DX PI4COM        599 14 DX 0
QSO: 7000  RY 2015-09-27 0757 PA0FAW 599 14 DX HB9DHG        599 14 DX 0
QSO: 7000  RY 2015-09-27 0759 PA0FAW 599 14 DX DC3RJ         599 14 DX 0
QSO: 7000  RY 2015-09-27 0801 PA0FAW 599 14 DX G4EBK         599 14 DX 0
QSO: 7000  RY 2015-09-27 0802 PA0FAW 599 14 DX HG1G          599 15 DX 0
QSO: 7000  RY 2015-09-27 0803 PA0FAW 599 14 DX M0OSH         599 14 DX 0
QSO: 7000  RY 2015-09-27 0806 PA0FAW 599 14 DX DK2AT         599 14 DX 0
QSO: 21000 RY 2015-09-27 0810 PA0FAW 599 14 DX A61EK         599 21 DX 0
QSO: 14000 RY 2015-09-27 0816 PA0FAW 599 14 DX RX1CQ         599 16 DX 0
QSO: 14000 RY 2015-09-27 0820 PA0FAW 599 14 DX UR0HQ         599 16 DX 0
QSO: 14000 RY 2015-09-27 0848 PA0FAW 599 14 DX ED3D          599 14 DX 0
QSO: 14000 RY 2015-09-27 0849 PA0FAW 599 14 DX 9A2TN         599 15 DX 0
QSO: 21000 RY 2015-09-27 0853 PA0FAW 599 14 DX UA3NFI        599 16 DX 0
QSO: 21000 RY 2015-09-27 0857 PA0FAW 599 14 DX RM9I          599 18 DX 0
QSO: 28000 RY 2015-09-27 1131 PA0FAW 599 14 DX CR3L          599 33 DX 0
QSO: 28000 RY 2015-09-27 1133 PA0FAW 599 14 DX EA8DED        599 33 DX 0
QSO: 21000 RY 2015-09-27 1135 PA0FAW 599 14 DX R7AB          599 16 DX 0
QSO: 21000 RY 2015-09-27 1139 PA0FAW 599 14 DX EC7ZK         599 14 DX 0
QSO: 21000 RY 2015-09-27 1141 PA0FAW 599 14 DX 5B4AIF        599 20 DX 0
QSO: 21000 RY 2015-09-27 1143 PA0FAW 599 14 DX RA4M          599 16 DX 0
QSO: 14000 RY 2015-09-27 1150 PA0FAW 599 14 DX UW1M          599 16 DX 0
QSO: 14000 RY 2015-09-27 1153 PA0FAW 599 14 DX ES9C          599 15 DX 0
QSO: 14000 RY 2015-09-27 1154 PA0FAW 599 14 DX YO6HSU        599 20 DX 0
QSO: 14000 RY 2015-09-27 1155 PA0FAW 599 14 DX UZ5U          599 16 DX 0
QSO: 14000 RY 2015-09-27 1158 PA0FAW 599 14 DX UX1UX         599 16 DX 0
QSO: 14000 RY 2015-09-27 1201 PA0FAW 599 14 DX YL2KO         599 15 DX 0
QSO: 14000 RY 2015-09-27 1204 PA0FAW 599 14 DX E77AW         599 15 DX 0
QSO: 14000 RY 2015-09-27 1228 PA0FAW 599 14 DX EU2MM         599 16 DX 0
QSO: 7000  RY 2015-09-27 1232 PA0FAW 599 14 DX DJ8EW         599 14 DX 0
QSO: 7000  RY 2015-09-27 1236 PA0FAW 599 14 DX DG2MKV        599 14 DX 0
QSO: 7000  RY 2015-09-27 1241 PA0FAW 599 14 DX DL4MCF        599 14 DX 0
QSO: 7000  RY 2015-09-27 1243 PA0FAW 599 14 DX DL5YAS        599 14 DX 0
QSO: 7000  RY 2015-09-27 1245 PA0FAW 599 14 DX DJ4MH         599 14 DX 0
QSO: 21000 RY 2015-09-27 1248 PA0FAW 599 14 DX UB7K          599 16 DX 0
QSO: 21000 RY 2015-09-27 1249 PA0FAW 599 14 DX UT2IH         599 16 DX 0
QSO: 21000 RY 2015-09-27 1251 PA0FAW 599 14 DX RA4HL         599 16 DX 0
QSO: 21000 RY 2015-09-27 1253 PA0FAW 599 14 DX EA7ZY         599 14 DX 0
QSO: 21000 RY 2015-09-27 1256 PA0FAW 599 14 DX R9SN          599 16 DX 0
QSO: 21000 RY 2015-09-27 1258 PA0FAW 599 14 DX RU3FM         599 16 DX 0
QSO: 14000 RY 2015-09-27 1302 PA0FAW 599 14 DX IT9STX        599 15 DX 0
QSO: 14000 RY 2015-09-27 1336 PA0FAW 599 14 DX RK4FF         599 16 DX 0
QSO: 14000 RY 2015-09-27 1342 PA0FAW 599 14 DX LZ1JZ         599 20 DX 0
QSO: 14000 RY 2015-09-27 1345 PA0FAW 599 14 DX EW6EN         599 16 DX 0
QSO: 14000 RY 2015-09-27 1352 PA0FAW 599 14 DX UC8U          599 18 DX 0
QSO: 21000 RY 2015-09-27 1354 PA0FAW 599 14 DX UY2IF         599 16 DX 0
QSO: 21000 RY 2015-09-27 1356 PA0FAW 599 14 DX UW1M          599 16 DX 0
QSO: 21000 RY 2015-09-27 1400 PA0FAW 599 14 DX KU2M          599 05 NJ 0
QSO: 7000  RY 2015-09-27 1402 PA0FAW 599 14 DX I3PXN         599 15 DX 0
QSO: 7000  RY 2015-09-27 1404 PA0FAW 599 14 DX DM5HF         599 14 DX 0
QSO: 7000  RY 2015-09-27 1407 PA0FAW 599 14 DX SP3UIW        599 15 DX 0
QSO: 7000  RY 2015-09-27 1410 PA0FAW 599 14 DX DL1AIW        599 14 DX 0
QSO: 7000  RY 2015-09-27 1413 PA0FAW 599 14 DX IQ2UL         599 15 DX 0
QSO: 14000 RY 2015-09-27 1420 PA0FAW 599 14 DX RW0BT         599 18 DX 0
QSO: 14000 RY 2015-09-27 1423 PA0FAW 599 14 DX RW6CR         599 16 DX 0
QSO: 14000 RY 2015-09-27 1428 PA0FAW 599 14 DX LY8O          599 15 DX 0
QSO: 14000 RY 2015-09-27 1514 PA0FAW 599 14 DX YU90IARU      599 15 DX 0
QSO: 14000 RY 2015-09-27 1515 PA0FAW 599 14 DX YO8RFS        599 20 DX 0
QSO: 21000 RY 2015-09-27 1521 PA0FAW 599 14 DX VE1OP         599 05 NS 0
QSO: 21000 RY 2015-09-27 1529 PA0FAW 599 14 DX YB4IR         599 28 DX 0
QSO: 14000 RY 2015-09-27 1531 PA0FAW 599 14 DX IK0SXU        599 15 DX 0
QSO: 14000 RY 2015-09-27 2022 PA0FAW 599 14 DX 4U1WB         599 05 MD 0
QSO: 14000 RY 2015-09-27 2024 PA0FAW 599 14 DX VE2FK         599 02 QC 0
QSO: 14000 RY 2015-09-27 2025 PA0FAW 599 14 DX K9DJ          599 04 WI 0
QSO: 14000 RY 2015-09-27 2031 PA0FAW 599 14 DX TF3AO         599 40 DX 0
QSO: 7000  RY 2015-09-27 2037 PA0FAW 599 14 DX IQ3MF         599 15 DX 0
QSO: 7000  RY 2015-09-27 2040 PA0FAW 599 14 DX IZ2BHQ        599 15 DX 0
QSO: 7000  RY 2015-09-27 2042 PA0FAW 599 14 DX RM3DA         599 16 DX 0
QSO: 7000  RY 2015-09-27 2046 PA0FAW 599 14 DX IW2MXY        599 15 DX 0
QSO: 7000  RY 2015-09-27 2047 PA0FAW 599 14 DX EW8AX         599 16 DX 0
QSO: 7000  RY 2015-09-27 2049 PA0FAW 599 14 DX S58M          599 15 DX 0
QSO: 7000  RY 2015-09-27 2056 PA0FAW 599 14 DX ED1A          599 14 DX 0
QSO: 7000  RY 2015-09-27 2056 PA0FAW 599 14 DX EA1AKS        599 14 DX 0
QSO: 7000  RY 2015-09-27 2059 PA0FAW 599 14 DX RW0A          599 18 DX 0
QSO: 7000  RY 2015-09-27 2107 PA0FAW 599 14 DX US7KC         599 16 DX 0
QSO: 14000 RY 2015-09-27 2113 PA0FAW 599 14 DX K6AW/2        599 05 NY 0
QSO: 14000 RY 2015-09-27 2115 PA0FAW 599 14 DX K3MJW         599 05 PA 0
END-OF-LOG:
