START-OF-LOG: 3.0
LOCATION: DX
CONTEST: CQ-WW-RTTY
CALLSIGN: JH3DMQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-MODE: RTTY
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CLAIMED-SCORE: 63888
OPERATORS:
CLUB:
CREATED-BY: CTESTWIN by JI1AQY
NAME: Munehiro Mizutani
SOAPBOX: RIG :IC-7600M, ANT:4elCQ. 7MHz: DP 17.3mh.
SOAPBOX: OATH: I swer using QRP5W out. QRP meter WM-2 is used.
QSO: 21000 RY 2015-09-26 0005 JH3DMQ        599 25 DX  VE5RI         599 03 BC
QSO: 28000 RY 2015-09-26 0012 JH3DMQ        599 25 DX  BD7KSF        599 24 DX
QSO: 21000 RY 2015-09-26 0017 JH3DMQ        599 25 DX  K3EST         599 03 CA
QSO: 21000 RY 2015-09-26 0022 JH3DMQ        599 25 DX  AA7A          599 03 AZ
QSO: 21000 RY 2015-09-26 0026 JH3DMQ        599 25 DX  WN6K          599 03 CA
QSO: 21000 RY 2015-09-26 0339 JH3DMQ        599 25 DX  VK3VT         599 30 DX
QSO: 21000 RY 2015-09-26 0346 JH3DMQ        599 25 DX  LT1F          599 13 DX
QSO: 21000 RY 2015-09-26 0348 JH3DMQ        599 25 DX  YE1ZAT        599 28 DX
QSO: 21000 RY 2015-09-26 0351 JH3DMQ        599 25 DX  KH6J          599 31 DX
QSO: 21000 RY 2015-09-26 0358 JH3DMQ        599 25 DX  T88ON         599 27 DX
QSO: 21000 RY 2015-09-26 0404 JH3DMQ        599 25 DX  9M6XRO        599 28 DX
QSO: 21000 RY 2015-09-26 0405 JH3DMQ        599 25 DX  DU1JM         599 27 DX
QSO: 21000 RY 2015-09-26 0410 JH3DMQ        599 25 DX  VR2CO         599 24 DX
QSO: 21000 RY 2015-09-26 0413 JH3DMQ        599 25 DX  E2X           599 26 DX
QSO: 21000 RY 2015-09-26 0415 JH3DMQ        599 25 DX  YB0NDT        599 28 DX
QSO: 21000 RY 2015-09-26 0417 JH3DMQ        599 25 DX  R7AB          599 16 DX
QSO: 21000 RY 2015-09-26 0631 JH3DMQ        599 25 DX  HA8JV         599 15 DX
QSO: 21000 RY 2015-09-26 0633 JH3DMQ        599 25 DX  DK0EE         599 14 DX
QSO: 21000 RY 2015-09-26 0635 JH3DMQ        599 25 DX  IZ2FOS        599 15 DX
QSO: 21000 RY 2015-09-26 0638 JH3DMQ        599 25 DX  LY8O          599 15 DX
QSO: 21000 RY 2015-09-26 0645 JH3DMQ        599 25 DX  9A1A          599 15 DX
QSO: 21000 RY 2015-09-26 0647 JH3DMQ        599 25 DX  RY0A          599 18 DX
QSO: 21000 RY 2015-09-26 0651 JH3DMQ        599 25 DX  S50R          599 15 DX
QSO: 21000 RY 2015-09-26 0652 JH3DMQ        599 25 DX  SQ9UM         599 15 DX
QSO: 21000 RY 2015-09-26 0658 JH3DMQ        599 25 DX  DM5TI         599 14 DX
QSO: 21000 RY 2015-09-26 0702 JH3DMQ        599 25 DX  OL7M          599 15 DX
QSO: 21000 RY 2015-09-26 0704 JH3DMQ        599 25 DX  UW3U          599 16 DX
QSO: 21000 RY 2015-09-26 0709 JH3DMQ        599 25 DX  OH8A          599 15 DX
QSO: 21000 RY 2015-09-26 0714 JH3DMQ        599 25 DX  OH5C          599 15 DX
QSO: 21000 RY 2015-09-26 0716 JH3DMQ        599 25 DX  OG30OJ        599 15 DX
QSO: 21000 RY 2015-09-26 0718 JH3DMQ        599 25 DX  OH2ET         599 15 DX
QSO: 21000 RY 2015-09-26 0721 JH3DMQ        599 25 DX  UB7K          599 16 DX
QSO: 21000 RY 2015-09-26 0729 JH3DMQ        599 25 DX  SN7Q          599 15 DX
QSO: 21000 RY 2015-09-26 0736 JH3DMQ        599 25 DX  OH3P          599 15 DX
QSO: 21000 RY 2015-09-26 0741 JH3DMQ        599 25 DX  HB9TOC        599 14 DX
QSO: 21000 RY 2015-09-26 0743 JH3DMQ        599 25 DX  R9VA          599 18 DX
QSO: 21000 RY 2015-09-26 0748 JH3DMQ        599 25 DX  DK3GI         599 14 DX
QSO: 21000 RY 2015-09-26 0808 JH3DMQ        599 25 DX  IK2YCW        599 15 DX
QSO: 21000 RY 2015-09-26 0950 JH3DMQ        599 25 DX  RC0UA         599 18 DX
QSO: 21000 RY 2015-09-26 0955 JH3DMQ        599 25 DX  OG7O          599 15 DX
QSO: 21000 RY 2015-09-26 1003 JH3DMQ        599 25 DX  OH9UFO        599 15 DX
QSO: 21000 RY 2015-09-26 1004 JH3DMQ        599 25 DX  YT9A          599 15 DX
QSO: 21000 RY 2015-09-26 1014 JH3DMQ        599 25 DX  MI0BPB        599 14 DX
QSO: 21000 RY 2015-09-26 1016 JH3DMQ        599 25 DX  Z36N          599 15 DX
QSO: 21000 RY 2015-09-26 1018 JH3DMQ        599 25 DX  2E0AOZ        599 14 DX
QSO: 21000 RY 2015-09-26 1020 JH3DMQ        599 25 DX  F1BEN         599 14 DX
QSO: 21000 RY 2015-09-26 1025 JH3DMQ        599 25 DX  F5VKT         599 14 DX
QSO: 21000 RY 2015-09-26 1027 JH3DMQ        599 25 DX  IK4ALM        599 15 DX
QSO: 21000 RY 2015-09-26 1032 JH3DMQ        599 25 DX  LX7I          599 14 DX
QSO: 21000 RY 2015-09-26 1035 JH3DMQ        599 25 DX  9A5D          599 15 DX
QSO: 21000 RY 2015-09-26 1039 JH3DMQ        599 25 DX  HB2T          599 14 DX
QSO: 21000 RY 2015-09-26 1054 JH3DMQ        599 25 DX  JR3NZC        599 25 DX
QSO: 21000 RY 2015-09-26 1103 JH3DMQ        599 25 DX  SM6UQL        599 14 DX
QSO: 21000 RY 2015-09-26 1109 JH3DMQ        599 25 DX  LX1NO         599 14 DX
QSO: 21000 RY 2015-09-26 1113 JH3DMQ        599 25 DX  RW0A          599 18 DX
QSO:  7000 RY 2015-09-26 1201 JH3DMQ        599 25 DX  K3EST         599 03 CA
QSO:  7000 RY 2015-09-26 1203 JH3DMQ        599 25 DX  VE7SZ         599 03 BC
QSO:  7000 RY 2015-09-26 1207 JH3DMQ        599 25 DX  JA6BZI        599 25 DX
QSO:  7000 RY 2015-09-26 1217 JH3DMQ        599 25 DX  JA8TR         599 25 DX
QSO:  7000 RY 2015-09-26 1220 JH3DMQ        599 25 DX  VE7CC         599 03 BC
QSO:  7000 RY 2015-09-26 1224 JH3DMQ        599 25 DX  N7AT          599 03 AZ
QSO:  7000 RY 2015-09-26 1228 JH3DMQ        599 25 DX  RA0FF         599 19 DX
QSO:  7000 RY 2015-09-26 1232 JH3DMQ        599 25 DX  AA7A          599 03 AZ
QSO:  7000 RY 2015-09-26 1243 JH3DMQ        599 25 DX  HL2ZED        599 25 DX
QSO:  7000 RY 2015-09-26 1245 JH3DMQ        599 25 DX  W7RN          599 03 NV
QSO:  7000 RY 2015-09-26 1322 JH3DMQ        599 25 DX  DS4ASW        599 25 DX
QSO:  7000 RY 2015-09-26 1329 JH3DMQ        599 25 DX  N7IR          599 03 AZ
QSO:  7000 RY 2015-09-26 1335 JH3DMQ        599 25 DX  BV2KI         599 24 DX
QSO:  7000 RY 2015-09-26 1339 JH3DMQ        599 25 DX  VR2XMT        599 24 DX
QSO: 21000 RY 2015-09-26 2158 JH3DMQ        599 25 DX  KH6ZM         599 31 DX
QSO: 21000 RY 2015-09-26 2200 JH3DMQ        599 25 DX  N7NM          599 03 WA
QSO: 28000 RY 2015-09-26 2209 JH3DMQ        599 25 DX  KH6J          599 31 DX
QSO: 28000 RY 2015-09-26 2218 JH3DMQ        599 25 DX  XE2CQ         599 06 DX
QSO: 21000 RY 2015-09-26 2224 JH3DMQ        599 25 DX  W0IZ          599 04 CO
QSO: 21000 RY 2015-09-26 2225 JH3DMQ        599 25 DX  W7RN          599 03 NV
QSO: 21000 RY 2015-09-26 2227 JH3DMQ        599 25 DX  K7BTW         599 03 WA
QSO: 21000 RY 2015-09-26 2228 JH3DMQ        599 25 DX  VK3JA         599 30 DX
QSO: 21000 RY 2015-09-26 2229 JH3DMQ        599 25 DX  K7RI          599 03 WA
QSO: 21000 RY 2015-09-26 2232 JH3DMQ        599 25 DX  W7ZR          599 03 AZ
QSO: 21000 RY 2015-09-26 2234 JH3DMQ        599 25 DX  K5DU          599 04 TX
QSO: 28000 RY 2015-09-26 2253 JH3DMQ        599 25 DX  T88ON         599 27 DX
QSO: 21000 RY 2015-09-26 2255 JH3DMQ        599 25 DX  VK4UC         599 30 DX
QSO: 21000 RY 2015-09-26 2257 JH3DMQ        599 25 DX  VE7SZ         599 03 BC
QSO: 21000 RY 2015-09-26 2301 JH3DMQ        599 25 DX  W7VP          599 03 WA
QSO: 21000 RY 2015-09-26 2303 JH3DMQ        599 25 DX  K5CM          599 04 OK
QSO: 21000 RY 2015-09-26 2319 JH3DMQ        599 25 DX  N6QQ          599 03 CA
QSO: 21000 RY 2015-09-26 2321 JH3DMQ        599 25 DX  K5WE          599 04 OK
QSO: 21000 RY 2015-09-26 2324 JH3DMQ        599 25 DX  K9CT          599 04 IL
QSO: 21000 RY 2015-09-26 2328 JH3DMQ        599 25 DX  W6AEA/7       599 03 WA
QSO: 21000 RY 2015-09-26 2329 JH3DMQ        599 25 DX  W6EU          599 03 CA
QSO: 21000 RY 2015-09-26 2331 JH3DMQ        599 25 DX  W7OM          599 03 WA
QSO: 21000 RY 2015-09-26 2335 JH3DMQ        599 25 DX  K6NV          599 03 CA
QSO: 21000 RY 2015-09-26 2351 JH3DMQ        599 25 DX  W8QR          599 04 CO
QSO: 21000 RY 2015-09-26 2353 JH3DMQ        599 25 DX  WO7R          599 03 AZ
QSO: 21000 RY 2015-09-26 2356 JH3DMQ        599 25 DX  NA5C          599 04 TX
QSO: 21000 RY 2015-09-27 0002 JH3DMQ        599 25 DX  K4FJ          599 05 VA
QSO: 21000 RY 2015-09-27 0016 JH3DMQ        599 25 DX  KD0FW         599 04 MO
QSO: 21000 RY 2015-09-27 0018 JH3DMQ        599 25 DX  E20QVD        599 26 DX
QSO: 21000 RY 2015-09-27 0022 JH3DMQ        599 25 DX  BH7PFH        599 24 DX
QSO: 21000 RY 2015-09-27 0024 JH3DMQ        599 25 DX  NX5O          599 04 OK
QSO: 21000 RY 2015-09-27 0027 JH3DMQ        599 25 DX  HS0ZIA        599 26 DX
QSO: 21000 RY 2015-09-27 0028 JH3DMQ        599 25 DX  KG6DX         599 27 DX
