START-OF-LOG: 3.0
LOCATION: DE
CALLSIGN: KD3TB
CLUB: Frankford Radio Club
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TIME: 12-HOURS
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 94675
OPERATORS: KD3TB
SOAPBOX: Small operation from my beach house at the Delaware Shore. Used my
SOAPBOX: KX3/KXPA100 for 80W out into a Vertical antenna.
NAME: Irwin Darack
CREATED-BY: N1MM Logger+ 1.0.5221.0
QSO: 14081 RY 2015-09-26 1158 KD3TB         599 05 DE  S51TA         599 15 DX
QSO: 14089 RY 2015-09-26 1311 KD3TB         599 05 DE  9A1A          599 15 DX
QSO: 14092 RY 2015-09-26 1335 KD3TB         599 05 DE  P49X          599 09 DX
QSO: 14093 RY 2015-09-26 1336 KD3TB         599 05 DE  EF1A          599 14 DX
QSO: 14094 RY 2015-09-26 1337 KD3TB         599 05 DE  F4DXW         599 14 DX
QSO: 14109 RY 2015-09-26 1348 KD3TB         599 05 DE  PA7LV         599 14 DX
QSO: 14111 RY 2015-09-26 1349 KD3TB         599 05 DE  OL9A          599 15 DX
QSO: 14119 RY 2015-09-26 1352 KD3TB         599 05 DE  OG30OJ        599 15 DX
QSO: 14123 RY 2015-09-26 1358 KD3TB         599 05 DE  OZ1IKY        599 14 DX
QSO: 14124 RY 2015-09-26 1358 KD3TB         599 05 DE  K9CT          599 04 IL
QSO: 14127 RY 2015-09-26 1359 KD3TB         599 05 DE  AD5XD         599 04 TX
QSO: 14140 RY 2015-09-26 1404 KD3TB         599 05 DE  OH2ET         599 15 DX
QSO: 14133 RY 2015-09-26 1405 KD3TB         599 05 DE  DL3BQA        599 14 DX
QSO: 14127 RY 2015-09-26 1441 KD3TB         599 05 DE  VY2/W5AJ      599 05 PE
QSO: 14125 RY 2015-09-26 1442 KD3TB         599 05 DE  VA7KO         599 03 BC
QSO: 14125 RY 2015-09-26 1444 KD3TB         599 05 DE  GM3W          599 14 DX
QSO: 14123 RY 2015-09-26 1445 KD3TB         599 05 DE  UT1US         599 16 DX
QSO: 14122 RY 2015-09-26 1447 KD3TB         599 05 DE  EI7M          599 14 DX
QSO: 14113 RY 2015-09-26 1452 KD3TB         599 05 DE  OJ0DX         599 15 DX
QSO: 21073 RY 2015-09-26 1455 KD3TB         599 05 DE  IV3SKB        599 15 DX
QSO: 21079 RY 2015-09-26 1456 KD3TB         599 05 DE  3Z5N          599 15 DX
QSO: 21081 RY 2015-09-26 1459 KD3TB         599 05 DE  LX7I          599 14 DX
QSO: 21083 RY 2015-09-26 1500 KD3TB         599 05 DE  9A5D          599 15 DX
QSO: 21084 RY 2015-09-26 1502 KD3TB         599 05 DE  IZ8GNR        599 15 DX
QSO: 21086 RY 2015-09-26 1503 KD3TB         599 05 DE  9A1A          599 15 DX
QSO: 21087 RY 2015-09-26 1506 KD3TB         599 05 DE  OZ8PG         599 14 DX
QSO: 21089 RY 2015-09-26 1509 KD3TB         599 05 DE  S50R          599 15 DX
QSO: 21091 RY 2015-09-26 1512 KD3TB         599 05 DE  EI7M          599 14 DX
QSO: 21092 RY 2015-09-26 1514 KD3TB         599 05 DE  LY1R          599 15 DX
QSO: 21093 RY 2015-09-26 1515 KD3TB         599 05 DE  P49X          599 09 DX
QSO: 21094 RY 2015-09-26 1523 KD3TB         599 05 DE  4O3A          599 15 DX
QSO: 21097 RY 2015-09-26 1525 KD3TB         599 05 DE  S51A          599 15 DX
QSO: 21098 RY 2015-09-26 1526 KD3TB         599 05 DE  EU6AF         599 16 DX
QSO: 21103 RY 2015-09-26 1528 KD3TB         599 05 DE  OM3RRC        599 15 DX
QSO: 21104 RY 2015-09-26 1531 KD3TB         599 05 DE  EI3GRB        599 14 DX
QSO: 21104 RY 2015-09-26 1533 KD3TB         599 05 DE  SZ1A          599 20 DX
QSO: 21107 RY 2015-09-26 1534 KD3TB         599 05 DE  DH8BQA        599 14 DX
QSO: 21110 RY 2015-09-26 1537 KD3TB         599 05 DE  EA8MT         599 33 DX
QSO: 21115 RY 2015-09-26 1542 KD3TB         599 05 DE  IZ2FOS        599 15 DX
QSO: 21117 RY 2015-09-26 1544 KD3TB         599 05 DE  SQ9UM         599 15 DX
QSO: 21118 RY 2015-09-26 1544 KD3TB         599 05 DE  IQ2CJ         599 15 DX
QSO: 21120 RY 2015-09-26 1546 KD3TB         599 05 DE  HA8JV         599 15 DX
