START-OF-LOG: 2.0
CREATED-BY: Win-Test 4.31.0
CONTEST: EA-MAJESTAD-CW
URE-SECTION: DX
CALLSIGN: DK3YD
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 63778
CLUB: Bavarian Contest Club
NAME: Hans Gall
SOAPBOX: Gracias a todos por organisar este concurso; 73, Hans, DK3YD
QSO: 14036 CW 2021-05-15 1332 DK3YD         599 033    RM5F          599 143   
QSO: 14038 CW 2021-05-15 1333 DK3YD         599 034    LZ5R          599 300   
QSO: 14012 CW 2021-05-15 1335 DK3YD         599 035    YT7X          599 116   
QSO: 14031 CW 2021-05-15 1341 DK3YD         599 036    G3SVK         599 068   
QSO: 14033 CW 2021-05-15 1341 DK3YD         599 037    EA4IE         599 TO    
QSO: 14047 CW 2021-05-15 1342 DK3YD         599 038    Z36W          599 037   
QSO: 14048 CW 2021-05-15 1343 DK3YD         599 039    EA5DD         599 A     
QSO: 14049 CW 2021-05-15 1344 DK3YD         599 040    EA4R          599 TO    
QSO: 14058 CW 2021-05-15 1346 DK3YD         599 041    EA7HCB        599 SE    
QSO: 21028 CW 2021-05-15 1348 DK3YD         599 042    N4BP          599 123   
QSO: 21032 CW 2021-05-15 1349 DK3YD         599 043    EA1DAV        599 C     
QSO: 21038 CW 2021-05-15 1351 DK3YD         599 044    EI7KD         599 120   
QSO: 21038 CW 2021-05-15 1355 DK3YD         599 045    EA8AQV        599 GC    
QSO: 21012 CW 2021-05-15 1400 DK3YD         599 046    EF1A          599 C     
QSO: 21025 CW 2021-05-15 1402 DK3YD         599 047    EA8ZS         599 GC    
QSO: 14003 CW 2021-05-15 1404 DK3YD         599 048    K3MD          599 067   
QSO: 14016 CW 2021-05-15 1405 DK3YD         599 049    HG5D          599 250   
QSO: 14020 CW 2021-05-15 1406 DK3YD         599 050    UT5C          599 267   
QSO: 14022 CW 2021-05-15 1407 DK3YD         599 051    EA5IUY        599 A     
QSO: 14025 CW 2021-05-15 1407 DK3YD         599 052    EA5ITT        599 A     
QSO: 14028 CW 2021-05-15 1410 DK3YD         599 053    P3X           599 252   
QSO: 14030 CW 2021-05-15 1411 DK3YD         599 054    EA1DAV        599 C     
QSO: 14035 CW 2021-05-15 1412 DK3YD         599 055    EA4OR         599 M     
QSO: 14051 CW 2021-05-15 1413 DK3YD         599 056    EA7AZA        599 CA    
QSO: 14052 CW 2021-05-15 1414 DK3YD         599 057    M5W           599 046   
QSO: 14058 CW 2021-05-15 1416 DK3YD         599 058    EA2T          599 VI    
QSO: 14008 CW 2021-05-15 1417 DK3YD         599 059    EI7KD         599 162   
QSO: 14009 CW 2021-05-15 1418 DK3YD         599 060    K3UL          599 090   
QSO: 14010 CW 2021-05-15 1420 DK3YD         599 061    K2SSS         599 191   
QSO: 14016 CW 2021-05-15 1423 DK3YD         599 062    EA6NB         599 IB    
QSO: 14020 CW 2021-05-15 1424 DK3YD         599 063    G3KHZ         599 009   
QSO: 14023 CW 2021-05-15 1427 DK3YD         599 064    9A7Z          599 204   
QSO: 14033 CW 2021-05-15 1429 DK3YD         599 065    RM2D          599 229   
QSO: 14037 CW 2021-05-15 1429 DK3YD         599 066    OY1CT         599 276   
QSO: 14050 CW 2021-05-15 1431 DK3YD         599 067    EA1CS         599 O     
QSO: 14050 CW 2021-05-15 1433 DK3YD         599 068    YC7YGR        599 049   
QSO: 14055 CW 2021-05-15 1434 DK3YD         599 069    LY1M          599 063   
QSO: 14055 CW 2021-05-15 1436 DK3YD         599 070    Z32ZZZ        599 024   
QSO: 14055 CW 2021-05-15 1437 DK3YD         599 071    Z33B          599 031   
QSO: 14055 CW 2021-05-15 1439 DK3YD         599 072    RA1TU         599 093   
QSO: 14055 CW 2021-05-15 1440 DK3YD         599 073    EA1AER        599 LE    
QSO: 28026 CW 2021-05-15 1442 DK3YD         599 074    EA7A          599 SE    
QSO: 21004 CW 2021-05-15 1451 DK3YD         599 075    EF0F          599 SMR   
QSO: 21011 CW 2021-05-15 1452 DK3YD         599 076    EA1CS         599 O     
QSO: 21018 CW 2021-05-15 1453 DK3YD         599 077    EA7A          599 SE    
QSO: 21007 CW 2021-05-15 1455 DK3YD         599 078    EF5R          599 A     
QSO: 21039 CW 2021-05-15 1458 DK3YD         599 079    EA4R          599 TO    
QSO: 14002 CW 2021-05-15 1459 DK3YD         599 080    VE9CB         599 119   
QSO: 14006 CW 2021-05-15 1459 DK3YD         599 081    F6IRA         599 165   
QSO: 14015 CW 2021-05-15 1501 DK3YD         599 082    RG2A          599 086   
QSO: 14016 CW 2021-05-15 1502 DK3YD         599 083    RN6AT         599 212   
QSO:  7010 CW 2021-05-15 1503 DK3YD         599 084    S51TA         599 046   
QSO:  7013 CW 2021-05-15 1503 DK3YD         599 085    LY8A          599 118   
QSO:  7014 CW 2021-05-15 1504 DK3YD         599 086    OM3CPF        599 158   
QSO:  7016 CW 2021-05-15 1505 DK3YD         599 087    YU5T          599 081   
QSO:  7016 CW 2021-05-15 1505 DK3YD         599 088    DL5BAW        599 049   
QSO:  7016 CW 2021-05-15 1506 DK3YD         599 089    PC5D          599 067   
QSO:  7016 CW 2021-05-15 1507 DK3YD         599 090    HA8LCA        599 045   
QSO:  7016 CW 2021-05-15 1507 DK3YD         599 091    DG7EE         599 075   
QSO: 14018 CW 2021-05-15 1511 DK3YD         599 092    NT2DR         599 010   
QSO: 14019 CW 2021-05-15 1512 DK3YD         599 093    EA8DSV        599 TF    
QSO: 14022 CW 2021-05-15 1514 DK3YD         599 094    EA3PP         599 B     
QSO: 14030 CW 2021-05-15 1515 DK3YD         599 095    SV1BJW        599 154   
QSO: 14042 CW 2021-05-15 1516 DK3YD         599 096    K3WW          599 168   
QSO: 14045 CW 2021-05-15 1517 DK3YD         599 097    EA7Q          599 H     
QSO: 28013 CW 2021-05-15 1658 DK3YD         599 098    EA1R          599 O     
QSO: 28017 CW 2021-05-15 1659 DK3YD         599 099    EA5HRT        599 V     
QSO: 28017 CW 2021-05-15 1700 DK3YD         599 100    EF1A          599 C     
QSO: 28024 CW 2021-05-15 1701 DK3YD         599 101    EF0F          599 SMR   
QSO: 28012 CW 2021-05-15 1702 DK3YD         599 102    CR5O          599 296   
QSO: 28018 CW 2021-05-15 1703 DK3YD         599 103    EA3NO         599 B     
QSO: 21009 CW 2021-05-15 1706 DK3YD         599 104    F6IRA         599 272   
QSO: 21010 CW 2021-05-15 1706 DK3YD         599 105    EA1CS         599 O     
QSO: 21037 CW 2021-05-15 1711 DK3YD         599 106    M5W           599 099   
QSO: 21048 CW 2021-05-15 1712 DK3YD         599 107    EA5DD         599 A     
QSO: 14007 CW 2021-05-15 1713 DK3YD         599 108    CR5O          599 301   
QSO: 14019 CW 2021-05-15 1717 DK3YD         599 109    EF1C          599 LO    
QSO:  7018 CW 2021-05-15 1722 DK3YD         599 110    YP0A          599 201   
QSO:  7018 CW 2021-05-15 1724 DK3YD         599 111    P3X           599 654   
QSO:  7024 CW 2021-05-15 1726 DK3YD         599 112    EF1A          599 C     
QSO:  7029 CW 2021-05-15 1728 DK3YD         599 113    EA5IFY        599 CS    
QSO:  7008 CW 2021-05-15 1730 DK3YD         599 114    SP1AEN        599 173   
QSO:  7016 CW 2021-05-15 1732 DK3YD         599 115    LZ6F          599 113   
QSO:  7017 CW 2021-05-15 1733 DK3YD         599 116    EA9ACE        599 CE    
QSO:  7022 CW 2021-05-15 1734 DK3YD         599 117    EA1G          599 O     
QSO:  7036 CW 2021-05-15 1737 DK3YD         599 118    EA4DH         599 TO    
QSO: 28022 CW 2021-05-15 1739 DK3YD         599 119    EA4BAS        599 M     
QSO: 14025 CW 2021-05-15 1744 DK3YD         599 120    EA6SX         599 IB    
QSO: 14028 CW 2021-05-15 1746 DK3YD         599 121    N4BP          599 220   
QSO: 14030 CW 2021-05-15 1747 DK3YD         599 122    EA7A          599 SE    
QSO: 14033 CW 2021-05-15 1748 DK3YD         599 123    WO4O          599 198   
QSO: 14034 CW 2021-05-15 1748 DK3YD         599 124    K4WW          599 105   
QSO: 14023 CW 2021-05-15 1750 DK3YD         599 125    IZ8EYP        599 185   
QSO:  7010 CW 2021-05-15 1752 DK3YD         599 126    EA4OR         599 M     
QSO:  7011 CW 2021-05-15 1752 DK3YD         599 127    YP0K          599 224   
QSO:  7017 CW 2021-05-15 1753 DK3YD         599 128    TM6M          599 268   
QSO:  7018 CW 2021-05-15 1754 DK3YD         599 129    EA1DAV        599 C     
QSO:  7002 CW 2021-05-15 2007 DK3YD         599 130    EA1CS         599 O     
QSO:  7007 CW 2021-05-15 2008 DK3YD         599 131    EA3X          599 B     
QSO:  7008 CW 2021-05-15 2009 DK3YD         599 132    OZ1AAR        599 180   
QSO:  7009 CW 2021-05-15 2009 DK3YD         599 133    I2SVA         599 314   
QSO:  7016 CW 2021-05-15 2010 DK3YD         599 134    SP3VT         599 319   
QSO: 14008 CW 2021-05-15 2012 DK3YD         599 135    KR2Q          599 240   
QSO: 14019 CW 2021-05-15 2013 DK3YD         599 136    OE6MMD        599 127   
QSO: 14019 CW 2021-05-15 2014 DK3YD         599 137    K9OM          599 252   
QSO:  3510 CW 2021-05-15 2017 DK3YD         599 138    YT5YTT        599 191   
QSO:  3513 CW 2021-05-15 2018 DK3YD         599 139    YT2RX         599 382   
QSO:  3513 CW 2021-05-15 2019 DK3YD         599 140    HG6V          599 340   
QSO:  3513 CW 2021-05-15 2020 DK3YD         599 141    HG4I          599 131   
QSO:  3520 CW 2021-05-15 2022 DK3YD         599 142    DL8QS         599 262   
QSO:  3520 CW 2021-05-15 2022 DK3YD         599 143    IK6BAK        599 054   
QSO:  3520 CW 2021-05-15 2022 DK3YD         599 144    OZ2TF         599 296   
QSO:  3520 CW 2021-05-15 2023 DK3YD         599 145    OK9RKZ        599 044   
QSO:  3520 CW 2021-05-15 2025 DK3YD         599 146    ON3ND         599 183   
QSO:  3520 CW 2021-05-15 2025 DK3YD         599 147    YL7A          599 069   
QSO:  3520 CW 2021-05-15 2026 DK3YD         599 148    DJ1OJ         599 160   
QSO:  3520 CW 2021-05-15 2027 DK3YD         599 149    DA0FFR        599 223   
QSO:  3520 CW 2021-05-15 2027 DK3YD         599 150    OK1DVA        599 157   
QSO:  3520 CW 2021-05-15 2028 DK3YD         599 151    DK1TW         599 112   
QSO:  3520 CW 2021-05-15 2028 DK3YD         599 152    OK1DOL        599 197   
QSO:  3520 CW 2021-05-15 2030 DK3YD         599 153    DL8TG         599 054   
QSO:  3528 CW 2021-05-15 2032 DK3YD         599 154    LZ3ZZ         599 003   
QSO:  3532 CW 2021-05-15 2032 DK3YD         599 155    OH1X          599 276   
QSO:  3534 CW 2021-05-15 2034 DK3YD         599 156    LB6GG         599 036   
QSO:  7019 CW 2021-05-15 2036 DK3YD         599 157    S53EO         599 193   
QSO:  7022 CW 2021-05-15 2037 DK3YD         599 158    EA5ITT        599 A     
QSO:  7031 CW 2021-05-15 2039 DK3YD         599 159    EF0F          599 SMR   
QSO:  7039 CW 2021-05-15 2040 DK3YD         599 160    EA1DP         599 S     
QSO:  7004 CW 2021-05-15 2041 DK3YD         599 161    SV1ME         599 090   
QSO: 14007 CW 2021-05-15 2043 DK3YD         599 162    KP3W          599 068   
QSO: 14015 CW 2021-05-15 2044 DK3YD         599 163    N6AR          599 300   
QSO: 14016 CW 2021-05-15 2044 DK3YD         599 164    W1QK          599 116   
QSO:  7001 CW 2021-05-15 2047 DK3YD         599 165    MM9I          599 504   
QSO:  7012 CW 2021-05-16 0928 DK3YD         599 166    OK5MM         599 122   
QSO:  7014 CW 2021-05-16 0928 DK3YD         599 167    S53F          599 076   
QSO:  7015 CW 2021-05-16 0930 DK3YD         599 168    DL6RDE        599 Z64   
QSO: 28019 CW 2021-05-16 0933 DK3YD         599 169    YL2KO         599 381   
QSO: 28017 CW 2021-05-16 0934 DK3YD         599 170    LZ5R          599 2048  
QSO: 28021 CW 2021-05-16 0934 DK3YD         599 171    SV1ENG        599 848   
QSO: 28017 CW 2021-05-16 0937 DK3YD         599 172    SM5CSS        599 346   
QSO: 21007 CW 2021-05-16 0937 DK3YD         599 173    MM9I          599 1038  
QSO: 21013 CW 2021-05-16 0938 DK3YD         599 174    M0BEW         599 934   
QSO: 21015 CW 2021-05-16 0939 DK3YD         599 175    OM77PA        599 001   
QSO: 21017 CW 2021-05-16 0939 DK3YD         599 176    M0VKY         599 022   
QSO: 21018 CW 2021-05-16 0940 DK3YD         599 177    SM5CSS        599 350   
QSO: 21018 CW 2021-05-16 0941 DK3YD         599 178    SM2M          599 1082  
QSO: 21019 CW 2021-05-16 0941 DK3YD         599 179    SV1JG         599 456   
QSO: 21023 CW 2021-05-16 0942 DK3YD         599 180    EI5KF         599 536   
QSO: 21024 CW 2021-05-16 0943 DK3YD         599 181    LZ5R          599 2072  
QSO: 21028 CW 2021-05-16 0943 DK3YD         599 182    YU1YV         599 342   
QSO: 21033 CW 2021-05-16 0945 DK3YD         599 183    TA3DJ         599 100   
QSO: 21033 CW 2021-05-16 0947 DK3YD         599 184    EC4C          599 BA    
QSO: 21037 CW 2021-05-16 0948 DK3YD         599 185    YL2TD         599 301   
QSO: 21012 CW 2021-05-16 0948 DK3YD         599 186    HA7RY         599 818   
QSO: 21043 CW 2021-05-16 0953 DK3YD         599 187    2E0CVN        599 202   
QSO: 14008 CW 2021-05-16 0953 DK3YD         599 188    LY4T          599 372   
QSO: 14010 CW 2021-05-16 0955 DK3YD         599 189    EA6UP         599 IB    
QSO: 14016 CW 2021-05-16 0956 DK3YD         599 190    PA4O          599 082   
QSO: 14017 CW 2021-05-16 0957 DK3YD         599 191    EA1WH         599 S     
QSO: 14018 CW 2021-05-16 0958 DK3YD         599 192    EA1R          599 O     
QSO: 14032 CW 2021-05-16 1000 DK3YD         599 193    G4DDL         599 257   
QSO: 14032 CW 2021-05-16 1000 DK3YD         599 194    UR7GO         599 930   
QSO: 14032 CW 2021-05-16 1001 DK3YD         599 195    UT2UB         599 411   
QSO: 14032 CW 2021-05-16 1002 DK3YD         599 196    ON7XN         599 128   
QSO: 14032 CW 2021-05-16 1003 DK3YD         599 197    SO3O          599 197   
QSO: 14032 CW 2021-05-16 1004 DK3YD         599 198    HA8AT         599 074   
QSO: 14032 CW 2021-05-16 1004 DK3YD         599 199    MM2T          599 283   
QSO: 14032 CW 2021-05-16 1005 DK3YD         599 200    YU5R          599 1455  
QSO: 14032 CW 2021-05-16 1006 DK3YD         599 201    EA4CWW        599 M     
QSO: 14032 CW 2021-05-16 1007 DK3YD         599 202    G4IZZ         599 271   
QSO: 14032 CW 2021-05-16 1008 DK3YD         599 203    IK7RVY        599 214   
QSO: 14032 CW 2021-05-16 1008 DK3YD         599 204    EA5D          599 CS    
QSO: 14032 CW 2021-05-16 1011 DK3YD         599 205    UT4U          599 1463  
QSO: 14032 CW 2021-05-16 1011 DK3YD         599 206    PA3DZM        599 173   
QSO: 14032 CW 2021-05-16 1011 DK3YD         599 207    SN5J          599 752   
QSO: 14032 CW 2021-05-16 1012 DK3YD         599 208    SN1T          599 318   
QSO: 14032 CW 2021-05-16 1013 DK3YD         599 209    SP2GCE        599 172   
QSO: 14032 CW 2021-05-16 1015 DK3YD         599 210    SP2R          599 607   
QSO: 14032 CW 2021-05-16 1015 DK3YD         599 211    PA0CMF        599 109   
QSO: 14032 CW 2021-05-16 1016 DK3YD         599 212    EA3OH         599 GI    
QSO: 14032 CW 2021-05-16 1017 DK3YD         599 213    GU0UVH        599 028   
QSO: 14032 CW 2021-05-16 1018 DK3YD         599 214    LZ3QE         599 688   
QSO: 14032 CW 2021-05-16 1018 DK3YD         599 215    IZ0FVD        599 007   
QSO: 14032 CW 2021-05-16 1019 DK3YD         599 216    EA3AQ         599 B     
QSO: 14032 CW 2021-05-16 1020 DK3YD         599 217    PD9W          599 011   
QSO: 14032 CW 2021-05-16 1021 DK3YD         599 218    RA3YDA        599 572   
QSO: 14032 CW 2021-05-16 1021 DK3YD         599 219    ON9TT         599 210   
QSO: 14032 CW 2021-05-16 1022 DK3YD         599 220    LZ1VKD        599 233   
QSO: 14032 CW 2021-05-16 1023 DK3YD         599 221    SQ2RH         599 067   
QSO: 14032 CW 2021-05-16 1024 DK3YD         599 222    PA7LV         599 381   
QSO: 14032 CW 2021-05-16 1024 DK3YD         599 223    UR7CB         599 206   
QSO: 14032 CW 2021-05-16 1025 DK3YD         599 224    F5NTZ         599 203   
QSO: 14032 CW 2021-05-16 1026 DK3YD         599 225    RN3S          599 421   
QSO: 14032 CW 2021-05-16 1028 DK3YD         599 226    R5WW          599 766   
QSO: 14032 CW 2021-05-16 1028 DK3YD         599 227    EA5HRT        599 V     
QSO: 14032 CW 2021-05-16 1030 DK3YD         599 228    R7MM          599 702   
QSO: 14032 CW 2021-05-16 1030 DK3YD         599 229    YO4NA         599 242   
QSO: 14032 CW 2021-05-16 1032 DK3YD         599 230    UR5FS         599 075   
QSO: 14032 CW 2021-05-16 1033 DK3YD         599 231    G1SCT         599 108   
QSO: 14032 CW 2021-05-16 1033 DK3YD         599 232    EB5F          599 A     
QSO: 14032 CW 2021-05-16 1034 DK3YD         599 233    F6HDI         599 257   
QSO: 14032 CW 2021-05-16 1034 DK3YD         599 234    I5YKQ         599 096   
QSO: 14032 CW 2021-05-16 1035 DK3YD         599 235    DA0N          599 173   
QSO: 14032 CW 2021-05-16 1035 DK3YD         599 236    PA3HCC        599 114   
QSO: 14032 CW 2021-05-16 1036 DK3YD         599 237    UV2V          599 115   
QSO: 14032 CW 2021-05-16 1037 DK3YD         599 238    SD3A          599 231   
QSO: 14032 CW 2021-05-16 1037 DK3YD         599 239    UY2IG         599 370   
QSO: 14032 CW 2021-05-16 1040 DK3YD         599 240    DL6DVU        599 023   
QSO: 14032 CW 2021-05-16 1041 DK3YD         599 241    SD6O          599 218   
QSO: 14032 CW 2021-05-16 1042 DK3YD         599 242    IZ5IMB        599 071   
QSO: 14032 CW 2021-05-16 1042 DK3YD         599 243    SP2MKI        599 319   
QSO: 14032 CW 2021-05-16 1043 DK3YD         599 244    EA8SR         599 TF    
QSO: 14032 CW 2021-05-16 1045 DK3YD         599 245    PA2TA         599 464   
QSO: 14032 CW 2021-05-16 1046 DK3YD         599 246    PC3H          599 045   
QSO: 14032 CW 2021-05-16 1047 DK3YD         599 247    CT1ELZ        599 192   
QSO: 14032 CW 2021-05-16 1048 DK3YD         599 248    HB9EXR        599 029   
QSO: 14032 CW 2021-05-16 1049 DK3YD         599 249    F4GFT         599 030   
QSO: 14032 CW 2021-05-16 1050 DK3YD         599 250    LZ8E          599 1262  
QSO: 14032 CW 2021-05-16 1050 DK3YD         599 251    UY5VA         599 594   
QSO: 14032 CW 2021-05-16 1051 DK3YD         599 252    IK0PXD        599 098   
QSO: 14032 CW 2021-05-16 1053 DK3YD         599 253    OZ5KU         599 136   
QSO: 14032 CW 2021-05-16 1053 DK3YD         599 254    OU6U          599 161   
QSO: 14032 CW 2021-05-16 1054 DK3YD         599 255    M1X           599 392   
QSO: 14032 CW 2021-05-16 1054 DK3YD         599 256    SM5DXR        599 241   
QSO: 14032 CW 2021-05-16 1055 DK3YD         599 257    IK1ZUV        599 005   
QSO: 14032 CW 2021-05-16 1056 DK3YD         599 258    EB5CS         599 CS    
QSO: 14032 CW 2021-05-16 1058 DK3YD         599 259    YL2BJ         599 311   
QSO: 14032 CW 2021-05-16 1059 DK3YD         599 260    G4FVK         599 050   
QSO: 14032 CW 2021-05-16 1059 DK3YD         599 261    M4X           599 097   
QSO: 14032 CW 2021-05-16 1102 DK3YD         599 262    EW8OM         599 577   
QSO: 14032 CW 2021-05-16 1102 DK3YD         599 263    YU5T          599 454   
QSO: 14032 CW 2021-05-16 1103 DK3YD         599 264    DJ6TK         599 025   
QSO: 14032 CW 2021-05-16 1103 DK3YD         599 265    YO4DG         599 428   
QSO: 14032 CW 2021-05-16 1104 DK3YD         599 266    PA3DBS        599 255   
QSO: 14032 CW 2021-05-16 1105 DK3YD         599 267    UV1IX         599 269   
QSO: 14032 CW 2021-05-16 1106 DK3YD         599 268    PA1BX         599 199   
QSO: 14032 CW 2021-05-16 1109 DK3YD         599 269    DM7CW         599 292   
QSO: 28010 CW 2021-05-16 1111 DK3YD         599 270    F8DGY         599 218   
QSO: 28023 CW 2021-05-16 1111 DK3YD         599 271    M0BJL         599 040   
QSO: 28014 CW 2021-05-16 1116 DK3YD         599 272    HA5JI         599 799   
QSO: 14006 CW 2021-05-16 1119 DK3YD         599 273    G4DBW         599 333   
QSO: 14011 CW 2021-05-16 1120 DK3YD         599 274    DK5KF         599 062   
QSO: 14011 CW 2021-05-16 1122 DK3YD         599 275    K4RUM         599 202   
QSO: 14011 CW 2021-05-16 1122 DK3YD         599 276    G4ZWX         599 233   
QSO: 14011 CW 2021-05-16 1123 DK3YD         599 277    UR5R          599 362   
QSO: 14011 CW 2021-05-16 1124 DK3YD         599 278    K3DMG         599 026   
QSO: 14011 CW 2021-05-16 1124 DK3YD         599 279    K3ZO          599 395   
QSO: 14011 CW 2021-05-16 1124 DK3YD         599 280    DJ1YFK        599 105   
QSO: 14011 CW 2021-05-16 1125 DK3YD         599 281    LY3AB         599 146   
QSO: 14011 CW 2021-05-16 1126 DK3YD         599 282    R6DJM         599 095   
QSO: 14011 CW 2021-05-16 1126 DK3YD         599 283    DL9LM         599 265   
QSO: 14011 CW 2021-05-16 1127 DK3YD         599 284    K1RM          599 015   
QSO: 14011 CW 2021-05-16 1127 DK3YD         599 285    PG6F          599 106   
QSO: 14011 CW 2021-05-16 1127 DK3YD         599 286    DK1YH         599 121   
QSO: 14011 CW 2021-05-16 1128 DK3YD         599 287    K0EA          599 097   
QSO: 14011 CW 2021-05-16 1129 DK3YD         599 288    LC9A          599 189   
QSO: 14011 CW 2021-05-16 1130 DK3YD         599 289    DL4XU         599 309   
QSO: 14011 CW 2021-05-16 1131 DK3YD         599 290    K3IE          599 282   
QSO: 14011 CW 2021-05-16 1131 DK3YD         599 291    LZ1BP         599 707   
QSO: 14011 CW 2021-05-16 1133 DK3YD         599 292    PA0RHA        599 192   
QSO: 14011 CW 2021-05-16 1133 DK3YD         599 293    GD4EIP        599 227   
QSO: 14011 CW 2021-05-16 1134 DK3YD         599 294    DJ5AN         599 305   
QSO: 14011 CW 2021-05-16 1137 DK3YD         599 295    OM7M          599 1742  
QSO: 28019 CW 2021-05-16 1139 DK3YD         599 296    OH1F          599 263   
QSO: 28019 CW 2021-05-16 1140 DK3YD         599 297    DJ1OJ         599 364   
QSO: 28007 CW 2021-05-16 1145 DK3YD         599 298    MM9I          599 1198  
QSO: 28013 CW 2021-05-16 1147 DK3YD         599 299    F6KPQ         599 064   
QSO: 28025 CW 2021-05-16 1149 DK3YD         599 300    EA1MX         599 CS    
QSO: 14003 CW 2021-05-16 1152 DK3YD         599 301    EA8DHV        599 TF    
END-OF-LOG:
