START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
X-VERSION:     SD V21.05  :  SDCHECK V21.05  :  Template QKOS.TPL
X-BEST-RATES:  LAST-10109  
CONTEST: EA-MAJESTAD-CW
CALLSIGN:      ON5WL
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY: SINGLE-OP ALL HIGH
CATEGORY-STATION:  FIXED
CATEGORY-POWER: 
CATEGORY-ASSISTED:  NON-ASSISTED
CATEGORY-TRANSMITTER:  ONE
CLUB:          CONTEST CLUB BELGIUM
CLAIMED-SCORE: 59736
NAME:          Leon Welters
OPERATORS:     ON5WL
X-RADIOS:      TS590SG  Lin 400 W
X-ANTENNAS:    80 m Delta loop. Other bands dipoles.
SOAPBOX:       The propagation was good and even 15 and 10 m were
SOAPBOX:       open for some time.  And there was much activity so I
SOAPBOX:       could make many QSO and work at a high rate.
SOAPBOX:       It was a fine contest and I enjoyed it.
SOAPBOX:       Till next year.   73 Leon  ON5WL
X-SUMMARY: 
X-SUMMARY:                     160m  80m  40m  20m  15m  10m  Total
X-SUMMARY: 
X-SUMMARY:         Valid QSOs:    0   91  109  159   12    9   380
X-SUMMARY:              Mults:    0   30   36   46   11    8   131
X-SUMMARY: 
X-SUMMARY: 
QSO: 14000 CW 2021-05-15 1200 ON5WL         599  001   SM5ACQ        599 001
QSO: 14000 CW 2021-05-15 1204 ON5WL         599  002   LZ1BP         599 003
QSO: 14000 CW 2021-05-15 1206 ON5WL         599  003   YO3GNF        599 003
QSO: 14000 CW 2021-05-15 1207 ON5WL         599  004   YO4NF         599 006
QSO: 14000 CW 2021-05-15 1207 ON5WL         599  005   N4EL          599 003
QSO: 14000 CW 2021-05-15 1208 ON5WL         599  006   RN6AT         599 005
QSO: 14000 CW 2021-05-15 1208 ON5WL         599  007   G3X           599 018
QSO: 14000 CW 2021-05-15 1212 ON5WL         599  008   OH2LU         599 003
QSO: 14000 CW 2021-05-15 1217 ON5WL         599  009   W0WP          599 006
QSO: 14000 CW 2021-05-15 1218 ON5WL         599  010   LZ2CH         599 007
QSO: 14000 CW 2021-05-15 1219 ON5WL         599  011   YT5YTT        599 012
QSO: 14000 CW 2021-05-15 1221 ON5WL         599  012   YO4DW         599 024
QSO: 14000 CW 2021-05-15 1222 ON5WL         599  013   LY5XX         599 017
QSO: 14000 CW 2021-05-15 1223 ON5WL         599  014   EA5ITT        599 A
QSO: 14000 CW 2021-05-15 1223 ON5WL         599  015   OY1CT         599 021
QSO: 14000 CW 2021-05-15 1224 ON5WL         599  016   IK8UND        599 018
QSO: 14000 CW 2021-05-15 1225 ON5WL         599  017   EA1WH         599 S
QSO: 14000 CW 2021-05-15 1227 ON5WL         599  018   SV1ENG        599 023
QSO: 14000 CW 2021-05-15 1228 ON5WL         599  019   OH1X          599 041
QSO: 14000 CW 2021-05-15 1231 ON5WL         599  020   K3ZO          599 019
QSO: 14000 CW 2021-05-15 1231 ON5WL         599  021   UT8AS         599 013
QSO: 14000 CW 2021-05-15 1232 ON5WL         599  022   E73RB         599 007
QSO: 14000 CW 2021-05-15 1233 ON5WL         599  023   YO2IS         599 019
QSO: 14000 CW 2021-05-15 1234 ON5WL         599  024   UT2UB         599 032
QSO: 14000 CW 2021-05-15 1235 ON5WL         599  025   US3EW         599 016
QSO: 14000 CW 2021-05-15 1236 ON5WL         599  026   R3VL          599 034
