START-OF-LOG: 3.0
CALLSIGN: 2E1FVS
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 142680
NAME: Martin Hotchin
LOCATION: DX
OPERATORS: M0HOM
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7704.0
SOAPBOX: Couldn't spend all weekend on the test, spent time giving a mult
SOAPBOX: out with my old Intermediate licence callsign. Frustrating having
SOAPBOX: to ask for repeats, to the op's who wouldn't match my sending speed.
SOAPBOX: Some nice DX with 50W to vertical GPs. TU, GL+73
QSO: 14044 CW 2019-05-26 1130 2E1FVS        599 0085   R4RR          599 2081
QSO: 14044 CW 2019-05-26 1130 2E1FVS        599 0086   RM5A          599 1390
QSO: 14044 CW 2019-05-26 1131 2E1FVS        599 0087   SN2B          599 3104
QSO: 14044 CW 2019-05-26 1131 2E1FVS        599 0088   OM7LW         599 1176
QSO: 14044 CW 2019-05-26 1132 2E1FVS        599 0089   HA8A          599 2062
QSO: 14044 CW 2019-05-26 1133 2E1FVS        599 0090   DL4WA         599 0864
QSO: 14044 CW 2019-05-26 1135 2E1FVS        599 0091   R3QA          599 0831
QSO: 14044 CW 2019-05-26 1135 2E1FVS        599 0092   S59ABC        599 2152
QSO: 14044 CW 2019-05-26 1136 2E1FVS        599 0093   E7DX          599 3885
QSO: 14044 CW 2019-05-26 1137 2E1FVS        599 0094   EA4OR         599 0901
QSO: 14044 CW 2019-05-26 1138 2E1FVS        599 0095   RL3A          599 4469
QSO: 14044 CW 2019-05-26 1139 2E1FVS        599 0096   LY2W          599 1463
QSO: 14044 CW 2019-05-26 1139 2E1FVS        599 0097   DA2X          599 2201
QSO: 14044 CW 2019-05-26 1140 2E1FVS        599 0098   9A7A          599 3380
QSO: 14044 CW 2019-05-26 1141 2E1FVS        599 0099   K9CT          599 1463
QSO: 14044 CW 2019-05-26 1142 2E1FVS        599 0100   RW7K          599 2242
QSO: 14044 CW 2019-05-26 1142 2E1FVS        599 0101   R6AF          599 0909
QSO: 14044 CW 2019-05-26 1143 2E1FVS        599 0102   SP9H          599 1218
QSO: 14044 CW 2019-05-26 1144 2E1FVS        599 0103   KC1XX         599 1724
QSO: 14044 CW 2019-05-26 1144 2E1FVS        599 0104   LY7Z          599 2762
QSO: 14044 CW 2019-05-26 1145 2E1FVS        599 0105   DJ1YFC        599 0550
QSO: 14044 CW 2019-05-26 1145 2E1FVS        599 0106   YT5A          599 2014
QSO: 14044 CW 2019-05-26 1146 2E1FVS        599 0107   DK1FW         599 0523
QSO: 14044 CW 2019-05-26 1148 2E1FVS        599 0108   UP4L          599 1897
QSO: 14044 CW 2019-05-26 1148 2E1FVS        599 0109   UT4U          599 2508
QSO: 14044 CW 2019-05-26 1149 2E1FVS        599 0110   YL2SM         599 1534
QSO: 14044 CW 2019-05-26 1150 2E1FVS        599 0111   YL5W          599 0826
QSO: 14044 CW 2019-05-26 1150 2E1FVS        599 0112   UR7GO         599 1593
QSO: 14044 CW 2019-05-26 1151 2E1FVS        599 0113   UT5C          599 2043
QSO: 14044 CW 2019-05-26 1152 2E1FVS        599 0114   EW6W          599 4081
QSO: 14044 CW 2019-05-26 1153 2E1FVS        599 0115   DH0GHU        599 1108
QSO: 14044 CW 2019-05-26 1153 2E1FVS        599 0116   S56A          599 0845
QSO: 14044 CW 2019-05-26 1153 2E1FVS        599 0117   YL7A          599 0856
QSO: 14044 CW 2019-05-26 1154 2E1FVS        599 0118   OL6P          599 1945
QSO: 14044 CW 2019-05-26 1155 2E1FVS        599 0119   KO7SS         599 1664
QSO: 14044 CW 2019-05-26 1156 2E1FVS        599 0120   SP1AEN        599 1173
QSO: 14044 CW 2019-05-26 1157 2E1FVS        599 0121   R7AB          599 1557
QSO: 14044 CW 2019-05-26 1159 2E1FVS        599 0122   SP3CCT        599 0292
QSO: 14044 CW 2019-05-26 1200 2E1FVS        599 0123   RA3TT         599 0207
QSO: 14044 CW 2019-05-26 1201 2E1FVS        599 0124   HG1S          599 1324
QSO: 14044 CW 2019-05-26 1201 2E1FVS        599 0125   RU1A          599 4363
QSO: 14044 CW 2019-05-26 1202 2E1FVS        599 0126   DL6KVA        599 1481
QSO: 14002 CW 2019-05-26 1309 2E1FVS        599 0127   K3RA          599 1353
QSO: 14002 CW 2019-05-26 1311 2E1FVS        599 0128   NN5J          599 3289
QSO: 14004 CW 2019-05-26 1314 2E1FVS        599 0129   KQ2M          599 2231
QSO: 14005 CW 2019-05-26 1317 2E1FVS        599 0130   NA8V          599 1826
QSO: 14008 CW 2019-05-26 1321 2E1FVS        599 0131   OH10X         599 2545
QSO: 14007 CW 2019-05-26 1445 2E1FVS        599 0132   VA7ST         599 0823
QSO: 14010 CW 2019-05-26 1446 2E1FVS        599 0133   WC1M          599 2052
QSO: 14010 CW 2019-05-26 1454 2E1FVS        599 0134   KL7RA         599 3313
QSO: 14013 CW 2019-05-26 1504 2E1FVS        599 0135   S50K          599 0110
QSO: 14014 CW 2019-05-26 1505 2E1FVS        599 0136   OG2P          599 1666
QSO: 14054 CW 2019-05-26 1512 2E1FVS        599 0137   II9P          599 3846
QSO: 14054 CW 2019-05-26 1513 2E1FVS        599 0138   DL1ARJ        599 0371
QSO: 14054 CW 2019-05-26 1513 2E1FVS        599 0139   UP0L          599 2735
QSO: 14054 CW 2019-05-26 1514 2E1FVS        599 0140   SQ3RX         599 1611
QSO: 14054 CW 2019-05-26 1515 2E1FVS        599 0141   UD4F          599 2016
QSO: 14054 CW 2019-05-26 1516 2E1FVS        599 0142   RX9FB         599 0460
QSO: 14054 CW 2019-05-26 1517 2E1FVS        599 0143   K1LZ          599 1903
QSO: 14083 CW 2019-05-26 1544 2E1FVS        599 0144   F5VMN         599 0679
QSO: 14098 CW 2019-05-26 1556 2E1FVS        599 0145   OH3077F       599 0614
QSO: 14052 CW 2019-05-26 1558 2E1FVS        599 0146   CN3A          599 2691
QSO: 14052 CW 2019-05-26 1600 2E1FVS        599 0147   K3MD          599 1693
QSO: 14052 CW 2019-05-26 1601 2E1FVS        599 0148   RT5G          599 1330
QSO: 14052 CW 2019-05-26 1602 2E1FVS        599 0149   DL6KO         599 0098
QSO: 14052 CW 2019-05-26 1602 2E1FVS        599 0150   LY5E          599 2556
QSO: 14017 CW 2019-05-26 1608 2E1FVS        599 0151   EW8OM         599 1434
QSO: 14013 CW 2019-05-26 1612 2E1FVS        599 0152   NR4M          599 1912
QSO: 14019 CW 2019-05-26 1613 2E1FVS        599 0153   OH8X          599 2304
QSO: 14019 CW 2019-05-26 1614 2E1FVS        599 0154   9A4WY         599 0789
QSO: 14023 CW 2019-05-26 1622 2E1FVS        559 0155   HA3OU         599 1029
QSO: 14026 CW 2019-05-26 1739 2E1FVS        599 0156   UZ2I          599 2782
QSO: 21055 CW 2019-05-26 1742 2E1FVS        599 0157   OM7M          599 1127
QSO: 21054 CW 2019-05-26 1742 2E1FVS        599 0158   EC4TA         599 0056
QSO: 21050 CW 2019-05-26 1743 2E1FVS        599 0159   ED1R          599 0682
QSO: 21042 CW 2019-05-26 1746 2E1FVS        599 0160   DL5YM         599 1265
QSO: 21057 CW 2019-05-26 1748 2E1FVS        599 0161   S52D          599 0685
QSO: 21057 CW 2019-05-26 1749 2E1FVS        599 0162   IR4X          599 4095
QSO: 21057 CW 2019-05-26 1749 2E1FVS        599 0163   OK2EA         599 1443
QSO: 21057 CW 2019-05-26 1751 2E1FVS        599 0164   OM7LW         599 1485
QSO: 21057 CW 2019-05-26 1753 2E1FVS        599 0165   S52C          599 2517
QSO: 21057 CW 2019-05-26 1754 2E1FVS        599 0166   SN7Q          599 3027
QSO: 21057 CW 2019-05-26 1754 2E1FVS        599 0167   IQ8IN         599 2186
QSO: 21057 CW 2019-05-26 1755 2E1FVS        599 0168   9A5D          599 1359
QSO: 21057 CW 2019-05-26 1755 2E1FVS        599 0169   9A7A          599 3898
QSO: 21057 CW 2019-05-26 1756 2E1FVS        599 0170   OK1LL         599 0545
QSO: 21057 CW 2019-05-26 1756 2E1FVS        599 0171   HG7T          599 1048
QSO: 21057 CW 2019-05-26 1759 2E1FVS        599 0172   DP8M          599 1445
QSO: 21057 CW 2019-05-26 1800 2E1FVS        599 0173   OM6AL         599 0738
QSO: 21057 CW 2019-05-26 1800 2E1FVS        599 0174   HG6N          599 4051
QSO: 21057 CW 2019-05-26 1801 2E1FVS        599 0175   S53M          599 0868
QSO: 21057 CW 2019-05-26 1802 2E1FVS        599 0176   DJ9SN         599 0251
QSO: 21057 CW 2019-05-26 1803 2E1FVS        599 0177   S53MM         599 2910
QSO: 21057 CW 2019-05-26 1804 2E1FVS        599 0178   IZ2FOS        599 0277
QSO: 21001 CW 2019-05-26 1806 2E1FVS        599 0179   E78IW         599 0405
QSO: 21007 CW 2019-05-26 1811 2E1FVS        599 0180   OM3BH         599 3138
QSO: 21012 CW 2019-05-26 1814 2E1FVS        599 0181   9A3IH         599 0795
QSO: 21019 CW 2019-05-26 1817 2E1FVS        599 0182   9A1A          599 1586
QSO: 21024 CW 2019-05-26 1821 2E1FVS        599 0183   HA8A          599 2640
QSO: 21027 CW 2019-05-26 1822 2E1FVS        599 0184   UA6YW         599 0783
QSO: 21027 CW 2019-05-26 1823 2E1FVS        599 0185   US2YW         599 2590
QSO: 21028 CW 2019-05-26 1824 2E1FVS        599 0186   IR2Q          599 2775
QSO: 14090 CW 2019-05-26 1832 2E1FVS        599 0187   LZ2PS         599 0767
QSO: 14069 CW 2019-05-26 1837 2E1FVS        599 0188   RX6AM         599 0809
QSO: 14068 CW 2019-05-26 1838 2E1FVS        599 0189   SX1T          599 2145
QSO: 14067 CW 2019-05-26 1838 2E1FVS        599 0190   S53EO         599 0921
QSO: 14066 CW 2019-05-26 1840 2E1FVS        599 0191   ES2MC         599 1786
QSO: 14062 CW 2019-05-26 1917 2E1FVS        599 0192   VE3NNT        599 1535
QSO: 14062 CW 2019-05-26 1919 2E1FVS        599 0193   EA7TG         599 0242
QSO: 14057 CW 2019-05-26 1921 2E1FVS        599 0194   PY2NY         599 0531
QSO: 14068 CW 2019-05-26 1925 2E1FVS        599 0195   EU1DX         599 0801
QSO: 14068 CW 2019-05-26 1928 2E1FVS        599 0196   SP2LNW        599 1913
QSO: 21031 CW 2019-05-26 1931 2E1FVS        599 0197   HG3IPA        599 0380
QSO: 21011 CW 2019-05-26 1933 2E1FVS        599 0198   YT9W          599 1095
QSO: 21009 CW 2019-05-26 1933 2E1FVS        599 0199   EF8R          599 3432
QSO: 21022 CW 2019-05-26 1936 2E1FVS        599 0200   IK3UNA        599 1596
QSO: 21048 CW 2019-05-26 1943 2E1FVS        599 0201   LZ9W          599 1579
QSO: 21048 CW 2019-05-26 1945 2E1FVS        599 0202   P33W          599 1814
QSO: 21048 CW 2019-05-26 1946 2E1FVS        599 0203   OM5WW         599 1539
QSO: 21048 CW 2019-05-26 1947 2E1FVS        599 0204   YO2LEA        599 0480
QSO: 21048 CW 2019-05-26 1949 2E1FVS        599 0205   HB9CIN        599 0088
QSO: 14068 CW 2019-05-26 1953 2E1FVS        599 0206   UA6HFI        599 0431
QSO: 14068 CW 2019-05-26 1954 2E1FVS        599 0207   UZ3A          599 2771
QSO: 14063 CW 2019-05-26 1958 2E1FVS        599 0208   FY5KE         599 1348
QSO: 14062 CW 2019-05-26 1959 2E1FVS        599 0209   8P5A          599 3579
QSO: 14062 CW 2019-05-26 2001 2E1FVS        599 0210   LZ3FN         599 2345
QSO: 14049 CW 2019-05-26 2005 2E1FVS        599 0211   IT9UFP        599 0307
QSO: 14048 CW 2019-05-26 2008 2E1FVS        599 0212   CE3CT         599 0914
QSO:  7058 CW 2019-05-26 2012 2E1FVS        599 0213   SP8R          599 1532
QSO:  7058 CW 2019-05-26 2012 2E1FVS        599 0214   S51YI         599 1734
QSO:  7058 CW 2019-05-26 2013 2E1FVS        599 0215   SP6OJE        599 1267
QSO:  7058 CW 2019-05-26 2013 2E1FVS        599 0216   SN3A          599 1954
QSO:  7058 CW 2019-05-26 2014 2E1FVS        599 0217   I2IFT         599 1307
QSO:  7058 CW 2019-05-26 2014 2E1FVS        599 0218   LY2K          599 1436
QSO:  7058 CW 2019-05-26 2015 2E1FVS        599 0219   R6CC          599 0677
QSO:  7058 CW 2019-05-26 2016 2E1FVS        599 0220   DL3ANK        599 1022
QSO:  7058 CW 2019-05-26 2018 2E1FVS        599 0221   YT4T          599 1249
QSO:  7058 CW 2019-05-26 2018 2E1FVS        599 0222   US1VM         599 0837
QSO:  7058 CW 2019-05-26 2020 2E1FVS        599 0223   UA3VLO        599 0312
QSO:  7058 CW 2019-05-26 2021 2E1FVS        599 0224   YU7KW         599 1069
QSO:  7058 CW 2019-05-26 2021 2E1FVS        599 0225   SP9JZT        599 0487
QSO:  7058 CW 2019-05-26 2022 2E1FVS        599 0226   R4LR          599 0836
QSO:  7058 CW 2019-05-26 2022 2E1FVS        599 0227   SN2M          599 1781
QSO:  7058 CW 2019-05-26 2022 2E1FVS        599 0228   RC7B          599 0750
QSO:  7058 CW 2019-05-26 2023 2E1FVS        599 0229   HG6N          599 4229
QSO:  7058 CW 2019-05-26 2024 2E1FVS        599 0230   LZ9W          599 1944
QSO:  7058 CW 2019-05-26 2024 2E1FVS        599 0231   9A7T          599 0783
QSO:  7058 CW 2019-05-26 2025 2E1FVS        599 0232   DL6HCC        599 0800
QSO:  7058 CW 2019-05-26 2025 2E1FVS        599 0233   R4RR          599 2559
QSO:  7058 CW 2019-05-26 2027 2E1FVS        599 0234   OK2FD         599 1439
QSO:  7058 CW 2019-05-26 2028 2E1FVS        599 0235   YL5X          599 1192
QSO:  7058 CW 2019-05-26 2028 2E1FVS        599 0236   DL2RTJ        599 1136
QSO:  7058 CW 2019-05-26 2029 2E1FVS        599 0238   UR5MM         599 0543
QSO:  7058 CW 2019-05-26 2030 2E1FVS        599 0239   F5SGI         599 0461
QSO:  7058 CW 2019-05-26 2059 2E1FVS        599 0240   YT6W          599 2663
QSO:  7058 CW 2019-05-26 2100 2E1FVS        599 0241   HG8R          599 2540
QSO:  7058 CW 2019-05-26 2100 2E1FVS        599 0242   DL1GME        599 0777
QSO:  7058 CW 2019-05-26 2101 2E1FVS        599 0243   LY2DX         599 1148
QSO:  7058 CW 2019-05-26 2102 2E1FVS        599 0244   OK2QA         599 1173
QSO:  7058 CW 2019-05-26 2102 2E1FVS        599 0245   IZ8JFL        599 1266
QSO:  7058 CW 2019-05-26 2103 2E1FVS        599 0246   DL1RNN        599 0905
QSO:  7058 CW 2019-05-26 2104 2E1FVS        599 0247   EA5KA         599 4104
QSO:  7058 CW 2019-05-26 2104 2E1FVS        599 0248   DJ3XA         599 0615
QSO:  7058 CW 2019-05-26 2105 2E1FVS        599 0249   DL6KWN        599 0582
QSO:  7058 CW 2019-05-26 2107 2E1FVS        599 0250   OK2HBR        599 0628
QSO:  7058 CW 2019-05-26 2107 2E1FVS        599 0251   G8X           599 1061
QSO:  7058 CW 2019-05-26 2107 2E1FVS        599 0252   RL5A          599 1213
QSO:  7058 CW 2019-05-26 2108 2E1FVS        599 0253   EW3M          599 0594
QSO:  7058 CW 2019-05-26 2108 2E1FVS        599 0254   EV1R          599 2329
QSO:  7058 CW 2019-05-26 2109 2E1FVS        599 0255   OE3BKC        599 0049
QSO:  7058 CW 2019-05-26 2110 2E1FVS        599 0256   G5O           599 0875
QSO:  7058 CW 2019-05-26 2110 2E1FVS        599 0257   RK3ER         599 1158
QSO:  7058 CW 2019-05-26 2111 2E1FVS        599 0258   UR6EA         599 2132
QSO:  7058 CW 2019-05-26 2112 2E1FVS        599 0259   PC3T          599 1881
QSO:  7058 CW 2019-05-26 2112 2E1FVS        599 0260   DL0CS         599 2611
QSO:  7058 CW 2019-05-26 2113 2E1FVS        599 0261   F4VSQ         599 1341
QSO:  7058 CW 2019-05-26 2113 2E1FVS        599 0262   UA2K          599 1825
QSO:  7058 CW 2019-05-26 2113 2E1FVS        599 0263   TM5T          599 0679
QSO:  7058 CW 2019-05-26 2114 2E1FVS        599 0264   SF0Z          599 0629
QSO:  7058 CW 2019-05-26 2115 2E1FVS        599 0265   SZ1A          599 0749
QSO:  7058 CW 2019-05-26 2115 2E1FVS        599 0266   EW2A          599 2504
QSO:  7058 CW 2019-05-26 2116 2E1FVS        599 0267   LZ9R          599 2220
QSO:  7058 CW 2019-05-26 2116 2E1FVS        599 0268   4X7R          599 2670
QSO:  7058 CW 2019-05-26 2117 2E1FVS        599 0269   LY5T          599 0817
QSO:  7058 CW 2019-05-26 2117 2E1FVS        599 0270   DF5RF         599 1099
QSO:  7058 CW 2019-05-26 2118 2E1FVS        599 0271   ES3TI         599 0437
QSO:  7058 CW 2019-05-26 2119 2E1FVS        599 0272   YO2LAN        599 0324
QSO:  7058 CW 2019-05-26 2120 2E1FVS        599 0273   UN7LAN        599 0620
QSO:  7058 CW 2019-05-26 2120 2E1FVS        599 0274   DP7D          599 2292
QSO:  7058 CW 2019-05-26 2121 2E1FVS        599 0275   YR5N          599 1028
QSO:  7058 CW 2019-05-26 2122 2E1FVS        599 0276   DF5BM         599 1004
QSO:  7058 CW 2019-05-26 2122 2E1FVS        599 0277   9A7A          599 4178
QSO:  7058 CW 2019-05-26 2124 2E1FVS        599 0278   SP2R          599 0719
QSO:  7058 CW 2019-05-26 2125 2E1FVS        599 0279   CN3A          599 1784
QSO:  7058 CW 2019-05-26 2126 2E1FVS        599 0280   SO5WD         599 0253
QSO:  7058 CW 2019-05-26 2128 2E1FVS        599 0281   EW6W          599 4780
QSO:  7058 CW 2019-05-26 2128 2E1FVS        599 0282   OZ5E          599 1707
QSO:  7058 CW 2019-05-26 2130 2E1FVS        599 0283   HA2MN         599 0485
QSO:  7058 CW 2019-05-26 2131 2E1FVS        599 0284   TM0R          599 2086
QSO:  7058 CW 2019-05-26 2132 2E1FVS        599 0285   RM5A          599 0975
QSO:  7058 CW 2019-05-26 2133 2E1FVS        599 0286   OE5FDM        599 0298
QSO:  7058 CW 2019-05-26 2134 2E1FVS        599 0287   SQ9FMU        599 0549
QSO:  7058 CW 2019-05-26 2135 2E1FVS        599 0288   LZ7DX         599 0884
QSO:  7058 CW 2019-05-26 2136 2E1FVS        599 0289   UP4L          599 2398
QSO:  7058 CW 2019-05-26 2138 2E1FVS        599 0290   N4WW          599 2874
QSO:  7058 CW 2019-05-26 2139 2E1FVS        599 0291   RM2U          599 1655
QSO:  7058 CW 2019-05-26 2140 2E1FVS        599 0292   RT3T          599 2084
QSO:  7058 CW 2019-05-26 2141 2E1FVS        599 0293   UT4LW         599 2870
QSO:  7058 CW 2019-05-26 2142 2E1FVS        599 0294   UW1M          599 3253
QSO:  7058 CW 2019-05-26 2143 2E1FVS        599 0295   IW3ILM        599 0236
QSO:  7058 CW 2019-05-26 2144 2E1FVS        599 0296   A61ZX         599 1518
QSO:  7058 CW 2019-05-26 2144 2E1FVS        599 0297   HA1AD         599 0841
QSO:  7058 CW 2019-05-26 2145 2E1FVS        599 0298   ED4T          599 0417
QSO:  7058 CW 2019-05-26 2145 2E1FVS        599 0299   OG6N          599 1779
QSO:  7058 CW 2019-05-26 2146 2E1FVS        599 0300   DL8TG         599 0592
QSO:  7058 CW 2019-05-26 2146 2E1FVS        599 0301   I5YKQ         599 0195
END-OF-LOG:
